# _root_ Pro investora se připravují informace o podnicích v odvětví , o situaci na trhu , představuje se lokalita a infrastruktura a poskytují se i další nezbytná data .
#goldHeads=4,1,4,21,4,10,6,7,8,5,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
#predictedHeads=4,1,4,0,4,5,6,7,8,21,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
(19,12),(19,24),0.000394333 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.11658 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0296308 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.0317398 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0858445 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.014642 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0399516 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0383486 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0203342 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0545222 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0474932 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0388163 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.0848412 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.0613684 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0545711 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.00169097 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0951443 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.00416525 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0180496 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0147587 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0642849 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.125395 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.227783 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0141173 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0481223 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.118428 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.154569 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.176591 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00693927 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.487371 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.118445 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0290504 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.079375 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.192474 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.118515 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0417094 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0398876 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0492376 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.086653 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.00194815 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0510625 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0594377 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0487725 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0269982 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0159339 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0128413 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.114732 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0314785 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0145355 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0925773 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.485321 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.086573 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0037237 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.00539084 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0578725 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.217648 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0755527 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0568061 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0529413 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0852711 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.179421 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.033206 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0306924 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.010954 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0416067 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0380819 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0639139 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.306204 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.221541 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.198109 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.109603 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0783145 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0103362 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.0341457 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.0987459 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0429754 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0353605 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.0347338 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.056343 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0364525 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0420022 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0353605 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0384346 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0494645 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0545788 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0420022 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.0979661 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0201831 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0341457 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0227758 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0341457 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0401307 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0928694 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0887208 # DEPENDENCYPART_SIBL
(21,1),(21,25),0.0577764 # DEPENDENCYPART_SIBL
(21,1),(21,26),0.00592754 # DEPENDENCYPART_SIBL
(21,1),(21,27),-0.0956751 # DEPENDENCYPART_SIBL
(21,1),(21,28),-0.0881198 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.0174381 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.0138065 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.075069 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.0175419 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0252389 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.0196821 # DEPENDENCYPART_SIBL
(21,2),(21,10),0.124811 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.075069 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.0208253 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0622729 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.0443095 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.124811 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0321 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0222169 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.0162423 # DEPENDENCYPART_SIBL
(21,2),(21,19),0.0173023 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0162423 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0159311 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0252713 # DEPENDENCYPART_SIBL
(21,2),(21,24),-0.0100026 # DEPENDENCYPART_SIBL
(21,2),(21,25),0.11331 # DEPENDENCYPART_SIBL
(21,2),(21,26),-0.0329005 # DEPENDENCYPART_SIBL
(21,2),(21,27),0.0138248 # DEPENDENCYPART_SIBL
(21,2),(21,28),-0.0863207 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.145367 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.0955892 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.145607 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.0742777 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.147172 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0129021 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0955892 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.149025 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.104924 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.165902 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.0129021 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.0668062 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.113791 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.145548 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0435074 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.145548 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.504644 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0650501 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.109895 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.0236286 # DEPENDENCYPART_SIBL
(21,4),(21,26),-0.0739532 # DEPENDENCYPART_SIBL
(21,4),(21,27),-0.186808 # DEPENDENCYPART_SIBL
(21,4),(21,28),-0.0346618 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.10239 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0518123 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0517239 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0539525 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.0609709 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.10239 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0550956 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0877388 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0785799 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.0609709 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.00715257 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0426884 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0505127 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.00886609 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0505127 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0459564 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0437805 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0331723 # DEPENDENCYPART_SIBL
(21,5),(21,25),0.092252 # DEPENDENCYPART_SIBL
(21,5),(21,26),-0.0539587 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.0322267 # DEPENDENCYPART_SIBL
(21,5),(21,28),-0.116646 # DEPENDENCYPART_SIBL
(21,6),(21,7),-0.0719761 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0392926 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.0736949 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.0198036 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.0843151 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0764389 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0193801 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0918212 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.0198036 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.00149025 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.0299935 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.071388 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.00602578 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.071388 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.179011 # DEPENDENCYPART_SIBL
(21,6),(21,23),-0.123288 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.0775926 # DEPENDENCYPART_SIBL
(21,6),(21,25),-0.0493034 # DEPENDENCYPART_SIBL
(21,6),(21,26),-0.0975004 # DEPENDENCYPART_SIBL
(21,6),(21,27),-0.242198 # DEPENDENCYPART_SIBL
(21,6),(21,28),-0.139271 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.0253128 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0213109 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.123474 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0751429 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0224541 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0623469 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0459383 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.123474 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.0320228 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0222909 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0178711 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0172152 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0178711 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0204627 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.0282739 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0146189 # DEPENDENCYPART_SIBL
(21,7),(21,25),0.110305 # DEPENDENCYPART_SIBL
(21,7),(21,26),-0.035906 # DEPENDENCYPART_SIBL
(21,7),(21,27),0.0094193 # DEPENDENCYPART_SIBL
(21,7),(21,28),-0.0891822 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.0296519 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0282231 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0398949 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0307649 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0438192 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.0469234 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0282231 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0371935 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.101833 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0264754 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.00489411 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0264754 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0189903 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.115526 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0809264 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.0492731 # DEPENDENCYPART_SIBL
(21,8),(21,26),-0.100325 # DEPENDENCYPART_SIBL
(21,8),(21,27),-0.0830464 # DEPENDENCYPART_SIBL
(21,8),(21,28),-0.0972958 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.112548 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0814952 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.031536 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0686991 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.0550203 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.112548 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0254071 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0301299 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.026953 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0108507 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.026953 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0212876 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0308127 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0162054 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.108228 # DEPENDENCYPART_SIBL
(21,9),(21,26),-0.0379822 # DEPENDENCYPART_SIBL
(21,9),(21,27),0.0064715 # DEPENDENCYPART_SIBL
(21,9),(21,28),-0.0808844 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0131114 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.00812069 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.00914429 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0362645 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.020552 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.00169097 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0951443 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.00416525 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0531232 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.00416525 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0642849 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0117772 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.125395 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.227783 # DEPENDENCYPART_SIBL
(21,10),(21,26),-0.0141173 # DEPENDENCYPART_SIBL
(21,10),(21,27),-0.0481223 # DEPENDENCYPART_SIBL
(21,10),(21,28),-0.0364068 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0764389 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0193801 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0918212 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0198036 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.00149025 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0299935 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.071388 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00602578 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.071388 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.179011 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.123288 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0775926 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0493034 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.0975004 # DEPENDENCYPART_SIBL
(21,11),(21,27),-0.242198 # DEPENDENCYPART_SIBL
(21,11),(21,28),-0.139271 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0617039 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0281921 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.157107 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0320801 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0188825 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.000124756 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0276022 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.000124756 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0161698 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0196036 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.000394333 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.11658 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.0296308 # DEPENDENCYPART_SIBL
(21,12),(21,27),0.0317398 # DEPENDENCYPART_SIBL
(21,12),(21,28),-0.0782506 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0711499 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0302363 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0142846 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.000299193 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0506428 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.029723 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0506428 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0735731 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.121662 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.126329 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.0251424 # DEPENDENCYPART_SIBL
(21,13),(21,26),-0.0757341 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.087122 # DEPENDENCYPART_SIBL
(21,13),(21,28),-0.108233 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0858445 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.014642 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0399516 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0383486 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00331236 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0383486 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0474932 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.054561 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0388163 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0848412 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.0613684 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.0545711 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.121373 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.00169097 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0951443 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.00416525 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0531232 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.00416525 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0642849 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0117772 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.125395 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.227783 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0141173 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.0481223 # DEPENDENCYPART_SIBL
(21,15),(21,28),-0.0364068 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.118428 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.154569 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0476997 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.154569 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.487371 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0703115 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.118445 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0290504 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.079375 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.192474 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.0347418 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.118515 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.05446 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.118515 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0492376 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.00628538 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.086653 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.00194815 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0510625 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.0594377 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.160004 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0173014 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.016094 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0159339 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0252741 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0128413 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.114732 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0314785 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0145355 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0855935 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0192936 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0315454 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0510467 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.099575 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0594935 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0198109 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0131449 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0915816 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0164465 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0257867 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.00817319 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.112795 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0334159 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.012893 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0861407 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0294584 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.179421 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.033206 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0306924 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.010954 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.0623892 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0424883 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0473384 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0472378 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0430492 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.141051 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0416067 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0380819 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0639139 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.20895 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.306204 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.221541 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.181715 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.198109 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.163388 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.249434 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0128757 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.096533 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0324747 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.0324747 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.160194 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.161475 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.341389 # DEPENDENCYPART_SIBL
(22,3),(22,26),-0.310304 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0410079 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0364371 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0117669 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0117669 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.105338 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0756351 # DEPENDENCYPART_SIBL
