# _root_ Dochovala se v podobě překrásného iluminovaného rukopisu , v němž jsou nejen popsány , ale i vyobrazeny scény ze středověkého městského dění .
#goldHeads=0,1,1,3,7,7,4,11,11,9,7,13,15,15,11,17,15,11,18,22,22,19,0,
#predictedHeads=0,1,1,3,7,7,4,15,13,9,13,13,15,15,7,17,15,17,18,22,22,19,0,
(5,22),(22,21),-0.839579 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.557912 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.336475 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.335526 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.443442 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.85326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.73852 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.504271 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.414031 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.353592 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.83616 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0404365 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.376068 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.509331 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.133535 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.153492 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.77693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.113204 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.256879 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.608307 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.453724 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-1.00676 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.541659 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.63946 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-1.80733 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.15702 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-1.99277 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.449857 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.244154 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.07928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-1.66863 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.168995 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.437713 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.272422 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.252465 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.84437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.151413 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.158346 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.586352 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.475953 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.434572 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.470887 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.514892 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.030861 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.180245 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.248166 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.134973 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.80733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.112911 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.100786 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.387085 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-2.02154 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.030861 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0166993 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-2.50933 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.06044 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.90491 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.810496 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.830453 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.667434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.339492 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0346019 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0841699 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0991284 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.289618 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0471858 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.136386 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.0188275 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.66688 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.804724 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-2.44843 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.681327 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.0687 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.59782 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.716799 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.736756 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.785673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.1021 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.313712 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.070659 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.31743 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.159536 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0229285 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.215522 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.237859 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.472772 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.427077 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.737656 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.663408 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.595391 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.433415 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.250975 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.255493 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.188284 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.175174 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-2.43603 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.05059 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.58226 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.718456 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.738413 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.700022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),1.07491 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.42124 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.32015 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.210058 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.157665 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0534577 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.238625 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.438463 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.42826 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.629099 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-2.53053 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.760609 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.970998 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.69504 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.77502 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.794977 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.915232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.984208 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.519579 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.341262 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.0628126 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.494756 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.0906467 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.234552 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.162852 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.695712 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.418669 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.537686 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.529497 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.87772 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.605367 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-2.58141 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.832418 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.132396 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.132836 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.289065 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.105615 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.00725711 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.0225976 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.765922 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.451511 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.704838 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.948129 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.710221 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-2.43603 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-1.05059 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-1.58226 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.700724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),1.07636 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.417639 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.319346 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.210044 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.182804 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.0553248 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.25602 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.438463 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.426108 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.794706 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.629099 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.620853 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0461634 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0817139 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.122571 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.287132 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.33048 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.119949 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.0995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-1.05838 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.531473 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.632406 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.931564 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.91757 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-1.07338 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-1.47592 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-1.33584 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-1.50599 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0693878 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.373525 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.21415 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.106 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0119429 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.033323 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.208447 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.251794 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.152402 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.22965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.935635 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.529094 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.676683 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.632116 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.86866 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.803621 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.206534 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.139665 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.358339 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.221275 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.112318 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.03294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.749146 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.653782 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.32631 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.206534 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.486193 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.113583 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.00851671 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0195205 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.102379 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.230593 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.27394 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.22965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.935628 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.529094 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.676683 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.632116 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.87217 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.919497 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.803621 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.46859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.340784 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.870441 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.652196 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.01725 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.11103 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.07983 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.12318 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.876372 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.42979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0975797 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0734238 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.126433 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.372823 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.00959855 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.200139 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.0443235 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.478736 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.495543 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.504716 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.514928 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.378245 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.144441 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.354551 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.106807 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.430305 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0646975 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.845511 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.985022 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.07891 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.06665 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.11 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.844255 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.45743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0110042 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.500068 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.21173 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.397461 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0285007 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.230996 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.45308 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.470857 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.489273 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.801632 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.278711 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0752626 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.409687 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.118409 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.741905 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.617799 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.757014 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.598825 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.729525 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.947634 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.962914 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.00626 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.712975 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.19943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.167354 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.46869 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0643219 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.277789 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0314863 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.334831 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.00193427 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.54358 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.536114 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.52752 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.537886 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.570631 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.324749 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.76785 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.618382 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.390821 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.0550343 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.202918 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.119913 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0661439 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.135275 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.480393 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.46994 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.542834 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.507522 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.369139 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.845511 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.985022 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-1.07891 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.844255 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-1.45505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.00835353 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.50082 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.210766 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.287114 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.04678 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.253998 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.452488 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.467521 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.53217 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.48868 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.400401 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.634647 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.639759 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-1.40477 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.63804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-1.61374 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-1.24038 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.00841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.718076 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.882019 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.928211 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.864737 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.907752 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.18902 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.2608 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.506244 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.514527 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.809901 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-1.40595 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-1.32533 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.818189 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.196242 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.0705451 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.33398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.53757 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.525274 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.530793 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.632782 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.877397 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.651601 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-1.55653 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.215537 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.835338 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.19122 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.323304 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.306219 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.248596 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.951457 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.870831 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.404394 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.463654 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.43632 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.23939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.239125 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.445085 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.487539 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.949182 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.409694 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.453189 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.663139 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-1.00766 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.65941 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.522365 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.134062 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.317018 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-1.34626 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.409694 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-1.0279 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.340175 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.312207 # DEPENDENCYPART_GRANDPAR
