# _root_ Místo toho jsou jen profesionálně velmi slušně odvedeným , poutavým , leč značně konfekčním řemeslem .
#goldHeads=3,1,0,8,8,7,8,12,12,12,12,15,14,12,3,0,
#predictedHeads=3,1,0,5,3,7,8,9,15,9,12,3,14,15,3,0,
(11,9),(9,3),-0.0697781 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.101462 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.235387 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.275646 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.276697 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.223559 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.317695 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.0039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.369229 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.593207 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.884955 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.08664 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.75236 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.207449 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.318518 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.357287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.359668 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.345324 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.215538 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.84616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.224201 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.58503 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.787701 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.622275 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.33706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.344374 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.292308 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.240727 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.006343 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.654868 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.790757 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.642988 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.16662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.0996075 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.239907 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.297852 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.00508 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.580864 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.687902 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.731715 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.05845 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.719565 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.91068 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.26056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.463321 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0878577 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.048718 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.212759 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0123318 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.349571 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.375598 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.121994 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.180749 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0216096 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0508768 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.181575 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.0732069 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.119522 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.41797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.191334 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.230047 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.283159 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.827063 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.353913 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.50684 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.411339 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.322689 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.194661 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.121207 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0761242 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.295587 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.569671 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.125022 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.58459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.296068 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.464835 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.748766 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.03669 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.284562 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0978391 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.018872 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0208583 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.257778 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.252829 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0464321 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.44156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.290613 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.466454 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.914451 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.353913 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.411339 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.322689 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.121207 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0761242 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.295587 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.408563 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.317917 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.296068 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.464835 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.748766 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.564803 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.983812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0241822 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.081253 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.5411 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.449665 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.771733 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.794063 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.526393 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.236811 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0931984 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.551745 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.03347 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.683417 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.523512 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.457835 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.950829 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.731693 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.973159 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.66964 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.90895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0307325 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.256579 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.579683 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.024403 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0249067 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.767361 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.9106 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.362589 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.50518 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.494115 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.206122 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.60532 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.150721 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.82705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.492112 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.573785 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.679721 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.342804 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.148506 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.334484 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.75001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.375874 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.275966 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.472832 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.676947 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.478292 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.422891 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.736591 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.31767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.24262 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.19457 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.459009 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.560498 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.683549 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.634003 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.562546 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.803847 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.507145 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.795528 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.347326 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.49964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.221437 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.10919 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.47452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.00928495 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.54313 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-1.2663 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.466316 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.242433 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.114278 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0184949 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.987295 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.186966 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.924829 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0126764 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.479398 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.589758 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.510712 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-1.17509 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.452286 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.144582 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.0366084 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.0576829 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.140623 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.772244 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.118951 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0819262 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.67066 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.509071 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.510712 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.144582 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.0366084 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0576829 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-1.00499 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.425121 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.118951 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0819262 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.67066 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.509071 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.590109 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.610665 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.700291 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.401769 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0344379 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0450408 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-1.06721 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.581308 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-1.00475 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.45811 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.83703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.823226 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.416745 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.223623 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.71724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.480358 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.590713 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.66973 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.741633 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.25332 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.409001 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.54849 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.984183 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.48603 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.962511 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.592552 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.169973 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.01832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.12081 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.197425 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.3431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,3),-0.686156 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.210413 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),0.206736 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.651726 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.326465 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.93561 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.19892 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.374114 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),0.305193 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.312738 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.645656 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.377415 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.944467 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.366387 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.162586 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.340579 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.457019 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.104032 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.216311 # DEPENDENCYPART_GRANDPAR
(15,5),(5,16),-0.894142 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.645304 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.380179 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.94833 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.371106 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.261015 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.349371 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.452373 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.615771 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.396178 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.12665 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.780709 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0259514 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.00993045 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.204985 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.440546 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.881847 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.448092 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.43919 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0396539 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.60178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,1),-0.601668 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.192257 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-1.03453 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.340808 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.130705 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.154388 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.31005 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.816208 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.953786 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.404181 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.414528 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.19767 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.940285 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.89404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-1.02897 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.396178 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.0259514 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.00993045 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.204985 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.580219 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.197763 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.448092 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.43919 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0396539 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.60178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.916911 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.601668 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-1.03453 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.340808 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.154388 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.31005 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.816208 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.00508118 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.979606 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.19767 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.940285 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.89404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,3),-0.915107 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.302874 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),1.11508 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.310419 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.305679 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.572625 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.7018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.994458 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.115216 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.00230285 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.606905 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.53754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.894142 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.204985 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.580219 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.743616 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.205308 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0603352 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.60178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.916911 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.561294 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.0399316 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.755605 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.733257 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.762514 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.730245 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.89774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,7),-0.837372 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.950425 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.756393 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.80978 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.8059 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.622149 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.89322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
