# _root_ Proto chystáme pro vojáky v záloze na říjen výběrové řízení , které proběhne ve spolupráci s okresními vojenskými správami v Českém Krumlově , " říká plukovník Kubeš .
#goldHeads=25,1,2,3,4,5,2,7,10,2,13,13,10,13,14,15,19,19,16,13,22,20,1,1,0,27,25,0,
#predictedHeads=2,25,2,3,4,5,6,7,10,8,13,13,10,13,14,13,19,19,16,19,22,20,2,2,0,27,25,0,
(23,1),(23,3),-0.0406382 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.0209363 # DEPENDENCYPART_SIBL
(23,1),(23,7),-0.0391222 # DEPENDENCYPART_SIBL
(23,1),(23,13),-0.0131799 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0849948 # DEPENDENCYPART_SIBL
(23,1),(23,15),-0.0211632 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.0660575 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.0515846 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0515846 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.0209354 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.0876285 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.0535506 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.0162878 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0233271 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.0507972 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.0643515 # DEPENDENCYPART_SIBL
(23,1),(23,27),0.0524597 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.0467484 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.0498157 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.0542673 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.00410468 # DEPENDENCYPART_SIBL
(23,2),(23,14),-0.0840361 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.0499345 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.111288 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.0734921 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0734921 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.0498117 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0509177 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0734955 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.0451641 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0509737 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.523421 # DEPENDENCYPART_SIBL
(23,2),(23,26),0.00044719 # DEPENDENCYPART_SIBL
(23,2),(23,27),-0.0125466 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.0954596 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.00553119 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.00585707 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.0798722 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0855005 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.0711042 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.070941 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.070941 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0950781 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0931606 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.0709455 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.0904435 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0437854 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.0626551 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.015029 # DEPENDENCYPART_SIBL
(23,3),(23,27),0.00207911 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.0148081 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.137164 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0312793 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0187804 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0679174 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0277216 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0277221 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0110563 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0508015 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0277338 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.0246578 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.00338493 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0342394 # DEPENDENCYPART_SIBL
(23,4),(23,26),0.197589 # DEPENDENCYPART_SIBL
(23,4),(23,27),0.164984 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.0282951 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.00456035 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.0185622 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.01524 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0427065 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.0427065 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.0281885 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.00761553 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0427111 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0235539 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.0230356 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.0826982 # DEPENDENCYPART_SIBL
(23,7),(23,26),0.0226541 # DEPENDENCYPART_SIBL
(23,7),(23,27),0.00973457 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0740029 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0398995 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.101255 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0634572 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0634572 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0397767 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0408862 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0634606 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0351291 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0378321 # DEPENDENCYPART_SIBL
(23,13),(23,25),0.505306 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.0165398 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0295336 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0021941 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0498904 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0636541 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0636541 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0208566 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0523968 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0636587 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.016222 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0028671 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.00844438 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.0490196 # DEPENDENCYPART_SIBL
(23,14),(23,27),0.0360697 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0719229 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0308511 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0308511 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.00281999 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0546523 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0308628 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0164214 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0198794 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0152368 # DEPENDENCYPART_SIBL
(23,15),(23,26),0.257878 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.225273 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0149179 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0149179 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0730341 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0220454 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0149224 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0683994 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0928666 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0940372 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0326423 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0455921 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.101209 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0127124 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0305878 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.100319 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.00806483 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.00370571 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0680029 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.0115787 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.00140069 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.012711 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0305878 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.100319 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.00806346 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.00370633 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0679975 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.0115567 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.00142268 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0508015 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.027733 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0246582 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.00338919 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0342385 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.198237 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.165632 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0799986 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0291302 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0491822 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0614095 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.00189294 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0110569 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.00808703 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.00368109 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0680141 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.011556 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.00142337 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00126199 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0388893 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.186822 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.154216 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0659305 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0203235 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0203235 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0354255 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0354255 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0195306 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.0161183 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.313067 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.0598033 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.066275 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0428893 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.00621739 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0126112 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0133481 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0133481 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0361889 # DEPENDENCYPART_SIBL
(25,1),(25,2),-0.0268185 # DEPENDENCYPART_SIBL
(25,1),(25,3),0.0276396 # DEPENDENCYPART_SIBL
(25,1),(25,4),-0.0222205 # DEPENDENCYPART_SIBL
(25,1),(25,5),0.00593334 # DEPENDENCYPART_SIBL
(25,1),(25,6),-0.01568 # DEPENDENCYPART_SIBL
(25,1),(25,7),0.0415932 # DEPENDENCYPART_SIBL
(25,1),(25,8),-0.016236 # DEPENDENCYPART_SIBL
(25,1),(25,10),-0.0150313 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.00365524 # DEPENDENCYPART_SIBL
(25,1),(25,12),-0.134585 # DEPENDENCYPART_SIBL
(25,1),(25,13),-0.0268261 # DEPENDENCYPART_SIBL
(25,1),(25,14),-0.00537764 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0157425 # DEPENDENCYPART_SIBL
(25,1),(25,16),0.0231433 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.0472084 # DEPENDENCYPART_SIBL
(25,1),(25,18),-0.0472084 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.0156759 # DEPENDENCYPART_SIBL
(25,1),(25,20),0.00593334 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.049171 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.015676 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.00365524 # DEPENDENCYPART_SIBL
(25,1),(25,24),0.0702688 # DEPENDENCYPART_SIBL
(25,1),(25,26),-0.0128799 # DEPENDENCYPART_SIBL
(25,1),(25,27),-0.00985495 # DEPENDENCYPART_SIBL
(25,1),(25,28),-0.0706429 # DEPENDENCYPART_SIBL
(25,2),(25,3),-0.0289972 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.0548609 # DEPENDENCYPART_SIBL
(25,2),(25,5),0.00758742 # DEPENDENCYPART_SIBL
(25,2),(25,6),-0.0483103 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.0251457 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.0485081 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0453442 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.0791726 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.193539 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.301043 # DEPENDENCYPART_SIBL
(25,2),(25,14),-0.0476663 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.0483131 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.0759953 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.0979137 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.0979137 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0483103 # DEPENDENCYPART_SIBL
(25,2),(25,20),0.00758742 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0979137 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0483103 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.0791726 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.0804797 # DEPENDENCYPART_SIBL
(25,2),(25,26),-0.019583 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.0186185 # DEPENDENCYPART_SIBL
(25,2),(25,28),-0.0414981 # DEPENDENCYPART_SIBL
(25,3),(25,4),-0.0939551 # DEPENDENCYPART_SIBL
(25,3),(25,5),-0.097995 # DEPENDENCYPART_SIBL
(25,3),(25,6),-0.0866675 # DEPENDENCYPART_SIBL
(25,3),(25,7),-0.107758 # DEPENDENCYPART_SIBL
(25,3),(25,8),-0.086955 # DEPENDENCYPART_SIBL
(25,3),(25,10),-0.0799439 # DEPENDENCYPART_SIBL
(25,3),(25,11),-0.305461 # DEPENDENCYPART_SIBL
(25,3),(25,12),-0.238995 # DEPENDENCYPART_SIBL
(25,3),(25,13),-0.0377691 # DEPENDENCYPART_SIBL
(25,3),(25,14),-0.1115 # DEPENDENCYPART_SIBL
(25,3),(25,15),-0.0769523 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.109116 # DEPENDENCYPART_SIBL
(25,3),(25,17),-0.0997956 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.0997956 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.08665 # DEPENDENCYPART_SIBL
(25,3),(25,20),-0.097995 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0997968 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.0866544 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.305461 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.0530319 # DEPENDENCYPART_SIBL
(25,3),(25,26),-0.0405901 # DEPENDENCYPART_SIBL
(25,3),(25,27),-0.0396134 # DEPENDENCYPART_SIBL
(25,3),(25,28),-0.0470859 # DEPENDENCYPART_SIBL
(25,4),(25,5),0.0088287 # DEPENDENCYPART_SIBL
(25,4),(25,6),-0.19844 # DEPENDENCYPART_SIBL
(25,4),(25,7),-0.006461 # DEPENDENCYPART_SIBL
(25,4),(25,8),-0.19382 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.189665 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.12724 # DEPENDENCYPART_SIBL
(25,4),(25,12),-0.337925 # DEPENDENCYPART_SIBL
(25,4),(25,13),-0.0400114 # DEPENDENCYPART_SIBL
(25,4),(25,14),-0.00321641 # DEPENDENCYPART_SIBL
(25,4),(25,15),-0.188838 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.00374451 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.180123 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.180124 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.196719 # DEPENDENCYPART_SIBL
(25,4),(25,20),0.0088287 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.180132 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.193734 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.12724 # DEPENDENCYPART_SIBL
(25,4),(25,24),-0.0357614 # DEPENDENCYPART_SIBL
(25,4),(25,26),-0.0935086 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.0990693 # DEPENDENCYPART_SIBL
(25,4),(25,28),-0.0375065 # DEPENDENCYPART_SIBL
(25,5),(25,6),0.0036488 # DEPENDENCYPART_SIBL
(25,5),(25,7),-0.0188664 # DEPENDENCYPART_SIBL
(25,5),(25,8),0.00337443 # DEPENDENCYPART_SIBL
(25,5),(25,10),0.00935714 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.275167 # DEPENDENCYPART_SIBL
(25,5),(25,12),-0.238485 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.00973626 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.0227338 # DEPENDENCYPART_SIBL
(25,5),(25,15),0.0133738 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.0390045 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.110723 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.110723 # DEPENDENCYPART_SIBL
(25,5),(25,19),0.0036794 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.0142619 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.110725 # DEPENDENCYPART_SIBL
(25,5),(25,22),0.00367069 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.275167 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.00832173 # DEPENDENCYPART_SIBL
(25,5),(25,26),-0.0320476 # DEPENDENCYPART_SIBL
(25,5),(25,27),-0.031071 # DEPENDENCYPART_SIBL
(25,5),(25,28),-0.111633 # DEPENDENCYPART_SIBL
(25,6),(25,7),-0.00644508 # DEPENDENCYPART_SIBL
(25,6),(25,8),-0.194651 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.190496 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.130274 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.337871 # DEPENDENCYPART_SIBL
(25,6),(25,13),-0.0398232 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.00320049 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.189669 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.00373139 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.180104 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.180104 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.19755 # DEPENDENCYPART_SIBL
(25,6),(25,20),0.00884463 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.180113 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.194566 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.130274 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.0372686 # DEPENDENCYPART_SIBL
(25,6),(25,26),-0.0900215 # DEPENDENCYPART_SIBL
(25,6),(25,27),-0.0955823 # DEPENDENCYPART_SIBL
(25,6),(25,28),-0.03437 # DEPENDENCYPART_SIBL
(25,7),(25,8),-0.0594082 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.0523975 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.275936 # DEPENDENCYPART_SIBL
(25,7),(25,12),-0.240274 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.155573 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.0876491 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.0493567 # DEPENDENCYPART_SIBL
(25,7),(25,16),-0.0656355 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.0961587 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.0961587 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.0591032 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.0369457 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.0961598 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.0591076 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.275936 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.0278437 # DEPENDENCYPART_SIBL
(25,7),(25,26),-0.0611341 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.0601423 # DEPENDENCYPART_SIBL
(25,7),(25,28),-0.103695 # DEPENDENCYPART_SIBL
(25,8),(25,10),-0.190016 # DEPENDENCYPART_SIBL
(25,8),(25,11),-0.127758 # DEPENDENCYPART_SIBL
(25,8),(25,12),-0.337871 # DEPENDENCYPART_SIBL
(25,8),(25,13),-0.0399922 # DEPENDENCYPART_SIBL
(25,8),(25,14),-0.00322308 # DEPENDENCYPART_SIBL
(25,8),(25,15),-0.189189 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.00375117 # DEPENDENCYPART_SIBL
(25,8),(25,17),-0.180104 # DEPENDENCYPART_SIBL
(25,8),(25,18),-0.180104 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.19707 # DEPENDENCYPART_SIBL
(25,8),(25,20),0.00879665 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.180113 # DEPENDENCYPART_SIBL
(25,8),(25,22),-0.194085 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.127758 # DEPENDENCYPART_SIBL
(25,8),(25,24),-0.0360106 # DEPENDENCYPART_SIBL
(25,8),(25,26),-0.0850366 # DEPENDENCYPART_SIBL
(25,8),(25,27),-0.0905973 # DEPENDENCYPART_SIBL
(25,8),(25,28),-0.0380888 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.128268 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.338206 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.0354412 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.00870175 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.188006 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.00943124 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.180843 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.180844 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.195887 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.00161152 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.180852 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.192902 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.128268 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.0366943 # DEPENDENCYPART_SIBL
(25,10),(25,26),-0.0747758 # DEPENDENCYPART_SIBL
(25,10),(25,27),-0.0803365 # DEPENDENCYPART_SIBL
(25,10),(25,28),-0.0312621 # DEPENDENCYPART_SIBL
(25,11),(25,12),0.419562 # DEPENDENCYPART_SIBL
(25,11),(25,13),0.0907186 # DEPENDENCYPART_SIBL
(25,11),(25,14),0.063822 # DEPENDENCYPART_SIBL
(25,11),(25,15),0.0481743 # DEPENDENCYPART_SIBL
(25,11),(25,16),0.050014 # DEPENDENCYPART_SIBL
(25,11),(25,17),0.0181731 # DEPENDENCYPART_SIBL
(25,11),(25,18),0.0181722 # DEPENDENCYPART_SIBL
(25,11),(25,19),0.0334274 # DEPENDENCYPART_SIBL
(25,11),(25,20),0.0573422 # DEPENDENCYPART_SIBL
(25,11),(25,21),0.0181705 # DEPENDENCYPART_SIBL
(25,11),(25,22),0.0333894 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.145342 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.0298936 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.010637 # DEPENDENCYPART_SIBL
(25,11),(25,27),-0.00963575 # DEPENDENCYPART_SIBL
(25,11),(25,28),-0.0844557 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.00295207 # DEPENDENCYPART_SIBL
(25,12),(25,14),0.152039 # DEPENDENCYPART_SIBL
(25,12),(25,15),0.0439853 # DEPENDENCYPART_SIBL
(25,12),(25,16),0.135366 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.0310623 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.0310623 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.0439932 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.13468 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0310623 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.0439932 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.151581 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.0644299 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.00923158 # DEPENDENCYPART_SIBL
(25,12),(25,27),-0.00812138 # DEPENDENCYPART_SIBL
(25,12),(25,28),-0.0394076 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.0474865 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.0481299 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.0758155 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.0977305 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.0977305 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.048127 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.00776371 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.0977305 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.048127 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.0721455 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.0768745 # DEPENDENCYPART_SIBL
