# _root_ Z ruské strany jde o suroviny , jako je plyn a ropa , z české o různé zboží .
#goldHeads=4,3,1,13,4,5,8,6,8,11,9,11,0,13,14,13,18,16,0,
#predictedHeads=4,3,1,0,4,5,8,6,8,11,9,11,4,13,14,15,18,16,0,
(9,18),(18,14),0.388554 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.80338 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.538725 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.593426 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.50391 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.948576 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-1.04643 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.408338 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.771187 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.528555 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.868309 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.7725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.661054 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.58511 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.14266 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.15832 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.14447 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.6519 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.137774 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.679199 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-1.09161 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.52561 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.517852 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.329516 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.449029 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.67205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.684499 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.48463 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.15958 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.16006 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.43402 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.03163 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-2.21415 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.76376 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.21149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.369154 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.42568 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.594595 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.493624 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-1.3516 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.927732 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.331896 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.398612 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.631083 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-1.41497 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.465578 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.870226 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.147196 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.341204 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.033295 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.266226 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.261073 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-1.51444 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.375675 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.769256 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.405404 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.72991 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.978981 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-1.37159 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.312559 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.697364 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.648983 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.478959 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.438052 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.467726 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.183242 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.654175 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.3754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,1),-0.304862 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.245754 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.266884 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.246364 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.405756 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.305948 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.322686 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.231073 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.306195 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.168143 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0432953 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.529396 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.384517 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.429418 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.359683 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.501901 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.483108 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.187727 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.00949511 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.4988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.167608 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.389627 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.823291 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.400278 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.296294 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.592703 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.30742 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.38937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-0.294173 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.485261 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.586258 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.491767 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.295439 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.267176 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.157875 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.159295 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.44693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,15),-1.17397 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.404169 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.477391 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.445134 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.584469 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.534816 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.699088 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.37438 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.260921 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.44032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.22109 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.403606 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.364468 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.475811 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.543477 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.415371 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.615755 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.323097 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.377196 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.26792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.115633 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.035005 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.556994 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.568434 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.421428 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0459988 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.313634 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.379613 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.441492 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.404116 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.599535 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.563936 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0444782 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.43566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.145238 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.392078 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.868629 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.02009 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.785508 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.997265 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.08699 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.666692 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.417929 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.0834782 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.629093 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.16444 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.601003 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.990138 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.0237432 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0849706 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.254286 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0742792 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.196169 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.134595 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.07862 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.1367 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.27097 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.50883 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.936979 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.18049 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.962982 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.12332 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.858719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.641265 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0385361 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.518646 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0319328 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.481125 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.225506 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.38474 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.811131 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.350131 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.357726 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.329367 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.116719 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.234407 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.585322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.860222 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.289046 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.284189 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0256123 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.35679 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.120986 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.233907 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.237079 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.129337 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.472003 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.361282 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.177441 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.160788 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.288194 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.235444 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.28237 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.125066 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.239227 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.00426 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),1.07107 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.319549 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.147563 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.194644 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.16413 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.235042 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.854945 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-1.51857 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.45631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.523597 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.844211 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.53945 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.79024 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-2.4872 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.95069 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-3.27435 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-2.5021 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.2938 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-2.32567 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-2.74247 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.53134 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.30358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0167769 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.195121 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0599153 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.784038 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.338783 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.28427 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.28899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.469378 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0799796 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.914768 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0528165 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.287095 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.39961 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.29959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.895251 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.26842 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.200723 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-1.03478 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.000643801 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.207869 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.462585 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.194021 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.283659 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.871385 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.100202 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.114233 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.267939 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0959196 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.224637 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0110761 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.218806 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.67883 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.973572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,14),0.30219 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.171304 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.235379 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.861973 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.115859 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.611071 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.1076 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.0682992 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.130179 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.00254404 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.434646 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.0453804 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.0883413 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.317909 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.346933 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0639979 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0772195 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.0791666 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.343154 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.270763 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.00896505 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.180535 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.177519 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.92429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,16),-0.629198 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.0133472 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0390721 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.360468 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.147301 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.151062 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.0930028 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.408506 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.136274 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0608038 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.0533741 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.00977589 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.265812 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.0781161 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.349519 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.761669 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.280723 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.033297 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.113244 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.169635 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.27808 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.49786 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.130451 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.323577 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.0733145 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.154751 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.00956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,3),0.175145 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.104047 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.0695965 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.122789 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.174454 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.201197 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.242671 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.145061 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0907837 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.77277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.144122 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.547982 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.581731 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0828119 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.371188 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.117163 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0447492 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.0160368 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0548047 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.399749 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0928361 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.246219 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.264297 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.94115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.374893 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.599642 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.662544 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.91774 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.813805 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.32073 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.121082 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.244399 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.241476 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.761668 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.605741 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.100327 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.294461 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.243804 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.227934 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0447633 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.056281 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0609865 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.446556 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.158734 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0130321 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.119937 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.90797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.158857 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.572822 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.565072 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.889793 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.651516 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.654386 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.028575 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.04853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.241474 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.761668 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.605739 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.07825 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.79311 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.643354 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.31915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.186302 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.117298 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0731222 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.227412 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.50206 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.581239 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.17355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.752636 # DEPENDENCYPART_GRANDPAR
