# _root_ Podle Janouška již skončilo období kontroly formálních náležitostí přiznání a druhá fáze , tedy podrobná kontrola věcné správnosti , se právě rozbíhá .
#goldHeads=4,1,4,10,4,5,8,6,8,0,12,14,14,22,16,14,18,16,14,22,22,10,0,
#predictedHeads=4,1,4,0,4,5,8,6,10,8,12,10,14,10,16,22,18,16,22,22,22,14,0,
(19,18),(19,21),-0.0743231 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0149714 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0315611 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.070461 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.062879 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.132306 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0840477 # DEPENDENCYPART_SIBL
(22,1),(22,2),0.0349745 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.0303922 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.0467184 # DEPENDENCYPART_SIBL
(22,1),(22,5),0.0470066 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0348687 # DEPENDENCYPART_SIBL
(22,1),(22,8),0.0349745 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.0279959 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.00904439 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0367876 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0232218 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.253512 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.0692639 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0392058 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0368298 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0349745 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.253512 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.0724098 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0438359 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0277473 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0587632 # DEPENDENCYPART_SIBL
(22,2),(22,4),0.00619587 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.17473 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.18966 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.189104 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.191298 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0390471 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.174994 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.187442 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.147224 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0829327 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.184872 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.174684 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.189104 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.147224 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.00778024 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0452067 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0235203 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0584014 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.0290195 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.0133595 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.0133724 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.00887132 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0110084 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.0123574 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.0150352 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.155151 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.136127 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0256964 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0126618 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0133723 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.155151 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0148978 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0642577 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.180641 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.00271335 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0111801 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0111801 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0210137 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0272022 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0637414 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.00963322 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.085789 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.0510815 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.00653514 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0687617 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0111929 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.085789 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0396325 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0759658 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0387064 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.184533 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.183977 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.186171 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0313504 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.166642 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.182315 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.147679 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.0982714 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.179745 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.166332 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.183977 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.147679 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.012255 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.029868 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0374962 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.189543 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.191738 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0394544 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.17502 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.187881 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.147296 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.0829047 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.185312 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.17471 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.189543 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.147296 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.00760372 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0452347 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0241813 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.191298 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0390471 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.174994 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.187442 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.147224 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.0829327 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.184872 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.174684 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.189104 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.147224 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.00778024 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0452067 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0243459 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.0345232 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.170462 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.178216 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.153362 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.0803969 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.175646 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.170152 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.179877 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.153362 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0123044 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0477426 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0260596 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.162002 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0863131 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.104715 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0572432 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0838081 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.159607 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0880388 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.104715 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.00751538 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.156563 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0654297 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0530579 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0503664 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0708839 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0486672 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0179157 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0528985 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0503664 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0158986 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0356078 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.093399 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.145894 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0843913 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.18347 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.173222 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.187701 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.145894 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.00924326 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0437481 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0154645 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.000741066 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0309651 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0113059 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0268348 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.174704 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.025981 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.046197 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0253276 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0199602 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0171911 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.00763608 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.16168 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0322927 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0677831 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.205535 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.178731 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.194193 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.154892 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.000749377 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0492535 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0221868 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0556216 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0324389 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0134985 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0283112 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0992026 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.147237 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.00778023 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0452067 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0235203 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.025981 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.046197 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0253276 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.00705931 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.169472 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.296166 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.256439 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0984068 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0809244 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0621723 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.122019 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.1673 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0447819 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0114785 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.181326 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.511862 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.16178 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.158518 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.116594 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.260974 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.629688 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.244513 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.145113 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.311606 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.160333 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.28883 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0601412 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.158889 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0966049 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.1488 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.222953 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.0996871 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.276665 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.114161 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.48065 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.662066 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.108962 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.106506 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.444123 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.187921 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.528311 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.404287 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.50122 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.166145 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.321191 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.194669 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.365037 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.106762 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.353686 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.162209 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.110108 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.549106 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.00855534 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.151861 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.525917 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.377498 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.497617 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.205684 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.223338 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.23838 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.189971 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.28119 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.0999575 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.39799 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.484571 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.496077 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.467039 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.894014 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.319656 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.135673 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.674991 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0400183 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.183794 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.512303 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.404034 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.520948 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.112615 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.27888 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.184389 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.040889 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.0419255 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.139467 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.161692 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.245147 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.452106 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.47139 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.902286 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.30247 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.201235 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.0407613 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.119025 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.189689 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.35959 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.580468 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.692671 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0483329 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.387756 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.360113 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0759618 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.48441 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.186486 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.604185 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.5711 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.631276 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.842929 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.325255 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.408937 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.674991 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.0864192 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.0708498 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.469851 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.458004 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.47139 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.902286 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.30247 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.618379 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.254216 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.1429 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.628955 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),0.146962 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.064676 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.285491 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.392568 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),0.1233 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.160322 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.0683797 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.239535 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),0.0553396 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.0567992 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.356345 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.339763 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.497232 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),0.472042 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.802506 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.193284 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.45821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0314862 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.137815 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-1.28381 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.506549 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.495096 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.301066 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.4717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.19905 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0438769 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.45086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.0395823 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.207747 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.52421 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.507522 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.511176 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.605385 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.293594 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-1.43079 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-1.18626 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-1.13942 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.377448 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.45812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),1.62418 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.0452365 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.198321 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.408338 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.495366 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.493404 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.587591 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.301083 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-1.41864 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-1.16849 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-1.12727 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-1.07953 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.65371 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.279016 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-3.12761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.453181 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.82668 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.92195 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.914013 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.96958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-1.04796 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.952925 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.80826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.106708 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.195687 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.289349 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.992508 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.37088 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.626639 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.251327 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.570437 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.122531 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.105231 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.668822 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.559816 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.000602434 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.717995 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.90672 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.0373706 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.58985 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.860394 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-1.0568 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.938288 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-1.17886 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.233785 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-1.63412 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-1.14092 # DEPENDENCYPART_GRANDPAR
