# _root_ Program třítýdenní přehlídky , jejíž hlavní část začne v úterý vypuštěním balónu České spořitelny , je zaměřen především na hudbu a výtvarné umění .
#goldHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
#predictedHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
(21,2),(21,20),0.0304468 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.650912 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0136726 # DEPENDENCYPART_SIBL
(21,2),(21,24),-0.121925 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.124969 # DEPENDENCYPART_SIBL
(21,3),(21,7),-0.0252962 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0943038 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.0252389 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0174894 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0160931 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0160931 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.272789 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.0160934 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.124969 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0299469 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0462294 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0845508 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0622729 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0162586 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0322784 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.0483766 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.0855908 # DEPENDENCYPART_SIBL
(21,4),(21,7),1.02172e-05 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0756563 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.0104658 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.00121541 # DEPENDENCYPART_SIBL
(21,4),(21,11),0.00416525 # DEPENDENCYPART_SIBL
(21,4),(21,12),0.00416525 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.0334202 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.00416413 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.020552 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.00827718 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.0302159 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0217649 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.00914429 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.00382132 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0134962 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0521528 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0364068 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.0914248 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0412816 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0511839 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0497875 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0497875 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.285695 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0497879 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.0950604 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.0284025 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.0433504 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0989837 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0797129 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0499531 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0338914 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.0324238 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0911238 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.0669613 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.14083 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.139604 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.139604 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.200436 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.139604 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0341536 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0468717 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0501501 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.179552 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0975322 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.139736 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0290289 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.131169 # DEPENDENCYPART_SIBL
(21,8),(21,24),0.0114061 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0290197 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0264754 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0264754 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.119046 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.0264807 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0282231 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0230838 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0499916 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0482905 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0438192 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0266121 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0997031 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0648342 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0972958 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0166281 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0166281 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.273048 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0166285 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.124406 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.029669 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0459517 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0848396 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0625505 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0167937 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0333826 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0503605 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0872323 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0160931 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.272789 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0160934 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.124969 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0299469 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0462294 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0845508 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0622729 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0162586 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0322784 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0483798 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0855908 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.272789 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0160934 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.124969 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0299469 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0462294 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0845508 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0622729 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0162586 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0322784 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.0483798 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0855908 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0215789 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.319526 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.000321139 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0343098 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0429639 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.00606931 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0213976 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.635153 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0177303 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.145279 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.124963 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0299372 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0462197 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0845554 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0622729 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0162662 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.034982 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0411838 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0883217 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.00827718 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0302159 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0217649 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.00914429 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.00382132 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0134962 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0521528 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0364068 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0224893 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.104339 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.00937482 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.113246 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0241291 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.140316 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0267922 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.180937 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0973328 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.139444 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0663811 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.160898 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.026261 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00674621 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.118293 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0125302 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0840668 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.199144 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.050778 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0751121 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0765599 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.108233 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0328615 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0457325 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0860889 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.202827 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.166523 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.248347 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0956296 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.261599 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.158642 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.141065 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0481003 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0343455 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.120844 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.00280013 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.00558666 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.115774 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.216866 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.200556 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.304191 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.439658 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.262936 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.159437 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.154947 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.134872 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.186693 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.448354 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.505097 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.298566 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.194942 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.391511 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.49806 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.336 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.213251 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.396909 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.449294 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.364886 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.28098 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.277417 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.230638 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.103137 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.787214 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.227635 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),1.31065 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.558928 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.177477 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.489578 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.169497 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.153794 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.277062 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.418026 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.161184 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0126974 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.321844 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0659913 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.172705 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.179566 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.195652 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.267928 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.819559 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.267552 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.363452 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.142162 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.291847 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.00767565 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.51883 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-0.495891 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.364886 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.277417 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.12027 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.299421 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.503217 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.308407 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.638057 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.399979 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.506692 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.345794 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.529583 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),1.31065 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.558928 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.177477 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.0971692 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.413661 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.0779428 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.438959 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.200675 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.220008 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.218083 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.414085 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.318029 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.565153 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.323237 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.42995 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.101941 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.452792 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.219383 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.326982 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.350485 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.270823 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.350097 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.115437 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.274903 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.554141 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.179969 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.372438 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.26619 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.35834 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.273579 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.340853 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.274627 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.630668 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.388752 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.495465 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.30864 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.518307 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.357715 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.775856 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.37109 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.186139 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.341006 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.0413734 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.545051 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.173008 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.44309 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),-0.292345 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),-0.250881 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.119777 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.24215 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.420967 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.347668 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.615435 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.373443 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.480156 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.364699 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.506523 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.119153 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.728931 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),0.110343 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.449594 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.48037 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.603784 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.654759 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.864783 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.257669 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.21175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.882588 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.483088 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.882079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.707252 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.25158 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.455306 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0725564 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.511449 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.752206 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.333403 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.25023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.644856 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.571643 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.453106 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.162571 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.701226 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.227997 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.998683 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.518874 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.515083 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.65602 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.421784 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.862106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.682375 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.958316 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.618907 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.112331 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.441217 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.516757 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.21147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.313974 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.603136 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.702176 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.8053 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.223109 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.145827 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.337003 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.34181 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.247705 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.671202 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),0.0976022 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),0.253858 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.790658 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.306756 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.491026 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.480379 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-1.18162 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.34384 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-1.66648 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-0.862669 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.223587 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.248017 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.153912 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.239318 # DEPENDENCYPART_GRANDPAR
(1,21),(21,1),-1.39428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,21),(21,2),0.477062 # DEPENDENCYPART_GRANDPAR
(1,21),(21,3),0.395233 # DEPENDENCYPART_GRANDPAR
(1,21),(21,4),0.440416 # DEPENDENCYPART_GRANDPAR
(1,21),(21,7),-0.00129843 # DEPENDENCYPART_GRANDPAR
(1,21),(21,8),-0.318947 # DEPENDENCYPART_GRANDPAR
(1,21),(21,9),-0.249601 # DEPENDENCYPART_GRANDPAR
(1,21),(21,10),-0.864641 # DEPENDENCYPART_GRANDPAR
(1,21),(21,11),-0.877254 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),-0.783149 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),-0.892346 # DEPENDENCYPART_GRANDPAR
(1,21),(21,14),-0.449296 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-0.000442913 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),-0.649854 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.169481 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.450589 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.533606 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-1.71242 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-1.38318 # DEPENDENCYPART_GRANDPAR
(1,21),(21,23),-1.06918 # DEPENDENCYPART_GRANDPAR
(1,21),(21,24),-1.23254 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.26573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.743153 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.651297 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.05416 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.685385 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.06619 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.625345 # DEPENDENCYPART_GRANDPAR
