# _root_ " Kondiční příprava je pochopitelně náročná a stereotypní , takže zápasy jsem zařazoval především pro odreagování , " tvrdí chebský kormidelník .
#goldHeads=4,3,4,19,4,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
#predictedHeads=4,3,4,19,6,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
(7,18),(18,12),-0.00298456 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.125511 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.194791 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.49579 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.0156878 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.141443 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.82963 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.321256 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-1.05187 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-1.21673 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.88064 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.86301 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.810082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),0.507926 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.280592 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.0443758 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),0.450716 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.0632786 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.31901 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.0868243 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.24013 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.0550144 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.12253 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.574121 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.18104 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.184472 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.109159 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.184914 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.147645 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.66936 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-1.32031 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.355496 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.09524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.287769 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.274534 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.814619 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-1.31147 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.60071 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.543032 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.301341 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.42531 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.82693 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.91695 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.937193 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.85346 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.990516 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.73488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.175747 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.85584 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-1.00639 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.91487 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.921351 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.78908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.522166 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.200927 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.551783 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.628008 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.185829 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.393424 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.49077 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.442679 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.33517 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.791416 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.911497 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.522508 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.88187 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.01417 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.40426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.376023 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.310534 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.605512 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.342387 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.4646 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.609695 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.884415 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.713177 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.556664 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.141099 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.546474 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.373803 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.247158 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0112856 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.368017 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.20903 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.175771 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.179446 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.133932 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0294878 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0568673 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.20533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.796453 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-1.31917 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-1.12402 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-1.17238 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-1.06131 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.865015 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.484814 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.464004 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0982017 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.258303 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.12455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.496979 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.373805 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.624984 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.475231 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.405505 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.163218 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.306797 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.264673 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.250887 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0442959 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.151276 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.104635 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.192351 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.17214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.482353 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.15992 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.04317 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.10921 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.883728 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.02813 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.838376 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.22309 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.58298 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.405503 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.464945 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.11599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.502919 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.0738 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.17838 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.94804 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.964181 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.53394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.170332 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.34462 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.50464 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.572322 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.642052 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.50242 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.722789 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.2067 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.751939 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.817089 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.924721 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.834283 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.48897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.175452 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.286902 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.39464 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.476211 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.611378 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.617553 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.453241 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.435111 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.809328 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.72049 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.20405 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.20336 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.751874 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.815058 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.04533 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.92222 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.831509 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.53811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.133324 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.285448 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.114469 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.46285 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.561574 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.603919 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.503851 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.501197 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.499672 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.747929 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.795694 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.65141 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.773053 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.350602 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.290782 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.267723 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.122844 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.263381 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.205277 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.168622 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.35973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),0.00150626 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),0.0730263 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.120495 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.281355 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.640453 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.742322 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.484704 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.373895 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.160617 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.164032 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.150448 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.430649 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0076583 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.42106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.143866 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.0160057 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.243783 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.443911 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.414388 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.683021 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.33804 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.960872 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.281257 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.271207 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0201655 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.4768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.203737 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.850406 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.65777 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.391316 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.3679 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.323515 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.507166 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.39422 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.490337 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.134108 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.326539 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.95206 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.961372 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.02736 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.643595 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.980299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.305622 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.345855 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.252626 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.488796 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.0435044 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.10142 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.811275 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.721786 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.663111 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.703394 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.73903 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.386087 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.934645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.402413 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.267456 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.274556 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.11608 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.287777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0830361 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.24857 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.263903 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.10126 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.00244 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.810478 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.728787 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.662872 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.663212 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.703218 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.738886 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.38511 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.949269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.413846 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.849101 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.242887 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0356524 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.274673 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.128728 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.30404 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.213464 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.34988 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.2508 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.572557 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.254649 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.382788 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.327126 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.595797 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.261286 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.141841 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.571924 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.550873 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.349555 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.491039 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.248814 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.445815 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.0946382 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.451811 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.467166 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.153046 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0712755 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.356784 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.0478337 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.381045 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.459557 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.877061 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.655087 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.17303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.0817328 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.396584 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.193796 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.520676 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.406611 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.666785 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.437728 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.102662 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.517823 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.507213 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.7016 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.474955 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.249903 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.331735 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.618064 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0449666 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.131463 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.611929 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.559399 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.088 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.80686 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.724756 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.659058 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.699185 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.734733 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.961305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.377023 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.863013 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.434856 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.270328 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.194226 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.343308 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0940316 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.288656 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.349051 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.257041 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.565269 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.153046 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.214034 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.2476 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.35615 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.584202 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.669943 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-3.01851 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-1.5547 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.453716 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.354771 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.684227 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-2.49683 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-1.70949 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-1.4363 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.481404 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-1.84637 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-1.96198 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.582904 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.362016 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.56123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-1.17701 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-1.40656 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.554077 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-1.35326 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.29543 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-1.62039 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-2.42616 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.453701 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-2.36804 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.386294 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.105323 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.33817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,1),-0.732803 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-2.77991 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.6158 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.552155 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-2.12945 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.550705 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-1.75259 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.63036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-1.012 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.22398 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-1.39398 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.580551 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-1.66764 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.552782 # DEPENDENCYPART_GRANDPAR
