# _root_ Pokud nebude jeho smlouva zrušena , je rozhodnut zanechat vůbec fotbalu , uvedl manažer brazilského hráče Ricardo Fuica .
#goldHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
#predictedHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
(9,13),(13,8),-1.05522 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.1582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.133796 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.274684 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.273339 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.610277 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.772732 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.493033 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.688864 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.423638 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.248861 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.20374 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.681278 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.434772 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.605913 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.336514 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.512743 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.247517 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.190932 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.303861 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0478844 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.624971 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.476079 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.654526 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.3893 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.686933 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.22373 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.487813 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.480793 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.215568 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.275252 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.228312 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.494598 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.174852 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.218713 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.277535 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.682351 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.228312 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.494598 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.174852 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.348554 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.277535 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.637027 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.717925 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.491686 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.524795 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.618244 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.30978 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.439441 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.295375 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.621751 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.39761 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.383317 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.254792 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.325159 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.297306 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.32914 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.185214 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.68509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.386422 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.440344 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.606278 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.665716 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.632958 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.81341 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.849353 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.879002 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.407172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.438597 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.254682 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.319699 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.284405 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.161788 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.68243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.343813 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.406927 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.585048 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.623107 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.7708 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.806744 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.836392 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.409843 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.437969 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.254028 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.379823 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.319643 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.28365 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.40502 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.68243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.344455 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.406927 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.584844 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.623749 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.672984 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.771442 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.807386 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.837034 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.732215 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.775862 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.827921 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.80313 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.659682 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.40899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.140366 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.146295 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.293591 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.179669 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.445712 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.480297 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.509946 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.814218 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.798256 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.702711 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.733523 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.577645 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.7608 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.61734 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.20585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.102213 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0858505 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.197242 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.25868 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.322145 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.375386 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.405035 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0766134 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.113646 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-1.10834 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.27242 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.077915 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.849027 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.231867 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.140132 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.350499 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.0780252 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-1.32438 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.106849 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-1.61777 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-1.65759 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.658223 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-1.31915 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0576104 # DEPENDENCYPART_GRANDPAR
(11,6),(6,12),-0.458129 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.116729 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-1.10856 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-1.2662 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0949052 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-1.0251 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.23108 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.14715 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.03877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.350499 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.03064 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.32277 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.19021 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.58292 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.7674 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.114059 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-1.10793 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.26555 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-1.48281 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0948479 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-1.02435 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-1.63502 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.145757 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.03941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.350501 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.03044 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.32341 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.17269 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.19085 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.58356 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.76804 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.441929 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-1.08346 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-1.69073 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.429957 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.00494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.955507 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.404918 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.93725 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-2.95256 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-2.28236 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.36674 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.81376 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-2.43738 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.17666 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.37416 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.949176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.503885 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.328609 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.201548 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.189757 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.590481 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.774961 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.390519 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.85323 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-2.63398 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-2.20938 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.70681 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-2.36441 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.10368 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.381119 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.0056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.820217 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.00592893 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.24144 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.170003 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.252363 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.436843 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.453547 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.15721 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.602416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.10003 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.280878 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.405392 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.805662 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.990142 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.344582 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.943664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),-0.0334853 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.232854 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.147071 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.254946 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.439426 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.628414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,14),0.0890798 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.214644 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.798186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.982666 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.397823 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0912934 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.210903 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.211654 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.982839 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.397187 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.6262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,14),0.0912934 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.210903 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.211654 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.17787 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.397187 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.0718325 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.587183 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.0167077 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.0412346 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.0560459 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.0331521 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.00600836 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.98547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.598286 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.477355 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.302643 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.366236 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0618933 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.411454 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.0573765 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.124374 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.000199657 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-2.05068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,1),-0.599504 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.074147 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.278795 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0546361 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.530013 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0320197 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.35196 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.408991 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0596662 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0900434 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0408635 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.04872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,1),-0.786359 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.159803 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.448223 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.605612 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.236573 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.234465 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.274563 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.235632 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.1399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,1),-0.595675 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.078649 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.333687 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.211809 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.508003 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0903121 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0530757 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0415968 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.13391 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.07149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.706172 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.14663 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-1.05195 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-1.09749 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-1.2902 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-1.29365 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.528331 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.0341699 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.347214 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.516444 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.185853 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0930865 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0378828 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0772073 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.04872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.674183 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.07668 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-1.02754 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-1.22025 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-1.2237 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.529801 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0318123 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.345289 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.164992 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.515197 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.183368 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.222312 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0392334 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0732261 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.04872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.673979 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-1.07733 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-1.08068 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.02818 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.22089 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.22434 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.596017 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.36855 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.35832 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.318456 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.201003 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.488082 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.296356 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.188431 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.49246 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.247704 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.207838 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0607359 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.17887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.670183 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.12601 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.21334 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.0769 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.27004 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.27349 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.40876 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.831714 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.35894 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.922528 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.91571 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.983022 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.943145 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.635216 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.893366 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.39824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.133305 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.227344 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0227472 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.268181 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.271633 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.428257 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.591052 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.940773 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.183524 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.241993 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0554541 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.264537 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.267989 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.516642 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.712764 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.230398 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.1234 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.283577 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.494407 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.49786 # DEPENDENCYPART_GRANDPAR
