# _root_ Přesný počet osob zadržených při raziích , které policisté provádějí denně od 25 . srpna , nebyl sdělen .
#goldHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
#predictedHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
(9,10),(10,11),-0.242023 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.131072 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.100602 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.468767 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0643727 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.226545 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.682775 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.707261 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.827815 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-2.10424 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.507317 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.114617 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.638985 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.207479 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.265903 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.731296 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.998034 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.41026 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.354634 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.178533 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.658637 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.61105 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.190466 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.896748 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-1.01768 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.420342 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.247555 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0132906 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.230842 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0670298 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.288906 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0268953 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.777708 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-2.14668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,17),-0.683389 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.853899 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.232977 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.342821 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.252075 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0387201 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.33751 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.729104 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.14831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,18),-0.855534 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.0328454 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.178117 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.360252 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.159813 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.701551 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.151608 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.365593 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.188812 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.0122877 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.757808 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.156138 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.221194 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.117657 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.845026 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.244875 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.348898 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.192719 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.352827 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.253172 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.00175821 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.267135 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.735727 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.14813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.21015 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),0.0816779 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.523063 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.838308 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.502244 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.775417 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.684842 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.855352 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.111091 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.410093 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.639383 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.284786 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.671741 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.386992 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.5049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.495033 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.717119 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.998833 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.21213 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.444843 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.363209 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.467683 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.118349 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.14867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),0.0811264 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.523606 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.187195 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.36052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.159555 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.341481 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.292036 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.442641 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.696287 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.0595648 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0141224 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.307937 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0793958 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.231265 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0513575 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.409097 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.31212 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.113945 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.428452 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.487625 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0312924 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.302775 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0261058 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.588785 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),0.0235319 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.277009 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.439521 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.503967 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.658355 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.00580108 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.144753 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.0565363 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.37964 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0436247 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.325792 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.211747 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.0700932 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0977378 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.484487 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.710485 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.25494 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.24808 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.731605 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.788001 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.115434 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.0304512 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.11668 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.306395 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.471127 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.298968 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.774354 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.916753 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.627954 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.268875 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.814139 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.959172 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.550946 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.09462 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.562734 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),0.287743 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.0265399 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.6506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.129027 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.0595656 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.262277 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.161882 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.439024 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.0359351 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.526506 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.53691 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.253974 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.799238 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.544109 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-1.07972 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.555995 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),0.296367 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.0116381 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-1.6241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.103458 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.0682829 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.252379 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.137326 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.418062 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0573658 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.169096 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.515658 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.257887 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.528312 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.431293 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.568599 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.476162 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.166711 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.283612 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.305094 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.500484 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.238606 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.82994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0189923 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.622067 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.638451 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.530901 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.555779 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.987782 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.84738 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.69391 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.806607 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.49164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.168936 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.321472 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0772963 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.30833 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.551139 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.376931 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.907197 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.322695 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.378077 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.782596 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.637243 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.972572 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.890121 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.55292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.36459 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.337519 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.383101 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.291115 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.53489 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.401885 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.363911 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-1.18201 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-1.2587 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-1.17466 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.379232 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-1.20798 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-1.0614 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.564606 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.0657389 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),0.273428 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.516839 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.619446 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.463794 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.312817 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.7582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.513207 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.366905 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.533763 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.662041 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.330075 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.29951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.100861 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.360324 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0481706 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.131516 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.121417 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.933488 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.752049 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.358902 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.187785 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0310475 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-2.00839 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.770269 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.342839 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.32172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.916801 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0723655 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.191737 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.156815 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.301672 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0603007 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-2.47694 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-2.56492 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.94473 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.891215 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.11059 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.987821 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.03338 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.0164355 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.56839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.683352 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.218795 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.435094 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.294838 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.128027 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.121247 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.97071 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-2.05605 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.71767 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.723926 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-2.01423 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.891854 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.725299 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.80262 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.848076 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.114682 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.33341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.948147 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0498625 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.541867 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.500524 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.00463516 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.00948721 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.159193 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.412823 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.410018 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.204217 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.549269 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.481634 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.853083 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.588464 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.47348 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.88608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.559476 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.629656 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.68731 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.787571 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.86329 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.735173 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.20623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.156065 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.542005 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.585185 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.644717 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.681071 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.750642 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.486826 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.38607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.140583 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.172531 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.258167 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.313724 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.152634 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.994273 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.996012 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.17743 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.781524 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.03534 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.759843 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.91224 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.888945 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.683218 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.06215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.015119 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0507053 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.591671 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.624803 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.586971 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.707737 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.706842 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.08743 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.735042 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.692141 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.930619 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.594147 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.591605 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.843108 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.88705 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.619347 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.23565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.0850532 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0483673 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.169309 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.471976 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.372738 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.347998 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.36301 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.31224 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.40848 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.91035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.32833 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.821584 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.63416 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.89886 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.16294 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.885406 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.734616 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.939977 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.639833 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.51133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.548178 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.252817 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.31212 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.641144 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.11071 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.09892 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.06993 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.24092 # DEPENDENCYPART_GRANDPAR
