# _root_ Toman žádal později v dopise ministra vnitra Noska , s kterým se dobře znal , o vydání svého syna a stejně učinili i příbuzní ze Slovenska a dokonce až z Austrálie .
#goldHeads=2,20,2,2,4,8,6,2,14,14,10,14,14,8,14,2,16,19,17,0,22,20,24,22,27,25,24,31,31,27,30,0,
#predictedHeads=2,0,2,2,4,8,6,2,20,14,10,14,14,20,20,14,16,19,17,8,22,20,24,22,24,25,22,27,31,27,30,0,
(20,15),(20,28),-0.157011 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.0613719 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.0599265 # DEPENDENCYPART_SIBL
(20,15),(20,31),0.0239465 # DEPENDENCYPART_SIBL
(20,15),(20,32),-0.0364068 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0727939 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0304942 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0725319 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0106527 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.196237 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0775926 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.223861 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.266998 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.221683 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0539809 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.111669 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.0859538 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.279367 # DEPENDENCYPART_SIBL
(20,16),(20,31),-0.21152 # DEPENDENCYPART_SIBL
(20,16),(20,32),-0.139271 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0741892 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0235583 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0120317 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0285538 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.013231 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0424194 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0146475 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0560511 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0288124 # DEPENDENCYPART_SIBL
(20,17),(20,28),-0.133721 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.105727 # DEPENDENCYPART_SIBL
(20,17),(20,30),-0.0355234 # DEPENDENCYPART_SIBL
(20,17),(20,31),0.0516964 # DEPENDENCYPART_SIBL
(20,17),(20,32),-0.0892229 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0119936 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0172917 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0438194 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0332293 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0580707 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0490869 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0606908 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0207878 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.116901 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.0550008 # DEPENDENCYPART_SIBL
(20,18),(20,30),-0.0644859 # DEPENDENCYPART_SIBL
(20,18),(20,31),0.0581111 # DEPENDENCYPART_SIBL
(20,18),(20,32),-0.119097 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00927477 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0265545 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0112782 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0480087 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0158259 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0616404 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0268531 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.130964 # DEPENDENCYPART_SIBL
(20,19),(20,29),-0.103774 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.0366978 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.0572858 # DEPENDENCYPART_SIBL
(20,19),(20,32),-0.086864 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.21109 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0326345 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0690849 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.14782 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0687835 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0127831 # DEPENDENCYPART_SIBL
(20,21),(20,28),0.0303102 # DEPENDENCYPART_SIBL
(20,21),(20,29),0.0248706 # DEPENDENCYPART_SIBL
(20,21),(20,30),0.135894 # DEPENDENCYPART_SIBL
(20,21),(20,31),0.0690832 # DEPENDENCYPART_SIBL
(20,21),(20,32),-0.0682087 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.166054 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.0377616 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0303157 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0377534 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.299268 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.00683183 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.162562 # DEPENDENCYPART_SIBL
(20,22),(20,30),0.00601918 # DEPENDENCYPART_SIBL
(20,22),(20,31),0.0377615 # DEPENDENCYPART_SIBL
(20,22),(20,32),-0.0241084 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0530457 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0185398 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.054822 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0953502 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0159327 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.0507283 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.0402157 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.0530497 # DEPENDENCYPART_SIBL
(20,23),(20,32),-0.20895 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.00416389 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0365328 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0925773 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0334003 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.0778702 # DEPENDENCYPART_SIBL
(20,24),(20,30),0.00397233 # DEPENDENCYPART_SIBL
(20,24),(20,31),-0.0313435 # DEPENDENCYPART_SIBL
(20,24),(20,32),-0.243997 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0155561 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0614747 # DEPENDENCYPART_SIBL
(20,25),(20,28),0.041151 # DEPENDENCYPART_SIBL
(20,25),(20,29),0.00751158 # DEPENDENCYPART_SIBL
(20,25),(20,30),0.0654518 # DEPENDENCYPART_SIBL
(20,25),(20,31),-0.0151267 # DEPENDENCYPART_SIBL
(20,25),(20,32),-0.148697 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0931163 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.0335637 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.0782429 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.00105094 # DEPENDENCYPART_SIBL
(20,26),(20,31),-0.02856 # DEPENDENCYPART_SIBL
(20,26),(20,32),-0.244217 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.0235104 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.0664272 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.0290659 # DEPENDENCYPART_SIBL
(20,27),(20,31),-0.074407 # DEPENDENCYPART_SIBL
(20,27),(20,32),0.0206504 # DEPENDENCYPART_SIBL
(20,28),(20,29),-0.0380095 # DEPENDENCYPART_SIBL
(20,28),(20,30),0.0143144 # DEPENDENCYPART_SIBL
(20,28),(20,31),-0.0508696 # DEPENDENCYPART_SIBL
(20,28),(20,32),-0.142046 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.0104849 # DEPENDENCYPART_SIBL
(20,29),(20,31),-0.0295815 # DEPENDENCYPART_SIBL
(20,29),(20,32),-0.0573153 # DEPENDENCYPART_SIBL
(20,30),(20,31),0.00181111 # DEPENDENCYPART_SIBL
(20,30),(20,32),-0.122907 # DEPENDENCYPART_SIBL
(20,31),(20,32),-0.245109 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.012619 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.00733823 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.110538 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.124019 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.120149 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.120366 # DEPENDENCYPART_SIBL
(22,1),(22,2),0.00227032 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0139564 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.00700605 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.189483 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.209572 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.191931 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.18948 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.147713 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0125855 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.155502 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.00744028 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.00343195 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.147713 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0467363 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.193307 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.190238 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0393157 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.106343 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0214851 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0396228 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0237503 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0401928 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.00598387 # DEPENDENCYPART_SIBL
(22,1),(22,28),-0.105472 # DEPENDENCYPART_SIBL
(22,1),(22,29),-0.0328945 # DEPENDENCYPART_SIBL
(22,1),(22,30),-0.032525 # DEPENDENCYPART_SIBL
(22,1),(22,31),-0.0384072 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0498242 # DEPENDENCYPART_SIBL
(22,2),(22,4),0.0337291 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0121922 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.0123602 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0126272 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.012189 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.093452 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0570709 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0921907 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.0405489 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0387014 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.093452 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.000173676 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.0133376 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0121891 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0282062 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.0105196 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.084437 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.0126065 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.0940001 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.0153253 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.02654 # DEPENDENCYPART_SIBL
(22,2),(22,28),-0.0693573 # DEPENDENCYPART_SIBL
(22,2),(22,29),-0.0408522 # DEPENDENCYPART_SIBL
(22,2),(22,30),-0.0232043 # DEPENDENCYPART_SIBL
(22,2),(22,31),-0.00972796 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0630995 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.0146733 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.0143245 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0146565 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.0146764 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.146666 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.0522714 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.0625588 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.00762474 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.00561524 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.146666 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0230569 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.0135544 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.0146764 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.000594513 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0368468 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.0715797 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0356672 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.0391089 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0329209 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0372615 # DEPENDENCYPART_SIBL
(22,3),(22,28),-0.113885 # DEPENDENCYPART_SIBL
(22,3),(22,29),0.00685856 # DEPENDENCYPART_SIBL
(22,3),(22,30),0.00703461 # DEPENDENCYPART_SIBL
(22,3),(22,31),0.0379556 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.00640353 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.006725 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.00641302 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.00639407 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.310105 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.062104 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.118406 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.00598554 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.00352271 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.310105 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0441014 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.00794771 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.00639604 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0456447 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.028695 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0660421 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.00936438 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0444633 # DEPENDENCYPART_SIBL
(22,4),(22,26),0.000498154 # DEPENDENCYPART_SIBL
(22,4),(22,27),0.0052108 # DEPENDENCYPART_SIBL
(22,4),(22,28),-0.0818822 # DEPENDENCYPART_SIBL
(22,4),(22,29),0.0503325 # DEPENDENCYPART_SIBL
(22,4),(22,30),-0.0581325 # DEPENDENCYPART_SIBL
(22,4),(22,31),0.0257147 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.209921 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.192279 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.189828 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.147733 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0125899 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.155504 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.00743881 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.00343343 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.147733 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0467407 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.193655 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.190586 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0393171 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.106342 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.021847 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0406091 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0239015 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.0411792 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.0063459 # DEPENDENCYPART_SIBL
(22,5),(22,28),-0.105625 # DEPENDENCYPART_SIBL
(22,5),(22,29),-0.0332564 # DEPENDENCYPART_SIBL
(22,5),(22,30),-0.0326762 # DEPENDENCYPART_SIBL
(22,5),(22,31),-0.0393936 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.19443 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.191543 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.149651 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0137509 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.156664 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.00627022 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.00574258 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.149651 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0479018 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.195369 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.192301 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0412531 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.104033 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0195996 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0444036 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.0300402 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.0449737 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.00415897 # DEPENDENCYPART_SIBL
(22,6),(22,28),-0.106782 # DEPENDENCYPART_SIBL
(22,6),(22,29),-0.0310089 # DEPENDENCYPART_SIBL
(22,6),(22,30),-0.038815 # DEPENDENCYPART_SIBL
(22,6),(22,31),-0.0431881 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.188597 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.14447 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0125951 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.15551 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.00743193 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.00345387 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.14447 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0467459 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.192424 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.189355 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0393302 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.106322 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0215081 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.0449019 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.023768 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.045472 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.00601007 # DEPENDENCYPART_SIBL
(22,7),(22,28),-0.105483 # DEPENDENCYPART_SIBL
(22,7),(22,29),-0.0329174 # DEPENDENCYPART_SIBL
(22,7),(22,30),-0.0325427 # DEPENDENCYPART_SIBL
(22,7),(22,31),-0.0436864 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.147713 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0125855 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.155502 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.00744028 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.00343195 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.147713 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0467363 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.193307 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.190238 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0393157 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.106343 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0214851 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0396228 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.0237503 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0401928 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.00598387 # DEPENDENCYPART_SIBL
(22,8),(22,28),-0.105472 # DEPENDENCYPART_SIBL
(22,8),(22,29),-0.0328945 # DEPENDENCYPART_SIBL
(22,8),(22,30),-0.032525 # DEPENDENCYPART_SIBL
(22,8),(22,31),-0.0384072 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0248709 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.0954215 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0254504 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.00043577 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.174963 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0266796 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0265204 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0268844 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0343261 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0547287 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0506753 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.00238196 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0498013 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.00161151 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.00016272 # DEPENDENCYPART_SIBL
(22,9),(22,28),-0.152144 # DEPENDENCYPART_SIBL
(22,9),(22,29),-0.0528341 # DEPENDENCYPART_SIBL
(22,9),(22,30),0.000637149 # DEPENDENCYPART_SIBL
(22,9),(22,31),0.0232805 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0868493 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.0940464 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0387192 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.294158 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0364724 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0891857 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.087667 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0300145 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.049058 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.112245 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0302714 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0699724 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0335193 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.014947 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.0839626 # DEPENDENCYPART_SIBL
(22,10),(22,29),-0.0316923 # DEPENDENCYPART_SIBL
(22,10),(22,30),-0.056851 # DEPENDENCYPART_SIBL
(22,10),(22,31),-0.0139184 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0362777 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0329198 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.213273 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0668467 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.0157103 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0148074 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0434497 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.108216 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0911128 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0173338 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.103584 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0257534 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.00616404 # DEPENDENCYPART_SIBL
(22,11),(22,28),-0.127914 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.06692 # DEPENDENCYPART_SIBL
(22,11),(22,30),-0.0796341 # DEPENDENCYPART_SIBL
(22,11),(22,31),-0.0153052 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0661014 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.212763 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.251409 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0329257 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0320229 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.00017584 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.176478 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.171459 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0507834 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0869664 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0592031 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.00212364 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.186706 # DEPENDENCYPART_SIBL
(22,12),(22,29),-0.100004 # DEPENDENCYPART_SIBL
(22,12),(22,30),-0.0246632 # DEPENDENCYPART_SIBL
(22,12),(22,31),-0.0426121 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.168326 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.00776363 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0150052 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0138831 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0200664 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0203956 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.089773 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0586644 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0718772 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0614108 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.0309629 # DEPENDENCYPART_SIBL
(22,13),(22,28),-0.15404 # DEPENDENCYPART_SIBL
(22,13),(22,29),-0.0086916 # DEPENDENCYPART_SIBL
(22,13),(22,30),-0.112925 # DEPENDENCYPART_SIBL
(22,13),(22,31),-0.056376 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0266796 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0265204 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0268844 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0343261 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0547287 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0506753 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.00238196 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0498013 # DEPENDENCYPART_SIBL
