# _root_ V kvalifikaci stíhacího závodu družstev na 4 km zajelo čs . kvarteto Kadlec , Krejčí , Hudínek a Kábale čs . dorostenecký rekord časem 4 : 30.32 ( dosud 4 : 35.66 ) .
#goldHeads=9,1,4,2,4,4,8,6,0,12,10,9,18,18,18,18,18,12,18,23,20,23,9,9,26,24,26,24,24,31,24,31,24,0,
#predictedHeads=9,1,4,2,4,5,8,6,0,12,10,9,12,18,18,18,18,9,18,23,20,23,18,23,26,24,26,31,31,31,24,31,31,0,
(18,8),(18,15),-0.0241673 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.110926 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0275612 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.00676969 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0571711 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.106476 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0498566 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0111811 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.000634131 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0892573 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.0535519 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.0518602 # DEPENDENCYPART_SIBL
(18,8),(18,28),-0.0221808 # DEPENDENCYPART_SIBL
(18,8),(18,29),-0.0179619 # DEPENDENCYPART_SIBL
(18,8),(18,30),-0.0892573 # DEPENDENCYPART_SIBL
(18,8),(18,32),-0.0518602 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.195371 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.11136 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.13907 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.155446 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.00605505 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.135206 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.00605505 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.138531 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.150222 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0683174 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0232331 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0633333 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.149746 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.117306 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0301206 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.0144761 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.00389456 # DEPENDENCYPART_SIBL
(18,9),(18,28),-0.00801231 # DEPENDENCYPART_SIBL
(18,9),(18,29),0.0162127 # DEPENDENCYPART_SIBL
(18,9),(18,30),-0.0301206 # DEPENDENCYPART_SIBL
(18,9),(18,32),-0.00389456 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.00116017 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0200862 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.00441067 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.315179 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0297736 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.315179 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0206264 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0101948 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.675629 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.106964 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.685297 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.00977992 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0192681 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0419232 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.0200426 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0135717 # DEPENDENCYPART_SIBL
(18,10),(18,28),-0.0032141 # DEPENDENCYPART_SIBL
(18,10),(18,29),-0.046351 # DEPENDENCYPART_SIBL
(18,10),(18,30),-0.0419232 # DEPENDENCYPART_SIBL
(18,10),(18,32),-0.0135717 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.123726 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.155895 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0397223 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.120713 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0397223 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.123187 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.241473 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0958236 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.184991 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0903401 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.241679 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.236377 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0975958 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0699014 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.134296 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.133431 # DEPENDENCYPART_SIBL
(18,11),(18,29),-0.0447909 # DEPENDENCYPART_SIBL
(18,11),(18,30),-0.0975958 # DEPENDENCYPART_SIBL
(18,11),(18,32),-0.134296 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0485031 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.121469 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.019866 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.121469 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0232599 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0368595 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0449869 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0903654 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0376724 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0412709 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0294556 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0767477 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0374448 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0393506 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.00544187 # DEPENDENCYPART_SIBL
(18,12),(18,29),-0.00647273 # DEPENDENCYPART_SIBL
(18,12),(18,30),-0.0767477 # DEPENDENCYPART_SIBL
(18,12),(18,32),-0.0393506 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.10098 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0235689 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.10098 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0269628 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0532027 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0446276 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.091548 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0373131 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0576141 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0457988 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0763818 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.0391421 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0389847 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.00664673 # DEPENDENCYPART_SIBL
(18,13),(18,29),0.00946624 # DEPENDENCYPART_SIBL
(18,13),(18,30),-0.0763818 # DEPENDENCYPART_SIBL
(18,13),(18,32),-0.0389847 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00587041 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.020552 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00416525 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0180496 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0200775 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0364068 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0141173 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.016278 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0112506 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0583985 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0206952 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0179193 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.0491151 # DEPENDENCYPART_SIBL
(18,14),(18,29),0.0565864 # DEPENDENCYPART_SIBL
(18,14),(18,30),0.0583985 # DEPENDENCYPART_SIBL
(18,14),(18,32),0.0179193 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.124969 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0160931 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0656726 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0366808 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.082425 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0293663 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0700841 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0582688 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0684467 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0295056 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0310496 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.00249724 # DEPENDENCYPART_SIBL
(18,15),(18,29),0.00183336 # DEPENDENCYPART_SIBL
(18,15),(18,30),-0.0684467 # DEPENDENCYPART_SIBL
(18,15),(18,32),-0.0310496 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00416525 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0180496 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0200775 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0364068 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0141173 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.016278 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0112506 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0583985 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0206952 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.0179193 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0491151 # DEPENDENCYPART_SIBL
(18,16),(18,29),0.0565864 # DEPENDENCYPART_SIBL
(18,16),(18,30),0.0583985 # DEPENDENCYPART_SIBL
(18,16),(18,32),0.0179193 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0487934 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0402149 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0855908 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0329004 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0532048 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0413895 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0719808 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0326714 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0345837 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.000668542 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.00170071 # DEPENDENCYPART_SIBL
(18,17),(18,30),-0.0719808 # DEPENDENCYPART_SIBL
(18,17),(18,32),-0.0345837 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0050631 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.243997 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.00539084 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.033319 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0334442 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0419463 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.199007 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.00583459 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.0520177 # DEPENDENCYPART_SIBL
(18,19),(18,29),-0.0241415 # DEPENDENCYPART_SIBL
(18,19),(18,30),-0.0419463 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.00583459 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.16406 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.294832 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.194434 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.193604 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.106885 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.107751 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.0967203 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.0549928 # DEPENDENCYPART_SIBL
(18,20),(18,29),-0.044853 # DEPENDENCYPART_SIBL
(18,20),(18,30),-0.106885 # DEPENDENCYPART_SIBL
(18,20),(18,32),-0.0967203 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0759042 # DEPENDENCYPART_SIBL
(18,21),(18,23),-9.58195e-05 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.000816801 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0492927 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.121824 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0869712 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.03414 # DEPENDENCYPART_SIBL
(18,21),(18,29),0.0022576 # DEPENDENCYPART_SIBL
(18,21),(18,30),0.0492927 # DEPENDENCYPART_SIBL
(18,21),(18,32),0.0869712 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.194147 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.193317 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.106788 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.107081 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0966225 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0543225 # DEPENDENCYPART_SIBL
(18,22),(18,29),-0.0448172 # DEPENDENCYPART_SIBL
(18,22),(18,30),-0.106788 # DEPENDENCYPART_SIBL
(18,22),(18,32),-0.0966225 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0323636 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0464561 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.198827 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.0103444 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.0514017 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.024142 # DEPENDENCYPART_SIBL
(18,23),(18,30),-0.0464561 # DEPENDENCYPART_SIBL
(18,23),(18,32),-0.0103444 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0345843 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.190192 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.00152741 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.0427503 # DEPENDENCYPART_SIBL
(18,24),(18,29),-0.0133091 # DEPENDENCYPART_SIBL
(18,24),(18,30),-0.0345843 # DEPENDENCYPART_SIBL
(18,24),(18,32),0.00152741 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.087327 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.109377 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.0230399 # DEPENDENCYPART_SIBL
(18,25),(18,29),-0.00480618 # DEPENDENCYPART_SIBL
(18,25),(18,30),-0.11012 # DEPENDENCYPART_SIBL
(18,25),(18,32),-0.109377 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.0447265 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.0837131 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.0186294 # DEPENDENCYPART_SIBL
(18,26),(18,30),0.0423741 # DEPENDENCYPART_SIBL
(18,26),(18,32),0.0447265 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0693582 # DEPENDENCYPART_SIBL
(18,27),(18,29),-0.0203568 # DEPENDENCYPART_SIBL
(18,27),(18,30),-0.102592 # DEPENDENCYPART_SIBL
(18,27),(18,32),-0.105604 # DEPENDENCYPART_SIBL
(18,28),(18,29),0.00700826 # DEPENDENCYPART_SIBL
(18,28),(18,30),0.111432 # DEPENDENCYPART_SIBL
(18,28),(18,32),0.132553 # DEPENDENCYPART_SIBL
(18,29),(18,30),0.0388372 # DEPENDENCYPART_SIBL
(18,29),(18,32),0.0436378 # DEPENDENCYPART_SIBL
(18,30),(18,32),-0.109377 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.154886 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.109346 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0287479 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.028694 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0177277 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0254314 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.0149473 # DEPENDENCYPART_SIBL
(19,20),(19,32),-0.0254314 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0796009 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0458781 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0460415 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.20451 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.118918 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.170414 # DEPENDENCYPART_SIBL
(19,21),(19,32),0.118918 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0280709 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.028017 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0165449 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0248842 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.0137645 # DEPENDENCYPART_SIBL
(19,22),(19,32),-0.0248842 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0579143 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0471766 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0118285 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0272936 # DEPENDENCYPART_SIBL
(19,23),(19,32),0.0118285 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0494462 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0127734 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.0295345 # DEPENDENCYPART_SIBL
(19,24),(19,32),0.0127734 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.00544931 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.158754 # DEPENDENCYPART_SIBL
(19,26),(19,32),-0.00544931 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.0451737 # DEPENDENCYPART_SIBL
(19,27),(19,32),-0.0393781 # DEPENDENCYPART_SIBL
(19,28),(19,32),0.258806 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0698917 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.118931 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.144327 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.118931 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0745842 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0446144 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.00723746 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0091081 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0229141 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0614435 # DEPENDENCYPART_SIBL
(20,15),(20,31),-0.0614435 # DEPENDENCYPART_SIBL
(20,15),(20,34),-0.0745842 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.191082 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.213128 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.191082 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.00628186 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.186171 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.309498 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.308197 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.333143 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0792315 # DEPENDENCYPART_SIBL
(20,16),(20,31),0.0792315 # DEPENDENCYPART_SIBL
(20,16),(20,34),0.00628186 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.144338 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.118931 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0742159 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0446144 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.00257368 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0189192 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0229141 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0610752 # DEPENDENCYPART_SIBL
(20,17),(20,31),-0.0610752 # DEPENDENCYPART_SIBL
(20,17),(20,34),-0.0742159 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00817643 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0865897 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0128831 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0119153 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0114557 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.00295982 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0338483 # DEPENDENCYPART_SIBL
(20,18),(20,31),-0.0338483 # DEPENDENCYPART_SIBL
(20,18),(20,34),-0.0865897 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0742159 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0446144 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.00257368 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0189192 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0229141 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0610752 # DEPENDENCYPART_SIBL
(20,19),(20,31),-0.0610752 # DEPENDENCYPART_SIBL
(20,19),(20,34),-0.0742159 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00749796 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0351224 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0350124 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.00190329 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.204822 # DEPENDENCYPART_SIBL
(20,21),(20,31),-0.204822 # DEPENDENCYPART_SIBL
(20,21),(20,34),-0.117533 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.055669 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0556416 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0285608 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.018782 # DEPENDENCYPART_SIBL
(20,22),(20,31),-0.018782 # DEPENDENCYPART_SIBL
(20,22),(20,34),-0.105921 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.1102 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.023268 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0561817 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.0561817 # DEPENDENCYPART_SIBL
(20,23),(20,34),-0.133485 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0220196 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0581701 # DEPENDENCYPART_SIBL
(20,24),(20,31),-0.0581701 # DEPENDENCYPART_SIBL
(20,24),(20,34),-0.135404 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0450912 # DEPENDENCYPART_SIBL
(20,25),(20,31),-0.0450912 # DEPENDENCYPART_SIBL
(20,25),(20,34),-0.0961857 # DEPENDENCYPART_SIBL
(20,26),(20,31),-0.0800979 # DEPENDENCYPART_SIBL
(20,26),(20,34),-0.0689896 # DEPENDENCYPART_SIBL
(20,31),(20,34),-0.0689896 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0705979 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.034716 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.155713 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.444799 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0135676 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0183684 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0587124 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0106946 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00127491 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0150706 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0250319 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0101564 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0103513 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0375226 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0400314 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.107793 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0607204 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.034765 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0373989 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0263223 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0260434 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0504895 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.025429 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.0196863 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.0263223 # DEPENDENCYPART_SIBL
(23,20),(23,31),-0.0260434 # DEPENDENCYPART_SIBL
(23,20),(23,32),-0.0504895 # DEPENDENCYPART_SIBL
(23,20),(23,33),0.0336288 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.00207621 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.137989 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0180829 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.207823 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0990897 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.24926 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0771122 # DEPENDENCYPART_SIBL
(23,21),(23,30),0.0180829 # DEPENDENCYPART_SIBL
(23,21),(23,31),-0.207823 # DEPENDENCYPART_SIBL
(23,21),(23,32),-0.0990897 # DEPENDENCYPART_SIBL
(23,21),(23,33),-0.184404 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0118909 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0095644 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0129538 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0337315 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0127159 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0016363 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.0095644 # DEPENDENCYPART_SIBL
(23,22),(23,31),-0.0129538 # DEPENDENCYPART_SIBL
(23,22),(23,32),-0.0337315 # DEPENDENCYPART_SIBL
(23,22),(23,33),0.0463642 # DEPENDENCYPART_SIBL
