# _root_ Cigarety Camel , které se v pátek pokusila z Turecka do ČSFR propašovat skupina patnácti osob , byly podle našich informací určeny k prodeji v Praze .
#goldHeads=18,1,8,13,8,8,6,1,13,9,13,11,8,8,16,14,8,0,18,21,19,18,22,23,24,25,0,
#predictedHeads=0,1,8,8,8,8,6,1,8,9,8,11,8,13,16,14,8,22,22,21,19,0,22,23,24,25,0,
(19,17),(19,21),0.0393184 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0277051 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0491149 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.989054 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.989101 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.989197 # DEPENDENCYPART_SIBL
(19,21),(19,24),-1.33901 # DEPENDENCYPART_SIBL
(19,21),(19,26),-1.33687 # DEPENDENCYPART_SIBL
(19,24),(19,26),-1.32608 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.13305 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.00631716 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0830289 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0960095 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0931922 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.109887 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.107244 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0172286 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0571806 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0690317 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.196732 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.154853 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.000329114 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.200334 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0129737 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.00495807 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.196854 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0410893 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.201075 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0123811 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.210829 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.201338 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.154853 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0746418 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.028353 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.198338 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.00232375 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0583545 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0388778 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0548442 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.154846 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.000323223 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.200328 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.0129678 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.00496396 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.196848 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0410834 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.201069 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0123753 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.210823 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.201332 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.154846 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.0746477 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.0283589 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.198332 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.00234456 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.0583393 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.038857 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.054829 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.054683 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0468695 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.13057 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.0335406 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.0424885 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.0327051 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.0375269 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.141059 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.0289504 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0329377 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.158789 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.267607 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.116631 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0412499 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.0177294 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0154654 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.00821593 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0293308 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0315202 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.0242806 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0588631 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.00541965 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.00242436 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.00635404 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.0176892 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.025525 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.00740755 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.309231 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.126166 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0778419 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.00568555 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0274703 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.000661702 # DEPENDENCYPART_SIBL
(22,6),(22,25),0.00956197 # DEPENDENCYPART_SIBL
(22,6),(22,26),0.0143373 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.00673611 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.0130838 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.195332 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0330117 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.199553 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.00614355 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.209307 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.199816 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.15166 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.0808794 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.0364787 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.196816 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0060925 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.0455637 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.0394506 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0420534 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.0304208 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0111544 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.00146485 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.011607 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.23508 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0114801 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0124319 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0918136 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.200294 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0337004 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0114641 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.04391 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0206702 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.060011 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0160866 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.0320371 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.0299828 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0326608 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0448995 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0394272 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0347237 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.255249 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.0518216 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0846592 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0323028 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.080358 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0515956 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.155117 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0351518 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0410845 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.201069 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0123753 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.210823 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.201333 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.154852 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.0746477 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0283583 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.198332 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.00233817 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0537327 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0388634 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0502223 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0272838 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0080282 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0334393 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0286448 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.259216 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.104863 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0237186 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.026934 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.111382 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0093889 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.159085 # DEPENDENCYPART_SIBL
(22,11),(22,26),0.00173891 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0144704 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.209942 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.200451 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.150834 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0725498 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.023946 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.197451 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.00599347 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0526087 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0473409 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0490984 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0113911 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0123428 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0918134 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.197365 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0337006 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0113751 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0439099 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0206701 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0600109 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0160865 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.200719 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.166696 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.105613 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0385501 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.197719 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.00227273 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.111093 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.037316 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.107583 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.156345 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0705803 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0278951 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.201687 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.00471862 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0643505 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0467967 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0608402 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.267607 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.116631 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0412499 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0177294 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0154654 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.00821593 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0293308 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.147207 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.12767 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0853789 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.149077 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0833914 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.15366 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0346744 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0136855 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0520829 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0596053 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0631986 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00900289 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0597193 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0322027 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.056209 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0492212 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0883045 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.045618 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0480359 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.113543 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.024252 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0159157 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0119774 # DEPENDENCYPART_SIBL
(23,24),(23,26),-1.35169 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0931335 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0200504 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.079884 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.112852 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0757665 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.15795 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0960834 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0378766 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0746705 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0480568 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.112076 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.115015 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0902036 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0122635 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.00440947 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.124906 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.101788 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.128706 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0142842 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.172968 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.201694 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.62596 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.172333 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0947298 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.0802803 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.0205975 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.14543 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.159245 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0392355 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.160636 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.130002 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.037783 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.00377635 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.120316 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0396098 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.314133 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.756908 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.156791 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.681569 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.584128 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.15812 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.331627 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.834591 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),-0.423466 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.252202 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.314133 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.756907 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.156791 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.681569 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.58298 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.833443 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.209646 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.422318 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.314539 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0459519 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.152074 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.424608 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.175843 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.169953 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.758574 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.489659 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.92084 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.325654 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.88343 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.118873 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.242573 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.498794 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.354751 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.286967 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.431113 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0702031 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.195971 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.664306 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0425927 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.11554 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.568613 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.000295254 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.318631 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0243269 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.303634 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.119685 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.303095 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.321193 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.275237 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.193315 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.516366 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.523137 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.306835 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.311029 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-0.0620364 # DEPENDENCYPART_GRANDPAR
(0,8),(8,25),0.103535 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.813729 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.646933 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.805057 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.293806 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.311403 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.287491 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.433502 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.0725915 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.196007 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.661372 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0461899 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.114835 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.566224 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0758143 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.242933 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.531036 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.142225 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.464626 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.307026 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.319266 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.279167 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.191389 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.518905 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.525064 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.302905 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.0601098 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),0.105461 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.340922 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.341143 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.244933 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0430661 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.314539 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.0459519 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.0428915 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.125381 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.318514 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.649601 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.201229 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.122777 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0389799 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.383345 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.0722209 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.758574 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.48269 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.440649 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.582996 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.0160314 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),0.160761 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.478815 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.117905 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.146926 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.653213 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0239286 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.092194 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.520911 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.125187 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.219109 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.485722 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.112743 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.419312 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.122971 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.163758 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.349732 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.0932567 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.165998 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.587984 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.781118 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.263835 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.300904 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.0152056 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.357547 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),0.138142 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),-0.774987 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.389452 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.0285415 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.212226 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.141117 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.610274 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.0385497 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.269216 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.575086 # DEPENDENCYPART_GRANDPAR
