# _root_ Na posezení a debatu s Leonhardem býval čas večer , když se vrátil z mnichovského rozhlasu , děti se odebraly k spánku a v domě byl klid .
#goldHeads=8,3,1,3,3,5,0,7,7,11,7,13,23,13,16,14,23,20,20,23,20,21,11,26,24,23,26,0,
#predictedHeads=7,3,1,3,4,5,0,7,7,11,7,13,11,13,16,14,11,20,20,23,20,21,17,26,24,23,26,0,
(23,3),(23,10),0.0582157 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.11891 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.0288513 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.0196371 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.06732 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.124967 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.0192936 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.0582157 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0457672 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0288513 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.00400138 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.0583621 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.0192936 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0116138 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.0016441 # DEPENDENCYPART_SIBL
(23,3),(23,26),-0.046274 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.00587303 # DEPENDENCYPART_SIBL
(23,3),(23,28),-0.0915816 # DEPENDENCYPART_SIBL
(23,5),(23,7),0.00984843 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.0218392 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0513114 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.0675877 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.0546449 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.0279002 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0545584 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0659397 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.115169 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.0513114 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.13734 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.0546449 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.0114286 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.066412 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.115169 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.113446 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.113153 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.224936 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.113558 # DEPENDENCYPART_SIBL
(23,5),(23,28),-0.171106 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.156661 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.00605505 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.152206 # DEPENDENCYPART_SIBL
(23,7),(23,12),-0.106773 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.032869 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.111574 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.19523 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.138531 # DEPENDENCYPART_SIBL
(23,7),(23,17),0.00605505 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.160243 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.106773 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.0477998 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.147009 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.138531 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.0163977 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.15062 # DEPENDENCYPART_SIBL
(23,7),(23,26),0.373625 # DEPENDENCYPART_SIBL
(23,7),(23,27),-0.149933 # DEPENDENCYPART_SIBL
(23,7),(23,28),-0.0233065 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.055908 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.0237461 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0270904 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.0503864 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.070852 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.00605574 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0111943 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.055908 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0328463 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0270904 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.0334715 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.0208573 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0111943 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0968188 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.0270124 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.135505 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.0291299 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.214679 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.0877158 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0951443 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.0410222 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0362495 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.016446 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.00416525 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.020552 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0356203 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0951443 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.0302626 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.0406572 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.00416525 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0437863 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0189011 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.00432807 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.0224295 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.0364068 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.0536366 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.00984307 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0730592 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.08256 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0196734 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0495492 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0457015 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0536366 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.00521098 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0638493 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0196734 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0243714 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0197841 # DEPENDENCYPART_SIBL
(23,11),(23,26),-0.0419162 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.0218607 # DEPENDENCYPART_SIBL
(23,11),(23,28),-0.0841883 # DEPENDENCYPART_SIBL
(23,12),(23,13),0.0468123 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0751751 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.0913939 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.118515 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0363527 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.150447 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.110168 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.0304174 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.0166121 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.118515 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0215224 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0430934 # DEPENDENCYPART_SIBL
(23,12),(23,26),-0.0425613 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0446361 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.160004 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.104358 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.187223 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.130537 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.0285594 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.15225 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0994706 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0283132 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.139792 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.130537 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.00695831 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.140535 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.395174 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.139848 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.0141902 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0538449 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0399922 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0556865 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0621627 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0281621 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.00691821 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0162423 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0399922 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.179036 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0928989 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.177853 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.092634 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.100956 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0306355 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.325193 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.000897876 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.041004 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0389763 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.00504208 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0306356 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0307406 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.00195609 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.305812 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.00207993 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.121908 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.124968 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0449891 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0222169 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0476051 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0668985 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0160938 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0590023 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0522456 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.14098 # DEPENDENCYPART_SIBL
(23,16),(23,27),0.0519399 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.0810648 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0356203 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0951443 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0302626 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0406572 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.00416525 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0437863 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0189011 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.00432807 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0224295 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.0364068 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0291503 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0441909 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0712475 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.00476514 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0876073 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0176137 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.135994 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.017308 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.104433 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0304174 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0166121 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.118515 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0215224 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0430934 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0425613 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0446361 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.160004 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.147009 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.138531 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0163244 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.150436 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.373699 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.149749 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0232331 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0665738 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.263152 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.13607 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.125073 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.136624 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0860622 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0590023 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0477188 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.14098 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0474131 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0855908 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.000101757 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.48441 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0165301 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.143676 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.526861 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.036462 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.243997 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0224096 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0865152 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.244 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.48788 # DEPENDENCYPART_SIBL
(24,25),(24,27),-1.40386 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.536984 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0386196 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.159896 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.102026 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0991637 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0392442 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0093509 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.0194466 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0996204 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.105469 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.00379524 # DEPENDENCYPART_SIBL
(26,4),(26,8),-0.23258 # DEPENDENCYPART_SIBL
(26,4),(26,11),0.0163771 # DEPENDENCYPART_SIBL
(26,4),(26,12),-0.0020328 # DEPENDENCYPART_SIBL
(26,4),(26,13),0.0289365 # DEPENDENCYPART_SIBL
(26,4),(26,14),0.00925598 # DEPENDENCYPART_SIBL
(26,4),(26,16),-0.219395 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.085427 # DEPENDENCYPART_SIBL
(26,4),(26,18),-0.212104 # DEPENDENCYPART_SIBL
(26,4),(26,19),-0.0020328 # DEPENDENCYPART_SIBL
(26,4),(26,20),0.0219935 # DEPENDENCYPART_SIBL
(26,4),(26,21),-0.0293454 # DEPENDENCYPART_SIBL
(26,4),(26,22),-0.219395 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.0304447 # DEPENDENCYPART_SIBL
(26,4),(26,24),0.0154945 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.219504 # DEPENDENCYPART_SIBL
(26,4),(26,27),0.0551678 # DEPENDENCYPART_SIBL
(26,4),(26,28),0.00651653 # DEPENDENCYPART_SIBL
(26,8),(26,11),0.0455737 # DEPENDENCYPART_SIBL
(26,8),(26,12),0.0228849 # DEPENDENCYPART_SIBL
(26,8),(26,13),0.0495596 # DEPENDENCYPART_SIBL
(26,8),(26,14),0.0346703 # DEPENDENCYPART_SIBL
(26,8),(26,16),-0.184568 # DEPENDENCYPART_SIBL
(26,8),(26,17),-0.0137326 # DEPENDENCYPART_SIBL
(26,8),(26,18),-0.177277 # DEPENDENCYPART_SIBL
(26,8),(26,19),0.0228849 # DEPENDENCYPART_SIBL
(26,8),(26,20),0.0426167 # DEPENDENCYPART_SIBL
(26,8),(26,21),-0.00974427 # DEPENDENCYPART_SIBL
(26,8),(26,22),-0.184568 # DEPENDENCYPART_SIBL
(26,8),(26,23),-0.00124846 # DEPENDENCYPART_SIBL
(26,8),(26,24),0.0401565 # DEPENDENCYPART_SIBL
(26,8),(26,25),-0.184677 # DEPENDENCYPART_SIBL
(26,8),(26,27),0.109595 # DEPENDENCYPART_SIBL
(26,8),(26,28),0.0431548 # DEPENDENCYPART_SIBL
(26,11),(26,12),-0.0159757 # DEPENDENCYPART_SIBL
(26,11),(26,13),-0.0572876 # DEPENDENCYPART_SIBL
(26,11),(26,14),-0.0717324 # DEPENDENCYPART_SIBL
(26,11),(26,16),-0.0272996 # DEPENDENCYPART_SIBL
(26,11),(26,17),-0.102923 # DEPENDENCYPART_SIBL
(26,11),(26,18),-0.027861 # DEPENDENCYPART_SIBL
(26,11),(26,19),-0.0159757 # DEPENDENCYPART_SIBL
(26,11),(26,20),-0.0542552 # DEPENDENCYPART_SIBL
(26,11),(26,21),-0.0511667 # DEPENDENCYPART_SIBL
(26,11),(26,22),-0.0272996 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.0396905 # DEPENDENCYPART_SIBL
(26,11),(26,24),-0.0288551 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.027393 # DEPENDENCYPART_SIBL
(26,11),(26,27),-0.000273513 # DEPENDENCYPART_SIBL
(26,11),(26,28),-0.0564421 # DEPENDENCYPART_SIBL
(26,12),(26,13),-0.00173209 # DEPENDENCYPART_SIBL
(26,12),(26,14),0.0950036 # DEPENDENCYPART_SIBL
(26,12),(26,16),0.000649483 # DEPENDENCYPART_SIBL
(26,12),(26,17),-0.187574 # DEPENDENCYPART_SIBL
(26,12),(26,18),-0.0166739 # DEPENDENCYPART_SIBL
(26,12),(26,19),-0.107978 # DEPENDENCYPART_SIBL
(26,12),(26,20),0.00115993 # DEPENDENCYPART_SIBL
(26,12),(26,21),0.279314 # DEPENDENCYPART_SIBL
(26,12),(26,22),0.000649483 # DEPENDENCYPART_SIBL
(26,12),(26,23),0.00502553 # DEPENDENCYPART_SIBL
(26,12),(26,24),0.177914 # DEPENDENCYPART_SIBL
(26,12),(26,25),0.000553077 # DEPENDENCYPART_SIBL
(26,12),(26,27),0.0373498 # DEPENDENCYPART_SIBL
(26,12),(26,28),-0.112493 # DEPENDENCYPART_SIBL
(26,13),(26,14),-0.0270432 # DEPENDENCYPART_SIBL
(26,13),(26,16),-0.0228241 # DEPENDENCYPART_SIBL
(26,13),(26,17),-0.0514442 # DEPENDENCYPART_SIBL
(26,13),(26,18),-0.0118523 # DEPENDENCYPART_SIBL
(26,13),(26,19),-0.0396318 # DEPENDENCYPART_SIBL
(26,13),(26,20),-0.209135 # DEPENDENCYPART_SIBL
(26,13),(26,21),-0.0408955 # DEPENDENCYPART_SIBL
(26,13),(26,22),-0.0228241 # DEPENDENCYPART_SIBL
(26,13),(26,23),-0.0130426 # DEPENDENCYPART_SIBL
(26,13),(26,24),0.0532868 # DEPENDENCYPART_SIBL
(26,13),(26,25),-0.0228666 # DEPENDENCYPART_SIBL
(26,13),(26,27),0.0868651 # DEPENDENCYPART_SIBL
(26,13),(26,28),0.0355729 # DEPENDENCYPART_SIBL
(26,14),(26,16),-0.0418227 # DEPENDENCYPART_SIBL
(26,14),(26,17),-0.209037 # DEPENDENCYPART_SIBL
(26,14),(26,18),-0.0363898 # DEPENDENCYPART_SIBL
(26,14),(26,19),0.120876 # DEPENDENCYPART_SIBL
(26,14),(26,20),-0.0170376 # DEPENDENCYPART_SIBL
(26,14),(26,21),-0.0186677 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.0418227 # DEPENDENCYPART_SIBL
(26,14),(26,23),-0.0186184 # DEPENDENCYPART_SIBL
(26,14),(26,24),0.0552022 # DEPENDENCYPART_SIBL
(26,14),(26,25),-0.0421862 # DEPENDENCYPART_SIBL
(26,14),(26,27),0.00589887 # DEPENDENCYPART_SIBL
(26,14),(26,28),-0.0552675 # DEPENDENCYPART_SIBL
(26,16),(26,17),-0.0854283 # DEPENDENCYPART_SIBL
(26,16),(26,18),-0.212082 # DEPENDENCYPART_SIBL
(26,16),(26,19),-0.00203272 # DEPENDENCYPART_SIBL
(26,16),(26,20),0.0219917 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.0293452 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.219373 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.0304425 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.0154946 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.219483 # DEPENDENCYPART_SIBL
(26,16),(26,27),0.0597129 # DEPENDENCYPART_SIBL
(26,16),(26,28),0.0110417 # DEPENDENCYPART_SIBL
(26,17),(26,18),0.0336743 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.0192222 # DEPENDENCYPART_SIBL
(26,17),(26,20),0.182344 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.0319254 # DEPENDENCYPART_SIBL
(26,17),(26,22),0.042039 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.0765865 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.0644637 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0419112 # DEPENDENCYPART_SIBL
(26,17),(26,27),0.0799 # DEPENDENCYPART_SIBL
(26,17),(26,28),0.0252951 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.0133441 # DEPENDENCYPART_SIBL
(26,18),(26,20),0.0263524 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.0291837 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.207257 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.0330921 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.0242259 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.207366 # DEPENDENCYPART_SIBL
(26,18),(26,27),0.0230212 # DEPENDENCYPART_SIBL
(26,18),(26,28),-0.00874659 # DEPENDENCYPART_SIBL
(26,19),(26,20),0.00115993 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.279314 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.000649483 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.00502553 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.177914 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.000553077 # DEPENDENCYPART_SIBL
(26,19),(26,27),0.0373498 # DEPENDENCYPART_SIBL
(26,19),(26,28),-0.112493 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.0384113 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0216213 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.0118312 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0564763 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.0216638 # DEPENDENCYPART_SIBL
(26,20),(26,27),0.088334 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.0375955 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.0975323 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0817331 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0362744 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0978957 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.00776474 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.0432082 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0304411 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0154961 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.21948 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.0551875 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.00651838 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0366731 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0997121 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.0510554 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.05042 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0122924 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.106373 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.0468268 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.054809 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.00648139 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0957585 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.0386937 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.159936 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.038996 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.12881 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.0393451 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.0133675 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.00342809 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0431471 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.117504 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.00342961 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.176303 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0246215 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.119069 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0540909 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0339859 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.409796 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0419576 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.098082 # DEPENDENCYPART_GRANDPAR
