# _root_ Že Perry svojí pozorností k severokorejským jaderným choutkám píchl do vosího hnízda , ukazuje způsob , jakým na jeho cestu zareagovala oficiální pchjongjangská agentura KCNA .
#goldHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
#predictedHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
(5,12),(12,7),0.2205 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),1.8492 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.114124 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-1.07028 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.222585 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.307645 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-1.34143 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.404417 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.17328 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-2.18616 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-2.10743 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.29594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.555544 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),1.49824 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.385191 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.273672 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-1.31205 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.134652 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.772274 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-1.26883 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.45892 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.87256 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.106571 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-1.0802 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.491521 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.200656 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.310769 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.0437114 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.141302 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-1.45704 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.402789 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-1.15092 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-1.26163 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-1.76227 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-1.90202 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.519297 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.22578 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.486157 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0146395 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.01814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.527317 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.0937 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.05668 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.397548 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.2363 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.12295 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0684952 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.92104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.430211 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.12935 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.45832 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.765849 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.64716 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.30436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,1),-0.89045 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-2.01457 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.954298 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.960107 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.6943 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.1714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.319433 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.479634 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0266444 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.633154 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.785022 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.782 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.727541 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.53554 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.40159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0892316 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.27789 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0819602 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.890514 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.561406 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.107034 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.698797 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.748104 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.18302 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.311268 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-1.07484 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.7491 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.986587 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-1.13998 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-1.67966 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.803867 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.457298 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.231385 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.678575 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.658704 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.307372 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0659662 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.22853 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.95259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.793344 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.982746 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.420903 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-1.15665 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.371758 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.419525 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.77099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-1.27681 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.970664 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-1.49864 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-1.19694 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-1.30441 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.1303 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.212707 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.289722 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.117745 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.253962 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.135681 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.70645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-1.12813 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.660075 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.985916 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.34997 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-1.15573 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.134052 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-1.1018 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.079187 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.116878 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.254544 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.136263 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.70645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-1.12776 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.660075 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.3496 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.532851 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.253653 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.191786 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.310072 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.89336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,12),-1.17283 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.962306 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.84444 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.220721 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.250853 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0456297 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.66973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.11545 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.687389 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0256855 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.584352 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.90144 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.11575 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.0011 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.70947 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.827756 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.56786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.110569 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.758464 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.452463 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.289136 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.64249 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.215734 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0628569 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.329525 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.479507 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.449539 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-1.43526 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.649029 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.811687 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.836097 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.249714 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.115044 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.703961 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.434468 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.341323 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.773165 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.891452 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.23131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.185359 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.736586 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.11907 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.636496 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.781035 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.436569 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.0203851 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.112838 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.0942197 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0113987 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.70624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,13),-1.00188 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.976292 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-1.03374 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-1.41755 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0844623 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.322705 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.242845 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.200274 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.466363 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.235661 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.36762 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.27587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.220488 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.135282 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.545914 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.987171 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0894421 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.249875 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.355332 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.204366 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.462549 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.231847 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.374662 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.27476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.220858 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.544803 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.366354 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.230428 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.563446 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.332749 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.33112 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.585174 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.817543 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.829968 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0555945 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0570828 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.518551 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.00310712 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.28072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.12144 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.769822 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0894421 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.249875 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.355332 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.114693 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0465464 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.55486 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.32418 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.27476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.220858 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.13491 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.597624 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.474662 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.140529 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.119373 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.226556 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.172388 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.166528 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.1842 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.953503 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.127121 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.597697 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.606238 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.131975 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.195229 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.0182682 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.242465 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.664715 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.824111 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.957819 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.434299 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.455 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.833045 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.83644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.375475 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-1.12924 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0207859 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.606217 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.197563 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.316558 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-1.04518 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.476359 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.367037 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.500746 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.155964 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.15757 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.926877 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.375972 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.73829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.288439 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-1.11822 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.05276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.204017 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.216195 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.116491 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.151432 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.688776 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.597772 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.772031 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.454281 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-1.04187 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.61395 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.602919 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.386433 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0555544 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.163146 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.420075 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0910508 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.476279 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.211783 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.546972 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.506756 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.223353 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.813996 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.664715 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.824111 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.83644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,12),0.0207859 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.110584 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.125503 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.229127 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.202949 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.679104 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-1.04518 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.834781 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.419646 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.115032 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.90469 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.400284 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.474155 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.429109 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.148783 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.740276 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.154188 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.390686 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.0443318 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.745225 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.531683 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.491467 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.20655 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.797192 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.475211 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-0.368228 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.501937 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.153354 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-1.15683 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-0.377162 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-1.75159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.278872 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.0676326 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),0.154324 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.0193361 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.326014 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),0.122465 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.57807 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.255055 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-1.01241 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.78833 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.786372 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.738549 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.469018 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-1.05661 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-0.321497 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.123557 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.720974 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.717884 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.38082 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.979001 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.477716 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),-0.433044 # DEPENDENCYPART_GRANDPAR
(9,24),(24,18),-0.02319 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),-0.788487 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.352305 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.459932 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.428982 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.78539 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.299981 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),-0.418726 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),-0.773265 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.351526 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.440995 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.410046 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.100352 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.304437 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.943651 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.44693 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.44208 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.68016 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.38521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.829823 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.115859 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.102036 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.969581 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),0.274502 # DEPENDENCYPART_GRANDPAR
