# _root_ Zdůraznil , že USA vytvářejí koncentrační tábor , když přesouvají uprchlíky na základnu Guantánamo na Kubě .
#goldHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,13,15,0,
#predictedHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,14,15,0,
(10,7),(7,9),-0.138288 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.11459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.155069 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.157872 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.361186 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-1.41853 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.896736 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.729867 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.940568 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.19114 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.878281 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.754026 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.219344 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.47143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.550845 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.605731 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.809045 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.56463 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.766257 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.349751 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.620905 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.662469 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.318792 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.55701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.402754 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.626124 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.89083 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.22406 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.829439 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.30214 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.32553 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.22098 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.914756 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.0821316 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.00990831 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.301268 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.285446 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.377967 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.612927 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.00835 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.689967 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0858525 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.232499 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.294761 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.572687 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.655281 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0387474 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.309253 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.289597 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.385952 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.61649 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.914756 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.656932 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0402474 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.165615 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.279031 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.376247 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.61102 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.200226 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.130297 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.294761 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.572687 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.656917 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.0402218 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.1656 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.164537 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.163092 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.610892 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.342621 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.494363 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.919641 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.644596 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.378591 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.230598 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.49369 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-1.80077 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.977077 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.452177 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-1.00071 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-1.02548 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-1.14714 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.422967 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.315846 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.366651 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.50265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.258706 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.46978 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.64023 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.11998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0353784 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0654191 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.134192 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.333537 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.02841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.655248 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.53985 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0532466 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.749297 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.176296 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.80257 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.02803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.655514 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0344947 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0666837 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.754512 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.183974 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.124851 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0268632 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.134192 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.333537 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.02809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.655445 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.034549 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0638448 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.444371 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.183652 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.787825 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.816081 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.899578 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-1.18602 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.588112 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.835968 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.975025 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.454012 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.332451 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.688033 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.76739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,15),-0.71052 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.562744 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-1.10647 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.41684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.407459 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.1814 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.359962 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.00086 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.824708 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.50885 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.14158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.360529 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0342514 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.180021 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.406383 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.92693 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.5088 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.1413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),1.66938 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0261931 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.18033 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.410541 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.5088 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.14138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),1.66927 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0882833 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0845036 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.415668 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.17516 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.972783 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0969532 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.4543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.790611 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.328827 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.42094 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.36777 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-1.22117 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.123613 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.6789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-1.00785 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.63821 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.41455 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.83398 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.62331 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.01083 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.987042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0720828 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.560514 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.373463 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.0774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.593683 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0593993 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.523029 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.62331 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.01083 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.987096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.684392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.585007 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.373142 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-1.95379 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-1.21142 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.632095 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-1.50854 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.884341 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-1.53118 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.530232 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.33678 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.333123 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.283358 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.053911 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.396431 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-1.53573 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-1.24414 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0584788 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.121227 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.50309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.396431 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.21301 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.07852 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.953424 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.245039 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.211515 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.72033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-1.43028 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.12531 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.873917 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.556137 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.5031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.396443 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.21302 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.07852 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.81302 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.11878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.280468 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.229815 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.75797 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.97267 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.58843 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.02807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.51772 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0825136 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-1.29386 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0915928 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.656765 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.09877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),1.10418 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.727005 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-1.4706 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-1.29417 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0996511 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-1.32965 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.09872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),1.10423 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.726982 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-2.11453 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.485806 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-2.13918 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.92618 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.823263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.317942 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-1.67462 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-1.23044 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.254836 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0685949 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-1.57866 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.322282 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.7475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-1.19204 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-1.24778 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.456585 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.158871 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-1.66934 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.96479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-1.23884 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-1.08565 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.752484 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-1.57896 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.322519 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.74751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-1.19204 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-1.23076 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-1.09086 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.765922 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.680789 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.322253 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.7475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-1.19204 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0613677 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-1.56903 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.96479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-1.23884 # DEPENDENCYPART_GRANDPAR
