# _root_ Přestože soupeř v závěru již nehrál v nejsilnější sestavě , považuji výhru za náš úspěch , " konstatoval olomoucký trenér Jiří Teplý .
#goldHeads=11,6,6,3,6,1,6,9,7,1,18,11,11,15,13,11,11,0,20,22,22,18,0,
#predictedHeads=18,6,6,3,6,1,6,9,7,1,18,11,12,15,13,11,11,0,20,18,22,18,0,
(6,11),(11,15),-0.29316 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0736805 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.211595 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.745066 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-1.17872 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.777963 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-1.1138 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.644593 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.211215 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.53278 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-1.18021 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.686031 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0870114 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0185843 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.069464 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0794061 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.261154 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.356012 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.939331 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.828042 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.406059 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0237542 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0989604 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.478495 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.00132501 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.180279 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.302845 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.45546 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.699824 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.457105 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.814872 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.130218 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.163208 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.498121 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.358564 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.945071 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.486917 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.411799 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.628552 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.777691 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.88415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.285794 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.343013 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.137482 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.049579 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.226575 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0770872 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.745562 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.290081 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.319627 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-1.17206 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-1.2274 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.633865 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-1.07812 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.692948 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.324941 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.89662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,11),-0.0614189 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.377341 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.128657 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.724399 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.44153 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.125658 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.980281 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-1.34369 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.854169 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-1.25358 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.809243 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.439427 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.322787 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.537765 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.453811 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.31737 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-1.78855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.154459 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.266485 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.205145 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.0475977 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.302741 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.176152 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.392434 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.226857 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.143216 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-1.17297 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.783924 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-1.11976 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.638848 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.203009 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.513126 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.168383 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.849209 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.843065 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.439028 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.232318 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),0.0461716 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.850089 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.347324 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.413871 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.198352 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),0.317553 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.251669 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.00883806 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.315706 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.217949 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.371447 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-1.1334 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.732813 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-1.09455 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.370534 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.314707 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.976617 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.708485 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-2.14074 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.0680908 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.568897 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.08517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.08666 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.18261 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0173087 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.406135 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.0504576 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.29307 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-2.66002 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.05319 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-2.63305 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.429402 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.858457 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.41703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.571335 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),1.58051 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.521669 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.727024 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.623291 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-1.31787 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.298826 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.651873 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.09672 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-2.10532 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.901087 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-2.07834 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.344 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.655533 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.19757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.83307 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),1.66063 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.577743 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.621432 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.451352 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-1.19157 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.037507 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.384024 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.217279 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-1.43417 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-1.042 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-1.21819 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-1.35323 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.506717 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.08508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),1.08694 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),2.07031 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.349191 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.359842 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-1.29161 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0114967 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.304414 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.0674355 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.15187 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-1.25839 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-1.07354 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.329214 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-1.85367 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.591528 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.383597 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-1.65954 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.840936 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.854433 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.509733 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-1.49033 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.694682 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.516664 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-1.29135 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-1.23803 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.990749 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-1.45154 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-1.7814 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.987122 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.43562 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.608418 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.10303 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-1.58515 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.860425 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.387455 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-1.24948 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.249301 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.53156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,1),-0.176659 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-1.41708 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.885125 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.606256 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0887003 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-1.02448 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.704004 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.209398 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.364128 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.66423 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0289997 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.46442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.429522 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.16152 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.45353 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.845794 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.6436 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.15089 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.957363 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.32186 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-2.08857 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-2.3164 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-1.78371 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.132649 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.76677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.549294 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.17915 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.75589 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.213594 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.58939 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-2.71865 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.4886 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.91217 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.754791 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-2.44636 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.34234 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.692802 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.37901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.604876 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.44463 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.274263 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.652433 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.433735 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0872196 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.567207 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-2.396 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.47874 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.58951 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.771584 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-2.37305 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.33249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.593701 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.39247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.770323 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0616436 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0962751 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.248275 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0169459 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.0625765 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.605705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-1.12463 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.751288 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.933329 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.838 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.785889 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.334244 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.341555 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-1.07447 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.300887 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.479476 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.219032 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.634188 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-1.12754 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.753683 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.964049 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.567252 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-2.39675 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.47874 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-1.59026 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.771585 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-2.37309 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-1.33249 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.39497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.766228 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.281317 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.384169 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.160444 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.606911 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.0448628 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.225089 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-1.12669 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.765497 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.947539 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.840065 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.784287 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.287558 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.277711 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.268673 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.0276122 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0854352 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.0774918 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-2.02438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.632896 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.763279 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.532235 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-1.00009 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-0.918218 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.194886 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0332781 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0925316 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0533185 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.0178732 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.166941 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0654935 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.710062 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.171016 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.0385565 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0730015 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.178432 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.162504 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.145398 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0518707 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.0171046 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.174701 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.057395 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.336142 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.400493 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.375632 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.374747 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.097489 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.0931047 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0855604 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0656465 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0610333 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.144438 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0294175 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.00868619 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.09344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.710351 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-1.05115 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-1.15712 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-1.02001 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.832347 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.597296 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-1.0777 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.11026 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-1.58612 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-1.2278 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.107993 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.099255 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.02192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.489297 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.946489 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.207466 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.198198 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.162613 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.127653 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0580829 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.102619 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0376064 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0477764 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.22359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.710059 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.04843 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.07742 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.00545 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.11838 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.12291 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.09115 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.625742 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.836037 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.922686 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.805614 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.955157 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.43283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0139218 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.199001 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0676558 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.291841 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.223576 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.329687 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.519746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.0290262 # DEPENDENCYPART_GRANDPAR
