# _root_ Ale taky čarodějem - uvážíme - li , že za pouhých 20 let dokázal vybudovat čtvrté největší hospodářské impérium v Itálii , že dokázal za kratičké tři měsíce " vydupat ze země " vlastní stranu Forza Italia .
#goldHeads=0,3,1,7,7,7,1,22,22,15,12,10,12,9,14,19,19,19,15,15,20,5,22,23,30,28,28,25,30,24,30,31,30,35,30,35,36,0,
#predictedHeads=0,3,1,7,7,7,3,9,5,14,12,10,12,9,14,19,19,19,15,19,20,23,15,23,24,28,28,25,30,24,30,31,30,35,30,37,35,0,
(24,19),(24,27),-0.0316432 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0892324 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.0158155 # DEPENDENCYPART_SIBL
(24,19),(24,30),-0.0193215 # DEPENDENCYPART_SIBL
(24,19),(24,31),-0.033938 # DEPENDENCYPART_SIBL
(24,19),(24,32),-0.0845257 # DEPENDENCYPART_SIBL
(24,19),(24,33),0.0158155 # DEPENDENCYPART_SIBL
(24,19),(24,34),-0.0515712 # DEPENDENCYPART_SIBL
(24,19),(24,35),-0.0738514 # DEPENDENCYPART_SIBL
(24,19),(24,36),-0.0465551 # DEPENDENCYPART_SIBL
(24,19),(24,37),-0.0757946 # DEPENDENCYPART_SIBL
(24,19),(24,38),-0.020112 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.00751415 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.311808 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0456759 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0102704 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0656985 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0577838 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0170778 # DEPENDENCYPART_SIBL
(24,20),(24,29),0.0109331 # DEPENDENCYPART_SIBL
(24,20),(24,30),0.0730403 # DEPENDENCYPART_SIBL
(24,20),(24,31),-0.0399705 # DEPENDENCYPART_SIBL
(24,20),(24,32),-0.0378478 # DEPENDENCYPART_SIBL
(24,20),(24,33),0.0109331 # DEPENDENCYPART_SIBL
(24,20),(24,34),-0.0700861 # DEPENDENCYPART_SIBL
(24,20),(24,35),0.00237754 # DEPENDENCYPART_SIBL
(24,20),(24,36),-0.0656985 # DEPENDENCYPART_SIBL
(24,20),(24,37),-0.00342384 # DEPENDENCYPART_SIBL
(24,20),(24,38),-0.0859209 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.157172 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0524316 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.00876845 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.046164 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0312514 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.088882 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.0162693 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.0189633 # DEPENDENCYPART_SIBL
(24,21),(24,31),-0.0335312 # DEPENDENCYPART_SIBL
(24,21),(24,32),-0.0841753 # DEPENDENCYPART_SIBL
(24,21),(24,33),0.0162693 # DEPENDENCYPART_SIBL
(24,21),(24,34),-0.05118 # DEPENDENCYPART_SIBL
(24,21),(24,35),-0.073501 # DEPENDENCYPART_SIBL
(24,21),(24,36),-0.046164 # DEPENDENCYPART_SIBL
(24,21),(24,37),-0.0754442 # DEPENDENCYPART_SIBL
(24,21),(24,38),-0.0196667 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0245297 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0344023 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0127393 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.00615515 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0374887 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.13658 # DEPENDENCYPART_SIBL
(24,22),(24,30),0.0319316 # DEPENDENCYPART_SIBL
(24,22),(24,31),-0.0334238 # DEPENDENCYPART_SIBL
(24,22),(24,32),-0.0434836 # DEPENDENCYPART_SIBL
(24,22),(24,33),-0.13658 # DEPENDENCYPART_SIBL
(24,22),(24,34),-0.039743 # DEPENDENCYPART_SIBL
(24,22),(24,35),-0.0276791 # DEPENDENCYPART_SIBL
(24,22),(24,36),-0.0127393 # DEPENDENCYPART_SIBL
(24,22),(24,37),-0.0174922 # DEPENDENCYPART_SIBL
(24,22),(24,38),0.0170666 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.179448 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.144106 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.149682 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.235172 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.120945 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.158881 # DEPENDENCYPART_SIBL
(24,23),(24,31),-0.20442 # DEPENDENCYPART_SIBL
(24,23),(24,32),-0.226118 # DEPENDENCYPART_SIBL
(24,23),(24,33),-0.120945 # DEPENDENCYPART_SIBL
(24,23),(24,34),-0.149024 # DEPENDENCYPART_SIBL
(24,23),(24,35),-0.226337 # DEPENDENCYPART_SIBL
(24,23),(24,36),-0.144106 # DEPENDENCYPART_SIBL
(24,23),(24,37),-0.219648 # DEPENDENCYPART_SIBL
(24,23),(24,38),-0.194154 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.029498 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0665002 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0193584 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0323025 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.0118422 # DEPENDENCYPART_SIBL
(24,25),(24,31),-0.111646 # DEPENDENCYPART_SIBL
(24,25),(24,32),-0.0086679 # DEPENDENCYPART_SIBL
(24,25),(24,33),0.0323025 # DEPENDENCYPART_SIBL
(24,25),(24,34),-0.0317118 # DEPENDENCYPART_SIBL
(24,25),(24,35),0.00485319 # DEPENDENCYPART_SIBL
(24,25),(24,36),-0.029498 # DEPENDENCYPART_SIBL
(24,25),(24,37),0.00656086 # DEPENDENCYPART_SIBL
(24,25),(24,38),0.0161321 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0874946 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.123908 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.0105894 # DEPENDENCYPART_SIBL
(24,26),(24,30),0.0509985 # DEPENDENCYPART_SIBL
(24,26),(24,31),-0.0491367 # DEPENDENCYPART_SIBL
(24,26),(24,32),-0.1231 # DEPENDENCYPART_SIBL
(24,26),(24,33),0.0105894 # DEPENDENCYPART_SIBL
(24,26),(24,34),-0.349962 # DEPENDENCYPART_SIBL
(24,26),(24,35),-0.108416 # DEPENDENCYPART_SIBL
(24,26),(24,36),-0.347344 # DEPENDENCYPART_SIBL
(24,26),(24,37),-0.107917 # DEPENDENCYPART_SIBL
(24,26),(24,38),-0.115926 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0874227 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.039572 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.00322509 # DEPENDENCYPART_SIBL
(24,27),(24,31),-0.0492068 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.0765247 # DEPENDENCYPART_SIBL
(24,27),(24,33),0.039572 # DEPENDENCYPART_SIBL
(24,27),(24,34),-0.0382435 # DEPENDENCYPART_SIBL
(24,27),(24,35),-0.0638069 # DEPENDENCYPART_SIBL
(24,27),(24,36),-0.0367737 # DEPENDENCYPART_SIBL
(24,27),(24,37),-0.0633079 # DEPENDENCYPART_SIBL
(24,27),(24,38),-0.0299731 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.0223246 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.0340904 # DEPENDENCYPART_SIBL
(24,28),(24,31),0.029521 # DEPENDENCYPART_SIBL
(24,28),(24,32),-0.15443 # DEPENDENCYPART_SIBL
(24,28),(24,33),0.0223246 # DEPENDENCYPART_SIBL
(24,28),(24,34),-0.0311917 # DEPENDENCYPART_SIBL
(24,28),(24,35),-0.136744 # DEPENDENCYPART_SIBL
(24,28),(24,36),-0.0321514 # DEPENDENCYPART_SIBL
(24,28),(24,37),-0.127897 # DEPENDENCYPART_SIBL
(24,28),(24,38),-0.116923 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0158313 # DEPENDENCYPART_SIBL
(24,29),(24,31),0.0300422 # DEPENDENCYPART_SIBL
(24,29),(24,32),0.010468 # DEPENDENCYPART_SIBL
(24,29),(24,33),-0.0230851 # DEPENDENCYPART_SIBL
(24,29),(24,34),0.00262496 # DEPENDENCYPART_SIBL
(24,29),(24,35),0.0267726 # DEPENDENCYPART_SIBL
(24,29),(24,36),0.00485157 # DEPENDENCYPART_SIBL
(24,29),(24,37),0.0271442 # DEPENDENCYPART_SIBL
(24,29),(24,38),-0.0136231 # DEPENDENCYPART_SIBL
(24,30),(24,31),0.05652 # DEPENDENCYPART_SIBL
(24,30),(24,32),0.0198243 # DEPENDENCYPART_SIBL
(24,30),(24,33),0.0511746 # DEPENDENCYPART_SIBL
(24,30),(24,34),-0.100982 # DEPENDENCYPART_SIBL
(24,30),(24,35),0.0326397 # DEPENDENCYPART_SIBL
(24,30),(24,36),-0.0983847 # DEPENDENCYPART_SIBL
(24,30),(24,37),0.0339707 # DEPENDENCYPART_SIBL
(24,30),(24,38),0.0355544 # DEPENDENCYPART_SIBL
(24,31),(24,32),-0.0905069 # DEPENDENCYPART_SIBL
(24,31),(24,33),-0.0351027 # DEPENDENCYPART_SIBL
(24,31),(24,34),-0.02795 # DEPENDENCYPART_SIBL
(24,31),(24,35),-0.0774979 # DEPENDENCYPART_SIBL
(24,31),(24,36),-0.025741 # DEPENDENCYPART_SIBL
(24,31),(24,37),-0.0752229 # DEPENDENCYPART_SIBL
(24,31),(24,38),-0.0852831 # DEPENDENCYPART_SIBL
(24,32),(24,33),-0.00347281 # DEPENDENCYPART_SIBL
(24,32),(24,34),-0.0382162 # DEPENDENCYPART_SIBL
(24,32),(24,35),-0.135172 # DEPENDENCYPART_SIBL
(24,32),(24,36),-0.0391759 # DEPENDENCYPART_SIBL
(24,32),(24,37),-0.126326 # DEPENDENCYPART_SIBL
(24,32),(24,38),-0.142596 # DEPENDENCYPART_SIBL
(24,33),(24,34),0.00262496 # DEPENDENCYPART_SIBL
(24,33),(24,35),0.0267726 # DEPENDENCYPART_SIBL
(24,33),(24,36),0.00485157 # DEPENDENCYPART_SIBL
(24,33),(24,37),0.0271442 # DEPENDENCYPART_SIBL
(24,33),(24,38),-0.0136231 # DEPENDENCYPART_SIBL
(24,34),(24,35),-0.103637 # DEPENDENCYPART_SIBL
(24,34),(24,36),-0.346552 # DEPENDENCYPART_SIBL
(24,34),(24,37),-0.103138 # DEPENDENCYPART_SIBL
(24,34),(24,38),-0.141087 # DEPENDENCYPART_SIBL
(24,35),(24,36),-0.0270854 # DEPENDENCYPART_SIBL
(24,35),(24,37),-0.1215 # DEPENDENCYPART_SIBL
(24,35),(24,38),-0.0951508 # DEPENDENCYPART_SIBL
(24,36),(24,37),-0.107917 # DEPENDENCYPART_SIBL
(24,36),(24,38),-0.115925 # DEPENDENCYPART_SIBL
(24,37),(24,38),-0.112517 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.279181 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.716962 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.0733269 # DEPENDENCYPART_SIBL
(25,26),(25,32),-0.718147 # DEPENDENCYPART_SIBL
(25,26),(25,35),-0.717432 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.709803 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.0938996 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.701748 # DEPENDENCYPART_SIBL
(25,27),(25,35),-0.702133 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.165318 # DEPENDENCYPART_SIBL
(25,28),(25,32),-1.36345 # DEPENDENCYPART_SIBL
(25,28),(25,35),-1.36001 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.521077 # DEPENDENCYPART_SIBL
(25,29),(25,35),-0.517869 # DEPENDENCYPART_SIBL
(25,32),(25,35),-1.3623 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0343486 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.0719809 # DEPENDENCYPART_SIBL
(26,25),(26,31),-0.0357583 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0035895 # DEPENDENCYPART_SIBL
(26,28),(26,31),0.0494306 # DEPENDENCYPART_SIBL
(26,30),(26,31),0.0264697 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0226661 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0374369 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0450466 # DEPENDENCYPART_SIBL
(28,16),(28,17),0.0720653 # DEPENDENCYPART_SIBL
(28,16),(28,25),0.0327906 # DEPENDENCYPART_SIBL
(28,16),(28,26),0.076794 # DEPENDENCYPART_SIBL
(28,16),(28,27),-0.0503593 # DEPENDENCYPART_SIBL
(28,16),(28,29),0.0805649 # DEPENDENCYPART_SIBL
(28,16),(28,30),0.0151145 # DEPENDENCYPART_SIBL
(28,16),(28,31),-0.00694833 # DEPENDENCYPART_SIBL
(28,16),(28,32),0.0110542 # DEPENDENCYPART_SIBL
(28,16),(28,34),0.000509375 # DEPENDENCYPART_SIBL
(28,16),(28,36),0.000643782 # DEPENDENCYPART_SIBL
(28,16),(28,37),-0.00245016 # DEPENDENCYPART_SIBL
(28,17),(28,25),0.0905779 # DEPENDENCYPART_SIBL
(28,17),(28,26),0.0140763 # DEPENDENCYPART_SIBL
(28,17),(28,27),0.122521 # DEPENDENCYPART_SIBL
(28,17),(28,29),0.172413 # DEPENDENCYPART_SIBL
(28,17),(28,30),-0.0074324 # DEPENDENCYPART_SIBL
(28,17),(28,31),-0.00959219 # DEPENDENCYPART_SIBL
(28,17),(28,32),-0.0307038 # DEPENDENCYPART_SIBL
(28,17),(28,34),0.0926943 # DEPENDENCYPART_SIBL
(28,17),(28,36),0.0878881 # DEPENDENCYPART_SIBL
(28,17),(28,37),-0.0361596 # DEPENDENCYPART_SIBL
(28,25),(28,26),-0.0477928 # DEPENDENCYPART_SIBL
(28,25),(28,27),-0.0474676 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.00201786 # DEPENDENCYPART_SIBL
(28,25),(28,30),-0.0809006 # DEPENDENCYPART_SIBL
(28,25),(28,31),-0.102009 # DEPENDENCYPART_SIBL
(28,25),(28,32),-0.0310675 # DEPENDENCYPART_SIBL
(28,25),(28,34),-0.122465 # DEPENDENCYPART_SIBL
(28,25),(28,36),-0.121955 # DEPENDENCYPART_SIBL
(28,25),(28,37),-0.0234238 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.121794 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.20591 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.00582214 # DEPENDENCYPART_SIBL
(28,26),(28,31),-0.0323511 # DEPENDENCYPART_SIBL
(28,26),(28,32),0.000586643 # DEPENDENCYPART_SIBL
(28,26),(28,34),0.0936062 # DEPENDENCYPART_SIBL
(28,26),(28,36),0.0888 # DEPENDENCYPART_SIBL
(28,26),(28,37),-0.00486919 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.0533294 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.0486308 # DEPENDENCYPART_SIBL
(28,27),(28,31),0.0206305 # DEPENDENCYPART_SIBL
(28,27),(28,32),0.043629 # DEPENDENCYPART_SIBL
(28,27),(28,34),0.000802766 # DEPENDENCYPART_SIBL
(28,27),(28,36),0.000937173 # DEPENDENCYPART_SIBL
(28,27),(28,37),0.0301258 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.016586 # DEPENDENCYPART_SIBL
(28,29),(28,31),0.00817912 # DEPENDENCYPART_SIBL
(28,29),(28,32),0.00468847 # DEPENDENCYPART_SIBL
(28,29),(28,34),-0.000626219 # DEPENDENCYPART_SIBL
(28,29),(28,36),-0.000525036 # DEPENDENCYPART_SIBL
(28,29),(28,37),0.0134473 # DEPENDENCYPART_SIBL
(28,30),(28,31),0.00420493 # DEPENDENCYPART_SIBL
(28,30),(28,32),-0.00273946 # DEPENDENCYPART_SIBL
(28,30),(28,34),-0.0142722 # DEPENDENCYPART_SIBL
(28,30),(28,36),-0.0146158 # DEPENDENCYPART_SIBL
(28,30),(28,37),0.00124775 # DEPENDENCYPART_SIBL
(28,31),(28,32),-0.0198959 # DEPENDENCYPART_SIBL
(28,31),(28,34),0.0425752 # DEPENDENCYPART_SIBL
(28,31),(28,36),0.0422011 # DEPENDENCYPART_SIBL
(28,31),(28,37),-0.0155757 # DEPENDENCYPART_SIBL
(28,32),(28,34),0.0421656 # DEPENDENCYPART_SIBL
(28,32),(28,36),0.0344548 # DEPENDENCYPART_SIBL
(28,32),(28,37),-0.0512116 # DEPENDENCYPART_SIBL
(28,34),(28,36),-0.110735 # DEPENDENCYPART_SIBL
(28,34),(28,37),-0.028281 # DEPENDENCYPART_SIBL
(28,36),(28,37),-0.0295479 # DEPENDENCYPART_SIBL
(29,15),(29,23),-0.0512618 # DEPENDENCYPART_SIBL
(29,15),(29,24),-0.0535556 # DEPENDENCYPART_SIBL
(29,15),(29,25),-0.0306531 # DEPENDENCYPART_SIBL
(29,15),(29,26),-0.0744953 # DEPENDENCYPART_SIBL
(29,15),(29,27),-0.0636184 # DEPENDENCYPART_SIBL
(29,15),(29,28),-0.0412136 # DEPENDENCYPART_SIBL
(29,15),(29,30),0.403532 # DEPENDENCYPART_SIBL
(29,15),(29,31),-0.0228018 # DEPENDENCYPART_SIBL
(29,15),(29,32),-0.08469 # DEPENDENCYPART_SIBL
(29,15),(29,34),-0.0948098 # DEPENDENCYPART_SIBL
(29,15),(29,35),-0.0691015 # DEPENDENCYPART_SIBL
(29,15),(29,37),-0.0678481 # DEPENDENCYPART_SIBL
(29,23),(29,24),-0.0892358 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.0791025 # DEPENDENCYPART_SIBL
(29,23),(29,26),-0.105326 # DEPENDENCYPART_SIBL
(29,23),(29,27),-0.0568421 # DEPENDENCYPART_SIBL
(29,23),(29,28),-0.027248 # DEPENDENCYPART_SIBL
(29,23),(29,30),-0.0443331 # DEPENDENCYPART_SIBL
(29,23),(29,31),-0.00858148 # DEPENDENCYPART_SIBL
(29,23),(29,32),-0.0498581 # DEPENDENCYPART_SIBL
(29,23),(29,34),-0.0533619 # DEPENDENCYPART_SIBL
(29,23),(29,35),-0.067105 # DEPENDENCYPART_SIBL
(29,23),(29,37),-0.0670107 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.0308064 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.0746486 # DEPENDENCYPART_SIBL
(29,24),(29,27),-0.0637717 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.0413661 # DEPENDENCYPART_SIBL
(29,24),(29,30),0.402317 # DEPENDENCYPART_SIBL
(29,24),(29,31),-0.0229646 # DEPENDENCYPART_SIBL
(29,24),(29,32),-0.0833115 # DEPENDENCYPART_SIBL
(29,24),(29,34),-0.0949716 # DEPENDENCYPART_SIBL
(29,24),(29,35),-0.0677231 # DEPENDENCYPART_SIBL
(29,24),(29,37),-0.0664697 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.0318658 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.00591104 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.00684783 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.00997292 # DEPENDENCYPART_SIBL
(29,25),(29,31),0.154478 # DEPENDENCYPART_SIBL
(29,25),(29,32),-0.0656827 # DEPENDENCYPART_SIBL
(29,25),(29,34),-0.0824426 # DEPENDENCYPART_SIBL
(29,25),(29,35),-0.0561622 # DEPENDENCYPART_SIBL
(29,25),(29,37),-0.0621675 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.0153878 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.0243404 # DEPENDENCYPART_SIBL
(29,26),(29,30),-0.0371021 # DEPENDENCYPART_SIBL
(29,26),(29,31),-0.0330005 # DEPENDENCYPART_SIBL
(29,26),(29,32),-0.035855 # DEPENDENCYPART_SIBL
(29,26),(29,34),0.374852 # DEPENDENCYPART_SIBL
(29,26),(29,35),-0.040121 # DEPENDENCYPART_SIBL
(29,26),(29,37),-0.0417194 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.0423599 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.0197329 # DEPENDENCYPART_SIBL
(29,27),(29,31),0.00351137 # DEPENDENCYPART_SIBL
(29,27),(29,32),0.0248695 # DEPENDENCYPART_SIBL
(29,27),(29,34),-0.0524649 # DEPENDENCYPART_SIBL
(29,27),(29,35),0.00843136 # DEPENDENCYPART_SIBL
(29,27),(29,37),0.00689357 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0170013 # DEPENDENCYPART_SIBL
(29,28),(29,31),-0.0208686 # DEPENDENCYPART_SIBL
(29,28),(29,32),0.052835 # DEPENDENCYPART_SIBL
(29,28),(29,34),-0.0893756 # DEPENDENCYPART_SIBL
(29,28),(29,35),0.0500525 # DEPENDENCYPART_SIBL
(29,28),(29,37),0.03308 # DEPENDENCYPART_SIBL
(29,30),(29,31),0.000642631 # DEPENDENCYPART_SIBL
(29,30),(29,32),0.00308289 # DEPENDENCYPART_SIBL
(29,30),(29,34),-0.0394092 # DEPENDENCYPART_SIBL
(29,30),(29,35),-0.00528508 # DEPENDENCYPART_SIBL
(29,30),(29,37),-0.00427523 # DEPENDENCYPART_SIBL
(29,31),(29,32),-0.00175517 # DEPENDENCYPART_SIBL
(29,31),(29,34),0.00324847 # DEPENDENCYPART_SIBL
(29,31),(29,35),-0.00986967 # DEPENDENCYPART_SIBL
(29,31),(29,37),-0.00879029 # DEPENDENCYPART_SIBL
(29,32),(29,34),0.0355542 # DEPENDENCYPART_SIBL
(29,32),(29,35),-0.0347459 # DEPENDENCYPART_SIBL
(29,32),(29,37),-0.0302102 # DEPENDENCYPART_SIBL
(29,34),(29,35),-0.0378563 # DEPENDENCYPART_SIBL
(29,34),(29,37),-0.0376147 # DEPENDENCYPART_SIBL
(29,35),(29,37),-0.0365134 # DEPENDENCYPART_SIBL
(30,3),(30,10),-0.0132955 # DEPENDENCYPART_SIBL
(30,3),(30,13),-0.186961 # DEPENDENCYPART_SIBL
(30,3),(30,19),-0.189104 # DEPENDENCYPART_SIBL
(30,3),(30,20),0.00730331 # DEPENDENCYPART_SIBL
(30,3),(30,21),-0.188956 # DEPENDENCYPART_SIBL
(30,3),(30,23),-0.0540764 # DEPENDENCYPART_SIBL
(30,3),(30,24),0.00609999 # DEPENDENCYPART_SIBL
(30,3),(30,25),-0.0132955 # DEPENDENCYPART_SIBL
(30,3),(30,26),-0.174683 # DEPENDENCYPART_SIBL
(30,3),(30,27),-0.056508 # DEPENDENCYPART_SIBL
(30,3),(30,28),-0.200338 # DEPENDENCYPART_SIBL
(30,3),(30,29),-0.0244338 # DEPENDENCYPART_SIBL
(30,3),(30,31),-0.0237503 # DEPENDENCYPART_SIBL
(30,3),(30,32),-0.0506737 # DEPENDENCYPART_SIBL
(30,3),(30,33),0.01239 # DEPENDENCYPART_SIBL
(30,3),(30,34),-0.0438058 # DEPENDENCYPART_SIBL
(30,3),(30,35),-0.0399994 # DEPENDENCYPART_SIBL
(30,3),(30,36),-0.0387897 # DEPENDENCYPART_SIBL
(30,3),(30,37),-0.0419426 # DEPENDENCYPART_SIBL
(30,3),(30,38),-0.0235203 # DEPENDENCYPART_SIBL
(30,10),(30,13),-0.0185007 # DEPENDENCYPART_SIBL
(30,10),(30,19),-0.023268 # DEPENDENCYPART_SIBL
(30,10),(30,20),-0.0402183 # DEPENDENCYPART_SIBL
(30,10),(30,21),-0.0233065 # DEPENDENCYPART_SIBL
(30,10),(30,23),-0.0333747 # DEPENDENCYPART_SIBL
(30,10),(30,24),0.028053 # DEPENDENCYPART_SIBL
(30,10),(30,25),0.00434168 # DEPENDENCYPART_SIBL
(30,10),(30,26),-0.0669386 # DEPENDENCYPART_SIBL
(30,10),(30,27),-0.0603557 # DEPENDENCYPART_SIBL
(30,10),(30,28),-0.048115 # DEPENDENCYPART_SIBL
(30,10),(30,29),0.0700358 # DEPENDENCYPART_SIBL
(30,10),(30,31),-0.0770246 # DEPENDENCYPART_SIBL
(30,10),(30,32),0.00659896 # DEPENDENCYPART_SIBL
(30,10),(30,33),0.0219171 # DEPENDENCYPART_SIBL
(30,10),(30,34),-0.028402 # DEPENDENCYPART_SIBL
(30,10),(30,35),0.0427854 # DEPENDENCYPART_SIBL
(30,10),(30,36),-0.0243959 # DEPENDENCYPART_SIBL
(30,10),(30,37),0.0378232 # DEPENDENCYPART_SIBL
(30,10),(30,38),-0.0663469 # DEPENDENCYPART_SIBL
(30,13),(30,19),-0.192161 # DEPENDENCYPART_SIBL
(30,13),(30,20),0.00607149 # DEPENDENCYPART_SIBL
(30,13),(30,21),-0.192013 # DEPENDENCYPART_SIBL
(30,13),(30,23),-0.0527665 # DEPENDENCYPART_SIBL
(30,13),(30,24),-0.0012026 # DEPENDENCYPART_SIBL
(30,13),(30,25),-0.0145223 # DEPENDENCYPART_SIBL
(30,13),(30,26),-0.173361 # DEPENDENCYPART_SIBL
(30,13),(30,27),-0.0556851 # DEPENDENCYPART_SIBL
(30,13),(30,28),-0.203395 # DEPENDENCYPART_SIBL
(30,13),(30,29),-0.0368165 # DEPENDENCYPART_SIBL
(30,13),(30,31),-0.0277835 # DEPENDENCYPART_SIBL
(30,13),(30,32),-0.0534102 # DEPENDENCYPART_SIBL
(30,13),(30,33),0.01271 # DEPENDENCYPART_SIBL
(30,13),(30,34),-0.0374625 # DEPENDENCYPART_SIBL
(30,13),(30,35),-0.0427359 # DEPENDENCYPART_SIBL
(30,13),(30,36),-0.0324465 # DEPENDENCYPART_SIBL
(30,13),(30,37),-0.044679 # DEPENDENCYPART_SIBL
(30,13),(30,38),-0.0235335 # DEPENDENCYPART_SIBL
(30,19),(30,20),0.00714769 # DEPENDENCYPART_SIBL
(30,19),(30,21),-0.189112 # DEPENDENCYPART_SIBL
(30,19),(30,23),-0.0542341 # DEPENDENCYPART_SIBL
(30,19),(30,24),0.00594291 # DEPENDENCYPART_SIBL
(30,19),(30,25),-0.0134511 # DEPENDENCYPART_SIBL
(30,19),(30,26),-0.174839 # DEPENDENCYPART_SIBL
(30,19),(30,27),-0.0566636 # DEPENDENCYPART_SIBL
(30,19),(30,28),-0.200493 # DEPENDENCYPART_SIBL
(30,19),(30,29),-0.024598 # DEPENDENCYPART_SIBL
(30,19),(30,31),-0.0241575 # DEPENDENCYPART_SIBL
(30,19),(30,32),-0.0510911 # DEPENDENCYPART_SIBL
(30,19),(30,33),0.0118871 # DEPENDENCYPART_SIBL
(30,19),(30,34),-0.044213 # DEPENDENCYPART_SIBL
(30,19),(30,35),-0.0404168 # DEPENDENCYPART_SIBL
(30,19),(30,36),-0.0391969 # DEPENDENCYPART_SIBL
(30,19),(30,37),-0.0423599 # DEPENDENCYPART_SIBL
(30,19),(30,38),-0.0240192 # DEPENDENCYPART_SIBL
(30,20),(30,21),-0.00548163 # DEPENDENCYPART_SIBL
(30,20),(30,23),-0.0467403 # DEPENDENCYPART_SIBL
(30,20),(30,24),0.0172541 # DEPENDENCYPART_SIBL
