# _root_ Protože na výslechu svědka trvá státní zástupce i obhájce Lukáše Kužely , který měl Vopálenskou na objednávku zastřelit , musel předseda senátu projednávání nájemné vraždy znovu odročit .
#goldHeads=20,5,2,3,1,7,8,5,8,11,8,14,14,11,18,18,16,14,1,0,20,21,27,25,23,27,20,0,
#predictedHeads=20,5,2,3,1,7,8,5,8,11,9,14,14,11,14,18,16,14,1,0,20,21,27,25,23,27,20,0,
(20,19),(20,26),-0.0425402 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0261355 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0180175 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.180572 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.171619 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0567728 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.170923 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0583994 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.06548 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.177105 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.151962 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0414368 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.151265 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0447961 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0499414 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.168311 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0414001 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.148305 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0447597 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0500242 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.167853 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.124671 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0960536 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0446895 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.159892 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0447678 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0459839 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.167864 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.00663296 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.0777462 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.0116935 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.131999 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.000706308 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.129221 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0307757 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0218173 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.00288253 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.122959 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0286034 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0198521 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0500194 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0106103 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.00150484 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0237693 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.00692965 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0103637 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0305268 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0114159 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0358355 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.018336 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.00105421 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0273366 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0655678 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.00522565 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0049183 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0312455 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0097138 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.00317011 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.000391518 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0178408 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.00968825 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.049615 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0498848 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.175518 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0356779 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0935637 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.10862 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.121105 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.032978 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.011109 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0362809 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0188033 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.000611663 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0152249 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.00734364 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0259238 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0172282 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.00522616 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.00356943 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0312519 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.00971879 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.00547401 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.1557 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.00549148 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0269447 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.19942 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.00728886 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0297564 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0350156 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.12997 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.130298 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0265264 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0366853 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.00202813 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.119002 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.00228451 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0456953 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0119516 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00532945 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0456979 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0124376 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0155967 # DEPENDENCYPART_SIBL
(24,25),(24,27),-7.39257e-05 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0107044 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0329771 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0333247 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.00350292 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0182485 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.00116242 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.0157797 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0126384 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.00752701 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0166734 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.00577692 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.00301467 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.00739224 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0166345 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.00533244 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.00270455 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0268562 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0135688 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.109742 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.00916445 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0297563 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0350156 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.0173037 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0169783 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0645575 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0169843 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.016652 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0207278 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.0634495 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.0207338 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.0249412 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0634115 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0184066 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0246781 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0481387 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.00293585 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0245842 # DEPENDENCYPART_SIBL
(27,1),(27,2),-0.050396 # DEPENDENCYPART_SIBL
(27,1),(27,4),-0.0525808 # DEPENDENCYPART_SIBL
(27,1),(27,7),-0.053475 # DEPENDENCYPART_SIBL
(27,1),(27,9),-0.0532573 # DEPENDENCYPART_SIBL
(27,1),(27,10),-0.0525359 # DEPENDENCYPART_SIBL
(27,1),(27,11),-0.0525359 # DEPENDENCYPART_SIBL
(27,1),(27,12),-0.145007 # DEPENDENCYPART_SIBL
(27,1),(27,13),-0.179978 # DEPENDENCYPART_SIBL
(27,1),(27,15),-0.0525359 # DEPENDENCYPART_SIBL
(27,1),(27,16),-0.050396 # DEPENDENCYPART_SIBL
(27,1),(27,17),-0.0525614 # DEPENDENCYPART_SIBL
(27,1),(27,18),-0.0746189 # DEPENDENCYPART_SIBL
(27,1),(27,19),-0.145007 # DEPENDENCYPART_SIBL
(27,1),(27,20),-0.096137 # DEPENDENCYPART_SIBL
(27,1),(27,21),-0.0473327 # DEPENDENCYPART_SIBL
(27,1),(27,22),-0.0540082 # DEPENDENCYPART_SIBL
(27,1),(27,23),-0.0525432 # DEPENDENCYPART_SIBL
(27,1),(27,24),-0.108062 # DEPENDENCYPART_SIBL
(27,1),(27,25),-0.0525361 # DEPENDENCYPART_SIBL
(27,1),(27,26),-0.0181912 # DEPENDENCYPART_SIBL
(27,1),(27,28),-0.093843 # DEPENDENCYPART_SIBL
(27,2),(27,4),-0.0413378 # DEPENDENCYPART_SIBL
(27,2),(27,7),-0.0327584 # DEPENDENCYPART_SIBL
(27,2),(27,9),-0.0418515 # DEPENDENCYPART_SIBL
(27,2),(27,10),-0.0412928 # DEPENDENCYPART_SIBL
(27,2),(27,11),-0.0412928 # DEPENDENCYPART_SIBL
(27,2),(27,12),-0.290882 # DEPENDENCYPART_SIBL
(27,2),(27,13),-0.207726 # DEPENDENCYPART_SIBL
(27,2),(27,15),-0.0412928 # DEPENDENCYPART_SIBL
(27,2),(27,16),-0.056901 # DEPENDENCYPART_SIBL
(27,2),(27,17),-0.0413186 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.109475 # DEPENDENCYPART_SIBL
(27,2),(27,19),-0.290882 # DEPENDENCYPART_SIBL
(27,2),(27,20),-0.112027 # DEPENDENCYPART_SIBL
(27,2),(27,21),-0.023034 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.0457009 # DEPENDENCYPART_SIBL
(27,2),(27,23),-0.0412972 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.0751457 # DEPENDENCYPART_SIBL
(27,2),(27,25),-0.0412931 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.0416581 # DEPENDENCYPART_SIBL
(27,2),(27,28),-0.0840425 # DEPENDENCYPART_SIBL
(27,4),(27,7),-0.193784 # DEPENDENCYPART_SIBL
(27,4),(27,9),-0.190494 # DEPENDENCYPART_SIBL
(27,4),(27,10),-0.188868 # DEPENDENCYPART_SIBL
(27,4),(27,11),-0.188868 # DEPENDENCYPART_SIBL
(27,4),(27,12),-0.147293 # DEPENDENCYPART_SIBL
(27,4),(27,13),-0.331977 # DEPENDENCYPART_SIBL
(27,4),(27,15),-0.188868 # DEPENDENCYPART_SIBL
(27,4),(27,16),-0.00732054 # DEPENDENCYPART_SIBL
(27,4),(27,17),-0.189172 # DEPENDENCYPART_SIBL
(27,4),(27,18),0.00245442 # DEPENDENCYPART_SIBL
(27,4),(27,19),-0.147293 # DEPENDENCYPART_SIBL
(27,4),(27,20),-0.00964725 # DEPENDENCYPART_SIBL
(27,4),(27,21),-0.188176 # DEPENDENCYPART_SIBL
(27,4),(27,22),-0.190652 # DEPENDENCYPART_SIBL
(27,4),(27,23),-0.188875 # DEPENDENCYPART_SIBL
(27,4),(27,24),-0.177063 # DEPENDENCYPART_SIBL
(27,4),(27,25),-0.18888 # DEPENDENCYPART_SIBL
(27,4),(27,26),0.0142586 # DEPENDENCYPART_SIBL
(27,4),(27,28),-0.0235447 # DEPENDENCYPART_SIBL
(27,7),(27,9),-0.177095 # DEPENDENCYPART_SIBL
(27,7),(27,10),-0.175469 # DEPENDENCYPART_SIBL
(27,7),(27,11),-0.175469 # DEPENDENCYPART_SIBL
(27,7),(27,12),-0.150216 # DEPENDENCYPART_SIBL
(27,7),(27,13),-0.335659 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.175469 # DEPENDENCYPART_SIBL
(27,7),(27,16),-0.015334 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.175773 # DEPENDENCYPART_SIBL
(27,7),(27,18),0.0039637 # DEPENDENCYPART_SIBL
(27,7),(27,19),-0.150216 # DEPENDENCYPART_SIBL
(27,7),(27,20),-0.00813798 # DEPENDENCYPART_SIBL
(27,7),(27,21),-0.174777 # DEPENDENCYPART_SIBL
(27,7),(27,22),-0.177252 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.175476 # DEPENDENCYPART_SIBL
(27,7),(27,24),-0.178047 # DEPENDENCYPART_SIBL
(27,7),(27,25),-0.175481 # DEPENDENCYPART_SIBL
(27,7),(27,26),0.0155018 # DEPENDENCYPART_SIBL
(27,7),(27,28),-0.026998 # DEPENDENCYPART_SIBL
(27,9),(27,10),-0.178582 # DEPENDENCYPART_SIBL
(27,9),(27,11),-0.178582 # DEPENDENCYPART_SIBL
(27,9),(27,12),-0.13393 # DEPENDENCYPART_SIBL
(27,9),(27,13),-0.328202 # DEPENDENCYPART_SIBL
(27,9),(27,15),-0.178582 # DEPENDENCYPART_SIBL
(27,9),(27,16),-0.00389006 # DEPENDENCYPART_SIBL
(27,9),(27,17),-0.178886 # DEPENDENCYPART_SIBL
(27,9),(27,18),0.00492007 # DEPENDENCYPART_SIBL
(27,9),(27,19),-0.13393 # DEPENDENCYPART_SIBL
(27,9),(27,20),-0.0071816 # DEPENDENCYPART_SIBL
(27,9),(27,21),-0.17789 # DEPENDENCYPART_SIBL
(27,9),(27,22),-0.180366 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.178589 # DEPENDENCYPART_SIBL
(27,9),(27,24),-0.173343 # DEPENDENCYPART_SIBL
(27,9),(27,25),-0.178594 # DEPENDENCYPART_SIBL
(27,9),(27,26),0.0180389 # DEPENDENCYPART_SIBL
(27,9),(27,28),-0.0258099 # DEPENDENCYPART_SIBL
(27,10),(27,11),-0.189104 # DEPENDENCYPART_SIBL
(27,10),(27,12),-0.147224 # DEPENDENCYPART_SIBL
(27,10),(27,13),-0.33186 # DEPENDENCYPART_SIBL
(27,10),(27,15),-0.189104 # DEPENDENCYPART_SIBL
(27,10),(27,16),-0.00726167 # DEPENDENCYPART_SIBL
(27,10),(27,17),-0.189408 # DEPENDENCYPART_SIBL
(27,10),(27,18),0.00253638 # DEPENDENCYPART_SIBL
(27,10),(27,19),-0.147224 # DEPENDENCYPART_SIBL
(27,10),(27,20),-0.00956529 # DEPENDENCYPART_SIBL
(27,10),(27,21),-0.188412 # DEPENDENCYPART_SIBL
(27,10),(27,22),-0.190887 # DEPENDENCYPART_SIBL
(27,10),(27,23),-0.18911 # DEPENDENCYPART_SIBL
(27,10),(27,24),-0.177004 # DEPENDENCYPART_SIBL
(27,10),(27,25),-0.189115 # DEPENDENCYPART_SIBL
(27,10),(27,26),0.0143832 # DEPENDENCYPART_SIBL
(27,10),(27,28),-0.0235203 # DEPENDENCYPART_SIBL
(27,11),(27,12),-0.147224 # DEPENDENCYPART_SIBL
(27,11),(27,13),-0.33186 # DEPENDENCYPART_SIBL
(27,11),(27,15),-0.189104 # DEPENDENCYPART_SIBL
(27,11),(27,16),-0.00726167 # DEPENDENCYPART_SIBL
(27,11),(27,17),-0.189408 # DEPENDENCYPART_SIBL
(27,11),(27,18),0.00253638 # DEPENDENCYPART_SIBL
(27,11),(27,19),-0.147224 # DEPENDENCYPART_SIBL
(27,11),(27,20),-0.00956529 # DEPENDENCYPART_SIBL
(27,11),(27,21),-0.188412 # DEPENDENCYPART_SIBL
(27,11),(27,22),-0.190887 # DEPENDENCYPART_SIBL
(27,11),(27,23),-0.18911 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.177004 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.189115 # DEPENDENCYPART_SIBL
(27,11),(27,26),0.0143832 # DEPENDENCYPART_SIBL
(27,11),(27,28),-0.0235203 # DEPENDENCYPART_SIBL
(27,12),(27,13),0.453426 # DEPENDENCYPART_SIBL
(27,12),(27,15),0.0268348 # DEPENDENCYPART_SIBL
(27,12),(27,16),0.0362775 # DEPENDENCYPART_SIBL
(27,12),(27,17),0.026582 # DEPENDENCYPART_SIBL
(27,12),(27,18),0.116855 # DEPENDENCYPART_SIBL
(27,12),(27,19),-0.174704 # DEPENDENCYPART_SIBL
(27,12),(27,20),0.119255 # DEPENDENCYPART_SIBL
(27,12),(27,21),0.0115652 # DEPENDENCYPART_SIBL
(27,12),(27,22),0.0245507 # DEPENDENCYPART_SIBL
(27,12),(27,23),0.0268299 # DEPENDENCYPART_SIBL
(27,12),(27,24),0.000132232 # DEPENDENCYPART_SIBL
(27,12),(27,25),0.0268224 # DEPENDENCYPART_SIBL
(27,12),(27,26),0.0350076 # DEPENDENCYPART_SIBL
(27,12),(27,28),-0.0253276 # DEPENDENCYPART_SIBL
(27,13),(27,15),0.0751952 # DEPENDENCYPART_SIBL
(27,13),(27,16),0.0454398 # DEPENDENCYPART_SIBL
(27,13),(27,17),0.0751488 # DEPENDENCYPART_SIBL
(27,13),(27,18),0.05274 # DEPENDENCYPART_SIBL
(27,13),(27,19),-0.264348 # DEPENDENCYPART_SIBL
(27,13),(27,20),0.0399396 # DEPENDENCYPART_SIBL
(27,13),(27,21),0.075903 # DEPENDENCYPART_SIBL
(27,13),(27,22),0.0737224 # DEPENDENCYPART_SIBL
(27,13),(27,23),0.0751909 # DEPENDENCYPART_SIBL
(27,13),(27,24),-0.0298059 # DEPENDENCYPART_SIBL
(27,13),(27,25),0.075195 # DEPENDENCYPART_SIBL
(27,13),(27,26),0.0543879 # DEPENDENCYPART_SIBL
(27,13),(27,28),-0.0240877 # DEPENDENCYPART_SIBL
(27,15),(27,16),-0.00726167 # DEPENDENCYPART_SIBL
(27,15),(27,17),-0.189408 # DEPENDENCYPART_SIBL
(27,15),(27,18),0.00253638 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.147224 # DEPENDENCYPART_SIBL
(27,15),(27,20),-0.00956529 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.188412 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.190887 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.18911 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.177004 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.189115 # DEPENDENCYPART_SIBL
(27,15),(27,26),0.0143832 # DEPENDENCYPART_SIBL
(27,15),(27,28),-0.0235203 # DEPENDENCYPART_SIBL
(27,16),(27,17),-0.0413186 # DEPENDENCYPART_SIBL
(27,16),(27,18),-0.109475 # DEPENDENCYPART_SIBL
(27,16),(27,19),-0.290882 # DEPENDENCYPART_SIBL
(27,16),(27,20),-0.112027 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.023034 # DEPENDENCYPART_SIBL
(27,16),(27,22),-0.0457009 # DEPENDENCYPART_SIBL
(27,16),(27,23),-0.0412972 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.0751457 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.0412931 # DEPENDENCYPART_SIBL
(27,16),(27,26),-0.0416581 # DEPENDENCYPART_SIBL
(27,16),(27,28),-0.0840425 # DEPENDENCYPART_SIBL
(27,17),(27,18),0.00252371 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.147239 # DEPENDENCYPART_SIBL
(27,17),(27,20),-0.00957797 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.188424 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.190899 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.189123 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.177017 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.189128 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.0143703 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.0235981 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.091809 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.246203 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.00993103 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0125329 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.0110657 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.0682908 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.0110615 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.0261322 # DEPENDENCYPART_SIBL
(27,18),(27,28),-0.0386911 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.119255 # DEPENDENCYPART_SIBL
(27,19),(27,21),0.0115652 # DEPENDENCYPART_SIBL
(27,19),(27,22),0.0245507 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.0268299 # DEPENDENCYPART_SIBL
(27,19),(27,24),0.000132232 # DEPENDENCYPART_SIBL
(27,19),(27,25),0.0268224 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.0350076 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.0253276 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.00545189 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.0080538 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.00658657 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.0704474 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.00658237 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.0292694 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0463616 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.204663 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.202867 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.191423 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.202872 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.00149365 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.0182588 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.191345 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.177991 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.19135 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.013131 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.0261974 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.17533 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.184269 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0160569 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.0237153 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0365341 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0500043 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0943404 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0141304 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0235214 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.160474 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.174781 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.277937 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.281553 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.253479 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.210469 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.429439 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.125383 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.608275 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.457464 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),0.599983 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.101504 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0846092 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.163303 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.538789 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0906082 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.120551 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.124508 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0358364 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.154556 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0881674 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.179117 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.136636 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.00888579 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.306757 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0369671 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.0150128 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.334783 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),-0.147415 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),-0.705415 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.494859 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.516867 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.46692 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.33917 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.442836 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.0575466 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.321352 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),1.09424 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.564542 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.111856 # DEPENDENCYPART_GRANDPAR
