# _root_ " Chtěl jsem víc , ale v posledních třech závodech ME se mi motor Porsche rozsypával , " říká Bartoš .
#goldHeads=6,6,2,2,6,19,16,10,10,7,10,16,16,16,14,6,6,6,0,19,0,
#predictedHeads=2,19,2,2,6,2,16,10,10,7,10,16,16,16,14,6,2,2,0,19,0,
(6,3),(3,18),-0.480636 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.326022 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.103785 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.286058 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.188506 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.32933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0595042 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.28427 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.249001 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.448668 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.170201 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.0769304 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.50242 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.546801 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.0962125 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.751731 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.707735 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.191818 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.175773 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0356219 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.097456 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0425607 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.178468 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.657726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.800101 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-8.88054e-05 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.688407 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0844001 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0814517 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.142082 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.87665 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.157877 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.272875 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.74111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.737207 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.216939 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0852576 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0191887 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0560981 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.166455 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.443417 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.112847 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.154293 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.74267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.209158 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0914976 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0900416 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.00777576 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0491264 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.173426 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.440553 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.281698 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.124277 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.109983 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),0.15104 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.530991 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.215142 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.0123941 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.0634386 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),0.0641272 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.748749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.782402 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.207791 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.0837315 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.0688117 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0123732 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.118679 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.255491 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0764694 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.147027 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.222867 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0956986 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.217645 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.241504 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.379218 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.759316 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.436234 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.236068 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.272995 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.947259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,9),-0.215891 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.333808 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.257068 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.4824 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.42655 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.232688 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.207067 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),0.0204786 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.314797 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.247187 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.471829 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.442445 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.281686 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.201627 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.0446911 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.461969 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.532586 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.217518 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.014772 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.0645686 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),0.0625813 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.788718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),0.713792 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.155296 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.0291849 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.010326 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.0667645 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.0223839 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.327965 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.00266833 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.226165 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.626194 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.307556 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.183761 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),0.213865 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.371973 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.150829 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.35344 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.16299 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.913038 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.643438 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.890003 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.59609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.502934 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.360143 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.812671 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.707073 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.09007 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.970822 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.317469 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.07773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),1.1329 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.00599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.17571 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),1.23199 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0476843 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.52545 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.766295 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.079 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.326289 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.88083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.44129 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.412268 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.12682 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.655553 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.260271 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.0847099 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.0223774 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.745344 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.31609 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),1.4343 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.40716 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),1.669 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.356082 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.664997 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.269716 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.0850308 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.00952146 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.305426 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.0220565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.745907 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.297594 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.854077 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.834657 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.275657 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0326631 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.304892 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.262645 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.847994 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.875838 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.280828 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.365035 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.350085 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.87554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.253419 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.933036 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.414096 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.23569 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.866407 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.736984 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.43475 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.56497 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.931856 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.440363 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.84398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.244726 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.00922 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.490915 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.00905 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.7972 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.0494 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.689515 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.936294 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.08779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.416705 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.343733 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.50962 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.731182 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.617653 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.817969 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.450998 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.174703 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.7764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.956334 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.13374 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.248813 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.216654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.33627 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.813492 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.862815 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.525944 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.847159 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.566952 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.610146 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.253365 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.27507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.44994 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.899948 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.69776 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.246021 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.201225 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.52236 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.566952 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.253365 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.231024 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.208478 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.901765 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.699576 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.248309 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.196779 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.318195 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.198937 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.842222 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-1.74518 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.498074 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.404737 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-1.87293 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.656549 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.358197 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.0906097 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.514368 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.364842 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-1.98229 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.747455 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.415471 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.383024 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.179738 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.207119 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-1.26239 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-1.23542 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-1.15139 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.243119 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-1.8486 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.694376 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.407664 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.016169 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.433516 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.067642 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.135501 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.72166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.323993 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.28359 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.18856 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-1.11424 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-1.60317 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.59123 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-1.76394 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.443434 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.291836 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0712521 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.91124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.514822 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.325575 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0115351 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.348839 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.63929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,7),-0.82471 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.23982 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.45435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0567098 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.63548 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.476236 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.808039 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.369181 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.21387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.353045 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.474564 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0893916 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.476455 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.40215 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.237362 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.791819 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.68941 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.147046 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.00590244 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0945113 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.38103 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.216769 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.781076 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.684291 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.21235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),1.19042 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.150837 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.00969386 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.151831 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.784215 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.684186 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.2349 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-2.54554 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.31975 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.868862 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.12771 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.543492 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.20862 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.760623 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.354818 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.5459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.852435 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.194604 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0199075 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.19361 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.371987 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0331627 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0954494 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.802128 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.104206 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.799093 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.23562 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-2.54652 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-1.32074 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.869205 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-1.12835 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.54446 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-1.20975 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.761032 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.355179 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-1.54515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.853186 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.198466 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.0307408 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.192859 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.372739 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.288644 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.128933 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.354268 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.121572 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.794317 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.49131 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-2.01699 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.379585 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.485278 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.110131 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.432835 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.323845 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-1.98615 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.410907 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.120163 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.140294 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.348944 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-1.08346 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.498307 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.92311 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.68048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,16),-2.1956 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-1.43632 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-1.28356 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-2.39253 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-2.55922 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.89144 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0444266 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.190258 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.264911 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.696479 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.751971 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-1.26374 # DEPENDENCYPART_GRANDPAR
