# _root_ Na jídelním lístku je stále nejméně 20 hotových jídel , dále několik jídel z ryb , ale i jídla bezmasá a na objednávku .
#goldHeads=4,3,1,0,4,7,17,9,7,17,17,17,12,13,14,17,4,19,17,21,19,21,22,0,
#predictedHeads=4,3,1,10,4,7,4,9,7,17,12,17,12,13,14,17,0,19,17,21,19,21,22,0,
(19,18),(19,23),0.0278516 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0458876 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.115543 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0191059 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0280253 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.153701 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.107201 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.00790768 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0182368 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0317615 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.10139 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.207595 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.149684 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.195933 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.14146 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.253222 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.322769 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.11736 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0249169 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00443629 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0237059 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00864045 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0983162 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00105436 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0385295 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0475107 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0358752 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.018624 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.0234017 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0189408 # DEPENDENCYPART_SIBL
(21,1),(21,7),0.00910415 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0682998 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0302363 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.0261534 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0349471 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0506428 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0578608 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0507459 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0302363 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0605737 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.104765 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0507914 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0682998 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.56689 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0661383 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.108233 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.0622105 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.0811071 # DEPENDENCYPART_SIBL
(21,4),(21,7),0.0128114 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.136379 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.00450232 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0159528 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0306017 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.113114 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.0419513 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.113217 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.00450232 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.085804 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.181448 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.113263 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.136379 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0207211 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.132716 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0267922 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.0205332 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.0124449 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.000588262 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.0205998 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0592565 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0322003 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0435256 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.054086 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0436288 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.0205998 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.042938 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0809772 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0436743 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.000588262 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0483525 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0172072 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.221984 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.047392 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.0112296 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.0461918 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.0683298 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.00263409 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0333366 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.0667299 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0334398 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.0461918 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0282647 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0658542 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0334852 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0112296 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0345541 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.00640857 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.209475 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.0206189 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.278772 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.0303762 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.0385962 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0266307 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.0546401 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0267338 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.278772 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.0177272 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0188173 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0267793 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.0206189 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.053377 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.0720201 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0810979 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.325193 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.015961 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.00405659 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0306356 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.0102779 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0305324 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.325193 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0470962 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0901659 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.030487 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0177648 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0378059 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.00211852 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.121908 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.00416788 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.000191418 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.00416525 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0362495 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.00406208 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.020552 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.028722 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.010399 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.00337835 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.016446 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0296135 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0137421 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0364068 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0290557 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0505529 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.119382 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0504497 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.148862 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0532966 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0368956 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0504043 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0504108 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0234449 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.00378732 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.197481 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0517291 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.00130687 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0518322 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.28163 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.01647 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0529253 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0518777 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.00792787 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0902561 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.00914458 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.11322 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0283308 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0164076 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.124969 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0598979 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.132086 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0164646 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.263709 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0221881 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0485145 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.085853 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0400953 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0556865 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0449577 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.077289 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0401408 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0538449 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.193251 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0924909 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.100956 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.15297 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0473532 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.119541 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.00573481 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.250652 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0176667 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0617882 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0799776 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.028722 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.010399 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.00337835 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.016446 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0296135 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0137421 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0364068 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.233762 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0646808 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.10215 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0710033 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.058687 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.144018 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0794459 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0322427 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0147409 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0242873 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.132004 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.277556 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0130222 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.072692 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0760384 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0378059 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.00211852 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.121908 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0135723 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.1419 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.24697 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.443848 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0304127 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.132709 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0662299 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0486969 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0182633 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0177061 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.110553 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.227261 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0120347 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.119904 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.291801 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.142253 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.23735 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.359085 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.183984 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.150505 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0780846 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.0131894 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.17565 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.00817827 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0411402 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.221853 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.14911 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.266938 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0704141 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.252719 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.259997 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.115444 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.326408 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.427654 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.0626169 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.263111 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.109049 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.239177 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.208706 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.137154 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.572201 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.502279 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.333889 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.473635 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.548614 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.73799 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.806549 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.65511 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.548984 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.273176 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.15505 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.844836 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.244378 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.361203 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0135398 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.487009 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.497556 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.405827 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.13326 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0587823 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.323917 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.116473 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.428445 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.347418 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.12536 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.146543 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.065523 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.274007 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.0477415 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.379235 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.592777 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.721985 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.265498 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.562025 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.602876 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.75164 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.456785 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0322038 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.553101 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.368357 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.838654 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.589547 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.181633 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.657369 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.846983 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.715003 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.506813 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.844836 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.0135398 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.346117 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.536886 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.126383 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.01192 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.524775 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.20819 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.574115 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.304168 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.432905 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.179755 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.618557 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.550939 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.101425 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.0239544 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.0822314 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.3995 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.533803 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.586819 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.0677577 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.415303 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.301246 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.091033 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.0197376 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.382468 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.451412 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.0174839 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.109614 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.605865 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.28208 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.423379 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.0161114 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.499842 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.0416579 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.00599761 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.263638 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.319581 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.391087 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.503193 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.00799111 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),0.229805 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.624264 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.305891 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.19559 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.249902 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.513662 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.156916 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.797385 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.929304 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.156841 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.951314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,4),0.00482479 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.211441 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.846961 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.289978 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.949131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,3),1.46649 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.00658556 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.054962 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.845356 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.296506 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.0414545 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.32891 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.749658 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.28905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.316106 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.433752 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.137081 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.423328 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.213353 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.0596484 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.568689 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.0401321 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.396799 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.226009 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.0315317 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.1808 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.358818 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.735134 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-1.43678 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.291658 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.374124 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-1.06602 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.445122 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.363696 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.697689 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.360993 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.371197 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.40173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),0.234571 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.4427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0405288 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.414291 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.132734 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),0.233929 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.127094 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.42955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
