# _root_ Nyní věnujme pozornost oblasti , která sice není středem pozornosti širší veřejnosti , přesto může podstatnou měrou ovlivnit rozvoj budoucích generací - mimoškolní činnosti dětí a žáků .
#goldHeads=2,0,2,22,14,14,14,14,8,9,12,10,14,4,14,17,18,15,18,21,19,2,24,22,26,24,26,0,
#predictedHeads=2,0,2,2,8,8,8,4,8,9,12,10,14,15,0,17,15,15,18,21,19,15,22,23,26,24,26,0,
(22,18),(22,21),-0.0855736 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0109199 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0285457 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0258731 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.0569605 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0322697 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.020799 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0857832 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0270621 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00483373 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.192083 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.208129 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0439637 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.183525 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0495171 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0171464 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.598812 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0169426 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0146664 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0247158 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0219453 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0483606 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0038918 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.200947 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.216994 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0441916 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.19239 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.0474517 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0553461 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0548614 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0933995 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0544938 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.109553 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0325825 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.170632 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0275121 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.105977 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.170681 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0275141 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0979146 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0689538 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.10626 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.102873 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0459233 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0142325 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.00814092 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.00982437 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0180072 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0535813 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.08445 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.101873 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0024936 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0891883 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0143019 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.118179 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.249858 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.113523 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.136624 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.250334 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.113953 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.128828 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0475113 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.0363431 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.13264 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.181104 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0188779 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0110462 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0162663 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0112237 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.00147747 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.10346 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0238322 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0130752 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.00710621 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0142614 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.00205618 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.00360109 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.18629 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0500663 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0605717 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0435709 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0251279 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0162321 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0112823 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.00151167 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.10345 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.317612 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0804934 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.218345 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.00669124 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0177048 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.218927 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0119753 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.00741118 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.00818306 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.00907074 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.00738933 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.00774942 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.000161199 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.180263 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0105942 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.00969856 # DEPENDENCYPART_SIBL
(26,1),(26,3),-0.0259009 # DEPENDENCYPART_SIBL
(26,1),(26,4),-0.0315534 # DEPENDENCYPART_SIBL
(26,1),(26,5),0.031479 # DEPENDENCYPART_SIBL
(26,1),(26,6),-0.0333796 # DEPENDENCYPART_SIBL
(26,1),(26,7),0.0534602 # DEPENDENCYPART_SIBL
(26,1),(26,8),-0.0500371 # DEPENDENCYPART_SIBL
(26,1),(26,9),-0.0258141 # DEPENDENCYPART_SIBL
(26,1),(26,10),-0.0271601 # DEPENDENCYPART_SIBL
(26,1),(26,12),-0.0284191 # DEPENDENCYPART_SIBL
(26,1),(26,13),0.031479 # DEPENDENCYPART_SIBL
(26,1),(26,14),0.02156 # DEPENDENCYPART_SIBL
(26,1),(26,15),0.0188928 # DEPENDENCYPART_SIBL
(26,1),(26,16),-0.000781311 # DEPENDENCYPART_SIBL
(26,1),(26,17),-0.0247476 # DEPENDENCYPART_SIBL
(26,1),(26,18),0.0332301 # DEPENDENCYPART_SIBL
(26,1),(26,19),-0.0284232 # DEPENDENCYPART_SIBL
(26,1),(26,20),-0.00125508 # DEPENDENCYPART_SIBL
(26,1),(26,21),-0.0247494 # DEPENDENCYPART_SIBL
(26,1),(26,22),-0.0651311 # DEPENDENCYPART_SIBL
(26,1),(26,23),-0.000781311 # DEPENDENCYPART_SIBL
(26,1),(26,24),-0.0414865 # DEPENDENCYPART_SIBL
(26,1),(26,25),-0.0369594 # DEPENDENCYPART_SIBL
(26,1),(26,27),-0.0277747 # DEPENDENCYPART_SIBL
(26,1),(26,28),-0.168117 # DEPENDENCYPART_SIBL
(26,3),(26,4),-0.0171101 # DEPENDENCYPART_SIBL
(26,3),(26,5),0.119382 # DEPENDENCYPART_SIBL
(26,3),(26,6),-0.126633 # DEPENDENCYPART_SIBL
(26,3),(26,7),-0.00974573 # DEPENDENCYPART_SIBL
(26,3),(26,8),0.0348613 # DEPENDENCYPART_SIBL
(26,3),(26,9),-0.0201628 # DEPENDENCYPART_SIBL
(26,3),(26,10),-0.0193097 # DEPENDENCYPART_SIBL
(26,3),(26,12),-0.0269278 # DEPENDENCYPART_SIBL
(26,3),(26,13),0.119382 # DEPENDENCYPART_SIBL
(26,3),(26,14),-0.0499895 # DEPENDENCYPART_SIBL
(26,3),(26,15),0.0265592 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.265691 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.0190705 # DEPENDENCYPART_SIBL
(26,3),(26,18),0.0429248 # DEPENDENCYPART_SIBL
(26,3),(26,19),-0.0309406 # DEPENDENCYPART_SIBL
(26,3),(26,20),-0.266356 # DEPENDENCYPART_SIBL
(26,3),(26,21),-0.0194984 # DEPENDENCYPART_SIBL
(26,3),(26,22),-0.119188 # DEPENDENCYPART_SIBL
(26,3),(26,23),-0.265691 # DEPENDENCYPART_SIBL
(26,3),(26,24),-0.0382799 # DEPENDENCYPART_SIBL
(26,3),(26,25),-0.0351015 # DEPENDENCYPART_SIBL
(26,3),(26,27),0.00728314 # DEPENDENCYPART_SIBL
(26,3),(26,28),-0.0929208 # DEPENDENCYPART_SIBL
(26,4),(26,5),0.115943 # DEPENDENCYPART_SIBL
(26,4),(26,6),-0.137391 # DEPENDENCYPART_SIBL
(26,4),(26,7),-0.0182972 # DEPENDENCYPART_SIBL
(26,4),(26,8),0.0268298 # DEPENDENCYPART_SIBL
(26,4),(26,9),-0.0325487 # DEPENDENCYPART_SIBL
(26,4),(26,10),-0.0316955 # DEPENDENCYPART_SIBL
(26,4),(26,12),-0.0393136 # DEPENDENCYPART_SIBL
(26,4),(26,13),0.115943 # DEPENDENCYPART_SIBL
(26,4),(26,14),-0.058541 # DEPENDENCYPART_SIBL
(26,4),(26,15),0.0183991 # DEPENDENCYPART_SIBL
(26,4),(26,16),-0.271911 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.0314564 # DEPENDENCYPART_SIBL
(26,4),(26,18),0.0349419 # DEPENDENCYPART_SIBL
(26,4),(26,19),-0.0433264 # DEPENDENCYPART_SIBL
(26,4),(26,20),-0.272577 # DEPENDENCYPART_SIBL
(26,4),(26,21),-0.0318843 # DEPENDENCYPART_SIBL
(26,4),(26,22),-0.121486 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.271911 # DEPENDENCYPART_SIBL
(26,4),(26,24),-0.0506658 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.0474874 # DEPENDENCYPART_SIBL
(26,4),(26,27),-0.00724327 # DEPENDENCYPART_SIBL
(26,4),(26,28),-0.0871095 # DEPENDENCYPART_SIBL
(26,5),(26,6),0.194097 # DEPENDENCYPART_SIBL
(26,5),(26,7),0.030161 # DEPENDENCYPART_SIBL
(26,5),(26,8),-0.00768019 # DEPENDENCYPART_SIBL
(26,5),(26,9),0.0120458 # DEPENDENCYPART_SIBL
(26,5),(26,10),0.000169637 # DEPENDENCYPART_SIBL
(26,5),(26,12),-0.00668362 # DEPENDENCYPART_SIBL
(26,5),(26,13),0.020552 # DEPENDENCYPART_SIBL
(26,5),(26,14),-0.0474558 # DEPENDENCYPART_SIBL
(26,5),(26,15),0.0372926 # DEPENDENCYPART_SIBL
(26,5),(26,16),-0.016446 # DEPENDENCYPART_SIBL
(26,5),(26,17),0.00416525 # DEPENDENCYPART_SIBL
(26,5),(26,18),0.0296538 # DEPENDENCYPART_SIBL
(26,5),(26,19),-0.0109375 # DEPENDENCYPART_SIBL
(26,5),(26,20),-0.0169198 # DEPENDENCYPART_SIBL
(26,5),(26,21),0.0038991 # DEPENDENCYPART_SIBL
(26,5),(26,22),-0.0273723 # DEPENDENCYPART_SIBL
(26,5),(26,23),-0.016446 # DEPENDENCYPART_SIBL
(26,5),(26,24),-0.0209391 # DEPENDENCYPART_SIBL
(26,5),(26,25),-0.0218397 # DEPENDENCYPART_SIBL
(26,5),(26,27),-0.0286776 # DEPENDENCYPART_SIBL
(26,5),(26,28),-0.0364068 # DEPENDENCYPART_SIBL
(26,6),(26,7),-0.0166775 # DEPENDENCYPART_SIBL
(26,6),(26,8),0.210521 # DEPENDENCYPART_SIBL
(26,6),(26,9),-0.0357022 # DEPENDENCYPART_SIBL
(26,6),(26,10),-0.0361552 # DEPENDENCYPART_SIBL
(26,6),(26,12),-0.0391192 # DEPENDENCYPART_SIBL
(26,6),(26,13),-0.00758153 # DEPENDENCYPART_SIBL
(26,6),(26,14),-0.0268197 # DEPENDENCYPART_SIBL
(26,6),(26,15),0.212059 # DEPENDENCYPART_SIBL
(26,6),(26,16),-0.0143957 # DEPENDENCYPART_SIBL
(26,6),(26,17),-0.0348925 # DEPENDENCYPART_SIBL
(26,6),(26,18),0.231665 # DEPENDENCYPART_SIBL
(26,6),(26,19),-0.0453325 # DEPENDENCYPART_SIBL
(26,6),(26,20),-0.0150284 # DEPENDENCYPART_SIBL
(26,6),(26,21),-0.0349056 # DEPENDENCYPART_SIBL
(26,6),(26,22),-0.0533931 # DEPENDENCYPART_SIBL
(26,6),(26,23),-0.0143957 # DEPENDENCYPART_SIBL
(26,6),(26,24),-0.0548102 # DEPENDENCYPART_SIBL
(26,6),(26,25),-0.0469815 # DEPENDENCYPART_SIBL
(26,6),(26,27),-0.0218043 # DEPENDENCYPART_SIBL
(26,6),(26,28),-0.0993615 # DEPENDENCYPART_SIBL
(26,7),(26,8),0.00664691 # DEPENDENCYPART_SIBL
(26,7),(26,9),-0.0837491 # DEPENDENCYPART_SIBL
(26,7),(26,10),-0.0850951 # DEPENDENCYPART_SIBL
(26,7),(26,12),-0.0863541 # DEPENDENCYPART_SIBL
(26,7),(26,13),0.469548 # DEPENDENCYPART_SIBL
(26,7),(26,14),-0.00850112 # DEPENDENCYPART_SIBL
(26,7),(26,15),0.0817833 # DEPENDENCYPART_SIBL
(26,7),(26,16),0.0116178 # DEPENDENCYPART_SIBL
(26,7),(26,17),-0.0826826 # DEPENDENCYPART_SIBL
(26,7),(26,18),0.0961207 # DEPENDENCYPART_SIBL
(26,7),(26,19),-0.0863582 # DEPENDENCYPART_SIBL
(26,7),(26,20),0.011144 # DEPENDENCYPART_SIBL
(26,7),(26,21),-0.0826844 # DEPENDENCYPART_SIBL
(26,7),(26,22),0.125138 # DEPENDENCYPART_SIBL
(26,7),(26,23),0.0116178 # DEPENDENCYPART_SIBL
(26,7),(26,24),-0.0994227 # DEPENDENCYPART_SIBL
(26,7),(26,25),-0.0948939 # DEPENDENCYPART_SIBL
(26,7),(26,27),-0.0666657 # DEPENDENCYPART_SIBL
(26,7),(26,28),-0.186353 # DEPENDENCYPART_SIBL
(26,8),(26,9),-0.18541 # DEPENDENCYPART_SIBL
(26,8),(26,10),-0.184431 # DEPENDENCYPART_SIBL
(26,8),(26,12),-0.187291 # DEPENDENCYPART_SIBL
(26,8),(26,13),0.0127741 # DEPENDENCYPART_SIBL
(26,8),(26,14),-0.182268 # DEPENDENCYPART_SIBL
(26,8),(26,15),-0.0813399 # DEPENDENCYPART_SIBL
(26,8),(26,16),-0.218086 # DEPENDENCYPART_SIBL
(26,8),(26,17),-0.184294 # DEPENDENCYPART_SIBL
(26,8),(26,18),-0.0728143 # DEPENDENCYPART_SIBL
(26,8),(26,19),-0.194418 # DEPENDENCYPART_SIBL
(26,8),(26,20),-0.21856 # DEPENDENCYPART_SIBL
(26,8),(26,21),-0.184301 # DEPENDENCYPART_SIBL
(26,8),(26,22),-0.0185576 # DEPENDENCYPART_SIBL
(26,8),(26,23),-0.218086 # DEPENDENCYPART_SIBL
(26,8),(26,24),-0.199106 # DEPENDENCYPART_SIBL
(26,8),(26,25),-0.199646 # DEPENDENCYPART_SIBL
(26,8),(26,27),-0.153995 # DEPENDENCYPART_SIBL
(26,8),(26,28),-0.02023 # DEPENDENCYPART_SIBL
(26,9),(26,10),-0.0267629 # DEPENDENCYPART_SIBL
(26,9),(26,12),-0.034381 # DEPENDENCYPART_SIBL
(26,9),(26,13),0.115223 # DEPENDENCYPART_SIBL
(26,9),(26,14),-0.0564113 # DEPENDENCYPART_SIBL
(26,9),(26,15),0.0202427 # DEPENDENCYPART_SIBL
(26,9),(26,16),-0.269742 # DEPENDENCYPART_SIBL
(26,9),(26,17),-0.0265238 # DEPENDENCYPART_SIBL
(26,9),(26,18),0.0366083 # DEPENDENCYPART_SIBL
(26,9),(26,19),-0.0383939 # DEPENDENCYPART_SIBL
(26,9),(26,20),-0.270407 # DEPENDENCYPART_SIBL
(26,9),(26,21),-0.0269517 # DEPENDENCYPART_SIBL
(26,9),(26,22),-0.123609 # DEPENDENCYPART_SIBL
(26,9),(26,23),-0.269742 # DEPENDENCYPART_SIBL
(26,9),(26,24),-0.0457332 # DEPENDENCYPART_SIBL
(26,9),(26,25),-0.0425548 # DEPENDENCYPART_SIBL
(26,9),(26,27),-0.00373291 # DEPENDENCYPART_SIBL
(26,9),(26,28),-0.0932753 # DEPENDENCYPART_SIBL
(26,10),(26,12),-0.0239544 # DEPENDENCYPART_SIBL
(26,10),(26,13),0.124968 # DEPENDENCYPART_SIBL
(26,10),(26,14),-0.0503618 # DEPENDENCYPART_SIBL
(26,10),(26,15),0.0268434 # DEPENDENCYPART_SIBL
(26,10),(26,16),-0.263709 # DEPENDENCYPART_SIBL
(26,10),(26,17),-0.0160972 # DEPENDENCYPART_SIBL
(26,10),(26,18),0.0432091 # DEPENDENCYPART_SIBL
(26,10),(26,19),-0.0279672 # DEPENDENCYPART_SIBL
(26,10),(26,20),-0.264374 # DEPENDENCYPART_SIBL
(26,10),(26,21),-0.016525 # DEPENDENCYPART_SIBL
(26,10),(26,22),-0.1152 # DEPENDENCYPART_SIBL
(26,10),(26,23),-0.263709 # DEPENDENCYPART_SIBL
(26,10),(26,24),-0.0353066 # DEPENDENCYPART_SIBL
(26,10),(26,25),-0.0321281 # DEPENDENCYPART_SIBL
(26,10),(26,27),0.00420657 # DEPENDENCYPART_SIBL
(26,10),(26,28),-0.0903282 # DEPENDENCYPART_SIBL
(26,12),(26,13),0.11692 # DEPENDENCYPART_SIBL
(26,12),(26,14),-0.0527266 # DEPENDENCYPART_SIBL
(26,12),(26,15),0.0272555 # DEPENDENCYPART_SIBL
(26,12),(26,16),-0.265953 # DEPENDENCYPART_SIBL
(26,12),(26,17),-0.0183371 # DEPENDENCYPART_SIBL
(26,12),(26,18),0.0436211 # DEPENDENCYPART_SIBL
(26,12),(26,19),-0.0302071 # DEPENDENCYPART_SIBL
(26,12),(26,20),-0.266618 # DEPENDENCYPART_SIBL
(26,12),(26,21),-0.0187649 # DEPENDENCYPART_SIBL
(26,12),(26,22),-0.12057 # DEPENDENCYPART_SIBL
(26,12),(26,23),-0.265953 # DEPENDENCYPART_SIBL
(26,12),(26,24),-0.0375465 # DEPENDENCYPART_SIBL
(26,12),(26,25),-0.034368 # DEPENDENCYPART_SIBL
(26,12),(26,27),-0.0158157 # DEPENDENCYPART_SIBL
(26,12),(26,28),-0.102902 # DEPENDENCYPART_SIBL
(26,13),(26,14),-0.0474558 # DEPENDENCYPART_SIBL
(26,13),(26,15),0.0372926 # DEPENDENCYPART_SIBL
(26,13),(26,16),-0.016446 # DEPENDENCYPART_SIBL
(26,13),(26,17),0.00416525 # DEPENDENCYPART_SIBL
(26,13),(26,18),0.0296538 # DEPENDENCYPART_SIBL
(26,13),(26,19),-0.0109375 # DEPENDENCYPART_SIBL
(26,13),(26,20),-0.0169198 # DEPENDENCYPART_SIBL
(26,13),(26,21),0.0038991 # DEPENDENCYPART_SIBL
(26,13),(26,22),-0.0273723 # DEPENDENCYPART_SIBL
(26,13),(26,23),-0.016446 # DEPENDENCYPART_SIBL
(26,13),(26,24),-0.0209391 # DEPENDENCYPART_SIBL
(26,13),(26,25),-0.0218397 # DEPENDENCYPART_SIBL
(26,13),(26,27),-0.0286776 # DEPENDENCYPART_SIBL
(26,13),(26,28),-0.0364068 # DEPENDENCYPART_SIBL
(26,14),(26,15),0.0139799 # DEPENDENCYPART_SIBL
(26,14),(26,16),0.00742088 # DEPENDENCYPART_SIBL
(26,14),(26,17),-0.0144837 # DEPENDENCYPART_SIBL
(26,14),(26,18),0.0283174 # DEPENDENCYPART_SIBL
(26,14),(26,19),-0.0181594 # DEPENDENCYPART_SIBL
(26,14),(26,20),0.00694711 # DEPENDENCYPART_SIBL
(26,14),(26,21),-0.0144856 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.0538286 # DEPENDENCYPART_SIBL
(26,14),(26,23),0.00742088 # DEPENDENCYPART_SIBL
(26,14),(26,24),-0.0312227 # DEPENDENCYPART_SIBL
(26,14),(26,25),-0.0266951 # DEPENDENCYPART_SIBL
(26,14),(26,27),-0.0453558 # DEPENDENCYPART_SIBL
(26,14),(26,28),-0.201842 # DEPENDENCYPART_SIBL
(26,15),(26,16),-0.230338 # DEPENDENCYPART_SIBL
(26,15),(26,17),-0.179958 # DEPENDENCYPART_SIBL
(26,15),(26,18),-0.0967238 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.190082 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.230812 # DEPENDENCYPART_SIBL
(26,15),(26,21),-0.179965 # DEPENDENCYPART_SIBL
(26,15),(26,22),-0.0706446 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.230338 # DEPENDENCYPART_SIBL
(26,15),(26,24),-0.194769 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.19531 # DEPENDENCYPART_SIBL
(26,15),(26,27),-0.116079 # DEPENDENCYPART_SIBL
(26,15),(26,28),-0.0325733 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.0306356 # DEPENDENCYPART_SIBL
(26,16),(26,18),0.0384745 # DEPENDENCYPART_SIBL
(26,16),(26,19),0.0183159 # DEPENDENCYPART_SIBL
(26,16),(26,20),0.0168702 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.0306159 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.0120038 # DEPENDENCYPART_SIBL
(26,16),(26,23),0.0177648 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.0101574 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.0204776 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.0113549 # DEPENDENCYPART_SIBL
(26,16),(26,28),-0.121908 # DEPENDENCYPART_SIBL
(26,17),(26,18),0.0462321 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.0279631 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.264374 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.0165209 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.115199 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.263709 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.0353024 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.032124 # DEPENDENCYPART_SIBL
(26,17),(26,27),0.0193117 # DEPENDENCYPART_SIBL
(26,17),(26,28),-0.0855934 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.144101 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.191148 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.133984 # DEPENDENCYPART_SIBL
(26,18),(26,22),0.00676623 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.190674 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.148789 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.149329 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.153043 # DEPENDENCYPART_SIBL
(26,18),(26,28),0.00239918 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.266056 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0184961 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.114942 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.265391 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.0372777 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.0340992 # DEPENDENCYPART_SIBL
(26,19),(26,27),0.0139969 # DEPENDENCYPART_SIBL
(26,19),(26,28),-0.0828847 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0289941 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0165681 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.0161481 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0085356 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0188557 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0124723 # DEPENDENCYPART_SIBL
(26,20),(26,28),-0.123014 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.115657 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.263883 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0358309 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0326525 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.0129308 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.085927 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.130495 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.196818 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.195148 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.0348766 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.0501591 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0101574 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0204776 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0113549 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.121908 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0394204 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0453348 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.118047 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0111555 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.102021 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.244704 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.00781431 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.453096 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.265369 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.400046 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.108145 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.328471 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.232396 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0126652 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.122005 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0246827 # DEPENDENCYPART_GRANDPAR
