# _root_ S obsahem dopisu , ale zejména s obsahem odpovědi M . Kováče na něj , vyjádřila koalice ostrý nesouhlas na lednovém zasedání parlamentu .
#goldHeads=5,1,2,5,19,8,5,7,8,12,10,9,9,13,5,0,16,19,16,16,22,20,22,0,
#predictedHeads=5,1,2,5,0,8,5,7,8,12,10,9,16,13,16,5,16,19,16,19,22,20,22,0,
(6,4),(4,2),-0.603114 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.447632 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.85722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.620103 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.975269 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.247603 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.209045 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0528818 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.519131 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.69639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.465131 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.646688 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.738072 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.736286 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.664107 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.736318 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.732985 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.77658 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.840617 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.949693 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.990329 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.995485 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.594129 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.984675 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.828758 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.02999 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.579234 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.43103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0411407 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.127458 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.114379 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.277387 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.123403 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.476485 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.57729 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.553236 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.41773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0577687 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.31097 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.295031 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.332664 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.307258 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.29509 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.347363 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.327068 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.41772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0504027 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0855372 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.296051 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.334163 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.308278 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.276595 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.489563 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.348383 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.428258 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.308573 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0617182 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.763998 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.295886 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.171639 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.602858 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.39032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.652207 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.70665 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.696751 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.332445 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.690314 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.414897 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0585306 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-1.29696 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.297149 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.170508 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.38838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,16),-0.688776 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.136467 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-1.22149 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.20695 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.216023 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.75104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,16),-0.946939 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.179329 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-1.01249 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.996938 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.467844 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.325084 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.60692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.595707 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.763149 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.752436 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.282276 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.382758 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.532419 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.458378 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.854748 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-2.03433 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.98759 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-2.57328 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.410692 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.139647 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-1.20997 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.389848 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.265314 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.59445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.688352 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.670503 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.361634 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.494542 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.69034 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.15334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.164346 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.231718 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.360169 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.550636 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0893778 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.0730738 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.00692525 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.693372 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.15293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),2.0485 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.233532 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.362289 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.552449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.124259 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.117955 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.0771606 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.966773 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.0418067 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-2.17117 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-2.16154 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.493853 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.692458 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.15051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),2.04548 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.6878 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.258141 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.567177 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0825513 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0278426 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.0473978 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-1.00016 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),9.87893e-05 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),1.5047 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.146483 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.136536 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.505279 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.359695 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-2.1708 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-2.16118 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.832862 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.492242 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),0.693412 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.15452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),2.05716 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.699488 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.683523 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.187795 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0890491 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.118796 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.0727741 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-1.08767 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.9707 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.25013 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.00659651 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.722356 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-2.62249 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.03492 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.786903 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),1.52427 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.166148 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.146838 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0105465 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.547298 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.290232 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.400562 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-1.0187 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-1.29211 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-1.17022 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-1.57612 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.741373 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.916505 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.572507 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.576942 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.743449 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.911453 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.282108 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0129356 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.278985 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.56647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.204518 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.982395 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.936428 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.170524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.490926 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.998764 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.2567 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-1.72486 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.98052 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.45036 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-1.64611 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.779004 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.03091 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.556181 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0183001 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.327506 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.42112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0591652 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.50229 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.663408 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.546849 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0396736 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0292757 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.71776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.355811 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.13364 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.969669 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.321814 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.03321 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.159819 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.982687 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.04822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0434718 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0650108 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.746767 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.00527431 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.179588 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.421613 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-1.02477 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.163938 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.92022 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-2.08728 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.364149 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.161452 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.984008 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.04691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.31508 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.00785641 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.793037 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.016639 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.243817 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.42297 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-1.03146 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.185851 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.48124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.880095 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0690371 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.754149 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.17437 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.9188 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-2.08586 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.43102 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.360198 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.159751 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.98262 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.03836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),1.32363 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.503619 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.252822 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0197151 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.16974 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.418754 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.780328 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-1.02145 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.676352 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.188928 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.305392 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),1.25792 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.82817 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.253903 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.187157 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.0705495 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.21364 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.84809 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-2.01875 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.39281 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.42746 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.427682 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.02189 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.38451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.989361 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.166459 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.108434 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),1.01337 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.149986 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.246876 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.227376 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.978431 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.116538 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),0.0536912 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-1.38164 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.368569 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),0.0415477 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.679131 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.297401 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.169667 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-1.4096 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.371374 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),0.116088 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.794452 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.468665 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-1.00932 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.469972 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.125987 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.186415 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.524735 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.76475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,2),-0.562041 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.6054 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.441737 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.125359 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.1424 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.363397 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.06139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.224891 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.919946 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.532452 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.873912 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.446535 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0540988 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.217081 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.424401 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.86427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0286047 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.883415 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.335335 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.447252 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.722066 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.546061 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-2.03209 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-2.0814 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.474361 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.293881 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.842662 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.54241 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.390875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0377478 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.597681 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0355559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0898802 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.000116033 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.686543 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.134365 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.63146 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.828168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.975101 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.555931 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.863408 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-2.03067 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-2.07998 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.33996 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.47041 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.29218 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.841274 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.54099 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.382327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.41199 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.303696 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.038632 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0158028 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.00433175 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.397485 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.676532 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.454186 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.137441 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.254198 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),1.04744 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.468542 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0673123 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.26016 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.216091 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.02032 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-2.2862 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.40938 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.567865 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.79652 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.716937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
