# _root_ Za to , co se stalo v Dublinu , nám před deseti roky Evropa uzavřela dveře .
#goldHeads=15,1,6,6,6,2,6,7,6,15,15,13,11,15,0,15,0,
#predictedHeads=15,1,6,6,6,2,6,7,6,15,15,13,11,15,0,15,0,
(15,4),(4,8),-1.15188 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.108966 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.940809 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.390307 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.0216498 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.316144 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.40155 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-1.25217 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.152827 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.0263141 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.088423 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.241834 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.516024 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-2.17238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),0.0721638 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.842629 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.391151 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.723848 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0548214 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.350846 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.0743655 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.205667 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.861956 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.379429 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.140025 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0391114 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.131049 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.127395 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.48357 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.261156 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.183342 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.0653835 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.07935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),0.321048 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.148849 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-1.12067 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.548108 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.444085 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.85522 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.227948 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-1.1695 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.241874 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.107228 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0301339 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.17105 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.433738 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.43673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.385265 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.195954 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.21991 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.115894 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.174346 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.103611 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.36824 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),0.341695 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.218815 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.356425 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.21592 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.0556073 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.115772 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.837351 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.532117 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.228967 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.115138 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.14856 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.02086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.414054 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.715459 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.191535 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.872472 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.047804 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.143634 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.971846 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.119617 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.462136 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.157345 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.172746 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0619154 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.08138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.319064 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.823175 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.218531 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.117502 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.959131 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.472131 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.180289 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.222365 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0188306 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.07935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.321049 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.821352 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),0.0357534 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),0.348292 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.0246182 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.178302 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.32384 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.58495 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.365178 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.228185 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.62014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.450132 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.226531 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.888273 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-1.41309 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.472812 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-1.45538 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.61922 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.362366 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.0162934 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.408343 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.742241 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.26208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,9),-0.677211 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.118477 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.54824 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.601042 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.66103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,8),-0.720797 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-1.08178 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.24476 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.421544 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.727734 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.916777 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.26139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.625332 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.435557 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.534955 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-1.43699 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.316688 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.769816 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.58928 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.98496 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.109616 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.254421 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.334398 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.643136 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.48333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.73737 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.409902 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.290061 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.753851 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.973004 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0859607 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.302743 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.221192 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.622502 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.48305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.737165 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.942154 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.75165 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.44433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,2),-0.132679 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.923173 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.655769 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.877961 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.645382 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.0986364 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.939612 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.365244 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.345642 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.626654 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.403068 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.735144 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.764867 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.467558 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.461657 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.327668 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.491046 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.548416 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.482941 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.01446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,1),-0.846382 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.559123 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.62105 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.429297 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.711352 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.782147 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.07068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
