# _root_ Psaní je pro mne paralelní život - i když hlubší než můj život veřejný , a navíc si myslím , že být spisovatelem z povolání je nebezpečné . . .
#goldHeads=2,16,2,3,6,2,9,9,5,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
#predictedHeads=2,16,2,3,6,2,9,9,2,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
(16,19),(16,26),-0.865614 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.016073 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.0421212 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.0421212 # DEPENDENCYPART_SIBL
(16,19),(16,30),-0.0421212 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0614137 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.292061 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0353391 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.0224779 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.32637 # DEPENDENCYPART_SIBL
(16,20),(16,27),0.04452 # DEPENDENCYPART_SIBL
(16,20),(16,28),-0.0987846 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.0987846 # DEPENDENCYPART_SIBL
(16,20),(16,30),-0.0987846 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.249515 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.102003 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0924333 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.273187 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.0893682 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.0467292 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.0467292 # DEPENDENCYPART_SIBL
(16,21),(16,30),-0.0467292 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0433718 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0429928 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.914722 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.120241 # DEPENDENCYPART_SIBL
(16,22),(16,28),-0.0881678 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.0881678 # DEPENDENCYPART_SIBL
(16,22),(16,30),-0.0881678 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.00150111 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.550831 # DEPENDENCYPART_SIBL
(16,23),(16,27),0.00183274 # DEPENDENCYPART_SIBL
(16,23),(16,28),-0.244003 # DEPENDENCYPART_SIBL
(16,23),(16,29),-0.244003 # DEPENDENCYPART_SIBL
(16,23),(16,30),-0.244003 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.514657 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.0332958 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.122907 # DEPENDENCYPART_SIBL
(16,24),(16,29),-0.122907 # DEPENDENCYPART_SIBL
(16,24),(16,30),-0.122907 # DEPENDENCYPART_SIBL
(16,26),(16,27),-0.036473 # DEPENDENCYPART_SIBL
(16,26),(16,28),-0.0526407 # DEPENDENCYPART_SIBL
(16,26),(16,29),-0.0526407 # DEPENDENCYPART_SIBL
(16,26),(16,30),-0.0526407 # DEPENDENCYPART_SIBL
(16,27),(16,28),-0.166008 # DEPENDENCYPART_SIBL
(16,27),(16,29),-0.166008 # DEPENDENCYPART_SIBL
(16,27),(16,30),-0.166008 # DEPENDENCYPART_SIBL
(16,28),(16,29),0.0804515 # DEPENDENCYPART_SIBL
(16,28),(16,30),0.0804515 # DEPENDENCYPART_SIBL
(16,29),(16,30),0.0804515 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.036032 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.00257485 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.071881 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0038976 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.175878 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0131931 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.188989 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.175877 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.138449 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0411856 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0993077 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.00834543 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0127609 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0404066 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.115083 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0479227 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.0332429 # DEPENDENCYPART_SIBL
(19,1),(19,26),-0.0385236 # DEPENDENCYPART_SIBL
(19,1),(19,27),-0.0445133 # DEPENDENCYPART_SIBL
(19,1),(19,28),-0.0285738 # DEPENDENCYPART_SIBL
(19,1),(19,29),-0.0285738 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0405605 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0212504 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.00369606 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0666099 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0421424 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.00306705 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0666093 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0952888 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0114777 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.00345414 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0366498 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.00443867 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.0651217 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.158689 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.0192016 # DEPENDENCYPART_SIBL
(19,2),(19,24),0.0173503 # DEPENDENCYPART_SIBL
(19,2),(19,26),0.00042299 # DEPENDENCYPART_SIBL
(19,2),(19,27),0.00682649 # DEPENDENCYPART_SIBL
(19,2),(19,28),-0.0170336 # DEPENDENCYPART_SIBL
(19,2),(19,29),-0.0170336 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.156608 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0448237 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.096893 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0169071 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0811445 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0968923 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.316219 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0162952 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0881644 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.00519749 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0174877 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.00879633 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.153409 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.00378261 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0466407 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0401137 # DEPENDENCYPART_SIBL
(19,3),(19,27),0.0258623 # DEPENDENCYPART_SIBL
(19,3),(19,28),-0.043811 # DEPENDENCYPART_SIBL
(19,3),(19,29),-0.043811 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.184232 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0658507 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0173957 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0531323 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0658501 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.156673 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0353549 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0297601 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0294417 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0121652 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0990494 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0499435 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0105032 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0499137 # DEPENDENCYPART_SIBL
(19,7),(19,26),-0.0131679 # DEPENDENCYPART_SIBL
(19,7),(19,27),-0.0589404 # DEPENDENCYPART_SIBL
(19,7),(19,28),0.0568283 # DEPENDENCYPART_SIBL
(19,7),(19,29),0.0568283 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0764892 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0468837 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0204528 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0751443 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.126526 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0506111 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0120132 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0867927 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00118513 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.144919 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.00466768 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0449603 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.00627133 # DEPENDENCYPART_SIBL
(19,9),(19,26),0.0712339 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0055706 # DEPENDENCYPART_SIBL
(19,9),(19,28),-0.0752003 # DEPENDENCYPART_SIBL
(19,9),(19,29),-0.0752003 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0172586 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0588163 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0118348 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0187964 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0475958 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.011805 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.00618766 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0478655 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0182436 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.195814 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0675496 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.116702 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.132354 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.0749563 # DEPENDENCYPART_SIBL
(19,10),(19,28),-0.103261 # DEPENDENCYPART_SIBL
(19,10),(19,29),-0.103261 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0802477 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.115228 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.156796 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.086243 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0699495 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0415437 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0492447 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.090345 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0813939 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.101594 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0582992 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0340896 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.0512792 # DEPENDENCYPART_SIBL
(19,11),(19,28),-0.132828 # DEPENDENCYPART_SIBL
(19,11),(19,29),-0.132828 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.186456 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.146538 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0514414 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.105365 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0196332 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.00444612 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0371286 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.106404 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0364047 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0469093 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.029846 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.0436094 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.0154485 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.0154485 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0188157 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0475923 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0118038 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0061865 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0478658 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0181968 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.195808 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0675512 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.116703 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.132347 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.0749291 # DEPENDENCYPART_SIBL
(19,14),(19,28),-0.103261 # DEPENDENCYPART_SIBL
(19,14),(19,29),-0.103261 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0187097 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0311287 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.00203904 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.220452 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.110993 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0440498 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0230089 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0328543 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0117422 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.00397497 # DEPENDENCYPART_SIBL
(19,15),(19,28),0.013497 # DEPENDENCYPART_SIBL
(19,15),(19,29),0.013497 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.133212 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0499499 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0249256 # DEPENDENCYPART_SIBL
(19,16),(19,21),4.51023e-05 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0800145 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.00698027 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.00632106 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0366822 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0411826 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.0748162 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.0748162 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.11022 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0109181 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.109849 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0271844 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0683756 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0208021 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0256096 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.00865739 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.169986 # DEPENDENCYPART_SIBL
(19,17),(19,29),-0.169986 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0245332 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.15425 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0512557 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0292991 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0156127 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.00848977 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.19067 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.199439 # DEPENDENCYPART_SIBL
(19,18),(19,29),-0.199439 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0134046 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.109463 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.105468 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.177212 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.118732 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0740399 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.100411 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.100411 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.163869 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.188478 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.263266 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.195201 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.176869 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.0221274 # DEPENDENCYPART_SIBL
(19,21),(19,29),0.0221274 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0179455 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.12901 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.368611 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.323017 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.0846854 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.0846854 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.00666511 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0479694 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0182892 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.129498 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.129498 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0914198 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0233264 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.103527 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.103527 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.0983512 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.024092 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.024092 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.152234 # DEPENDENCYPART_SIBL
(19,27),(19,29),-0.152234 # DEPENDENCYPART_SIBL
(19,28),(19,29),0.0855519 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0742678 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.678475 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0686325 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.110285 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.03557 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.419122 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.061581 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.365437 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.217931 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.00867451 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.0053857 # DEPENDENCYPART_SIBL
(21,15),(21,29),0.0053857 # DEPENDENCYPART_SIBL
(21,15),(21,30),0.0053857 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0282278 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.176656 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.192247 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.153916 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0461979 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.192189 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.164915 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.164915 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.164915 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.276865 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.237883 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.302224 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.175317 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.2139 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0990431 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0990431 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.0990431 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.061581 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.365437 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.217931 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.00867451 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.0053857 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.0053857 # DEPENDENCYPART_SIBL
(21,20),(21,30),0.0053857 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.104063 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.165685 # DEPENDENCYPART_SIBL
(21,22),(21,26),-1.21407 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.141782 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.141782 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.141782 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.00756095 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.558868 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.202967 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.202967 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.202967 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.599486 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.113009 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.113009 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.113009 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.112528 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.112528 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.112528 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.164636 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.164636 # DEPENDENCYPART_SIBL
(21,29),(21,30),0.164636 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0764242 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0800237 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.014999 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0956622 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0161517 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0152107 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.144089 # DEPENDENCYPART_SIBL
(22,17),(22,29),-0.144089 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0456688 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.100588 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0316175 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.025435 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.26605 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.238038 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.238038 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.020657 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0858129 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0699766 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.035657 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.123992 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.123992 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.00210823 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0578157 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0378331 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0531985 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.0531985 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0704668 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0363094 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.124695 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.124695 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0734107 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.00209249 # DEPENDENCYPART_SIBL
(22,26),(22,29),0.00209249 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.170202 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.170202 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0828926 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.25817 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0418771 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.023756 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.0281842 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.108577 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.123287 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.123287 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0493657 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0867699 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0482133 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.132891 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0575863 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0575863 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0304139 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0148348 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0436099 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.147053 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.147053 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.00687145 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0334603 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.206021 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.206021 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0131516 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0208477 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0208477 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.153806 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.153806 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.149215 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0953275 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0776914 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.4491 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.10698 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0320463 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.00210841 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.00235012 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0798049 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.110321 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.109233 # DEPENDENCYPART_SIBL
