# _root_ Stál na břehu řeky s hořícím stromem v ruce a svítil té , která přeplouvala řeku , držíc se za chvost koně . . .
#goldHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,18,14,18,18,20,21,0,0,0,
#predictedHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,15,15,18,18,20,21,0,0,0,
(3,15),(15,2),-1.28365 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.58487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.613323 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.0554617 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.406679 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.251087 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.979482 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.454052 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.622618 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.149588 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.474908 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.938789 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.268583 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.514707 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.486056 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-1.38036 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.967311 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-1.31881 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-1.28777 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-1.41269 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-1.28365 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.0554617 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.149588 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-1.23515 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.244722 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.658101 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.486056 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-1.38036 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.967311 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-1.31881 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-1.28777 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-1.41269 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0333788 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.39302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-1.60411 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.541333 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.17575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.53084 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.2323 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.48485 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.620707 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.727511 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.13186 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.961081 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.807131 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.62695 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.01497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.285871 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0573653 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.168625 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.155929 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.921247 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.02364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.249426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0843164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.153599 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.224407 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.307363 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.161197 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.42981 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.707798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.348236 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.194389 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.111793 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.760234 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0755998 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.413202 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0886786 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.242426 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.0884755 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0877251 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.167529 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.198888 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0111088 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.341351 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0884336 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.0926938 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-2.60326 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.10533 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.61623 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.24713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.117853 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.406852 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.531359 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.010919 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.692754 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.427062 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.188619 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.161475 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.446712 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.256286 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.796639 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.206357 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-1.12617 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-1.1698 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-1.2494 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-2.34737 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.993039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.36266 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.05066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.0300164 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.354497 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0557382 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.505483 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.141499 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.146518 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0904239 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.258289 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.607088 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),0.0455428 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.104339 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.051201 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-1.18 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.71267 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.977544 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-1.02117 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-1.10077 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-2.34737 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.993039 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.36266 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.05066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.0300164 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.354497 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.0557382 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.505483 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.281069 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.159577 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.0996403 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.841018 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.607088 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.0455428 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.104339 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.051201 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-1.18 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.71267 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.977544 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-1.02117 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-1.10077 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.993039 # DEPENDENCYPART_GRANDPAR
(4,18),(18,5),0.0300164 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.0996403 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.906075 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.0547592 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.518127 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.051201 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-1.18 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.71267 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.977544 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-1.02117 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-1.10077 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.654296 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.403845 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-1.04906 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.51666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.110572 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),0.696102 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.435656 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.186238 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.784013 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.9504 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.45737 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.397102 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-1.67343 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.51735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.109883 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.695413 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.436345 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.06227 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.186928 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.784703 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.951089 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.45806 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.936683 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-2.42928 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.33611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),1.4476 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.197947 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.310057 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.394894 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0719621 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-2.5442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-2.45148 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.28348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.736936 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0949113 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.197569 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.131994 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0226811 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0140801 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.189068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.696038 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.737195 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),2.09735 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0818038 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.00265368 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.715906 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.58765 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.980728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-2.58715 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-2.49445 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.57075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.243153 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),1.46437 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.437646 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.302443 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.492736 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0774096 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.140716 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.34042 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.659123 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-1.05939 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.0273069 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.119912 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.0326205 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),0.0013054 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.12557 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0797394 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.357919 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.440759 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.056764 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.19501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-1.08738 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.499842 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.1581 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.559321 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.30832 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.753523 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.617772 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.333179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.105118 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.10038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-1.12871 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.19948 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.504179 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.23334 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.01435 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.612629 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.34829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0079247 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.369779 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0644324 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.268727 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.747206 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.176476 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.0407253 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.107766 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.048519 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.34881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0298028 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.322112 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.746961 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.0449435 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.41753 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.642702 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.00076 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.78178 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.450738 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),-0.27157 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.137933 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.338763 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.138884 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.756641 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.136214 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.220684 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.65212 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.27836 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0849337 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.715408 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-1.09265 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-1.07166 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.437358 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.487787 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.500195 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.59742 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.247448 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.801388 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.474037 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.983268 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.599714 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-1.90434 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.75723 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.454171 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.374648 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.59727 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.46019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.021313 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.448081 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.859664 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.905124 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.821634 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.747484 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.04198 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.370198 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.610237 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.46019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.0213122 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-1.30726 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.448081 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.859664 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.905124 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.821634 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.49362 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.48748 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.166578 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.6573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-1.50443 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.51555 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.391054 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.518645 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.563011 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.42346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.0362391 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.27053 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.847346 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.911837 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.247154 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.111942 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.417864 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.987964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.939763 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.207596 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.107058 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-2.90363 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.3213 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-2.11363 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-2.10717 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.45074 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.593113 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.50587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.59057 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.3601 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.154833 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0693923 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0025811 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0110847 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.200293 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.488871 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0140475 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.873836 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.996049 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-1.06581 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-2.64774 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.209 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.86006 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.85361 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.28709 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.32159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.554772 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.16541 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.145501 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0302894 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.252317 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.199299 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.293327 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.24085 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.11581 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.172545 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.818977 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.197141 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.722211 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.844425 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.914187 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.268937 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.210727 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0156504 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.231795 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.740265 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.00418396 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.0162075 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.821237 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.943451 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-1.01321 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-2.64774 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.209 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-1.86006 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.85361 # DEPENDENCYPART_GRANDPAR
