# _root_ avšak hlavním důvodem , proč se nekonají oba špičkové jazzové festivaly , je nedostatek peněz .
#goldHeads=0,3,13,7,7,7,3,11,11,11,7,7,1,13,14,0,
#predictedHeads=3,3,13,7,7,7,3,11,11,11,7,7,0,13,14,0,
(10,7),(7,9),-0.721643 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.9443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.730429 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.336052 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.706777 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.19075 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.02254 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.489849 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-1.08802 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.207336 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.535247 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.38438 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.438527 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.918121 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.21144 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.04072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.853289 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.43095 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.819844 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.30474 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.14439 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.553432 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.628178 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.35474 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.789874 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.929048 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.711617 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.60422 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.38392 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.564153 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.06146 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.46005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.134755 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.553117 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.591354 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.433598 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.129534 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.720844 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.461201 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0894236 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-1.57353 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-1.1083 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.249578 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.615341 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.600148 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0559578 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.0489455 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.28855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.298031 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-1.39687 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-1.35037 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-1.21756 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0604556 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.805287 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.193389 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.183786 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-1.31642 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.237625 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.575514 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.381888 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0643502 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.348072 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.264363 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.23355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.256971 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-1.27815 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-1.23035 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-1.29592 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.157012 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-1.25026 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.898246 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.558051 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.462538 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.132927 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.339512 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.245448 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.48902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.326371 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-1.36055 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-1.48581 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-1.551 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-1.25983 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.238857 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-1.50782 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.915672 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.536033 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.635734 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.251104 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.00369824 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.13274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.178143 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-1.21858 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-1.12954 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-1.1961 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-1.12507 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.169637 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-1.27621 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.531296 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.181411 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.514079 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0713471 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.206916 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.020785 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.114849 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.16636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.218741 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-1.25327 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-1.17202 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.22921 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.19538 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.71471 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0263412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0677224 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.01188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.1182 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-1.48674 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.563411 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.436527 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.455993 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.160072 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.665101 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.111808 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.173509 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.19676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.218448 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.26409 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.19355 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.25858 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.14777 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.455486 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.159565 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.664594 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.129087 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.26409 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.19355 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.659605 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-2.3144 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-2.21781 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.45349 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.58159 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.678318 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.698108 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.791909 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.08095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.752719 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.183423 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.24268 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.395919 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.655324 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-2.18413 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.93899 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.38407 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.982983 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.829181 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.53414 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.703231 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.567826 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.661624 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.1196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.993283 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.180107 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.111641 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.265837 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.551509 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.433388 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.209824 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.714866 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.765832 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.764591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,14),0.237944 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.215721 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.571314 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.476296 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.169429 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.307503 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.0804283 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.250068 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.34237 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.195536 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-2.00621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.621467 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.987654 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.708274 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.640554 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.352948 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.295731 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.477955 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.416521 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.381826 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.310309 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0980509 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0148281 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.0659056 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.147592 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.0160226 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-2.20549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.719982 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-1.0845 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-1.17531 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.6353 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.550717 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.576111 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.523854 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.26794 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.168491 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.466914 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.553797 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.426703 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-2.16649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.667474 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-1.15553 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-1.24589 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.849522 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.409876 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.363352 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.294845 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.507063 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.223169 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.156696 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.153058 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.147712 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.234594 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.0663307 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.07532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.678055 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.04351 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-1.12593 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.812555 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.349913 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.164375 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.251258 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0129545 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.89812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,2),-0.672466 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.587682 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.667879 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.478063 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.447688 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.349853 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.14339 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.125389 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0740129 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.00875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.560704 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.85659 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.946873 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.719437 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.478063 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.447688 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.349853 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.346773 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.560704 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.85659 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.47786 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.416505 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.355071 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.484316 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.344672 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.248316 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.242165 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0303939 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0901687 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.176696 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.20547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.719961 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.08443 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.17525 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.31209 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.21215 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.37556 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.06453 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.882626 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.909095 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.00735 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.733828 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.898506 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.985385 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.1008 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.4014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.008199 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0960516 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.301229 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.22314 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.180884 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.327948 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.788005 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.14681 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.08066 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0357152 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.316565 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.0949509 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.673223 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.00502482 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.107357 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.555869 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.247028 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.390139 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.261109 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.601473 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.7623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,15),-0.577067 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-1.30491 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.171971 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.491022 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.370524 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.246398 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.464506 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.135242 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.075726 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.985805 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.0819426 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.257868 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.125804 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.321104 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.471255 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-2.48056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),0.241538 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.169794 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.0984632 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.105738 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.323206 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0490246 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.402197 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.104465 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.200089 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.337781 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.0598958 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.655589 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.74747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.360356 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.771208 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-1.2859 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.205952 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.129846 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.339298 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.379121 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.716617 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.130575 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0611918 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0962359 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.593556 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-2.31179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),0.35 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.0623095 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.961882 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.141463 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0834158 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.567056 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.232246 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.12547 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.161384 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0898356 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.316602 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.454293 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.151184 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.616522 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.42362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),0.0519369 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.345168 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-1.09787 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.0661699 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.105502 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0321892 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.22157 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.409475 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.169343 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.330985 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.331549 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.16476 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.14814 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.436665 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.00181987 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.132771 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0800735 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.236373 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.30001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
