# _root_ Cigarety v nákupní hodnotě asi 6 miliónů korun budou pravděpodobně dodatečně procleny , čímž se jejich prodejní cena zvýší asi o jeden milión korun , a prodány v Praze a Bratislavě .
#goldHeads=26,1,4,2,6,4,6,7,26,26,12,26,19,19,19,18,18,19,12,23,19,23,21,23,19,0,26,27,30,28,30,0,
#predictedHeads=12,1,4,2,6,4,6,7,12,12,12,13,26,19,19,18,18,19,26,23,19,23,21,23,26,0,26,27,30,28,30,0,
(26,13),(26,21),-0.0131114 # DEPENDENCYPART_SIBL
(26,13),(26,22),0.0266272 # DEPENDENCYPART_SIBL
(26,13),(26,23),0.00282882 # DEPENDENCYPART_SIBL
(26,13),(26,24),-0.0560306 # DEPENDENCYPART_SIBL
(26,13),(26,25),0.020552 # DEPENDENCYPART_SIBL
(26,13),(26,27),0.0224839 # DEPENDENCYPART_SIBL
(26,13),(26,28),-0.0437863 # DEPENDENCYPART_SIBL
(26,13),(26,29),-0.012552 # DEPENDENCYPART_SIBL
(26,13),(26,30),0.0147587 # DEPENDENCYPART_SIBL
(26,13),(26,31),-0.018383 # DEPENDENCYPART_SIBL
(26,13),(26,32),-0.0364068 # DEPENDENCYPART_SIBL
(26,15),(26,17),-0.0916722 # DEPENDENCYPART_SIBL
(26,15),(26,18),-0.121015 # DEPENDENCYPART_SIBL
(26,15),(26,19),0.0490415 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.0298276 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.0186987 # DEPENDENCYPART_SIBL
(26,15),(26,22),-0.103268 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.120481 # DEPENDENCYPART_SIBL
(26,15),(26,24),-0.161721 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.0363527 # DEPENDENCYPART_SIBL
(26,15),(26,27),0.0339956 # DEPENDENCYPART_SIBL
(26,15),(26,28),-0.0215224 # DEPENDENCYPART_SIBL
(26,15),(26,29),-0.0468536 # DEPENDENCYPART_SIBL
(26,15),(26,30),-0.0398876 # DEPENDENCYPART_SIBL
(26,15),(26,31),-0.0417168 # DEPENDENCYPART_SIBL
(26,15),(26,32),-0.160004 # DEPENDENCYPART_SIBL
(26,17),(26,18),0.0315094 # DEPENDENCYPART_SIBL
(26,17),(26,19),0.0581503 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.0236124 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.0310961 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.00325261 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.0359747 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.0048208 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.32505 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.216196 # DEPENDENCYPART_SIBL
(26,17),(26,28),-0.0212345 # DEPENDENCYPART_SIBL
(26,17),(26,29),0.00252543 # DEPENDENCYPART_SIBL
(26,17),(26,30),-0.0240524 # DEPENDENCYPART_SIBL
(26,17),(26,31),0.00559806 # DEPENDENCYPART_SIBL
(26,17),(26,32),-0.116398 # DEPENDENCYPART_SIBL
(26,18),(26,19),0.0569261 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.102805 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.100782 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.1326 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.0510734 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.107154 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.0782727 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.0527349 # DEPENDENCYPART_SIBL
(26,18),(26,28),-0.0871835 # DEPENDENCYPART_SIBL
(26,18),(26,29),0.00995365 # DEPENDENCYPART_SIBL
(26,18),(26,30),-0.0432708 # DEPENDENCYPART_SIBL
(26,18),(26,31),0.0166087 # DEPENDENCYPART_SIBL
(26,18),(26,32),-0.121223 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.139111 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0939701 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.103327 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.14433 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.197367 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.015628 # DEPENDENCYPART_SIBL
(26,19),(26,27),0.515634 # DEPENDENCYPART_SIBL
(26,19),(26,28),0.0392317 # DEPENDENCYPART_SIBL
(26,19),(26,29),-0.0917671 # DEPENDENCYPART_SIBL
(26,19),(26,30),0.0649397 # DEPENDENCYPART_SIBL
(26,19),(26,31),-0.0891238 # DEPENDENCYPART_SIBL
(26,19),(26,32),0.0284596 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0181897 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.0385833 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.0156358 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.0555563 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.00108828 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0157254 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.0319637 # DEPENDENCYPART_SIBL
(26,20),(26,29),0.0875334 # DEPENDENCYPART_SIBL
(26,20),(26,30),-0.0619373 # DEPENDENCYPART_SIBL
(26,20),(26,31),0.0901275 # DEPENDENCYPART_SIBL
(26,20),(26,32),-0.100836 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.0267948 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0735528 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.118249 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0198036 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.194534 # DEPENDENCYPART_SIBL
(26,21),(26,28),0.174386 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.225629 # DEPENDENCYPART_SIBL
(26,21),(26,30),-0.0539809 # DEPENDENCYPART_SIBL
(26,21),(26,31),-0.221217 # DEPENDENCYPART_SIBL
(26,21),(26,32),-0.139271 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0492049 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.107484 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.284016 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.120371 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.0184197 # DEPENDENCYPART_SIBL
(26,22),(26,29),0.0252928 # DEPENDENCYPART_SIBL
(26,22),(26,30),-0.113835 # DEPENDENCYPART_SIBL
(26,22),(26,31),0.0286596 # DEPENDENCYPART_SIBL
(26,22),(26,32),-0.0829287 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0832656 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.106567 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0285462 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0485741 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.0207737 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.0297626 # DEPENDENCYPART_SIBL
(26,23),(26,31),0.0274288 # DEPENDENCYPART_SIBL
(26,23),(26,32),-0.0914062 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0863813 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.107863 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.131494 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0994134 # DEPENDENCYPART_SIBL
(26,24),(26,30),-0.092093 # DEPENDENCYPART_SIBL
(26,24),(26,31),-0.0927583 # DEPENDENCYPART_SIBL
(26,24),(26,32),-0.157918 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0224839 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0437863 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.012552 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.0147587 # DEPENDENCYPART_SIBL
(26,25),(26,31),-0.018383 # DEPENDENCYPART_SIBL
(26,25),(26,32),-0.0364068 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.060125 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0241339 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.310971 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.0258232 # DEPENDENCYPART_SIBL
(26,27),(26,32),-0.055617 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.00545981 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0412682 # DEPENDENCYPART_SIBL
(26,28),(26,31),0.000980352 # DEPENDENCYPART_SIBL
(26,28),(26,32),-0.143676 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.0930736 # DEPENDENCYPART_SIBL
(26,29),(26,31),-0.0406103 # DEPENDENCYPART_SIBL
(26,29),(26,32),-0.25098 # DEPENDENCYPART_SIBL
(26,30),(26,31),-0.0744058 # DEPENDENCYPART_SIBL
(26,30),(26,32),0.0206504 # DEPENDENCYPART_SIBL
(26,31),(26,32),-0.244336 # DEPENDENCYPART_SIBL
(27,1),(27,13),-0.146251 # DEPENDENCYPART_SIBL
(27,1),(27,18),-0.163487 # DEPENDENCYPART_SIBL
(27,1),(27,19),0.00767771 # DEPENDENCYPART_SIBL
(27,1),(27,20),0.0634362 # DEPENDENCYPART_SIBL
(27,1),(27,21),-0.0454644 # DEPENDENCYPART_SIBL
(27,1),(27,22),-0.0772539 # DEPENDENCYPART_SIBL
(27,1),(27,23),-0.19689 # DEPENDENCYPART_SIBL
(27,1),(27,24),-0.195521 # DEPENDENCYPART_SIBL
(27,1),(27,25),-0.146251 # DEPENDENCYPART_SIBL
(27,1),(27,26),-0.0380724 # DEPENDENCYPART_SIBL
(27,1),(27,28),-0.001893 # DEPENDENCYPART_SIBL
(27,1),(27,29),-0.0444189 # DEPENDENCYPART_SIBL
(27,1),(27,30),0.000983689 # DEPENDENCYPART_SIBL
(27,1),(27,31),-0.0397111 # DEPENDENCYPART_SIBL
(27,13),(27,18),0.036149 # DEPENDENCYPART_SIBL
(27,13),(27,19),0.126926 # DEPENDENCYPART_SIBL
(27,13),(27,20),0.0210496 # DEPENDENCYPART_SIBL
(27,13),(27,21),0.0251021 # DEPENDENCYPART_SIBL
(27,13),(27,22),0.00354467 # DEPENDENCYPART_SIBL
(27,13),(27,23),0.0216124 # DEPENDENCYPART_SIBL
(27,13),(27,24),0.0151777 # DEPENDENCYPART_SIBL
(27,13),(27,25),-0.176347 # DEPENDENCYPART_SIBL
(27,13),(27,26),0.0327215 # DEPENDENCYPART_SIBL
(27,13),(27,28),-0.00180731 # DEPENDENCYPART_SIBL
(27,13),(27,29),0.0040258 # DEPENDENCYPART_SIBL
(27,13),(27,30),0.00484661 # DEPENDENCYPART_SIBL
(27,13),(27,31),-0.001702 # DEPENDENCYPART_SIBL
(27,18),(27,19),0.0268754 # DEPENDENCYPART_SIBL
(27,18),(27,20),0.066447 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.0573818 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0740375 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.209643 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.208278 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.165059 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.0372739 # DEPENDENCYPART_SIBL
(27,18),(27,28),-0.00513178 # DEPENDENCYPART_SIBL
(27,18),(27,29),-0.0325624 # DEPENDENCYPART_SIBL
(27,18),(27,30),0.0118446 # DEPENDENCYPART_SIBL
(27,18),(27,31),-0.0278546 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.00708865 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.00280929 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.0771951 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.0210912 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0185757 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.087405 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.0283765 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.0231823 # DEPENDENCYPART_SIBL
(27,19),(27,29),-0.00836896 # DEPENDENCYPART_SIBL
(27,19),(27,30),-0.0205695 # DEPENDENCYPART_SIBL
(27,19),(27,31),-0.00600094 # DEPENDENCYPART_SIBL
(27,20),(27,21),0.0103798 # DEPENDENCYPART_SIBL
(27,20),(27,22),0.0292992 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0247425 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.01756 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.0562456 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.0168347 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0342143 # DEPENDENCYPART_SIBL
(27,20),(27,29),-0.00862442 # DEPENDENCYPART_SIBL
(27,20),(27,30),-0.0709664 # DEPENDENCYPART_SIBL
(27,20),(27,31),-0.00628554 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.0956026 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.0837091 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.0793241 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.282754 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.0118629 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.100983 # DEPENDENCYPART_SIBL
(27,21),(27,29),-0.186505 # DEPENDENCYPART_SIBL
(27,21),(27,30),-0.0363689 # DEPENDENCYPART_SIBL
(27,21),(27,31),-0.182217 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.089716 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.0888614 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.058461 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.0519112 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.00604954 # DEPENDENCYPART_SIBL
(27,22),(27,29),0.00943548 # DEPENDENCYPART_SIBL
(27,22),(27,30),0.00690259 # DEPENDENCYPART_SIBL
(27,22),(27,31),0.012551 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.18891 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.14553 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0306563 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.0139176 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.082309 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.0121681 # DEPENDENCYPART_SIBL
(27,23),(27,31),-0.0776013 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.160526 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.038518 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.00640037 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.0752727 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.000788028 # DEPENDENCYPART_SIBL
(27,24),(27,31),-0.070565 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0327215 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.00180731 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0040258 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.00484661 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.001702 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.000978285 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.00310636 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0267921 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.00554722 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.0329126 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.114354 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.041546 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.251168 # DEPENDENCYPART_SIBL
(27,29),(27,31),-0.122368 # DEPENDENCYPART_SIBL
(27,30),(27,31),-0.0176138 # DEPENDENCYPART_SIBL
(28,29),(28,30),-1.34859 # DEPENDENCYPART_SIBL
(28,29),(28,31),-1.4435 # DEPENDENCYPART_SIBL
(28,30),(28,31),-0.651139 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.084339 # DEPENDENCYPART_SIBL
(29,27),(29,31),-0.0675834 # DEPENDENCYPART_SIBL
(29,28),(29,31),0.106167 # DEPENDENCYPART_SIBL
(30,1),(30,10),-0.0321449 # DEPENDENCYPART_SIBL
(30,1),(30,11),-0.0361934 # DEPENDENCYPART_SIBL
(30,1),(30,12),0.0476062 # DEPENDENCYPART_SIBL
(30,1),(30,13),0.124967 # DEPENDENCYPART_SIBL
(30,1),(30,15),-0.0222169 # DEPENDENCYPART_SIBL
(30,1),(30,17),-0.263987 # DEPENDENCYPART_SIBL
(30,1),(30,18),-0.0172603 # DEPENDENCYPART_SIBL
(30,1),(30,19),0.0783797 # DEPENDENCYPART_SIBL
(30,1),(30,20),-0.0847169 # DEPENDENCYPART_SIBL
(30,1),(30,21),-0.075069 # DEPENDENCYPART_SIBL
(30,1),(30,23),-0.019967 # DEPENDENCYPART_SIBL
(30,1),(30,24),-0.0760436 # DEPENDENCYPART_SIBL
(30,1),(30,25),0.124967 # DEPENDENCYPART_SIBL
(30,1),(30,26),0.0173023 # DEPENDENCYPART_SIBL
(30,1),(30,27),0.0476062 # DEPENDENCYPART_SIBL
(30,1),(30,28),-0.0252389 # DEPENDENCYPART_SIBL
(30,1),(30,29),-0.0278408 # DEPENDENCYPART_SIBL
(30,1),(30,31),0.0487748 # DEPENDENCYPART_SIBL
(30,1),(30,32),-0.0855908 # DEPENDENCYPART_SIBL
(30,10),(30,11),0.0364665 # DEPENDENCYPART_SIBL
(30,10),(30,12),0.0293938 # DEPENDENCYPART_SIBL
(30,10),(30,13),0.0483895 # DEPENDENCYPART_SIBL
(30,10),(30,15),-0.025076 # DEPENDENCYPART_SIBL
(30,10),(30,17),0.00336627 # DEPENDENCYPART_SIBL
(30,10),(30,18),-0.0320275 # DEPENDENCYPART_SIBL
(30,10),(30,19),0.0487225 # DEPENDENCYPART_SIBL
(30,10),(30,20),0.0187043 # DEPENDENCYPART_SIBL
(30,10),(30,21),0.056847 # DEPENDENCYPART_SIBL
(30,10),(30,23),-0.0304074 # DEPENDENCYPART_SIBL
(30,10),(30,24),-0.0699492 # DEPENDENCYPART_SIBL
(30,10),(30,25),0.0483895 # DEPENDENCYPART_SIBL
(30,10),(30,26),0.0143707 # DEPENDENCYPART_SIBL
(30,10),(30,27),0.0293938 # DEPENDENCYPART_SIBL
(30,10),(30,28),0.0332001 # DEPENDENCYPART_SIBL
(30,10),(30,29),-0.0292862 # DEPENDENCYPART_SIBL
(30,10),(30,31),-0.0220623 # DEPENDENCYPART_SIBL
(30,10),(30,32),-0.210633 # DEPENDENCYPART_SIBL
(30,11),(30,12),0.0634657 # DEPENDENCYPART_SIBL
(30,11),(30,13),0.0665875 # DEPENDENCYPART_SIBL
(30,11),(30,15),-0.00837636 # DEPENDENCYPART_SIBL
(30,11),(30,17),0.0259741 # DEPENDENCYPART_SIBL
(30,11),(30,18),-0.0122843 # DEPENDENCYPART_SIBL
(30,11),(30,19),0.0827943 # DEPENDENCYPART_SIBL
(30,11),(30,20),0.0337781 # DEPENDENCYPART_SIBL
(30,11),(30,21),0.0797368 # DEPENDENCYPART_SIBL
(30,11),(30,23),-0.0106642 # DEPENDENCYPART_SIBL
(30,11),(30,24),-0.050206 # DEPENDENCYPART_SIBL
(30,11),(30,25),0.0665875 # DEPENDENCYPART_SIBL
(30,11),(30,26),0.0331672 # DEPENDENCYPART_SIBL
(30,11),(30,27),0.0634657 # DEPENDENCYPART_SIBL
(30,11),(30,28),0.0579722 # DEPENDENCYPART_SIBL
(30,11),(30,29),-0.00954305 # DEPENDENCYPART_SIBL
(30,11),(30,31),-0.00122135 # DEPENDENCYPART_SIBL
(30,11),(30,32),-0.189271 # DEPENDENCYPART_SIBL
(30,12),(30,13),0.00605505 # DEPENDENCYPART_SIBL
(30,12),(30,15),-0.106773 # DEPENDENCYPART_SIBL
(30,12),(30,17),-0.195512 # DEPENDENCYPART_SIBL
(30,12),(30,18),-0.143159 # DEPENDENCYPART_SIBL
(30,12),(30,19),-0.0296165 # DEPENDENCYPART_SIBL
(30,12),(30,20),-0.137289 # DEPENDENCYPART_SIBL
(30,12),(30,21),-0.0875275 # DEPENDENCYPART_SIBL
(30,12),(30,23),-0.14091 # DEPENDENCYPART_SIBL
(30,12),(30,24),-0.193947 # DEPENDENCYPART_SIBL
(30,12),(30,25),0.00605505 # DEPENDENCYPART_SIBL
(30,12),(30,26),-0.0364835 # DEPENDENCYPART_SIBL
(30,12),(30,27),-0.0477998 # DEPENDENCYPART_SIBL
(30,12),(30,28),-0.0662161 # DEPENDENCYPART_SIBL
(30,12),(30,29),-0.145335 # DEPENDENCYPART_SIBL
(30,12),(30,31),-0.150229 # DEPENDENCYPART_SIBL
(30,12),(30,32),-0.0232331 # DEPENDENCYPART_SIBL
(30,13),(30,15),-0.0951443 # DEPENDENCYPART_SIBL
(30,13),(30,17),-0.0172572 # DEPENDENCYPART_SIBL
(30,13),(30,18),-0.0051607 # DEPENDENCYPART_SIBL
(30,13),(30,19),0.0821899 # DEPENDENCYPART_SIBL
(30,13),(30,20),-0.0195382 # DEPENDENCYPART_SIBL
(30,13),(30,21),-0.0131114 # DEPENDENCYPART_SIBL
(30,13),(30,23),0.00282882 # DEPENDENCYPART_SIBL
(30,13),(30,24),-0.0560306 # DEPENDENCYPART_SIBL
(30,13),(30,25),0.020552 # DEPENDENCYPART_SIBL
(30,13),(30,26),0.0531232 # DEPENDENCYPART_SIBL
(30,13),(30,27),0.0302626 # DEPENDENCYPART_SIBL
(30,13),(30,28),0.0104658 # DEPENDENCYPART_SIBL
(30,13),(30,29),-0.0114875 # DEPENDENCYPART_SIBL
(30,13),(30,31),-0.018383 # DEPENDENCYPART_SIBL
(30,13),(30,32),-0.0364068 # DEPENDENCYPART_SIBL
(30,15),(30,17),-0.0916722 # DEPENDENCYPART_SIBL
(30,15),(30,18),-0.121015 # DEPENDENCYPART_SIBL
(30,15),(30,19),0.0490415 # DEPENDENCYPART_SIBL
(30,15),(30,20),-0.0298276 # DEPENDENCYPART_SIBL
(30,15),(30,21),0.0186987 # DEPENDENCYPART_SIBL
(30,15),(30,23),-0.120481 # DEPENDENCYPART_SIBL
(30,15),(30,24),-0.161721 # DEPENDENCYPART_SIBL
(30,15),(30,25),-0.0363527 # DEPENDENCYPART_SIBL
(30,15),(30,26),-0.05446 # DEPENDENCYPART_SIBL
(30,15),(30,27),0.0304174 # DEPENDENCYPART_SIBL
(30,15),(30,28),-0.00630258 # DEPENDENCYPART_SIBL
(30,15),(30,29),-0.117919 # DEPENDENCYPART_SIBL
(30,15),(30,31),-0.0417168 # DEPENDENCYPART_SIBL
(30,15),(30,32),-0.160004 # DEPENDENCYPART_SIBL
(30,17),(30,18),0.0315094 # DEPENDENCYPART_SIBL
(30,17),(30,19),0.0581503 # DEPENDENCYPART_SIBL
(30,17),(30,20),-0.0236124 # DEPENDENCYPART_SIBL
(30,17),(30,21),0.0310961 # DEPENDENCYPART_SIBL
(30,17),(30,23),0.0359747 # DEPENDENCYPART_SIBL
(30,17),(30,24),-0.0048208 # DEPENDENCYPART_SIBL
(30,17),(30,25),0.32505 # DEPENDENCYPART_SIBL
(30,17),(30,26),-0.0155279 # DEPENDENCYPART_SIBL
(30,17),(30,27),0.0388423 # DEPENDENCYPART_SIBL
(30,17),(30,28),-0.00427713 # DEPENDENCYPART_SIBL
(30,17),(30,29),0.0306447 # DEPENDENCYPART_SIBL
(30,17),(30,31),0.00559806 # DEPENDENCYPART_SIBL
(30,17),(30,32),-0.116398 # DEPENDENCYPART_SIBL
(30,18),(30,19),0.0569261 # DEPENDENCYPART_SIBL
(30,18),(30,20),-0.102805 # DEPENDENCYPART_SIBL
(30,18),(30,21),-0.100782 # DEPENDENCYPART_SIBL
(30,18),(30,23),-0.0510734 # DEPENDENCYPART_SIBL
(30,18),(30,24),-0.107154 # DEPENDENCYPART_SIBL
(30,18),(30,25),0.0782727 # DEPENDENCYPART_SIBL
(30,18),(30,26),-0.00201728 # DEPENDENCYPART_SIBL
(30,18),(30,27),0.0261526 # DEPENDENCYPART_SIBL
(30,18),(30,28),-0.0489848 # DEPENDENCYPART_SIBL
(30,18),(30,29),-0.0589472 # DEPENDENCYPART_SIBL
(30,18),(30,31),0.0166087 # DEPENDENCYPART_SIBL
(30,18),(30,32),-0.121223 # DEPENDENCYPART_SIBL
(30,19),(30,20),-0.139111 # DEPENDENCYPART_SIBL
(30,19),(30,21),-0.0939701 # DEPENDENCYPART_SIBL
(30,19),(30,23),-0.14433 # DEPENDENCYPART_SIBL
(30,19),(30,24),-0.197367 # DEPENDENCYPART_SIBL
(30,19),(30,25),0.015628 # DEPENDENCYPART_SIBL
(30,19),(30,26),-0.0383059 # DEPENDENCYPART_SIBL
(30,19),(30,27),-0.0496231 # DEPENDENCYPART_SIBL
(30,19),(30,28),-0.071066 # DEPENDENCYPART_SIBL
(30,19),(30,29),-0.148755 # DEPENDENCYPART_SIBL
(30,19),(30,31),-0.0891238 # DEPENDENCYPART_SIBL
(30,19),(30,32),0.0284596 # DEPENDENCYPART_SIBL
(30,20),(30,21),0.0181897 # DEPENDENCYPART_SIBL
(30,20),(30,23),-0.0156358 # DEPENDENCYPART_SIBL
(30,20),(30,24),-0.0555563 # DEPENDENCYPART_SIBL
(30,20),(30,25),-0.00108828 # DEPENDENCYPART_SIBL
(30,20),(30,26),-0.0058644 # DEPENDENCYPART_SIBL
(30,20),(30,27),0.0048542 # DEPENDENCYPART_SIBL
(30,20),(30,28),-0.0025112 # DEPENDENCYPART_SIBL
(30,20),(30,29),-0.0198073 # DEPENDENCYPART_SIBL
(30,20),(30,31),0.0901275 # DEPENDENCYPART_SIBL
(30,20),(30,32),-0.100836 # DEPENDENCYPART_SIBL
(30,21),(30,23),-0.0735528 # DEPENDENCYPART_SIBL
(30,21),(30,24),-0.118249 # DEPENDENCYPART_SIBL
(30,21),(30,25),0.0198036 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.00602578 # DEPENDENCYPART_SIBL
(30,21),(30,27),0.0117632 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.0392926 # DEPENDENCYPART_SIBL
(30,21),(30,29),-0.0809275 # DEPENDENCYPART_SIBL
(30,21),(30,31),-0.221217 # DEPENDENCYPART_SIBL
(30,21),(30,32),-0.139271 # DEPENDENCYPART_SIBL
(30,23),(30,24),-0.0832656 # DEPENDENCYPART_SIBL
(30,23),(30,25),0.106567 # DEPENDENCYPART_SIBL
(30,23),(30,26),0.0119266 # DEPENDENCYPART_SIBL
(30,23),(30,27),0.0423712 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.0293073 # DEPENDENCYPART_SIBL
(30,23),(30,29),-0.0350628 # DEPENDENCYPART_SIBL
(30,23),(30,31),0.0274288 # DEPENDENCYPART_SIBL
(30,23),(30,32),-0.0914062 # DEPENDENCYPART_SIBL
(30,24),(30,25),0.0863813 # DEPENDENCYPART_SIBL
(30,24),(30,26),0.00259154 # DEPENDENCYPART_SIBL
(30,24),(30,27),0.0324165 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.0400861 # DEPENDENCYPART_SIBL
(30,24),(30,29),-0.0502658 # DEPENDENCYPART_SIBL
(30,24),(30,31),-0.0927583 # DEPENDENCYPART_SIBL
(30,24),(30,32),-0.157918 # DEPENDENCYPART_SIBL
(30,25),(30,26),0.0531232 # DEPENDENCYPART_SIBL
