# _root_ Na setkání vedoucích pracovníků firem , které se na jeho výstavbě podílejí , se členy městské rady to uvedl ředitel společnosti Inženýring dopravních staveb Bohumil Kvasnička .
#goldHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,2,14,17,15,19,0,26,20,21,24,22,26,19,0,
#predictedHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,19,14,17,15,19,0,26,20,21,24,22,26,19,0,
(19,23),(19,27),-0.151662 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.150806 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.150806 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.12634 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.144203 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.1298 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.129488 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.075933 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0628332 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0614715 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.112784 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0337334 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0614715 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0614715 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0652146 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0668141 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0564605 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0778968 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0668142 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0668141 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0942264 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0517023 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0916965 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0942264 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0942264 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.00814916 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.105679 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.108209 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.108209 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0435921 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0435248 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0435248 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.125552 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.125552 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.10821 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.00265472 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.000975701 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0925563 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.018845 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0128944 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0140318 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.000145814 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0115432 # DEPENDENCYPART_SIBL
(21,15),(21,26),0.0128944 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.177636 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0688864 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.169353 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0404455 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0595944 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0127074 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0404454 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.0404455 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0894929 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.023496 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.028409 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0151088 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0156604 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0270579 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.028409 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.111769 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0692318 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0748939 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0803145 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0692318 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0692318 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00996226 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0238006 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0227109 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0113134 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.00996226 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0518065 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0272272 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.029757 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.029757 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0149718 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0149045 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0149045 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0471001 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0471001 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0297578 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0485605 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0507841 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.00357978 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0582161 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0528601 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.173851 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0454263 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.038456 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0384559 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.119894 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.000193457 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0956312 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0176758 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.00820881 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.00348676 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.00123005 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.0126275 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.0139786 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.00185266 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0925678 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0223268 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.00355778 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.00240973 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0167447 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0281421 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0294933 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.000386258 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.110737 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.116763 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0546445 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.080141 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0690583 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0690583 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.101376 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0951455 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.00628204 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0216266 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0102292 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.00887803 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.00968938 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00780515 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0114297 # DEPENDENCYPART_SIBL
(22,21),(22,25),-3.23147e-05 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.00131885 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0179431 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0280861 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0280188 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0280188 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.153712 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0773707 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0773707 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.208751 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0600284 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.204921 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.20461 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.00777897 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.000586516 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0047094 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0461776 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0502564 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.0502564 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.149566 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.150508 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0395244 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0394902 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0394902 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.113127 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0217427 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0213939 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0200427 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00528654 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.00493769 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.00358655 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.116343 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.116343 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.109752 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.110712 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.116737 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.119213 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.103179 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0538645 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0538644 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.104746 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0951172 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0955263 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0176933 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.00496238 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.00631355 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0130611 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.00668117 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.00773088 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0151593 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0165104 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0213149 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0066463 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0326308 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.033982 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.00596762 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0228449 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.022845 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.129931 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0519769 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.210341 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.21003 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0951455 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.0955545 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0181896 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0967193 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.00887803 # DEPENDENCYPART_SIBL
(25,20),(25,27),-0.00968938 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.00670945 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.00723458 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.00787424 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.00131885 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0179431 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.00615 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0146175 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0187904 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.00259588 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.183113 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0115276 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.127175 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0281458 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.000878102 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.20461 # DEPENDENCYPART_SIBL
(26,4),(26,15),0.00681823 # DEPENDENCYPART_SIBL
(26,4),(26,17),0.00306653 # DEPENDENCYPART_SIBL
(26,4),(26,20),-0.0148027 # DEPENDENCYPART_SIBL
(26,4),(26,21),0.0110819 # DEPENDENCYPART_SIBL
(26,4),(26,22),0.0114826 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.00618839 # DEPENDENCYPART_SIBL
(26,4),(26,24),0.0126474 # DEPENDENCYPART_SIBL
(26,4),(26,25),0.0108726 # DEPENDENCYPART_SIBL
(26,4),(26,27),-0.000389598 # DEPENDENCYPART_SIBL
(26,15),(26,17),0.000193457 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.0176758 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.00820881 # DEPENDENCYPART_SIBL
(26,15),(26,22),0.00860953 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.00619536 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.00977432 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.00799956 # DEPENDENCYPART_SIBL
(26,15),(26,27),-0.00185266 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.0223268 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.00355778 # DEPENDENCYPART_SIBL
(26,17),(26,22),0.0039585 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.00904483 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.00512329 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.00334853 # DEPENDENCYPART_SIBL
(26,17),(26,27),0.000386258 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0951455 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.0955545 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.0181896 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0967193 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0949446 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.00968938 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.00670945 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.00723458 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.00787424 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.00609948 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0179431 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.00615 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0146175 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0128427 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.00259588 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.183113 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.183913 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.127175 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0118526 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.000878102 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.025528 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.231979 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.14645 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.038674 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0408569 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.00241729 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.235068 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.240221 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.30371 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.47803 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.389151 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.448283 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.247988 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.230165 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.74994 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.126083 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.171151 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.324478 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.510071 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.931131 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.426416 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.469051 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.271858 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.190005 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.773809 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.130778 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.163727 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.340893 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.510644 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.93066 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.425448 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.467716 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.257647 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.29901 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.692457 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.759598 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.283729 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0767643 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.247875 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.280854 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.31516 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.7565 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.130363 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.207495 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.680774 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.701759 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.313637 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.329969 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.0997771 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.12526 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.145386 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.195526 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.382581 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.815052 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.128491 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.166464 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.337078 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.152923 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.411904 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.18048 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.469522 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.280784 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.00754491 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.0280608 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.583694 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.153242 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.0826332 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.419254 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),-0.0789626 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),0.0132778 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.283729 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.0767643 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.280854 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.31516 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.234007 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.936215 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.212704 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.775477 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.467914 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.446658 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.571459 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.308019 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.393662 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.445328 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.207495 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.473359 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.310027 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.0583661 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.186792 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.236931 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.364322 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.851017 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.0833351 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.186406 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.378483 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.420534 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.152688 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.441334 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.416477 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.597151 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.572926 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.135389 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.539884 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.205479 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.134869 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.504505 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.367018 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.0267263 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),0.0655141 # DEPENDENCYPART_GRANDPAR
(0,19),(19,27),-0.410344 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.860775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.184493 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.294834 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.305256 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.18264 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.342673 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),0.0927857 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),0.193829 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.0952992 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.161906 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.01338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.2879 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.257044 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.271534 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.350213 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.107048 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.134123 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),1.77715 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.508889 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.355234 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.228301 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.808111 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.250917 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.0428069 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),0.137242 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.00108454 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.218493 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),1.74876 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.535901 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0774597 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.222845 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.803427 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.266038 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.0480322 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.154338 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.270423 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-1.19188 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.201397 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.6306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.109016 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.437902 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.968239 # DEPENDENCYPART_GRANDPAR
