# _root_ Je to ale otázka úhlu pohledu : nejde o žádné zničení - jde o směr , směřování , které se - je - li upřímné a zásadní - brzy ztratí z dohledu .
#goldHeads=7,1,0,1,4,5,3,12,8,11,9,7,12,13,16,14,16,30,30,30,24,24,24,30,26,22,26,24,30,17,30,31,0,
#predictedHeads=3,1,0,1,4,5,3,12,8,11,9,0,12,13,14,14,16,24,22,22,24,24,24,17,26,22,26,24,30,28,30,31,0,
(24,17),(24,18),-0.0355069 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0807909 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.120749 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0807909 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0329614 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.00612374 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0334322 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.0249363 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.0295545 # DEPENDENCYPART_SIBL
(24,17),(24,30),-0.0138383 # DEPENDENCYPART_SIBL
(24,17),(24,33),-0.0298209 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.399515 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.035318 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.399515 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.117881 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.00149251 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.117805 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.141753 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0978291 # DEPENDENCYPART_SIBL
(24,18),(24,30),0.117852 # DEPENDENCYPART_SIBL
(24,18),(24,33),-0.107634 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0815766 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.127245 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0795155 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0121119 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0794743 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.727056 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.150023 # DEPENDENCYPART_SIBL
(24,21),(24,30),0.162426 # DEPENDENCYPART_SIBL
(24,21),(24,33),0.184744 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.741574 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0708774 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.10413 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0709158 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0161861 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0327866 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.0324486 # DEPENDENCYPART_SIBL
(24,22),(24,33),-0.0477621 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0795155 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0121119 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0794743 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.727056 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.150023 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.162426 # DEPENDENCYPART_SIBL
(24,23),(24,33),0.184744 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0478624 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.157647 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0432251 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.030441 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.0187914 # DEPENDENCYPART_SIBL
(24,25),(24,33),-0.123093 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0241676 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.00132095 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0279609 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.0622312 # DEPENDENCYPART_SIBL
(24,26),(24,33),0.0802747 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0441804 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.030478 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.0187915 # DEPENDENCYPART_SIBL
(24,27),(24,33),-0.125001 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.0506078 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.0657921 # DEPENDENCYPART_SIBL
(24,28),(24,33),-0.167331 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0457689 # DEPENDENCYPART_SIBL
(24,29),(24,33),-0.0970254 # DEPENDENCYPART_SIBL
(24,30),(24,33),0.0339929 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0664364 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.104855 # DEPENDENCYPART_SIBL
(25,20),(25,31),-0.00723461 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.161467 # DEPENDENCYPART_SIBL
(25,23),(25,31),-0.0229283 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.0475699 # DEPENDENCYPART_SIBL
(26,6),(26,7),-0.19729 # DEPENDENCYPART_SIBL
(26,6),(26,9),-0.0798844 # DEPENDENCYPART_SIBL
(26,6),(26,11),-0.0252582 # DEPENDENCYPART_SIBL
(26,6),(26,14),-0.0798844 # DEPENDENCYPART_SIBL
(26,6),(26,15),-0.0272962 # DEPENDENCYPART_SIBL
(26,6),(26,16),0.110327 # DEPENDENCYPART_SIBL
(26,6),(26,17),-0.0253417 # DEPENDENCYPART_SIBL
(26,6),(26,18),0.110327 # DEPENDENCYPART_SIBL
(26,6),(26,19),-0.159874 # DEPENDENCYPART_SIBL
(26,6),(26,20),-0.0270881 # DEPENDENCYPART_SIBL
(26,6),(26,21),-0.124931 # DEPENDENCYPART_SIBL
(26,6),(26,22),0.0251011 # DEPENDENCYPART_SIBL
(26,6),(26,23),-0.124931 # DEPENDENCYPART_SIBL
(26,6),(26,24),-0.075972 # DEPENDENCYPART_SIBL
(26,6),(26,25),-0.268528 # DEPENDENCYPART_SIBL
(26,6),(26,27),-0.0379206 # DEPENDENCYPART_SIBL
(26,6),(26,28),-0.0308729 # DEPENDENCYPART_SIBL
(26,6),(26,29),-0.0392391 # DEPENDENCYPART_SIBL
(26,6),(26,30),-0.0333922 # DEPENDENCYPART_SIBL
(26,6),(26,31),-0.0348737 # DEPENDENCYPART_SIBL
(26,6),(26,32),0.0381123 # DEPENDENCYPART_SIBL
(26,6),(26,33),-0.0893521 # DEPENDENCYPART_SIBL
(26,7),(26,9),-0.03043 # DEPENDENCYPART_SIBL
(26,7),(26,11),-0.0327651 # DEPENDENCYPART_SIBL
(26,7),(26,14),-0.03043 # DEPENDENCYPART_SIBL
(26,7),(26,15),-0.0360532 # DEPENDENCYPART_SIBL
(26,7),(26,16),0.0267647 # DEPENDENCYPART_SIBL
(26,7),(26,17),-0.0328032 # DEPENDENCYPART_SIBL
(26,7),(26,18),0.0267647 # DEPENDENCYPART_SIBL
(26,7),(26,19),0.0343296 # DEPENDENCYPART_SIBL
(26,7),(26,20),-0.101666 # DEPENDENCYPART_SIBL
(26,7),(26,21),0.0146079 # DEPENDENCYPART_SIBL
(26,7),(26,22),0.0926708 # DEPENDENCYPART_SIBL
(26,7),(26,23),0.0146079 # DEPENDENCYPART_SIBL
(26,7),(26,24),0.115499 # DEPENDENCYPART_SIBL
(26,7),(26,25),-0.0511097 # DEPENDENCYPART_SIBL
(26,7),(26,27),-0.0124984 # DEPENDENCYPART_SIBL
(26,7),(26,28),0.185905 # DEPENDENCYPART_SIBL
(26,7),(26,29),-0.0622325 # DEPENDENCYPART_SIBL
(26,7),(26,30),0.0613842 # DEPENDENCYPART_SIBL
(26,7),(26,31),-0.118457 # DEPENDENCYPART_SIBL
(26,7),(26,32),-0.129434 # DEPENDENCYPART_SIBL
(26,7),(26,33),-0.0103602 # DEPENDENCYPART_SIBL
(26,9),(26,11),-0.0713881 # DEPENDENCYPART_SIBL
(26,9),(26,14),0.0843151 # DEPENDENCYPART_SIBL
(26,9),(26,15),-0.0726867 # DEPENDENCYPART_SIBL
(26,9),(26,16),0.0198036 # DEPENDENCYPART_SIBL
(26,9),(26,17),-0.0714261 # DEPENDENCYPART_SIBL
(26,9),(26,18),0.0198036 # DEPENDENCYPART_SIBL
(26,9),(26,19),-0.0781925 # DEPENDENCYPART_SIBL
(26,9),(26,20),0.0299935 # DEPENDENCYPART_SIBL
(26,9),(26,21),-0.0715087 # DEPENDENCYPART_SIBL
(26,9),(26,22),-0.0210689 # DEPENDENCYPART_SIBL
(26,9),(26,23),-0.0715087 # DEPENDENCYPART_SIBL
(26,9),(26,24),-0.0200357 # DEPENDENCYPART_SIBL
(26,9),(26,25),-0.0211241 # DEPENDENCYPART_SIBL
(26,9),(26,27),-0.0993257 # DEPENDENCYPART_SIBL
(26,9),(26,28),-0.0770924 # DEPENDENCYPART_SIBL
(26,9),(26,29),-0.0567297 # DEPENDENCYPART_SIBL
(26,9),(26,30),-0.201117 # DEPENDENCYPART_SIBL
(26,9),(26,31),0.279367 # DEPENDENCYPART_SIBL
(26,9),(26,32),-0.222093 # DEPENDENCYPART_SIBL
(26,9),(26,33),-0.139271 # DEPENDENCYPART_SIBL
(26,11),(26,14),-0.0769032 # DEPENDENCYPART_SIBL
(26,11),(26,15),-0.0199653 # DEPENDENCYPART_SIBL
(26,11),(26,16),0.11578 # DEPENDENCYPART_SIBL
(26,11),(26,17),-0.0180108 # DEPENDENCYPART_SIBL
(26,11),(26,18),0.11578 # DEPENDENCYPART_SIBL
(26,11),(26,19),-0.156865 # DEPENDENCYPART_SIBL
(26,11),(26,20),-0.0240511 # DEPENDENCYPART_SIBL
(26,11),(26,21),-0.12072 # DEPENDENCYPART_SIBL
(26,11),(26,22),0.0281084 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.12072 # DEPENDENCYPART_SIBL
(26,11),(26,24),-0.0729916 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.265543 # DEPENDENCYPART_SIBL
(26,11),(26,27),-0.0286576 # DEPENDENCYPART_SIBL
(26,11),(26,28),-0.0274602 # DEPENDENCYPART_SIBL
(26,11),(26,29),-0.0306535 # DEPENDENCYPART_SIBL
(26,11),(26,30),-0.0256428 # DEPENDENCYPART_SIBL
(26,11),(26,31),-0.026212 # DEPENDENCYPART_SIBL
(26,11),(26,32),0.064483 # DEPENDENCYPART_SIBL
(26,11),(26,33),-0.0831603 # DEPENDENCYPART_SIBL
(26,14),(26,15),-0.0726867 # DEPENDENCYPART_SIBL
(26,14),(26,16),0.0198036 # DEPENDENCYPART_SIBL
(26,14),(26,17),-0.0714261 # DEPENDENCYPART_SIBL
(26,14),(26,18),0.0198036 # DEPENDENCYPART_SIBL
(26,14),(26,19),-0.0781925 # DEPENDENCYPART_SIBL
(26,14),(26,20),0.0299935 # DEPENDENCYPART_SIBL
(26,14),(26,21),-0.0715087 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.0210689 # DEPENDENCYPART_SIBL
(26,14),(26,23),-0.0715087 # DEPENDENCYPART_SIBL
(26,14),(26,24),-0.0200357 # DEPENDENCYPART_SIBL
(26,14),(26,25),-0.0211241 # DEPENDENCYPART_SIBL
(26,14),(26,27),-0.0993257 # DEPENDENCYPART_SIBL
(26,14),(26,28),-0.0770924 # DEPENDENCYPART_SIBL
(26,14),(26,29),-0.0567297 # DEPENDENCYPART_SIBL
(26,14),(26,30),-0.201117 # DEPENDENCYPART_SIBL
(26,14),(26,31),0.279367 # DEPENDENCYPART_SIBL
(26,14),(26,32),-0.222093 # DEPENDENCYPART_SIBL
(26,14),(26,33),-0.139271 # DEPENDENCYPART_SIBL
(26,15),(26,16),0.185353 # DEPENDENCYPART_SIBL
(26,15),(26,17),0.0291489 # DEPENDENCYPART_SIBL
(26,15),(26,18),0.185353 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.128326 # DEPENDENCYPART_SIBL
(26,15),(26,20),0.00448725 # DEPENDENCYPART_SIBL
(26,15),(26,21),-0.0682258 # DEPENDENCYPART_SIBL
(26,15),(26,22),0.0566506 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.0682258 # DEPENDENCYPART_SIBL
(26,15),(26,24),-0.0444532 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.237005 # DEPENDENCYPART_SIBL
(26,15),(26,27),-0.0286955 # DEPENDENCYPART_SIBL
(26,15),(26,28),-0.0219429 # DEPENDENCYPART_SIBL
(26,15),(26,29),-0.0309433 # DEPENDENCYPART_SIBL
(26,15),(26,30),-0.0254884 # DEPENDENCYPART_SIBL
(26,15),(26,31),-0.0262494 # DEPENDENCYPART_SIBL
(26,15),(26,32),0.0605234 # DEPENDENCYPART_SIBL
(26,15),(26,33),-0.0804215 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.00412715 # DEPENDENCYPART_SIBL
(26,16),(26,18),0.020552 # DEPENDENCYPART_SIBL
(26,16),(26,19),0.192244 # DEPENDENCYPART_SIBL
(26,16),(26,20),-0.0951443 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.0273723 # DEPENDENCYPART_SIBL
(26,16),(26,22),0.00827718 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.0273723 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.116907 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.016446 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.0156283 # DEPENDENCYPART_SIBL
(26,16),(26,28),-0.0359132 # DEPENDENCYPART_SIBL
(26,16),(26,29),-0.00340329 # DEPENDENCYPART_SIBL
(26,16),(26,30),0.00117867 # DEPENDENCYPART_SIBL
(26,16),(26,31),-0.0599265 # DEPENDENCYPART_SIBL
(26,16),(26,32),-0.0180496 # DEPENDENCYPART_SIBL
(26,16),(26,33),-0.0364068 # DEPENDENCYPART_SIBL
(26,17),(26,18),0.118405 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.157014 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.0242004 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.119473 # DEPENDENCYPART_SIBL
(26,17),(26,22),0.0264944 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.119473 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.0731409 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.265692 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.0252648 # DEPENDENCYPART_SIBL
(26,17),(26,28),-0.0186064 # DEPENDENCYPART_SIBL
(26,17),(26,29),-0.0272154 # DEPENDENCYPART_SIBL
(26,17),(26,30),-0.0213769 # DEPENDENCYPART_SIBL
(26,17),(26,31),-0.0229824 # DEPENDENCYPART_SIBL
(26,17),(26,32),0.0707978 # DEPENDENCYPART_SIBL
(26,17),(26,33),-0.077085 # DEPENDENCYPART_SIBL
(26,18),(26,19),0.192244 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.0951443 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.0273723 # DEPENDENCYPART_SIBL
(26,18),(26,22),0.00827718 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.0273723 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.116907 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.016446 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.0156283 # DEPENDENCYPART_SIBL
(26,18),(26,28),-0.0359132 # DEPENDENCYPART_SIBL
(26,18),(26,29),-0.00340329 # DEPENDENCYPART_SIBL
(26,18),(26,30),0.00117867 # DEPENDENCYPART_SIBL
(26,18),(26,31),-0.0599265 # DEPENDENCYPART_SIBL
(26,18),(26,32),-0.0180496 # DEPENDENCYPART_SIBL
(26,18),(26,33),-0.0364068 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.0230308 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0505965 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.107541 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.0505965 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.00254718 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.0509231 # DEPENDENCYPART_SIBL
(26,19),(26,27),0.0239462 # DEPENDENCYPART_SIBL
(26,19),(26,28),-0.0203016 # DEPENDENCYPART_SIBL
(26,19),(26,29),-0.0507792 # DEPENDENCYPART_SIBL
(26,19),(26,30),0.081676 # DEPENDENCYPART_SIBL
(26,19),(26,31),-0.0608776 # DEPENDENCYPART_SIBL
(26,19),(26,32),-0.0513162 # DEPENDENCYPART_SIBL
(26,19),(26,33),-0.108841 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.082448 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.0157226 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.082448 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.0508412 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.0913939 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0531334 # DEPENDENCYPART_SIBL
(26,20),(26,28),-0.0566474 # DEPENDENCYPART_SIBL
(26,20),(26,29),-0.0701536 # DEPENDENCYPART_SIBL
(26,20),(26,30),0.0274915 # DEPENDENCYPART_SIBL
(26,20),(26,31),-0.0100164 # DEPENDENCYPART_SIBL
(26,20),(26,32),-0.0406106 # DEPENDENCYPART_SIBL
(26,20),(26,33),-0.160004 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.0031622 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0819226 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0200012 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.130495 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0128871 # DEPENDENCYPART_SIBL
(26,21),(26,28),0.762859 # DEPENDENCYPART_SIBL
(26,21),(26,29),0.0111044 # DEPENDENCYPART_SIBL
(26,21),(26,30),0.0373782 # DEPENDENCYPART_SIBL
(26,21),(26,31),-0.025192 # DEPENDENCYPART_SIBL
(26,21),(26,32),-0.0242505 # DEPENDENCYPART_SIBL
(26,21),(26,33),0.0501591 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.0339312 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.111721 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.136379 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.026246 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.00145376 # DEPENDENCYPART_SIBL
(26,22),(26,29),0.000144624 # DEPENDENCYPART_SIBL
(26,22),(26,30),0.451848 # DEPENDENCYPART_SIBL
(26,22),(26,31),-0.0120243 # DEPENDENCYPART_SIBL
(26,22),(26,32),-0.132711 # DEPENDENCYPART_SIBL
(26,22),(26,33),-0.0267922 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0200012 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.130495 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0128871 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.762859 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.0111044 # DEPENDENCYPART_SIBL
(26,23),(26,30),0.0373782 # DEPENDENCYPART_SIBL
(26,23),(26,31),-0.025192 # DEPENDENCYPART_SIBL
(26,23),(26,32),-0.0242505 # DEPENDENCYPART_SIBL
(26,23),(26,33),0.0501591 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0814324 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0325576 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.00379271 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.00633802 # DEPENDENCYPART_SIBL
(26,24),(26,30),-0.0158007 # DEPENDENCYPART_SIBL
(26,24),(26,31),-0.00738731 # DEPENDENCYPART_SIBL
(26,24),(26,32),-0.0172193 # DEPENDENCYPART_SIBL
(26,24),(26,33),-0.0675259 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.644622 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0377162 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.0848289 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.221915 # DEPENDENCYPART_SIBL
(26,25),(26,31),-0.0861651 # DEPENDENCYPART_SIBL
(26,25),(26,32),0.00211852 # DEPENDENCYPART_SIBL
(26,25),(26,33),-0.121908 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.013983 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.0395689 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.47719 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.0065486 # DEPENDENCYPART_SIBL
(26,27),(26,32),-0.193419 # DEPENDENCYPART_SIBL
(26,27),(26,33),-0.165301 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0187122 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.297456 # DEPENDENCYPART_SIBL
(26,28),(26,31),0.00011938 # DEPENDENCYPART_SIBL
(26,28),(26,32),-0.0502694 # DEPENDENCYPART_SIBL
(26,28),(26,33),-0.138441 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.227051 # DEPENDENCYPART_SIBL
(26,29),(26,31),0.0981183 # DEPENDENCYPART_SIBL
(26,29),(26,32),0.0273913 # DEPENDENCYPART_SIBL
(26,29),(26,33),-0.0818906 # DEPENDENCYPART_SIBL
(26,30),(26,31),-0.00450413 # DEPENDENCYPART_SIBL
(26,30),(26,32),0.0272383 # DEPENDENCYPART_SIBL
(26,30),(26,33),-0.0540815 # DEPENDENCYPART_SIBL
(26,31),(26,32),0.00181373 # DEPENDENCYPART_SIBL
(26,31),(26,33),-0.122907 # DEPENDENCYPART_SIBL
(26,32),(26,33),-0.243997 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.000564556 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.00396121 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.033065 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.0398864 # DEPENDENCYPART_SIBL
(27,25),(27,32),0.0152329 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.00881661 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.00361442 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.0104417 # DEPENDENCYPART_SIBL
(27,28),(27,32),0.0307283 # DEPENDENCYPART_SIBL
(27,29),(27,30),0.0225725 # DEPENDENCYPART_SIBL
(27,29),(27,31),0.104785 # DEPENDENCYPART_SIBL
(27,29),(27,32),0.0826934 # DEPENDENCYPART_SIBL
(27,30),(27,31),-0.0167861 # DEPENDENCYPART_SIBL
(27,30),(27,32),0.00529799 # DEPENDENCYPART_SIBL
(27,31),(27,32),-0.0575092 # DEPENDENCYPART_SIBL
(28,1),(28,12),0.0598315 # DEPENDENCYPART_SIBL
(28,1),(28,13),-0.0938582 # DEPENDENCYPART_SIBL
(28,1),(28,18),-0.180159 # DEPENDENCYPART_SIBL
(28,1),(28,19),-0.118228 # DEPENDENCYPART_SIBL
(28,1),(28,21),0.0598315 # DEPENDENCYPART_SIBL
(28,1),(28,22),-0.0841345 # DEPENDENCYPART_SIBL
(28,1),(28,23),0.0598315 # DEPENDENCYPART_SIBL
(28,1),(28,24),-0.117336 # DEPENDENCYPART_SIBL
(28,1),(28,25),-0.133508 # DEPENDENCYPART_SIBL
(28,1),(28,26),-0.0777753 # DEPENDENCYPART_SIBL
(28,1),(28,27),-0.135161 # DEPENDENCYPART_SIBL
(28,1),(28,29),0.0373711 # DEPENDENCYPART_SIBL
(28,1),(28,30),0.618363 # DEPENDENCYPART_SIBL
(28,1),(28,31),-0.00932579 # DEPENDENCYPART_SIBL
(28,1),(28,32),-0.0477704 # DEPENDENCYPART_SIBL
(28,1),(28,33),-0.0599367 # DEPENDENCYPART_SIBL
(28,12),(28,13),0.100867 # DEPENDENCYPART_SIBL
(28,12),(28,18),0.0232069 # DEPENDENCYPART_SIBL
(28,12),(28,19),0.102448 # DEPENDENCYPART_SIBL
(28,12),(28,21),0.362413 # DEPENDENCYPART_SIBL
(28,12),(28,22),0.143468 # DEPENDENCYPART_SIBL
(28,12),(28,23),0.362413 # DEPENDENCYPART_SIBL
(28,12),(28,24),0.126205 # DEPENDENCYPART_SIBL
(28,12),(28,25),-0.00869616 # DEPENDENCYPART_SIBL
(28,12),(28,26),0.0247317 # DEPENDENCYPART_SIBL
(28,12),(28,27),-0.00760445 # DEPENDENCYPART_SIBL
(28,12),(28,29),0.0601333 # DEPENDENCYPART_SIBL
(28,12),(28,30),0.0353211 # DEPENDENCYPART_SIBL
(28,12),(28,31),-0.0765664 # DEPENDENCYPART_SIBL
(28,12),(28,32),0.0527099 # DEPENDENCYPART_SIBL
(28,12),(28,33),-0.0981853 # DEPENDENCYPART_SIBL
(28,13),(28,18),-0.200181 # DEPENDENCYPART_SIBL
(28,13),(28,19),-0.111247 # DEPENDENCYPART_SIBL
(28,13),(28,21),0.0326366 # DEPENDENCYPART_SIBL
(28,13),(28,22),-0.0494853 # DEPENDENCYPART_SIBL
(28,13),(28,23),0.0326366 # DEPENDENCYPART_SIBL
(28,13),(28,24),-0.109032 # DEPENDENCYPART_SIBL
(28,13),(28,25),-0.133442 # DEPENDENCYPART_SIBL
(28,13),(28,26),-0.0410896 # DEPENDENCYPART_SIBL
(28,13),(28,27),-0.135099 # DEPENDENCYPART_SIBL
(28,13),(28,29),0.152941 # DEPENDENCYPART_SIBL
(28,13),(28,30),0.568409 # DEPENDENCYPART_SIBL
(28,13),(28,31),0.115778 # DEPENDENCYPART_SIBL
(28,13),(28,32),0.00529461 # DEPENDENCYPART_SIBL
(28,13),(28,33),0.0149672 # DEPENDENCYPART_SIBL
(28,18),(28,19),0.154357 # DEPENDENCYPART_SIBL
(28,18),(28,21),0.300364 # DEPENDENCYPART_SIBL
(28,18),(28,22),0.072586 # DEPENDENCYPART_SIBL
(28,18),(28,23),0.300364 # DEPENDENCYPART_SIBL
(28,18),(28,24),0.0929298 # DEPENDENCYPART_SIBL
(28,18),(28,25),-0.0215773 # DEPENDENCYPART_SIBL
(28,18),(28,26),0.0548567 # DEPENDENCYPART_SIBL
(28,18),(28,27),-0.0185992 # DEPENDENCYPART_SIBL
(28,18),(28,29),0.0119127 # DEPENDENCYPART_SIBL
(28,18),(28,30),0.0371526 # DEPENDENCYPART_SIBL
(28,18),(28,31),-0.0339435 # DEPENDENCYPART_SIBL
(28,18),(28,32),-0.00186388 # DEPENDENCYPART_SIBL
(28,18),(28,33),-0.103519 # DEPENDENCYPART_SIBL
(28,19),(28,21),0.292656 # DEPENDENCYPART_SIBL
(28,19),(28,22),0.132201 # DEPENDENCYPART_SIBL
(28,19),(28,23),0.292656 # DEPENDENCYPART_SIBL
(28,19),(28,24),0.0468338 # DEPENDENCYPART_SIBL
(28,19),(28,25),-0.00720622 # DEPENDENCYPART_SIBL
(28,19),(28,26),0.0506668 # DEPENDENCYPART_SIBL
(28,19),(28,27),-0.00887952 # DEPENDENCYPART_SIBL
(28,19),(28,29),-0.0175221 # DEPENDENCYPART_SIBL
(28,19),(28,30),0.0336828 # DEPENDENCYPART_SIBL
(28,19),(28,31),-0.0755055 # DEPENDENCYPART_SIBL
(28,19),(28,32),-0.0219037 # DEPENDENCYPART_SIBL
(28,19),(28,33),-0.122606 # DEPENDENCYPART_SIBL
(28,21),(28,22),0.143468 # DEPENDENCYPART_SIBL
(28,21),(28,23),0.362413 # DEPENDENCYPART_SIBL
(28,21),(28,24),0.126205 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.00869616 # DEPENDENCYPART_SIBL
