# _root_ Za prvé bych chtěl připomenout to , že má být prodloužení věkové hranice postupné , že je rozloženo v čase a že k němu má dojít úplně až v roce 2007 .
#goldHeads=4,1,4,0,4,5,21,15,8,9,15,13,11,10,21,15,16,17,18,19,6,21,26,23,22,25,26,30,25,29,30,0,
#predictedHeads=4,1,4,0,4,5,21,21,8,9,9,13,11,10,16,21,16,17,18,19,6,21,26,23,22,25,26,30,26,29,30,0,
(21,13),(21,26),-0.0467898 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.040634 # DEPENDENCYPART_SIBL
(21,13),(21,29),-0.0775987 # DEPENDENCYPART_SIBL
(21,13),(21,31),-0.0489281 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.325193 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0132442 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0049412 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.032061 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00414316 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0268929 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0398769 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.039925 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.14737 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.21976 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.0767094 # DEPENDENCYPART_SIBL
(21,14),(21,29),-0.0345179 # DEPENDENCYPART_SIBL
(21,14),(21,31),-0.0271052 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.248106 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.00827718 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0136656 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0104658 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.00271786 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.41882 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0106877 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.166978 # DEPENDENCYPART_SIBL
(21,15),(21,26),0.0143722 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.00331484 # DEPENDENCYPART_SIBL
(21,15),(21,29),-0.0437863 # DEPENDENCYPART_SIBL
(21,15),(21,31),0.0179193 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.177541 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.186772 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.149101 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.13791 # DEPENDENCYPART_SIBL
(21,16),(21,22),1.93062 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0301513 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.044887 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.116767 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.0146035 # DEPENDENCYPART_SIBL
(21,16),(21,29),-0.0968746 # DEPENDENCYPART_SIBL
(21,16),(21,31),0.000915131 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0299491 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.00480784 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.115843 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.10882 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.00475715 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.537387 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.456868 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.00221655 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.0442103 # DEPENDENCYPART_SIBL
(21,17),(21,31),0.0123041 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0662161 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.14126 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0947597 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0179311 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.573848 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.469815 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0218423 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.0215825 # DEPENDENCYPART_SIBL
(21,18),(21,31),-0.00805904 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0345007 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0562096 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.240867 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0512077 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0361581 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.0379517 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.466383 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.00736603 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0979463 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0310783 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0059156 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.031286 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0309171 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.0597213 # DEPENDENCYPART_SIBL
(21,20),(21,31),-0.0363851 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.124561 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.255312 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.254626 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.00689142 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0920026 # DEPENDENCYPART_SIBL
(21,22),(21,31),-0.0342237 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.488495 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.501752 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0471047 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0516209 # DEPENDENCYPART_SIBL
(21,23),(21,31),0.00137947 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.822051 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0757296 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.0674187 # DEPENDENCYPART_SIBL
(21,25),(21,31),-0.020801 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.000457818 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.0587481 # DEPENDENCYPART_SIBL
(21,26),(21,31),-0.0324692 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.0930618 # DEPENDENCYPART_SIBL
(21,27),(21,31),0.0137759 # DEPENDENCYPART_SIBL
(21,29),(21,31),0.0975801 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.232826 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0742907 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.157322 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.00103319 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.514951 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.580065 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.585425 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0119015 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.0762868 # DEPENDENCYPART_SIBL
(22,25),(22,26),-1.13702 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.130036 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.10026 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.163673 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.0908275 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0719502 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.349839 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.35379 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.996726 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.066283 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.515871 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.550056 # DEPENDENCYPART_SIBL
(25,1),(25,10),-0.0231365 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.0587393 # DEPENDENCYPART_SIBL
(25,1),(25,12),-0.0664251 # DEPENDENCYPART_SIBL
(25,1),(25,13),-0.0587136 # DEPENDENCYPART_SIBL
(25,1),(25,14),-0.0664251 # DEPENDENCYPART_SIBL
(25,1),(25,17),0.0717795 # DEPENDENCYPART_SIBL
(25,1),(25,18),0.0271707 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.0631291 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.0622614 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.0267642 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.139527 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.061347 # DEPENDENCYPART_SIBL
(25,1),(25,27),0.0432715 # DEPENDENCYPART_SIBL
(25,1),(25,28),0.00651098 # DEPENDENCYPART_SIBL
(25,1),(25,29),-0.0344507 # DEPENDENCYPART_SIBL
(25,1),(25,30),0.0670025 # DEPENDENCYPART_SIBL
(25,1),(25,31),0.156159 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.0548426 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.0629712 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.0559266 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.0629712 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.256819 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.230557 # DEPENDENCYPART_SIBL
(25,10),(25,19),0.0724568 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.0554866 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0586557 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.0189515 # DEPENDENCYPART_SIBL
(25,10),(25,26),-0.0354516 # DEPENDENCYPART_SIBL
(25,10),(25,27),0.00465126 # DEPENDENCYPART_SIBL
(25,10),(25,28),-0.0865178 # DEPENDENCYPART_SIBL
(25,10),(25,29),0.0270711 # DEPENDENCYPART_SIBL
(25,10),(25,30),-0.0883031 # DEPENDENCYPART_SIBL
(25,10),(25,31),-0.0847329 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.22379 # DEPENDENCYPART_SIBL
(25,11),(25,13),-0.276338 # DEPENDENCYPART_SIBL
(25,11),(25,14),-0.22379 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.0119674 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.0469299 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.0877588 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.277286 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.089519 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.122934 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.0367118 # DEPENDENCYPART_SIBL
(25,11),(25,27),-0.0505369 # DEPENDENCYPART_SIBL
(25,11),(25,28),-0.0543391 # DEPENDENCYPART_SIBL
(25,11),(25,29),-0.0453016 # DEPENDENCYPART_SIBL
(25,11),(25,30),-0.0782429 # DEPENDENCYPART_SIBL
(25,11),(25,31),-0.0686265 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.102496 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.018294 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.000704299 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.00217889 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.00104726 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.103492 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.0429362 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.0105501 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.0419024 # DEPENDENCYPART_SIBL
(25,12),(25,27),-0.0467495 # DEPENDENCYPART_SIBL
(25,12),(25,28),-0.0493827 # DEPENDENCYPART_SIBL
(25,12),(25,29),-0.0497532 # DEPENDENCYPART_SIBL
(25,12),(25,30),-0.0361775 # DEPENDENCYPART_SIBL
(25,12),(25,31),-0.0533494 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.249756 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.0680988 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.0936502 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.111708 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.32822 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.119828 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.147959 # DEPENDENCYPART_SIBL
(25,13),(25,26),-0.0370355 # DEPENDENCYPART_SIBL
(25,13),(25,27),-0.0408009 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.0524035 # DEPENDENCYPART_SIBL
(25,13),(25,29),-0.0498669 # DEPENDENCYPART_SIBL
(25,13),(25,30),-0.0809359 # DEPENDENCYPART_SIBL
(25,13),(25,31),-0.0664086 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.000704299 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.00217889 # DEPENDENCYPART_SIBL
(25,14),(25,19),0.00104726 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.103234 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.0429362 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.0105501 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.0418967 # DEPENDENCYPART_SIBL
(25,14),(25,27),-0.0467495 # DEPENDENCYPART_SIBL
(25,14),(25,28),-0.0493827 # DEPENDENCYPART_SIBL
(25,14),(25,29),-0.0532785 # DEPENDENCYPART_SIBL
(25,14),(25,30),-0.0369732 # DEPENDENCYPART_SIBL
(25,14),(25,31),-0.0533494 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.275373 # DEPENDENCYPART_SIBL
(25,17),(25,19),0.0599016 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.030818 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0891553 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0614546 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.0296829 # DEPENDENCYPART_SIBL
(25,17),(25,27),-0.02226 # DEPENDENCYPART_SIBL
(25,17),(25,28),-0.0417936 # DEPENDENCYPART_SIBL
(25,17),(25,29),-0.0214163 # DEPENDENCYPART_SIBL
(25,17),(25,30),-0.0160643 # DEPENDENCYPART_SIBL
(25,17),(25,31),-0.0737124 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.0116712 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0498529 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0882311 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0986541 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.0019596 # DEPENDENCYPART_SIBL
(25,18),(25,27),-0.0330962 # DEPENDENCYPART_SIBL
(25,18),(25,28),-0.0939897 # DEPENDENCYPART_SIBL
(25,18),(25,29),-0.0407237 # DEPENDENCYPART_SIBL
(25,18),(25,30),-0.0586864 # DEPENDENCYPART_SIBL
(25,18),(25,31),-0.0990248 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.048014 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0454388 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.140184 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.148415 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.0609403 # DEPENDENCYPART_SIBL
(25,19),(25,28),-0.00270427 # DEPENDENCYPART_SIBL
(25,19),(25,29),0.0582308 # DEPENDENCYPART_SIBL
(25,19),(25,30),0.0427894 # DEPENDENCYPART_SIBL
(25,19),(25,31),0.0928775 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.100485 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.128518 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0368097 # DEPENDENCYPART_SIBL
(25,20),(25,27),-0.0506151 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.0542215 # DEPENDENCYPART_SIBL
(25,20),(25,29),-0.0444295 # DEPENDENCYPART_SIBL
(25,20),(25,30),-0.0831956 # DEPENDENCYPART_SIBL
(25,20),(25,31),-0.0689921 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.172568 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.103502 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.125578 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0866374 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.161224 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.174216 # DEPENDENCYPART_SIBL
(25,22),(25,31),-0.123598 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0276922 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0318211 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0278188 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0828779 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.0271357 # DEPENDENCYPART_SIBL
(25,23),(25,31),0.0827878 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0227888 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.033503 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.112387 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.0246397 # DEPENDENCYPART_SIBL
(25,26),(25,31),0.0157825 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0603354 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.0477401 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.00257606 # DEPENDENCYPART_SIBL
(25,27),(25,31),0.0549876 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.0829297 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.0553042 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.0605844 # DEPENDENCYPART_SIBL
(25,29),(25,30),0.151131 # DEPENDENCYPART_SIBL
(25,29),(25,31),0.261716 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.048092 # DEPENDENCYPART_SIBL
(26,6),(26,17),-0.0178593 # DEPENDENCYPART_SIBL
(26,6),(26,19),0.056768 # DEPENDENCYPART_SIBL
(26,6),(26,20),-0.0375983 # DEPENDENCYPART_SIBL
(26,6),(26,22),-0.0513495 # DEPENDENCYPART_SIBL
(26,6),(26,23),0.0598782 # DEPENDENCYPART_SIBL
(26,6),(26,25),-0.0680076 # DEPENDENCYPART_SIBL
(26,6),(26,27),-0.0107407 # DEPENDENCYPART_SIBL
(26,6),(26,28),-0.0885558 # DEPENDENCYPART_SIBL
(26,6),(26,29),-0.00384209 # DEPENDENCYPART_SIBL
(26,6),(26,30),-0.0879151 # DEPENDENCYPART_SIBL
(26,6),(26,31),-0.0097392 # DEPENDENCYPART_SIBL
(26,17),(26,19),0.103399 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.0010855 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.0923402 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.00783519 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.313249 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.0214588 # DEPENDENCYPART_SIBL
(26,17),(26,28),-0.0391803 # DEPENDENCYPART_SIBL
(26,17),(26,29),-0.0287175 # DEPENDENCYPART_SIBL
(26,17),(26,30),0.0158075 # DEPENDENCYPART_SIBL
(26,17),(26,31),-0.0558801 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.0136663 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.0475744 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.0827584 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.0426502 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.018734 # DEPENDENCYPART_SIBL
(26,19),(26,28),-0.0535145 # DEPENDENCYPART_SIBL
(26,19),(26,29),0.0213423 # DEPENDENCYPART_SIBL
(26,19),(26,30),0.00788772 # DEPENDENCYPART_SIBL
(26,19),(26,31),0.0480639 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0547167 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.0201029 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.0645252 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0308803 # DEPENDENCYPART_SIBL
(26,20),(26,28),-0.0414155 # DEPENDENCYPART_SIBL
(26,20),(26,29),-0.0127837 # DEPENDENCYPART_SIBL
(26,20),(26,30),-0.0533769 # DEPENDENCYPART_SIBL
(26,20),(26,31),-0.0273006 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.129798 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.196036 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.155797 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.116659 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.209442 # DEPENDENCYPART_SIBL
(26,22),(26,30),-0.198434 # DEPENDENCYPART_SIBL
(26,22),(26,31),-0.137564 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.160439 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0109461 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0501032 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.086489 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.0382261 # DEPENDENCYPART_SIBL
(26,23),(26,31),0.0677752 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0576109 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.117588 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.0863948 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.0388742 # DEPENDENCYPART_SIBL
(26,25),(26,31),-0.110751 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.048141 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0567373 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.0110454 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.035079 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0622554 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0594574 # DEPENDENCYPART_SIBL
(26,28),(26,31),-0.0648885 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.000204955 # DEPENDENCYPART_SIBL
(26,29),(26,31),0.171379 # DEPENDENCYPART_SIBL
(26,30),(26,31),-0.0151194 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.00679912 # DEPENDENCYPART_SIBL
(27,23),(27,29),0.288848 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.0814454 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.00321443 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0429187 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.0399436 # DEPENDENCYPART_SIBL
(28,23),(28,25),-0.0872812 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.0211866 # DEPENDENCYPART_SIBL
(28,23),(28,29),0.175749 # DEPENDENCYPART_SIBL
(28,23),(28,30),0.0292384 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0158484 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.067188 # DEPENDENCYPART_SIBL
(28,25),(28,30),0.00217551 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.103832 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.125892 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.00919415 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0576142 # DEPENDENCYPART_SIBL
(29,28),(29,31),0.0190845 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.611431 # DEPENDENCYPART_SIBL
(30,23),(30,27),-0.0254103 # DEPENDENCYPART_SIBL
(30,23),(30,28),0.0153188 # DEPENDENCYPART_SIBL
(30,23),(30,29),-0.163796 # DEPENDENCYPART_SIBL
(30,23),(30,31),-0.132635 # DEPENDENCYPART_SIBL
(30,23),(30,32),-0.136646 # DEPENDENCYPART_SIBL
(30,27),(30,28),0.110638 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.113943 # DEPENDENCYPART_SIBL
(30,27),(30,31),0.0339924 # DEPENDENCYPART_SIBL
(30,27),(30,32),-0.162989 # DEPENDENCYPART_SIBL
(30,28),(30,29),-0.0897119 # DEPENDENCYPART_SIBL
(30,28),(30,31),0.0413829 # DEPENDENCYPART_SIBL
(30,28),(30,32),-0.0388828 # DEPENDENCYPART_SIBL
(30,29),(30,31),-0.152341 # DEPENDENCYPART_SIBL
(30,29),(30,32),-0.134352 # DEPENDENCYPART_SIBL
(30,31),(30,32),-0.251252 # DEPENDENCYPART_SIBL
(31,23),(31,29),0.057527 # DEPENDENCYPART_SIBL
(31,23),(31,30),0.0915041 # DEPENDENCYPART_SIBL
(31,23),(31,32),-0.075227 # DEPENDENCYPART_SIBL
(31,29),(31,30),0.121227 # DEPENDENCYPART_SIBL
(31,29),(31,32),-0.114282 # DEPENDENCYPART_SIBL
(31,30),(31,32),-0.117357 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0135719 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.26608 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.44349 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.391396 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.00498368 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.247766 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.396782 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.186704 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.493284 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.235405 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0106763 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.551445 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0077594 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.211633 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.149078 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0711031 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.317988 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.518051 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.174234 # DEPENDENCYPART_GRANDPAR
(0,4),(4,31),-0.350012 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.247679 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0232626 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.474288 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.628694 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.2212 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.18763 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0185992 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.32528 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.526963 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.212786 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.204298 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.389054 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.267837 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.34517 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.337555 # DEPENDENCYPART_GRANDPAR
