# _root_ Zjistil , že se guma dobře váže s kukuřičným sirupem , který je schopen absorbovat prakticky jakoukoliv chuťovou esenci .
#goldHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,17,19,19,15,0,
#predictedHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,15,19,19,15,0,
(11,15),(15,7),-1.07845 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.01113 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.11503 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.72018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0666736 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0763171 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.30969 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.343052 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.573057 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.578543 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.423029 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.459103 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.895866 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.181235 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.27239 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.856336 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.724922 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.269262 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.970955 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-1.20906 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),-0.0765874 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.169939 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.438211 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.571392 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.610331 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.485932 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.88932 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.618868 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0522754 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.428567 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.274664 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.609364 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.101088 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.678969 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.963452 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.856718 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.565755 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.20429 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.35783 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.34044 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.435224 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.901788 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.691657 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.06707 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.190372 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.10026 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.15224 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.480467 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.899848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.514416 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.279685 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.196397 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.514274 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.650669 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.359298 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.748492 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.440038 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.076264 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.385775 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.0915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.146809 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.145564 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.394733 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.763203 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.137265 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-1.21832 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.09718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,15),-0.0515473 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.114264 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.390897 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.554674 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.629428 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.935344 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.446938 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.750622 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.818396 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-1.05623 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.615654 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.744913 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-1.33315 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.214436 # DEPENDENCYPART_GRANDPAR
(13,1),(1,14),0.0678477 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.627088 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-1.31664 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.427334 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.586705 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.614161 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.541312 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-1.08164 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.496117 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.587828 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.981537 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0427787 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.423891 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.656584 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.86184 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-2.19756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.0677242 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),0.0297079 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.789889 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-1.31059 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.706861 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.565124 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.262327 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.359981 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-1.0341 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.02896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,1),-0.949013 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-1.17368 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.723747 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.766851 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.782257 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.969618 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.745295 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-1.23256 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-1.32171 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.220602 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.14082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),0.0676714 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),0.0102285 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.627264 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.537556 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-1.17257 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.465498 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.773061 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.916608 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.42595 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.17425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,19),-0.645875 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.750326 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.01815 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.542929 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.593951 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.387003 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.995418 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.541912 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.709238 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.359666 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0745942 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.19744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.0673674 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.0298343 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.575336 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-1.17293 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.36216 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-1.31664 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-1.24132 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.735749 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.553635 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.05403 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-1.15007 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.714614 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-1.07715 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.46449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-0.242321 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.766778 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.964299 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.417619 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.00146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.222162 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.116585 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.609167 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.657869 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.948416 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.0623486 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.825977 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.2231 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.105381 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.77809 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.48986 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.77821 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.631397 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.1689 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.38671 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.31286 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.748664 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.69264 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.0573 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.133826 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.56247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.308535 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.210189 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.381362 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.596371 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.168242 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.721214 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.13583 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.0982942 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),1.03064 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.542628 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0704269 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.577273 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.117372 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.442612 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0651109 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.668982 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0278533 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.161488 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.722112 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-1.61415 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.383433 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),1.28265 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.187355 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.130002 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.21513 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.606791 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.542924 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.647885 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.376677 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.259984 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.19872 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.269129 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.524321 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-1.19483 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.737819 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.46051 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-1.00326 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.271424 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.77521 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0676533 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.181813 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.312013 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),0.331136 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.221643 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.687624 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.226889 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.228765 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.30001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,19),-0.254619 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.38336 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.939973 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.666759 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.31907 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.526396 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.952718 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.207174 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.497667 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.712173 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.332374 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.707872 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.808714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.198205 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.389582 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.207977 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.413678 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.062791 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.987593 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.512298 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),1.03773 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.113124 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.246677 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.138399 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.366573 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-1.04786 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.644872 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),1.16741 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.246902 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.543516 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.399834 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0549008 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.497991 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.0963737 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.044201 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.537784 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.247783 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.269336 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.301681 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.366234 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.0342936 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.851086 # DEPENDENCYPART_GRANDPAR
(15,1),(1,16),-0.0629041 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-1.10347 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.12899 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.427972 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.358358 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.30785 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.776147 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.158117 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.233775 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.204429 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.27225 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0943469 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.176423 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.0634184 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.168148 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.347111 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.63783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,1),-0.558142 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.97276 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.342026 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.374236 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0315206 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.0147406 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.104615 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.0515999 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.689112 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.772627 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.320301 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.0352066 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.452545 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.226849 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.302063 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.335795 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.354789 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0404592 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.363064 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.851191 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.73223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.0630804 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),0.38176 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.778592 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.143529 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.140013 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.128322 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.259434 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0681485 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),0.175301 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.309468 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),0.227652 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.210755 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.232608 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.208802 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.109114 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.308122 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.338228 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.16877 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.346309 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.63771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.0450649 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.417491 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),0.632035 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-1.10347 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.932603 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.387138 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.418185 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.33767 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.855725 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.314703 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.255395 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.425057 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.99465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.239027 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.0738885 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.284703 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.00568383 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.600511 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),0.723983 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.682154 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.745809 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),0.037274 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.472759 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.242139 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.423932 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.380317 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0589661 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.318784 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.282112 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.586867 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.680454 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.89726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.20233 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.343108 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.483214 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),0.145669 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.938338 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),0.0924865 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.302456 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.434212 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.400086 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.63849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.0710409 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),0.487779 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.712638 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.803901 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.378539 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.840649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.0419833 # DEPENDENCYPART_GRANDPAR
