# _root_ Sociální demokraté namítají , že vláda se školným přichází v době , kdy rostou náklady na základní životní potřeby .
#goldHeads=2,3,0,5,3,9,9,7,5,9,10,14,14,11,14,15,19,19,16,0,
#predictedHeads=2,3,0,5,3,9,6,7,5,9,10,14,14,11,14,15,19,19,16,0,
(11,13),(13,16),-0.132075 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.473113 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.243648 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-2.73721 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.99407 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.78159 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.556322 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.99362 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.19398 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.62475 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.75843 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.16203 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.39353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),1.17428 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),1.49142 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.309651 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0410274 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.568816 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.549149 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0542664 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.210039 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.06599 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.935004 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.155361 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.615318 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.585302 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.642628 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.186838 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.1289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.743845 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.19745 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.603298 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.597507 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0615263 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.367549 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),1.13559 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.025027 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.129343 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.775047 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.128823 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.328555 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-1.06214 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.943704 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.284161 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.28362 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.586183 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.553138 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.186319 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.119669 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.241308 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.361102 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.28848 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.116746 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.264073 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.156766 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.134131 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.212784 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.366121 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.337168 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.168614 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.230317 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.155762 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.0487095 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-2.18164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,14),-0.767281 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.327 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.491339 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.40876 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.522521 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.512657 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.578507 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.306604 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.468079 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.15103 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.473477 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.400162 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.449049 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.248366 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.12922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.717608 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.275475 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.457049 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.383607 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.28053 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.234402 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.160648 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0445508 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.205806 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.31289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.604183 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.768245 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.874945 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.561284 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.117853 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.296498 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.226665 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.360819 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.382117 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.136116 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.155658 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0253916 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.20999 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.76707 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.142328 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.215515 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.348684 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.472238 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.363714 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0614414 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.115992 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.224339 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0463982 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.27658 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.18197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.652831 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.7673 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-1.06247 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.957195 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.04042 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.04888 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-1.01178 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0618267 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.11012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.502904 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.54614 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.956711 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.251741 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.164323 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.3118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.581789 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.767113 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.11142 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.873465 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.17311 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.09847 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.01907 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.912278 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.95277 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.868357 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.946536 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.828289 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.845086 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.0046 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.6527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.155018 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.34763 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.299036 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.324716 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.315279 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.23272 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.0943 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.01082 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.20352 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.07794 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.12125 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.24414 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.01031 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.11681 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.21832 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.53021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0509406 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0621157 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.00581749 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0978472 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.229833 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0818514 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.408128 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.996516 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.121786 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0796031 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.226312 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.350903 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0940477 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.522426 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.11133 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.56353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,15),-0.070058 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.157563 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.299873 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.170085 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.524644 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.0973348 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.115896 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0509546 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.592532 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.315613 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.594016 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.992979 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),-0.11757 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.0763189 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.0306269 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.180129 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.328006 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.512675 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.430611 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.167801 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.491981 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.357133 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.178504 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.0597935 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.0738555 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.540205 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.157509 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.308052 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.294028 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.17235 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.0495151 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.121165 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.00298993 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.0582613 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.145672 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.747174 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.449734 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.543225 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.337392 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.384709 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.204653 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.248796 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.268519 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.489804 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.302213 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0733014 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.109157 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0747203 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.0321034 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.0758648 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.244552 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.66117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.188056 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.505538 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.513373 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0864814 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0244559 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.0898729 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.540359 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.152216 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.310809 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.360789 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.313974 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.174088 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.00952172 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.119205 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0105436 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.11459 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.057456 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.71174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.145691 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.571652 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.486003 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.697182 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.923681 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.644971 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.161651 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.132325 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.76046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.171887 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.827822 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0455453 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0092853 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.241527 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.63985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.187997 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.703633 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.505136 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.839726 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.0563 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.449734 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.543225 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.682368 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.509792 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.483264 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.248508 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.423745 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.457602 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.203354 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.399541 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.78873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.327033 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.998832 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.70635 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.894756 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.35161 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.818897 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.592932 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.657834 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.754528 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.689042 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.614631 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.400977 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.562453 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.567172 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.439766 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.527552 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.504737 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.04647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0979239 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.118957 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.292676 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.320045 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.464972 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.316986 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.437324 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.45101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.11592 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.220173 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.234455 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.597545 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.310933 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.783874 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.621548 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0366492 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.198172 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.235368 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.339846 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.316426 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.433409 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.44406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,15),-0.125092 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0948099 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.182641 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.228405 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.300762 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.16521 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.304781 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.995986 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.32032 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.102569 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.458717 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.144375 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.107781 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.745392 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.743235 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.383322 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.330862 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.736752 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.4318 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.574303 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.113015 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-2.41169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,1),-0.163848 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.697809 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-1.4538 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.421309 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.257938 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.693945 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.527032 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.829849 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.616818 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.935758 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.487671 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.73536 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.53466 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.307648 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-2.79624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,2),-0.489185 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-1.03794 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.451808 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.512167 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.508712 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.113366 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.235136 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.544974 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.170119 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.252464 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.32124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,16),0.0146804 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-1.0868 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.102085 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.434029 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.415987 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.645301 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.445976 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.000283029 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.147098 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.175804 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.530802 # DEPENDENCYPART_GRANDPAR
