# _root_ Milionový poplatek za vydání osvědčení , které umožňuje vést lékárnu , zakázalo vybírat Ministerstvo pro hospodářskou soutěž .
#goldHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
#predictedHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
(9,11),(11,12),-0.713944 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.843371 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.987643 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0491825 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.432662 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.246669 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.609227 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.536506 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.631902 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.04494 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.963852 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.320761 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.12147 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.3556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.708864 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.220863 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.420832 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-1.02358 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.135572 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-1.02007 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.504752 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.324435 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.618076 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.563051 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.640751 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.05379 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.972701 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.32961 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.13032 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.34926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.714091 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.22708 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.132108 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-1.00322 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.119658 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-1.0135 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.48439 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.317304 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),1.12274 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0015443 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.814782 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.252242 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.316601 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0346168 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.506835 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.747452 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.34966 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.383979 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.590322 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.0887107 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.648926 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.30519 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.330668 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.791951 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.9994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,14),-1.21871 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.706797 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.335902 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.223229 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.2878 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.302225 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.119037 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.179681 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.991072 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.15716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.295502 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.0233 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.376262 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.371 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.849838 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.74483 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.74302 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.35956 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.994769 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.41219 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.98512 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.38687 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.916972 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.78474 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.05442 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.07505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.470322 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.178299 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.386665 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.240505 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.589796 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.65098 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.03691 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.967433 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.08978 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.66247 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.27924 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.772355 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.71097 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.981713 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.08745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.895414 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.344885 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.00297105 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.193087 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.483545 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.368676 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.427575 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.03691 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.976282 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.08978 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.66247 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.27924 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.772355 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.71097 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.981714 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.08814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.895217 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.145784 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0173055 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.18315 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.481186 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.354342 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.424929 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.743523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,15),-0.225462 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.555235 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.958179 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.405656 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.389656 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.180321 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.433308 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.362026 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.526679 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.173419 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0241592 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.179191 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.116018 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.188609 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0362337 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.0634863 # DEPENDENCYPART_GRANDPAR
(11,2),(2,12),-0.615476 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.751138 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.124697 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.181806 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.252801 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.155936 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.02701 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0776668 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.298178 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.192145 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.117464 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.167287 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.040207 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.0674596 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.297915 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.07834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.615551 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.751213 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-1.00256 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0229934 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0692687 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.161007 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.112857 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.164699 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0385794 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.065832 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.303924 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.07834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.615477 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.751139 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.158172 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.297035 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.460063 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.388418 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.454745 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.105317 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0798693 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0978217 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.03937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.571887 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.707548 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.20938 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0474061 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.150526 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.790705 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.0393087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.0332016 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.195023 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0738784 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.152254 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.229467 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.139871 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0986791 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.300941 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.94894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.61787 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.754442 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.07591 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.09005 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.06523 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.716298 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0304052 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.0168252 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.200438 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0902549 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.168631 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.231593 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.162309 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0737154 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.253771 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.94824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.615869 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.752441 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.07714 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.08937 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.06646 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.17127 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0521052 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.07834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.615476 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.751138 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.13576 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.00256 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.860383 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.04627 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.14129 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.11794 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.19203 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.765029 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.663047 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.813556 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.784919 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.70105 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.30374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.00837806 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0560751 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.206724 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.252329 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0419051 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.185699 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.04627 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.15014 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.11794 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.19203 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.765029 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.663047 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.813557 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.78492 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.70105 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.30387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.241718 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.04707 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.199444 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.252627 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0329 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.185705 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.750864 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.262507 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.342883 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.142582 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.235965 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.39172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,14),-0.0634622 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.29187 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.188464 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.256597 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.215995 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.470809 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.0711858 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.00949066 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.170693 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.663769 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.783583 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-2.08256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),0.0126006 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.273217 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.00926798 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.18529 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.442346 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.476671 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.203475 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.192408 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.156824 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.500984 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.574862 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.690285 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.8101 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.221039 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.337763 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-2.08249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),0.012675 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.09778 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.472249 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.199693 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.111151 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.504727 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.581734 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.674609 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.794424 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.218166 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.33402 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.08241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),0.0127496 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.185771 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.0128529 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.234541 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.32292 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.502279 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0348965 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.153538 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.12792 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.557477 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.43925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.344089 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.481441 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.487214 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.073287 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.0183657 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.232966 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.0409975 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.30375 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.356135 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.543649 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.528053 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.922575 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.224803 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.206692 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.621697 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.17901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.0847594 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.310835 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.322167 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.683822 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.989747 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.234188 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0503922 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.307004 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.36553 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.553043 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.520591 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.935713 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0397699 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.225824 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.596703 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.16989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.0756358 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.301261 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.314222 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.674248 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.720631 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.458605 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.33402 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.08241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0127507 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.0679232 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.0977791 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.185771 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0128529 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.234541 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.32292 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.502279 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.676553 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.940746 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.445876 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.343465 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.123953 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.43925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.344089 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.773705 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.536933 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.18475 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.430148 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.59891 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.736795 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.92037 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.07199 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.556458 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.50368 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.384577 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.542045 # DEPENDENCYPART_GRANDPAR
