# _root_ V rámci pomoci Spojenců byl na území Slovenska přepravován vojenský , zdravotnický , spojovací a technický materiál .
#goldHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
#predictedHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
(9,15),(15,7),-1.15803 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.60894 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.53559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-6.02583e-05 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0891119 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.538809 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0715784 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.771702 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-1.02279 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.277593 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.379015 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.465099 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.0285493 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0770063 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0110157 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.307914 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.329115 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.936938 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.368643 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0246259 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.244377 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.206617 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.37557 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.03425 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.523945 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.14088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,15),-0.439289 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-1.25255 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.132894 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.574265 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.599204 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.23257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.231908 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.07271 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.485805 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.3211 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.476792 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.4153 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.401287 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.436324 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.61616 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.25165 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.35334 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.603122 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.23308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-1.07322 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.32161 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.862824 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.40499 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.43254 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.60865 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.84618 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.634033 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.33606 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.82564 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.43209 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.72424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.591412 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0829169 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.839802 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.14579 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.920028 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.892623 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.378393 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.480942 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.51878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.611665 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.07327 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.777576 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.639429 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.250391 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.862824 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.40499 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.43254 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.60865 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.84618 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.634033 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.33606 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.82564 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.43209 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.72424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.702226 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.563557 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.839802 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.14579 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.920028 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.892623 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.378393 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.35192 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.152179 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0583551 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0520621 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.189103 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.111775 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.0115514 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.147086 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.123265 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0235607 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.104854 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.95336 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.645382 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.00526751 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.35482 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0995021 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.0269459 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.117263 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.110993 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0358332 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.0894597 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.953356 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.645947 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0112249 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.343344 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.24219 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.0277841 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.0886215 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.0209814 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.288601 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.226404 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.142496 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0740316 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.00151185 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.149835 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0312975 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.380784 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.84547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.451263 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.689207 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.834263 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.626034 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.963161 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.133889 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0230667 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0275184 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.446872 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.149182 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0283854 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0120987 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0910033 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.216282 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.96751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.570366 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.811243 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.953365 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.635121 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.968662 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.344111 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.242957 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.156853 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.132826 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.172091 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0887586 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.236875 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.570893 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.953892 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0603617 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.239007 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.17681 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0929021 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.00465341 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0185195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0989036 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0335605 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.160525 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.83736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.437689 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.681092 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.615795 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.921693 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.628947 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.131626 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.14456 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.397532 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.264887 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.77079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.302664 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.614526 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.663469 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.482582 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.09125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.307213 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.24023 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.201209 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.211406 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.823524 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.4509 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.32016 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.23792 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.77986 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.813828 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.24164 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.09736 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.898823 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.594786 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.20262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0226283 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.118465 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0716473 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.354635 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.196497 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.329748 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.09125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.451036 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0650124 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.211406 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.752511 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.23809 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.10736 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.02511 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.793028 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.73611 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.0289 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.884494 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.911268 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.561781 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.03814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.200326 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.118128 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.18153 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.113578 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0306235 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.111833 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.201209 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.211406 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.750377 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.18681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.415447 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0305397 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0337963 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.425364 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.203277 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.129693 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.163492 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.262797 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.789601 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.935633 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.440769 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.418584 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.223428 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.585005 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-1.11371 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.244353 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.10792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.111157 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.49972 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.872905 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.900527 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-1.07495 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-1.56295 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.302759 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.838689 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-1.36079 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-1.23571 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-1.11778 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.21544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.227475 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.03422 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.461099 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.24768 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.48896 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.775505 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.967537 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.59747 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.63506 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.80951 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.85193 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.754047 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.56461 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-2.09129 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.56172 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.57101 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.611379 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.73435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.580986 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.147269 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.794931 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.755075 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.412028 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.495061 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.5297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.628257 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.284026 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-1.59915 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.599316 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.38841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.55528 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.205839 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.403154 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.420217 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.205746 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.601627 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.373562 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.195166 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.118493 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0968609 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.232091 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.171913 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0807102 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.0321398 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.164127 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.0548346 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.123502 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.630704 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.709423 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.154191 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.376462 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.15964 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.0653157 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.00231658 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.151854 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.0425622 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.108108 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.6307 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.709987 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.160148 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.364985 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.285177 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0644775 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.107269 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.127942 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.310243 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.269392 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.202634 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.0409144 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0423732 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0714402 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0126495 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.237369 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.128606 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.279893 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.93903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.511607 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.690074 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.923648 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.17475 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0553286 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.115897 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.510912 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.241444 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.143331 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0662967 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.109651 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0728665 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.0559354 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.116663 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.06106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.63071 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.699161 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.929149 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.365753 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.285945 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.216991 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.225087 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.212952 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.107407 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0934595 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.137256 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.631236 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0885613 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.260649 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.219798 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.15304 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.096915 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0964265 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.139765 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0448348 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0171098 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0536677 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.0596335 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.93091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.679836 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.88218 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.732993 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.280549 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.259506 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.438393 # DEPENDENCYPART_GRANDPAR
