# _root_ Najednou nebylo žádné místo mezi mým vozem a zdí , byla slova nešťastného Fittipaldiho , s nimiž však Mansell nesouhlasil :
#goldHeads=2,10,4,2,2,7,8,5,8,0,10,11,14,12,20,20,16,20,20,14,0,
#predictedHeads=2,18,4,2,4,7,8,5,8,18,18,11,14,12,18,20,16,0,20,18,0,
(10,4),(4,7),-0.0506415 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.2023 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.546632 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.248883 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0329838 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.144895 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.075304 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0291514 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.81463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,1),-0.14604 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.045964 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.125911 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.164528 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.08918 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0474336 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0227253 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.0454765 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.105676 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.253018 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0132727 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.124763 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0790658 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.88426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.517478 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.837393 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.870806 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.726118 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.600073 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.905752 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.17522 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.829392 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.638504 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.08918 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.117459 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.546602 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.979278 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.0593 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.860536 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.678457 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.841671 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.589542 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.04474 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.14906 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.09589 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.867956 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.978034 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.16177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.129171 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.021008 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.221997 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0877945 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.179347 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.0034966 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.237707 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.193887 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.169025 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.786439 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.26143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.092952 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.140256 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0670756 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0991645 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.190646 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.31271 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.135162 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.298491 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.14857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.0149234 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0922022 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.296475 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.786365 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.00736 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0661216 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0675738 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0530449 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0837868 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.174782 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.309366 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.127562 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.595435 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.80358 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.15216 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.04116 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.19632 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.781958 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.07846 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.25993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.144722 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.343423 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.466315 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.21389 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.396463 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.30829 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.531596 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.175326 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.231421 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.400796 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.108975 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.365997 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.247049 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.314844 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.473776 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0690013 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.361227 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.740527 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.5253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.0552961 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.762652 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.548553 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.611042 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.354744 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.676419 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-1.03956 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-1.263 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.745524 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.118185 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.153166 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.11225 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.447628 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.244098 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.0409719 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0129754 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.376498 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.40694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,4),-0.0809032 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.369451 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.100525 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.191031 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.010827 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.479383 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.124059 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.268896 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0898534 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.120963 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0573766 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.000715273 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.142403 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.732918 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.00515662 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.102548 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.101096 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.190542 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.295303 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.499266 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.99755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.466447 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.1816 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.956792 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.06043 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.773057 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.44776 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.73116 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.08559 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0552544 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.24325 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.40609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.243083 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.770926 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.14171 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.212635 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-1.26418 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.301121 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.238564 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.476686 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.258766 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.365855 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.77718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.483512 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.0447 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.974004 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.822977 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.0355817 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.144058 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.146071 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.107527 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0324346 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.230628 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.359774 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.392267 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.411691 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.192881 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.136683 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.37114 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0602249 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.283005 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.0351725 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.439358 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.693963 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0720677 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0418614 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.234062 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.362401 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.433522 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.426144 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.542657 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.54209 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.06175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.711739 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.28459 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.666153 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.16619 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.389492 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.94546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.402594 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.526002 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0864948 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.342525 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.461788 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.66765 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-1.23742 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.2617 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.236949 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0394857 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.533312 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.309352 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.3782 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.079585 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.521021 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.6213 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.89015 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-1.11259 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.65387 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.994199 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.492225 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.89144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.139945 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.606336 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.369616 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.350488 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.317256 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.837045 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.766927 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.306476 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0963914 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.271703 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.225733 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.370073 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-1.28613 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.605205 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.515508 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.842923 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.433822 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.724529 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.167714 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-1.81734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.302618 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.561131 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.194311 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.301906 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.289964 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.147877 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.690625 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.184825 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-1.35472 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-2.00551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,18),-0.277156 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.641641 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.754789 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.510078 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.851779 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.457158 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.353636 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.667963 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.236554 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.590801 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.353061 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.46694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.43865 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.299051 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.742671 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.34763 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.04235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),1.36486 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.219428 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.10066 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.66283 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.708394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.620775 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.121066 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0452084 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.00294706 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.305044 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.359828 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.944329 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.47533 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.75165 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.02944 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.9944 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.927498 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.91817 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.45543 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.50252 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.05997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.596962 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),1.11192 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0432162 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0549863 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.10354 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.546061 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.490788 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),1.13728 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.188587 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.179607 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0382274 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.264522 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.534659 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.933045 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.54629 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-1.55566 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.79822 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.852151 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.72199 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.45367 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-1.57405 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.53968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.127082 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.609632 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.324404 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.0385044 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.168936 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.491287 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.505916 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.419966 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.500127 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.654122 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.951054 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.40131 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-1.42098 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.977563 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-1.67175 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.854072 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-1.59552 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-1.34781 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-1.42501 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-1.07401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.227275 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),1.08963 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.536029 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.0945066 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.251903 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.0621316 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.421924 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-1.38627 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-1.41153 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.272327 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.162785 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.244233 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.587628 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-1.42571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-1.85417 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.25696 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.784931 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.272708 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.673758 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.672199 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-1.00523 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.49206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-1.02157 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.756375 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.497343 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.271101 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.52011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.817162 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.744217 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.53661 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.498735 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.36508 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.28763 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.886404 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.961206 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.20387 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.63882 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.67335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.186741 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0507804 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.130833 # DEPENDENCYPART_GRANDPAR
