# _root_ Na to , jaké právní prostředky nápravy bude nutno v konkrétním případě předem vyčerpat , mohou vznikat nejrůznější názory .
#goldHeads=19,1,8,6,6,14,6,2,8,8,12,10,14,8,8,0,16,19,16,0,
#predictedHeads=14,1,8,6,6,14,6,2,8,14,12,10,14,16,14,0,16,19,16,0,
(10,13),(13,16),0.0882342 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.0336344 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.929711 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.779175 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.21942 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.31181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),1.40088 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.392788 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.158572 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.230799 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.304414 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-1.33278 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-1.03719 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.818365 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.829322 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.0699 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.25775 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.95737 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.93192 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-2.09355 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.540339 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.968956 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.09548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.998828 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),1.53605 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0635103 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0465605 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.451647 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.00877582 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-1.23712 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.93959 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.358667 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.663643 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),1.26127 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.0598669 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.262153 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.227686 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.229689 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-1.05193 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.235824 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.731413 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-1.54144 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.579262 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-1.0114 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-1.10611 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.823623 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.628065 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-1.55993 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.618395 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-1.05053 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-1.09242 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.689541 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.738209 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.670541 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.929825 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.684457 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.982845 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.284527 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.708349 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-1.28734 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.6336 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.46277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.272466 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.963594 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.658172 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.17619 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-1.41372 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.50071 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.73685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.370911 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.780074 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.58977 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-2.2584 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.65844 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.34077 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.907963 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.54401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.31145 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.188452 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.893925 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.525133 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.992596 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.52371 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.40016 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.59342 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.64492 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-2.13647 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.57811 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-2.01163 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-2.07065 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.46257 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.950179 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.3386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.21978 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.5289 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.856873 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.477681 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-1.01326 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.61463 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.52084 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.40343 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.59829 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.64811 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-2.13869 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.57706 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-2.01034 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-2.06727 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.65528 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.45942 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.952397 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.3495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.209314 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.137396 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.533064 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.455241 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-1.03339 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.630021 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.515979 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.51531 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.4 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.59326 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.64475 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.57763 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-2.01091 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-2.07048 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-1.45661 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.33777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.221827 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.140549 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.554671 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.727729 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-1.01327 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.61648 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.504454 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.295478 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.647807 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-1.44357 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.995582 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.0941805 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.099318 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.465094 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.113872 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-1.01688 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.428472 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.525588 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.624548 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.558053 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.519472 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.402025 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.377243 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0316539 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.78228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.632385 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.615108 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.1212 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.724885 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.511171 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.590034 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.358386 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.121811 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.358385 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.67938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.318515 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.631586 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.640119 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.904313 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.997446 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.787487 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.89325 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.00362 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.772963 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.07676 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.979518 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.940164 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.743864 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.689329 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.85133 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.618131 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.23865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.129026 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.244094 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.240719 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.342352 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.414033 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.957768 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.05084 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.844072 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.05262 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.49768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0463644 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.461099 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.480719 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.546801 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.717986 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.784693 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.896598 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.00856 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.776237 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.07904 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.9787 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.939225 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.740558 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.851644 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.686259 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.853606 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.617313 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.24815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.197631 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0508823 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.198295 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.34827 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.412253 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.231775 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.779245 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.89325 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.00362 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.772963 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.979358 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.939882 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.743857 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.68353 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.61797 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.24221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.184008 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.056201 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.134002 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.34356 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.417955 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.231646 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.797742 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.993739 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.45999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.220298 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.244934 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.101507 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.249187 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.222052 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.237754 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.462563 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.502306 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.209701 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.170691 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.50835 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.381196 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.0181841 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.39984 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.26911 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.382812 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.073609 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.872528 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.0728485 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.15889 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.851496 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-2.01864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.57878 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-0.771642 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-1.02197 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.4464 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.327859 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0862354 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.467892 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-1.03481 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.0936248 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.646896 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.650485 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.565033 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.0670485 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.599363 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.433349 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.30093 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.53315 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.143257 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.133483 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.7018 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.174418 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.259092 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.035549 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.613635 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.286087 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.504565 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0949829 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.169685 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.765719 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0030098 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.29075 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.896034 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.672355 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.210305 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.133873 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.439511 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.810539 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-1.5638 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.799465 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-1.0898 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.532023 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.553696 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.78375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.37185 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.540373 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.787931 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-1.12651 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.326482 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.240271 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.293113 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.492494 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.532037 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-1.27242 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.56485 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),0.334875 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.56247 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.786335 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0218238 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.365364 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.311442 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.66415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.420623 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.667246 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.22871 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.821068 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),0.0644723 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.395271 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.68736 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.249186 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.66903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.354551 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.424793 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.672372 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.923237 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.59124 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.75585 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.04755 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.21643 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.883488 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.22399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.449723 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.719941 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.881482 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.665549 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.276493 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.642243 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.04697 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),0.184786 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.126557 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.561842 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.944079 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.29715 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.46215 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.964018 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.0461 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.767149 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.709729 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.1236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.483844 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.212387 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.817245 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.683039 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.243245 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.26607 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.632508 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.03571 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),0.194393 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.552945 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.935183 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-1.29532 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.956353 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.758253 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.714734 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.14552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.465611 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0940583 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.840584 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.724523 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.281308 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.578289 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.62715 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.0700354 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.06764 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.598992 # DEPENDENCYPART_GRANDPAR
