# _root_ Světová návrhářská smetánka se totiž rozhodla všem , které jsou nevšímavé vůči kouzlu negližé , vyhlásit nelítostný boj a ve svých kolekcích povýšit prádlo do řad oficiálního svrchního ošacení .
#goldHeads=3,3,6,6,6,0,16,10,10,7,10,11,12,13,10,19,18,16,6,23,22,20,19,23,23,25,29,29,26,0,
#predictedHeads=3,3,6,6,6,0,6,10,10,7,10,11,12,13,10,19,18,16,10,23,22,20,19,23,24,25,29,29,26,0,
(19,2),(19,12),0.00943223 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0306356 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0306356 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.325193 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0366589 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0177648 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0155696 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0643389 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.00211852 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.215333 # DEPENDENCYPART_SIBL
(19,2),(19,24),0.00776925 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0969736 # DEPENDENCYPART_SIBL
(19,2),(19,26),0.0100612 # DEPENDENCYPART_SIBL
(19,2),(19,27),0.649219 # DEPENDENCYPART_SIBL
(19,2),(19,29),0.000492589 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0225913 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0357036 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0384869 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.120984 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.155405 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0169208 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.264084 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0449575 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0169808 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0169808 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.120984 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0429563 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.264084 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0390248 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0230927 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0420853 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0240228 # DEPENDENCYPART_SIBL
(19,3),(19,24),0.0420765 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.0919065 # DEPENDENCYPART_SIBL
(19,3),(19,26),0.0442226 # DEPENDENCYPART_SIBL
(19,3),(19,27),-0.0332974 # DEPENDENCYPART_SIBL
(19,3),(19,29),0.0321281 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0479062 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0287702 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0363527 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.105917 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0370863 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0913939 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.00309845 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.118515 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.118515 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0363527 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0281001 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0913939 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.135274 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0535732 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0417094 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.0340742 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.0417094 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0122994 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0417094 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.0510629 # DEPENDENCYPART_SIBL
(19,4),(19,29),-0.0417094 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0495199 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0362221 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0287696 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0211908 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.00682344 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0749416 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0153408 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0153408 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0362221 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0415157 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.00682344 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0389245 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0713073 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0274627 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0709951 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0264056 # DEPENDENCYPART_SIBL
(19,5),(19,25),0.0202264 # DEPENDENCYPART_SIBL
(19,5),(19,26),-0.0208144 # DEPENDENCYPART_SIBL
(19,5),(19,27),-0.00526676 # DEPENDENCYPART_SIBL
(19,5),(19,29),-0.0277096 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.000961558 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.150154 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0837158 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.200926 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.100202 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.14691 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.14691 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.000961558 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0641353 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.200926 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.161992 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0374972 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.152028 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.476605 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.152028 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0138001 # DEPENDENCYPART_SIBL
(19,6),(19,26),-0.152028 # DEPENDENCYPART_SIBL
(19,6),(19,27),-0.0678045 # DEPENDENCYPART_SIBL
(19,6),(19,29),-0.152137 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.192244 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0029568 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.016446 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.000219212 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.00416525 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.00416525 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.020552 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0278399 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.016446 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0241248 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0290292 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0180496 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0233031 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0180711 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0303019 # DEPENDENCYPART_SIBL
(19,8),(19,26),-0.0146997 # DEPENDENCYPART_SIBL
(19,8),(19,27),-0.0141177 # DEPENDENCYPART_SIBL
(19,8),(19,29),-0.0287158 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0479932 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0509231 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.000461594 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0446307 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0446307 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.00112845 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0971399 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0509231 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0605428 # DEPENDENCYPART_SIBL
(19,9),(19,20),-7.70833e-05 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0524149 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0882587 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0524149 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.0573939 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0524149 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0260167 # DEPENDENCYPART_SIBL
(19,9),(19,29),-0.0524149 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.212631 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0789753 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.146448 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.146448 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0312048 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0813079 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.212631 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.16153 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.030573 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.243935 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.557867 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.243935 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0115019 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.243936 # DEPENDENCYPART_SIBL
(19,10),(19,27),-0.0409343 # DEPENDENCYPART_SIBL
(19,10),(19,29),-0.244044 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.00943223 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0306356 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0306356 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.325193 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0366589 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0177648 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0155696 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0643389 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.00211852 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.215333 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.00776925 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0969736 # DEPENDENCYPART_SIBL
(19,11),(19,26),0.0100612 # DEPENDENCYPART_SIBL
(19,11),(19,27),0.649219 # DEPENDENCYPART_SIBL
(19,11),(19,29),0.000492589 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0508949 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0508949 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.00106288 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0615375 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0490979 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0669834 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.309421 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0789774 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0545617 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0789923 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.217628 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.075758 # DEPENDENCYPART_SIBL
(19,12),(19,27),-0.0415114 # DEPENDENCYPART_SIBL
(19,12),(19,29),-0.0790313 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0160931 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.124969 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0435158 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.263709 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0381371 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0238922 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0487934 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0234246 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0487846 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.092706 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.0509307 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.0329008 # DEPENDENCYPART_SIBL
(19,13),(19,29),0.0388362 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.124969 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0435158 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.263709 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0381371 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0238922 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0487934 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0234246 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0487846 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.092706 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.0509307 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0329008 # DEPENDENCYPART_SIBL
(19,14),(19,29),0.0388362 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0278399 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.016446 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0241248 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0290292 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0180496 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0233031 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0180711 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0303019 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0146997 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0141177 # DEPENDENCYPART_SIBL
(19,15),(19,29),-0.0287158 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.198168 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.156749 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0352627 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.153286 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.472702 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.153286 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0115602 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.153286 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0663881 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.153394 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0155696 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0643389 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00211852 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.215333 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.00776925 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0969736 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0100612 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.649219 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.000492589 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0343844 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0289346 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0330374 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0289259 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.103198 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.031072 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0406806 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.0189774 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0620509 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.488604 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0623628 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.00644831 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0629454 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0706335 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0620509 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.480211 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0348043 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0648958 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0346177 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.00539084 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.0345184 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0257467 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.00694512 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.0260586 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0290283 # DEPENDENCYPART_SIBL
(19,23),(19,29),0.0260586 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0693101 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0289374 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.00539002 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.028838 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.00111989 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.0256783 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.000224818 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.00503777 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.0345184 # DEPENDENCYPART_SIBL
(19,27),(19,29),-0.193283 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.974469 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.974469 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.974469 # DEPENDENCYPART_SIBL
(20,22),(20,24),-1.31381 # DEPENDENCYPART_SIBL
(20,22),(20,26),-1.31394 # DEPENDENCYPART_SIBL
(20,24),(20,26),-1.30826 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.184523 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0130983 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.00257684 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0100197 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0167099 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0925796 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.0945876 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.100632 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00192925 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.00577008 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0232346 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.130424 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.00540764 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0904641 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.017015 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0418097 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.126863 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0773691 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0168382 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0333658 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0826667 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0822969 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.00230883 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0395983 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0137678 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.219884 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0405197 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0435724 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.00463193 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.154617 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.383951 # DEPENDENCYPART_SIBL
(23,3),(23,10),0.0840475 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.0463491 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.193032 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.193032 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.154617 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.00175304 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.177829 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.195898 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0421926 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0144248 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.193032 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0565449 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.0136028 # DEPENDENCYPART_SIBL
(23,3),(23,26),-0.0531672 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0418987 # DEPENDENCYPART_SIBL
(23,3),(23,28),-0.0418987 # DEPENDENCYPART_SIBL
(23,3),(23,29),-0.0662371 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0916794 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.198156 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.215848 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.0257336 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.0123621 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0123621 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0916794 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.23613 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0688036 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.012932 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0272493 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.020715 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.0123621 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.00707225 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0242577 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.00584094 # DEPENDENCYPART_SIBL
(23,6),(23,27),-0.0145696 # DEPENDENCYPART_SIBL
(23,6),(23,28),-0.0145696 # DEPENDENCYPART_SIBL
(23,6),(23,29),-0.0069246 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.351815 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.133608 # DEPENDENCYPART_SIBL
(23,8),(23,12),0.0138829 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.0268348 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0268348 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.174704 # DEPENDENCYPART_SIBL
(23,8),(23,16),0.116773 # DEPENDENCYPART_SIBL
(23,8),(23,17),0.00912908 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.0208596 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.0343651 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0471191 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.0268348 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.000883765 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.00048152 # DEPENDENCYPART_SIBL
(23,8),(23,26),0.0055083 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.0274263 # DEPENDENCYPART_SIBL
(23,8),(23,28),-0.0274263 # DEPENDENCYPART_SIBL
(23,8),(23,29),-0.0094831 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.0846928 # DEPENDENCYPART_SIBL
(23,9),(23,12),0.0898076 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.035362 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.035362 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.181338 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.0345873 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0342721 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.0331308 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0777986 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.137222 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.035362 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0229276 # DEPENDENCYPART_SIBL
(23,9),(23,25),0.050292 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.021696 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.0666783 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.0666783 # DEPENDENCYPART_SIBL
(23,9),(23,29),-0.0226714 # DEPENDENCYPART_SIBL
(23,10),(23,12),0.0229457 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0092464 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0092464 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0812967 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.235701 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0616957 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.00981629 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0106655 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.0249603 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0092464 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.00416522 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.0598605 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.00293391 # DEPENDENCYPART_SIBL
(23,10),(23,27),0.0202154 # DEPENDENCYPART_SIBL
(23,10),(23,28),0.0202154 # DEPENDENCYPART_SIBL
(23,10),(23,29),-0.00401757 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.06935 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.06935 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.279814 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0294397 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.093813 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0719308 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0561187 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0717628 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.06935 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.0263234 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0519455 # DEPENDENCYPART_SIBL
(23,12),(23,26),0.0317795 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0352137 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.0352137 # DEPENDENCYPART_SIBL
(23,12),(23,29),0.0265555 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.189104 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.147224 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.00157573 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.174683 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.191969 # DEPENDENCYPART_SIBL
