# _root_ A míra exportního výkonu , vztahující objem vývozu na jednoho obyvatele , je žalostná :
#goldHeads=0,13,4,2,6,2,6,7,6,11,9,6,1,13,0,
#predictedHeads=2,13,4,2,6,2,6,7,6,11,9,6,0,13,0,
(12,10),(10,15),-0.537355 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.311094 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.295536 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.22655 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.255788 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.217405 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0285588 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.00935649 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0489617 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0980574 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.103937 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.734364 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.05472 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.21531 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.32083 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.03471 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.28292 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.794319 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.839741 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.03347 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.08576 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.01855 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.848249 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.05671 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.41603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0742839 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.184969 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.760562 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.808718 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.34384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.336205 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.738959 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.49886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0513852 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.309991 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.188066 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.709152 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.494411 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.157787 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.207729 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.111006 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.234591 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.353059 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.66832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,15),-0.986422 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.356194 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.291974 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.00901479 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.147633 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.623756 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.342162 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.222945 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.155307 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.107883 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.198016 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.363214 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.0618496 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.153692 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.0127061 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.410323 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.0648309 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.368839 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.185969 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.329078 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.163029 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.63018 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.306657 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.18744 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.124042 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.093705 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.25034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.0601012 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.127119 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.0200762 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.635276 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.226565 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.177986 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0813114 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.033341 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0930149 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0680298 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.545624 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-2.51724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.211507 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.861078 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.00905112 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.237812 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.349327 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0683625 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.176227 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0333388 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.211058 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.12498 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.0698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.503967 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.37566 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.295726 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.139148 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.625457 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.198204 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.132432 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0975313 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.176886 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.341484 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.25063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.0605375 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.711372 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.362867 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.184555 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.331892 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0609678 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.589292 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.278158 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.13824 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.101053 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.176877 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.25021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.0601096 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.337767 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.115741 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.133571 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.105253 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.302183 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.00468586 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.713167 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0847459 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.428919 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.359086 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.187306 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.333292 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.058217 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.160609 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.587892 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.280909 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.178784 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0167432 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.110003 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.25025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0601397 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.127119 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.0200762 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.635276 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.226565 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.314359 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.104033 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0037725 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.121919 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.029068 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0328478 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.51724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.211507 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.861078 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.0963674 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.401802 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.236997 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.200972 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.413205 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.470618 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.68593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.540004 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.507432 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.27361 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.611621 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.395839 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.168487 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.96188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.201372 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.484201 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-1.23587 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.515361 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.595369 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.497657 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.440898 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.471053 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.444107 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.275309 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.701416 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.343745 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.05354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,1),-0.641591 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-1.49502 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.760468 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.854794 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.649193 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.740188 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.709087 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.337168 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.863123 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.953344 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.56176 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.0255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.264774 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.17456 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.897971 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.0515 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.47585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,11),-0.410352 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.43651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,1),-0.299983 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.609997 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.452933 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.6443 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.516353 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.490444 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.461492 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.44174 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.313993 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.428929 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.199305 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0487359 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.74772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,1),-0.430401 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.45023 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.461587 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.488196 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.473598 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.336937 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.325916 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.308168 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.537977 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.283587 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.275366 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.447753 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.160707 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.78275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,9),-0.614806 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.54632 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.599798 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.61615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
