# _root_ Situace na jazzové scéně , byť se v létě konal první ročník nového Agharta Jazz Festivalu , je téměř horší než za socialismu .
#goldHeads=18,1,4,2,6,18,10,10,8,6,12,10,16,16,16,12,6,0,20,18,20,21,22,0,
#predictedHeads=18,1,4,2,6,18,10,10,8,6,12,10,15,15,12,15,6,0,20,18,20,21,22,0,
(10,5),(5,2),-0.376938 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-1.53867 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.84473 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.199246 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0206659 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.50968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.00427612 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-1.26056 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.280499 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.28531 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-1.29513 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.729772 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.210784 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0624745 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.144881 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.58213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.222182 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.09872 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-1.30508 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.227945 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.404061 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),0.0714841 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.124756 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.12616 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.289321 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.210427 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0838471 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),0.210502 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.329716 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.02134 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.302147 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.02113 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.229231 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.183611 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.79925 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.362626 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),0.124572 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.227641 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.266795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.06638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.654791 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.375714 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.419423 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0922347 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0731951 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.218292 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.155275 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.211978 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.377097 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.278694 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.338976 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.763069 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.12973 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.448617 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),0.208238 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.241178 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.46678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.460222 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.179593 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.103774 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.286734 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.396065 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.356495 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.306769 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.139802 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.43444 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.585272 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.10333 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.28629 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.139767 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.63715 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.830874 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.28955 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.485872 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.101881 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.238914 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.17519 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.235911 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.401942 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.30138 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.362942 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.789002 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.637402 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.828949 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.290457 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.484964 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.197228 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.237098 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.177478 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.236154 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.402295 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.301756 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.686417 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.810464 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-1.02271 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.87841 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.600097 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.972708 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.71673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.497481 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.819198 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.0326737 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.145487 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.335657 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-1.02898 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.370017 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.670259 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.383535 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.397231 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.49118 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.751892 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-1.49017 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.960544 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.836814 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),0.148366 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.678662 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.753149 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-1.5883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,12),0.406176 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.66529 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.122428 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.229717 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.420282 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.231161 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.347578 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.55892 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.357695 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.52803 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-1.05921 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.715238 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.222404 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.680929 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.117132 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.431735 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.956009 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.131612 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.243173 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.587528 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.19837 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.171955 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.360655 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.38108 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.22552 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.129279 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.435341 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.957036 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.868178 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.699047 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.692674 # DEPENDENCYPART_GRANDPAR
(10,23),(23,11),0.637092 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.13781 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.317518 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.299576 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.214577 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.691536 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.550415 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0372173 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.56564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.801639 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.767028 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.256428 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.35523 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.182458 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.5379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.547959 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.712002 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.22319 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.64081 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.493091 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.716604 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.450354 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.476009 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.20805 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.04653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.260395 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.722845 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.824264 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.393762 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.333287 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.342893 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.0841971 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-1.17685 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.00147237 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),0.340766 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.469133 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-1.06634 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-2.3608 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-1.13817 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.846589 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.0405871 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.97187 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.584813 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.121011 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.28874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.0355901 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.12068 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.456009 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.458822 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.180543 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.05355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.072811 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.640949 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-1.62264 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-1.10445 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.549888 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-1.07516 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.484869 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0999852 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.221303 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.288013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.353308 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0669339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.98643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.137135 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.547603 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.573804 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.618436 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.331997 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.990886 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.486957 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.56103 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.640786 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-1.10576 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.674728 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.905088 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.82467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,1),-2.51726 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.18275 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.994617 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.91852 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-2.74881 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.89555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.178426 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.76768 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.725711 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.567889 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.163928 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.0180406 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.228583 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.225319 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),1.00585 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.769428 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.727459 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.229554 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.548879 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.580109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),1.11182 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.395248 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.218282 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.421545 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.278634 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0898298 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.660977 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0283359 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.0703978 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.278349 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.548879 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.58185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),1.11007 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.393495 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.83077 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.443674 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.264705 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0718293 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.643031 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.0104061 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-2.80918 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.33539 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.75392 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.633023 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.08436 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-2.05802 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-2.85332 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.87806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),1.07472 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.380571 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.523316 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.472894 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.475172 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0414575 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.561568 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.0329818 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.0523167 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-2.55953 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.27482 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-2.50666 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.6845 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.623424 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.977765 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.08962 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.78477 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-2.80587 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.940761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.749238 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.0557558 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.467536 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.416775 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.881042 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0605616 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.458697 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.0511892 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.0717998 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),0.253432 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.168191 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.28676 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.864749 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.0115863 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.0831751 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.114839 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-2.51718 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.918514 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),1.00501 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.309683 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.517745 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.470198 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.827424 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.119514 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.222904 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.218239 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),0.233207 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.222484 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-2.92292 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.0213693 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.0223142 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.773226 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.256876 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.301288 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-1.27927 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.0633685 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.097685 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.310265 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),0.277985 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.270545 # DEPENDENCYPART_GRANDPAR
(12,23),(23,11),-0.54888 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.00913894 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.624455 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),0.395417 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),0.297642 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.0891916 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.186047 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-1.03315 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.640061 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.222203 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.286279 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.527465 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-1.62382 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-1.21274 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.603189 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.258594 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.102743 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.376062 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.501141 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.763508 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.553833 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.92383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,1),-1.70955 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.454392 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.837805 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.255543 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0896339 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.420341 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.306128 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.654918 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.798139 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.763093 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.78487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.132099 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.694223 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.936904 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.610587 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.953758 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.523121 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-1.65299 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.787185 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.39686 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.484442 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.414509 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.306932 # DEPENDENCYPART_GRANDPAR
