# _root_ Za karty bude chybět Novotný a o tom , zda nastoupí Chovanec , rozhodne lékař až po dnešním tréninku .
#goldHeads=4,1,4,6,4,0,14,7,10,8,10,11,10,6,14,19,14,19,17,0,
#predictedHeads=4,1,4,6,4,0,6,7,10,8,10,11,10,0,14,19,14,19,17,0,
(10,6),(6,17),-0.732544 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.26985 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0682113 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.31749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.194125 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.397323 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.383011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.79603 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.542191 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.650036 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.504749 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.424991 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.478609 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),0.0818643 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.527415 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.514762 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.847281 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.03379 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.913547 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.869614 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.742914 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.724344 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.415153 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.787745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.508775 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0324141 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.191724 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.154374 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.117665 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0479026 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.0446094 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.871295 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.966788 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.744299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.149981 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0346751 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.110144 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.190333 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.182442 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.981133 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.21997 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.05487 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.31389 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.929404 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.966355 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.692173 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.933728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.509719 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0399234 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0228772 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.182207 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.229296 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.290581 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.322162 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.847029 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.03496 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.914706 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.863672 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.66978 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.742663 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.717963 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.415502 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.799384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.799251 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.463458 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.119043 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.154046 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.107508 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0777129 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.150607 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0443517 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.173259 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.519083 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.233419 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.196999 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.189116 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.284835 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.245919 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.252903 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.171267 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.158526 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.283843 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.181707 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.262334 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.562099 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.457411 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.619065 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-1.18274 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.957329 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-1.03466 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.640169 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.505125 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-1.02422 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.164854 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.196894 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.501067 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.552018 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.393922 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.939331 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-1.28863 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.925408 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.552796 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.296105 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.876142 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.0885405 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.1332 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.97654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.481399 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.533158 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.288132 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.597288 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.285623 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.00741162 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.335563 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.334654 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0917566 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.00851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.161948 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-1.05406 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.712134 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.822491 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.544875 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.394978 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.106762 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.85357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.656155 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.443905 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.77561 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.168344 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.327425 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-1.7981 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.38861 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.796999 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.740375 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.175243 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.982714 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.2402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0700583 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.1619 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-1.05593 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.697948 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.642394 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.159268 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.33119 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.31264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.0830307 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.803508 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.23466 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.840959 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.497293 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.01986 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.0421571 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.844845 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.592675 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.0651191 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0771855 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0912942 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0765864 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0596335 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.824886 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-2.02246 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.67224 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.67226 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.19876 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.11578 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.11658 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.854401 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.46641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.774565 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.869063 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.103308 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.231937 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0473613 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.026265 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.652252 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.72633 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.40789 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.21217 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.951104 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.131867 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.744208 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.885468 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.659299 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.39069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.672571 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.286137 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.211723 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.282647 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0802539 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-1.92509 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0434092 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.35384 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),1.10079 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.265408 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0818438 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0543584 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-1.7175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.226773 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.321109 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.04185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),1.0109 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.512622 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0368227 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0909122 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0328416 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-1.88785 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0658322 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.424523 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.381559 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0299939 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-1.53541 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.380606 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.288534 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.18145 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0753216 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.135302 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-1.55057 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.314366 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.214326 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.68124 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.105484 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.407263 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.68936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,3),-0.961708 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.640449 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-1.62705 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.122239 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.620509 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0498932 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.253566 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.2624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.301219 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.14245 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.692451 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.888316 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-1.4709 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0141694 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.249024 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.296159 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.305372 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.54765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.496555 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.39672 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.67322 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.818333 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.41441 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.40249 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.70862 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.40805 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-2.86381 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.683678 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.14069 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.51027 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.692774 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.26352 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.33192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.704176 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.526494 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.299107 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.227193 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.690685 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.37548 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.60421 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.33459 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-2.53556 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.60401 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.907288 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.01858 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.40302 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.663815 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.19101 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.35935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.743765 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.216569 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.358192 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0906069 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.961185 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.342328 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.433483 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.01551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),-0.14467 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.411639 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.255491 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-1.03804 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.899723 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.396879 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.08719 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.38183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.664355 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.402494 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.507932 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.262959 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-1.21042 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.672031 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.603494 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.330704 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.305084 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.986136 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.411133 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.574617 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.389295 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.259109 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.172791 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.379404 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.0360059 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.157916 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.0304065 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.144215 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.158264 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.13468 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.119652 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-2.08741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,16),-0.788952 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.191439 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.280521 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.204664 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.229568 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0328333 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.12824 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.14955 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.173864 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.211315 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.122257 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.08647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,16),-0.78803 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.29207 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0830592 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.0887053 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0909776 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.297354 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.379851 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.0929644 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0191933 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.240048 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.39177 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.286486 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0304691 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.219829 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.140972 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.0476146 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.07486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.670482 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-1.0303 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.810092 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.142474 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0486266 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.401257 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0657523 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.316829 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.304535 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.100466 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0283625 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.98885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.50116 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.762323 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.480179 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.0348016 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.146061 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.473242 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.296737 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.403564 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.295197 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0582599 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.224078 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.658065 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.120066 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.308582 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.240274 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.299973 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.258501 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.143939 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.00544388 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.02068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.621706 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.985082 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.790493 # DEPENDENCYPART_GRANDPAR
