# _root_ " I když se Taliban dostal těsně ke Kábulu , nevěříme , že na něj zaútočí .
#goldHeads=3,3,11,6,6,3,6,7,8,3,0,13,11,16,14,13,0,
#predictedHeads=11,3,11,6,6,3,6,6,8,3,0,13,11,16,14,13,0,
(11,8),(8,9),-0.158011 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.393563 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.0342572 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.144326 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.174572 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0795279 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.368687 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.414702 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.33097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.0947407 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.483467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.114433 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.0489826 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.186503 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.295032 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.903649 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.478496 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.390928 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.529966 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.68781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.12796 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.308221 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.642474 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.840295 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.797663 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.579548 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.16583 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.20292 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0890021 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.39508 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.451855 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.89265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.208911 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.540185 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.32172 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.26338 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.573168 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.91977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),1.09285 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.251473 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.304356 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.260832 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.692389 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.242554 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.309503 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.647531 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.255132 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.410803 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),0.2837 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.709958 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.937803 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.680395 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),0.161111 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.939199 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.219623 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.80883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.926221 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.483746 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.251968 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.365694 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.534371 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.422948 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.522051 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.577182 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.536447 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.100186 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.468622 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.517614 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.0158431 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.109963 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-2.08444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.600101 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-1.06663 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.816615 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.804753 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.351238 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.411149 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.357025 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.315968 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.00849984 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.415785 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.464402 # DEPENDENCYPART_GRANDPAR
(12,5),(5,13),-0.826745 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.452969 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.390997 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.205585 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.204592 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.265645 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.380586 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.445029 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.312152 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.302874 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.057334 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.14448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.854387 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-1.2454 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.895186 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.519646 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.340188 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.401205 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.06199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,2),-0.41016 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.314979 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.323803 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.479917 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.5503 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0488264 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.826745 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.890276 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.490599 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.583776 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.519093 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.552419 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.145465 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.534978 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.65639 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.533859 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0975849 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.23449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.734645 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.1627 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.846674 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.446152 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.404492 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.220894 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.223359 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.269476 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0802785 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.340699 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.47159 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.247022 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.420928 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.14332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.853489 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.24267 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.890553 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.903916 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.5252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.449479 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.417106 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.80868 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.24746 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.15136 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.937262 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.28969 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.853883 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.02671 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.36225 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.27115 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.955622 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.805254 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.50526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.00973637 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.320713 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.373705 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.823281 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.499421 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.155017 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.423104 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.357471 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.400578 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.430822 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.258352 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.530341 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.0929812 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.308355 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.30975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.0106598 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.0506451 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.785049 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.784947 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.963101 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.690188 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.588044 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0880558 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.55527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.181712 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-1.06196 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.613662 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.449454 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.857606 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.413976 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.506908 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.372573 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.640686 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.306445 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.212024 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.57603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.26451 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.247015 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.870089 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.546498 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.204018 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.482458 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.427564 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.275735 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.349166 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0969517 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.206753 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.499963 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.313967 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.31077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0100236 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.0446139 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.520448 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-1.06196 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.449454 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.857606 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.413976 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.372573 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.640686 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.687622 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.236222 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.26451 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.247015 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.635656 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.204621 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.492725 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.22437 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.963541 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.826602 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.855283 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.01035 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.88732 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.807114 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.884453 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.796219 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.564198 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.698125 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.342213 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.800938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.539392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.299778 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-1.02079 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.735606 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-1.10587 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.788566 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.530176 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-1.06417 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.887552 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.573995 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.87852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.439136 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.0856807 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.0242362 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0632745 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.173748 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.373379 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.150225 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.18642 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.335028 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.0229013 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.663766 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.156778 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.153233 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),0.00480896 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.193624 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.592653 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-2.38731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,1),-0.220703 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0611386 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.545914 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.13339 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.358499 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-1.05945 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.308651 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.165615 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.470238 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.169118 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.429762 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-2.3854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.803546 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.0991236 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.163887 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.0640765 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.275873 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.236882 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.376562 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.0245649 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.253089 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0648601 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.223191 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.0487954 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.459883 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.527967 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.440921 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.312393 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-1.04554 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.0243964 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.262377 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.137191 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.29722 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.306745 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-2.04088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,1),-0.147996 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.152949 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.0484468 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.410435 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.335845 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.081344 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.832297 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.0933224 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.0240786 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.238633 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.613636 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.9497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,7),-0.328893 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.605204 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.253168 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0915804 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.161984 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.273971 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.257127 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.413694 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.127619 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.273528 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.25492 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.94248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,1),-0.144129 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.256069 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.208365 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.471434 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.907025 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.522262 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.150147 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.989174 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.365322 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.0713965 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.332696 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.388194 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.29931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,1),-0.0476108 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.213644 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.0410638 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.461331 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.519422 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.477795 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.406067 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.208722 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-1.03326 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.327213 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.113252 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.30284 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.281199 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.03476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.546347 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.144129 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.208365 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.471434 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.907025 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.150147 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.989174 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.485461 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.866831 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.388194 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.29931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,6),-0.0747817 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-1.11353 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.238846 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0326774 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0772582 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.23005 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.41893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.814046 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.251048 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.919559 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.643178 # DEPENDENCYPART_GRANDPAR
