# _root_ Kdo má nad žáky dozor , nese odpovědnost i za eventuální zranění žáka nebo za škodu , která by žákovi vznikla .
#goldHeads=2,7,5,3,2,2,0,7,12,14,12,10,12,8,14,15,21,21,21,21,16,0,
#predictedHeads=2,7,2,3,2,2,0,7,12,14,12,10,12,7,14,15,21,21,21,21,16,0,
(7,12),(12,9),0.496461 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.29759 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.381172 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.409016 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.093486 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0630095 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.192881 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-1.01068 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.0619262 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.841945 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.491479 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.388476 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.283273 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.0864722 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.0439365 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.217052 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),0.144224 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.599657 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.637937 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.01006 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.762229 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.399918 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.44637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.534724 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.24516 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.171477 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.860614 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0370203 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.603563 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0932235 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.157805 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.303464 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.792693 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.975528 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.274056 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.404828 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.198641 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.298754 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-1.01206 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.492352 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.387041 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.284844 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.28223 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.319872 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.196396 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.17801 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.748649 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.519325 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-1.01983 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.0636816 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.344307 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.514863 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.317904 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-1.62967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,12),-0.0725956 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0506662 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.417015 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-1.24583 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.868371 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.715447 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.0641472 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.344694 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-0.249153 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.401622 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-0.677687 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.429857 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-1.54527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,8),0.419907 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),0.286419 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),-0.0699566 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),-0.913372 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.135955 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.705436 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),0.291239 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.167142 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.49717 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),0.0984537 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.77376 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.609005 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-1.31357 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.372147 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0878567 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.095842 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.32291 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.998679 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.232997 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.366576 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0517249 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.428501 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.27552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.0708105 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.42528 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.316649 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.998677 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.237119 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.419089 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0517569 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.42847 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.27552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,21),-0.903484 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.788124 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.05034 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.051508 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.16014 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.342591 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.113003 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.20839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.13549 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.52048 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.26414 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.19233 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.04729 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.383327 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.720181 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.69601 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.873392 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.88984 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.922517 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.62143 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.89983 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.798442 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.39652 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.21291 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.16655 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.68539 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.30627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.154096 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.221731 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.130515 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0229063 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0432246 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0456052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.620944 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.0210564 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.81963 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.354191 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.12826 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.05087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.195729 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.274891 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.234392 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.41723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.123304 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.222398 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.154581 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.304099 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.585437 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.423451 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.321464 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.240172 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.101779 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.196995 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.885792 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-1.0845 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.197587 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.80066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.589528 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.317985 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.21182 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.109304 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.197198 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.88581 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.222398 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.154581 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.43763 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-1.7743 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.764949 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-1.22423 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-1.04062 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-1.53991 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-1.13145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),0.246849 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),0.172385 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.688641 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.110924 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),0.0328232 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.215629 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.0273161 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.617924 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.312595 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.960673 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),0.398677 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.809416 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.889134 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.492635 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.228566 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.503785 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.56236 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.245015 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.302607 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.578438 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.404727 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.475913 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.125764 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.74756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.117317 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.77792 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.555401 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.73805 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.61932 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.702868 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.578849 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.515365 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.805363 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.00589736 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.26923 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0983746 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.66767 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0477315 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.187761 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.186584 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.159468 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.527489 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.80783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.185857 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.812332 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.667668 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0518548 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.231231 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.186571 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.159461 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.527506 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.846433 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.752706 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.206261 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.419364 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.694267 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.525152 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0525578 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.258788 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.531437 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.746918 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.159257 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.302608 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.576037 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.563453 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.16463 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.79981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.157301 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.780574 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.591209 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.773858 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.675439 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.742852 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.614657 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.532006 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.841171 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.774009 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0496811 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.243577 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.518477 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.406207 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.80783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.176165 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.05602 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.85433 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.03699 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.761716 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.846433 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.78537 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.498859 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.31547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.223035 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.171566 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.350319 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.371766 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.188844 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.429033 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.351519 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.07755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.554178 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0985904 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.318273 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.277096 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.130112 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.156984 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.387035 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.365462 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.495031 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.07695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),-0.0998548 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.173556 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.273474 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.134152 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.163612 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.863488 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.13725 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.662612 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.79141 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.06633 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.656051 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.891705 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.343392 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.35458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.426603 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.37873 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.13891 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.315371 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.179284 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.137984 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.427958 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.995226 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.367997 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.215871 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.684578 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.188844 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.429033 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.422927 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.0771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),-0.0994254 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.173257 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.00500516 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0936358 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0310066 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.323619 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.971713 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.520151 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.389004 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.363271 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.574892 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.19343 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.867766 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.924965 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.407404 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.374682 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.431362 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.580702 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.394221 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.969255 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.363158 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.574708 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-1.08335 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.663031 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.679807 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.954726 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.816113 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-0.231873 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-1.44654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.348609 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.400314 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.185964 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.366499 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.323746 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.236942 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.224328 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.35792 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-1.06556 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.122275 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.442181 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.794877 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.469416 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.304613 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.977462 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.929026 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.395061 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.981412 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.86431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,3),-0.0902882 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-1.21799 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.16955 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0556995 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.637875 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.49027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.186369 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),0.633752 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.18129 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.602551 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.896645 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.440372 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.371076 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.19977 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.632224 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.5838 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.684525 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.305089 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.498952 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.74125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
