# _root_ Za současného stavu , kdy se léčebna potýká s obrovskými finančními potížemi , by ráda znovu obnovila svoji farmu .
#goldHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,17,17,0,19,17,0,
#predictedHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,8,17,0,19,17,0,
(10,12),(12,9),-0.84369 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.22711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.26337 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.160833 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.14441 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.324337 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.258317 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.357661 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.756977 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.11822 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.59965 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.22499 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.929152 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.8668 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.917149 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.940932 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.56593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0751353 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.3499 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.33653 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.655831 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-1.017 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.562329 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.772126 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.247685 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.840673 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.943071 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.16235 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.01378 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.889345 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.749628 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.42979 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.737407 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.681799 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.45851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.0322824 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.171737 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.285909 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.101497 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.439021 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.16538 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.864219 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.687108 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.350675 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-1.22831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,16),-0.185624 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.688751 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.35479 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-1.13172 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.269893 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.355303 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.41758 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.573235 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.40679 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-1.05272 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.445119 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.48237 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.420058 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.368415 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.144142 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.138737 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0915131 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.04475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.723966 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.956943 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.35026 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.430388 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.616666 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.26127 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.95012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.765299 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.559423 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.613215 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.744844 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.51833 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.402928 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.409449 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0634741 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.355193 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.90919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.61426 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.518271 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.575795 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.754304 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.36729 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.719118 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.00457 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.840788 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.743625 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.55098 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.28304 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.504272 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.646493 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.706273 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.42821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.0924443 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.381488 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.240905 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.345997 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.107085 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.848174 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.619472 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.265268 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-2.17331 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.92357 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.934293 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.639686 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.66358 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.974402 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.882964 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-1.71564 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-1.08807 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.448024 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.679164 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.126871 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.256053 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.378362 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-2.85543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.376442 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.508274 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.794252 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-1.93976 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.904436 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-1.97846 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-1.11248 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.909651 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.887877 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.311422 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.451472 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.49972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.228714 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.480549 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.648311 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.904887 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-1.78014 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-1.28984 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.94285 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.745658 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.408805 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0547372 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.176706 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.397581 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.149473 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.59989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,15),-0.969747 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.691888 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-1.73764 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.703344 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.529573 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.628763 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.160876 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.40998 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.48826 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0186878 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.229118 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.53277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.269008 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.906052 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.519568 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.720946 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-1.61711 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.756736 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.852658 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.41367 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0462198 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.294026 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.79701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.364107 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.561122 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.722541 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.88135 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.603298 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.255156 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.330514 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.37469 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0586173 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.56317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.268528 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.478752 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.689477 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.64751 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.599882 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.257368 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.446687 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.379895 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.162121 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.689553 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.48875 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-2.39468 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.80673 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.05586 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-2.09736 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.24521 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.21275 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.658998 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.906803 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.44752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,16),-0.0810478 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.169204 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.616806 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.682844 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.937296 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.06636 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.44563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.884786 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0190095 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.284862 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.611513 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.09847 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.61572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,19),-0.627909 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.46142 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-2.07165 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.6991 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.07921 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.890921 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-1.77471 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.1719 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.09511 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.566959 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.814764 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.45879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.925667 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.266172 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.325032 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0197909 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.41749 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.247466 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.520257 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.630653 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.106486 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.347991 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.489751 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.266273 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.311991 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.372799 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.414122 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.20927 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.136367 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.129906 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.33443 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.334628 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.150401 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.0793999 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.0046522 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.1209 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-2.05775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,15),-0.934619 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.682985 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.307907 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.284741 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.549108 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.529134 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.534212 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0632932 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.34232 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.397046 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.388911 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.01863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,16),-0.506283 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.639394 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-1.16222 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.35406 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.376904 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.572491 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.559043 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.478611 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0230333 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.180139 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.323033 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.86965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,16),-0.48445 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.501289 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.138051 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.138863 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.326198 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.42445 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.332282 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.149703 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0823315 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0555872 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.00168666 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.114561 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.012976 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.93437 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.0312336 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.0961421 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.256307 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.446055 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.194033 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0590008 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.133597 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0290385 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0779129 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.193859 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0276396 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.92765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.801702 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.585006 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.683273 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-1.04132 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.487248 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.595143 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.334545 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.181272 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.297218 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0350155 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.85084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.446411 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.461224 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.923332 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.459639 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.349075 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.145157 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.177191 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.084585 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0360722 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.86089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.463375 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.522733 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.863278 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.252215 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.349254 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.423203 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.178866 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.276905 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.522733 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.139353 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.140152 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.424637 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.332468 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.149888 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.187577 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0358454 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0349391 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0212383 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.13699 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.0576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.644831 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.93437 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.553873 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.682983 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.09111 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.588328 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.777343 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.318449 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.98914 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.2794 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.981891 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.87403 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.771985 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.14491 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.770913 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.894041 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.857364 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.973309 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.991952 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.28303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.323492 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0291242 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0235574 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.113205 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0212514 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0290239 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.990031 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0093973 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.105256 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0606436 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.274309 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.266397 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.0545086 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.281323 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0559442 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.414916 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.368217 # DEPENDENCYPART_GRANDPAR
