# _root_ zeptali jsme se JÁNA LANGOŠE , bývalého ministra vnitra ČSFR : Jaký je váš názor na policejní zákrok , k němuž došlo minulou středu na fotbalovém stadiónu Slovanu v Bratislavě ?
#goldHeads=0,1,1,5,6,1,8,6,8,8,13,13,1,15,13,15,18,16,22,22,20,18,24,22,22,27,25,27,27,29,0,
#predictedHeads=0,1,1,5,6,1,8,6,8,8,0,13,11,15,13,15,18,16,22,22,20,18,24,22,24,27,25,27,27,29,0,
(20,18),(20,21),-0.0355206 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0202632 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0189605 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0153274 # DEPENDENCYPART_SIBL
(20,18),(20,31),0.0330918 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0884447 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0162072 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0486333 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0501506 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.0883059 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.270682 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.989109 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.989109 # DEPENDENCYPART_SIBL
(20,21),(20,31),-0.252022 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.704564 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.704564 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.092292 # DEPENDENCYPART_SIBL
(20,24),(20,27),-1.36237 # DEPENDENCYPART_SIBL
(20,24),(20,31),-0.268305 # DEPENDENCYPART_SIBL
(20,27),(20,31),-0.26248 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.181274 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0556648 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0236472 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.108209 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0238211 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0240854 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0240998 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.151866 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.104123 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.255938 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0102242 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.00966273 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0727102 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0235727 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.108209 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0277609 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0193764 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0229961 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0497635 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0193764 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.024621 # DEPENDENCYPART_SIBL
(22,1),(22,28),-0.0242545 # DEPENDENCYPART_SIBL
(22,1),(22,29),-0.0367281 # DEPENDENCYPART_SIBL
(22,1),(22,30),-0.0242567 # DEPENDENCYPART_SIBL
(22,1),(22,31),-0.00713507 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.134225 # DEPENDENCYPART_SIBL
(22,2),(22,4),0.0196596 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.0601788 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.0194885 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.0192214 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.019207 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.104271 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.0279312 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.164989 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.0330764 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.103096 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.0103384 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.019734 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0601788 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0742206 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.00218055 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.00580775 # DEPENDENCYPART_SIBL
(22,2),(22,25),0.0166127 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.00218054 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.00743264 # DEPENDENCYPART_SIBL
(22,2),(22,28),-0.00706613 # DEPENDENCYPART_SIBL
(22,2),(22,29),-0.00408637 # DEPENDENCYPART_SIBL
(22,2),(22,30),-0.0070683 # DEPENDENCYPART_SIBL
(22,2),(22,31),0.0662922 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0123373 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.237694 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.00934343 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.0123183 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.0120336 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.133601 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.13376 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0271866 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.00423881 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.175968 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0537981 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0136078 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.237694 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.270426 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.315528 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.0646868 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.0220992 # DEPENDENCYPART_SIBL
(22,3),(22,26),-0.315528 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0701834 # DEPENDENCYPART_SIBL
(22,3),(22,28),-0.0697072 # DEPENDENCYPART_SIBL
(22,3),(22,29),-0.0750912 # DEPENDENCYPART_SIBL
(22,3),(22,30),-0.0697099 # DEPENDENCYPART_SIBL
(22,3),(22,31),-0.0153829 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.173358 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.227699 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.210058 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.21195 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.164308 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.168708 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.0246686 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.199253 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0305699 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.186464 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.208254 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.173358 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0245928 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0578173 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0704315 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0277158 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.0578166 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0690389 # DEPENDENCYPART_SIBL
(22,4),(22,28),-0.0685104 # DEPENDENCYPART_SIBL
(22,4),(22,29),-0.0420753 # DEPENDENCYPART_SIBL
(22,4),(22,30),-0.0685173 # DEPENDENCYPART_SIBL
(22,4),(22,31),-0.0298931 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.0551325 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.0597783 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.0517719 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0948092 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.0725001 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.165178 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0505658 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0971364 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.0462964 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.0531934 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.151412 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.119169 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.017637 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.0277873 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.0138693 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.017637 # DEPENDENCYPART_SIBL
(22,6),(22,27),0.0143157 # DEPENDENCYPART_SIBL
(22,6),(22,28),0.0147257 # DEPENDENCYPART_SIBL
(22,6),(22,29),-0.00469055 # DEPENDENCYPART_SIBL
(22,6),(22,30),0.0143971 # DEPENDENCYPART_SIBL
(22,6),(22,31),-0.0299827 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.212557 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.214013 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.165926 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.16987 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.0234498 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.201316 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0317359 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.187656 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.210316 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.175297 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0257583 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0591729 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0752124 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.0341273 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0591722 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.0738197 # DEPENDENCYPART_SIBL
(22,8),(22,28),-0.0732912 # DEPENDENCYPART_SIBL
(22,8),(22,29),-0.0440671 # DEPENDENCYPART_SIBL
(22,8),(22,30),-0.0732982 # DEPENDENCYPART_SIBL
(22,8),(22,31),-0.0319957 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.211067 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.16269 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.168716 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.0246587 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.19837 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0305795 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.186472 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.207371 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.170115 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0246024 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0578281 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0757107 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0277335 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0578274 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.0743181 # DEPENDENCYPART_SIBL
(22,9),(22,28),-0.0737896 # DEPENDENCYPART_SIBL
(22,9),(22,29),-0.0420934 # DEPENDENCYPART_SIBL
(22,9),(22,30),-0.0737965 # DEPENDENCYPART_SIBL
(22,9),(22,31),-0.0299124 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.163175 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.171084 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0225683 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.198372 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0356097 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.1892 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.207372 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.169346 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0290057 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0624568 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0647009 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0360545 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0624561 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.0633083 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.0627798 # DEPENDENCYPART_SIBL
(22,10),(22,29),-0.0505593 # DEPENDENCYPART_SIBL
(22,10),(22,30),-0.0627867 # DEPENDENCYPART_SIBL
(22,10),(22,31),-0.0440466 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.00887809 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0660681 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0103128 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0430147 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.0198026 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.00470067 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0685493 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0625591 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.00931483 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0182424 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0717635 # DEPENDENCYPART_SIBL
(22,11),(22,26),0.00931483 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.0107051 # DEPENDENCYPART_SIBL
(22,11),(22,28),0.0110459 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.0712274 # DEPENDENCYPART_SIBL
(22,11),(22,30),0.0108794 # DEPENDENCYPART_SIBL
(22,11),(22,31),0.0426961 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0289871 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0684929 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.00170541 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0771546 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0591236 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.291048 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0522228 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.129003 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.00779692 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0195397 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.129003 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.00200422 # DEPENDENCYPART_SIBL
(22,12),(22,28),0.00248039 # DEPENDENCYPART_SIBL
(22,12),(22,29),-0.0250754 # DEPENDENCYPART_SIBL
(22,12),(22,30),0.00247771 # DEPENDENCYPART_SIBL
(22,12),(22,31),-0.0355487 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.00520322 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0700065 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0696493 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.00802453 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.124277 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.00874541 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.00255239 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.0275876 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.00656048 # DEPENDENCYPART_SIBL
(22,13),(22,26),0.00255241 # DEPENDENCYPART_SIBL
(22,13),(22,27),0.0259635 # DEPENDENCYPART_SIBL
(22,13),(22,28),0.02633 # DEPENDENCYPART_SIBL
(22,13),(22,29),-0.00934849 # DEPENDENCYPART_SIBL
(22,13),(22,30),0.0263278 # DEPENDENCYPART_SIBL
(22,13),(22,31),0.0367093 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0373891 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.189614 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.215088 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.174547 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0311777 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.033163 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0670524 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.00541771 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0331623 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0656598 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.0651313 # DEPENDENCYPART_SIBL
(22,15),(22,29),-0.01785 # DEPENDENCYPART_SIBL
(22,15),(22,30),-0.0651383 # DEPENDENCYPART_SIBL
(22,15),(22,31),0.000527821 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0918654 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0530738 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.311631 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.103322 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.13146 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0156845 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.0209422 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.13146 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0157888 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.0155105 # DEPENDENCYPART_SIBL
(22,16),(22,29),-0.0450892 # DEPENDENCYPART_SIBL
(22,16),(22,30),-0.0155191 # DEPENDENCYPART_SIBL
(22,16),(22,31),-0.0502533 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0639623 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0447865 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.055112 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0833119 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0619978 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0688417 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0833118 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0642191 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.0645829 # DEPENDENCYPART_SIBL
(22,17),(22,29),-0.0712335 # DEPENDENCYPART_SIBL
(22,17),(22,30),-0.0639546 # DEPENDENCYPART_SIBL
(22,17),(22,31),-0.0174228 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.173193 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0244277 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0575112 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0739223 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0274285 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0575105 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0725297 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.0720012 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.041788 # DEPENDENCYPART_SIBL
(22,18),(22,30),-0.0720081 # DEPENDENCYPART_SIBL
(22,18),(22,31),-0.0295834 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.119169 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.017637 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0277873 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0138693 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.017637 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.0143157 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.0147257 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.00469055 # DEPENDENCYPART_SIBL
(22,19),(22,30),0.0143971 # DEPENDENCYPART_SIBL
(22,19),(22,31),-0.0299827 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0400908 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0391988 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.00513241 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0400907 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0394839 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0392055 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.0497452 # DEPENDENCYPART_SIBL
(22,20),(22,30),-0.0392141 # DEPENDENCYPART_SIBL
(22,20),(22,31),-0.0226435 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.131114 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.00069314 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.345673 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.127011 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.126985 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.00576286 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.126985 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.0503406 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0275747 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.025851 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.14616 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.146134 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.0675161 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.146134 # DEPENDENCYPART_SIBL
(22,24),(22,31),-0.0515685 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0900197 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0866307 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0865314 # DEPENDENCYPART_SIBL
(22,25),(22,29),0.00818441 # DEPENDENCYPART_SIBL
(22,25),(22,30),-0.0866941 # DEPENDENCYPART_SIBL
(22,25),(22,31),-0.0579556 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.127011 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.126985 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.00576268 # DEPENDENCYPART_SIBL
(22,26),(22,30),-0.126985 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.0503406 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.141361 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0711199 # DEPENDENCYPART_SIBL
(22,27),(22,30),-0.141361 # DEPENDENCYPART_SIBL
(22,27),(22,31),-0.0475391 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0711245 # DEPENDENCYPART_SIBL
(22,28),(22,30),-0.141356 # DEPENDENCYPART_SIBL
(22,28),(22,31),-0.0475277 # DEPENDENCYPART_SIBL
(22,29),(22,30),-0.00191502 # DEPENDENCYPART_SIBL
(22,29),(22,31),0.0211437 # DEPENDENCYPART_SIBL
(22,30),(22,31),-0.0476061 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0798407 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0311492 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0787145 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0787092 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00910269 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.111361 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.111361 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0363589 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0363211 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.109748 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.129872 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.0675581 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.131463 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.102828 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0681395 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0417287 # DEPENDENCYPART_SIBL
(24,14),(24,28),-0.0422033 # DEPENDENCYPART_SIBL
(24,14),(24,29),-0.0432161 # DEPENDENCYPART_SIBL
(24,14),(24,30),-0.0415683 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0530333 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.00331537 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0513762 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.10514 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0129447 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0110343 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.0903432 # DEPENDENCYPART_SIBL
(24,17),(24,30),0.0129319 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0127836 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.109812 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.143296 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.106651 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.107286 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.117916 # DEPENDENCYPART_SIBL
(24,20),(24,30),-0.106654 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0298801 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.108911 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.00973239 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.00782204 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.115859 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.00971955 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.00649083 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0310858 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0308071 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0924273 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.0309641 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0280533 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.028372 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.0271979 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.0280527 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0543837 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.147219 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.0540638 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.147217 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.0540654 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0140135 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0386462 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.02107 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0209034 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.0209076 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.755362 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.755362 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.755362 # DEPENDENCYPART_SIBL
(25,27),(25,28),-1.45902 # DEPENDENCYPART_SIBL
(25,27),(25,30),-1.45902 # DEPENDENCYPART_SIBL
(25,28),(25,30),-1.45893 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.110596 # DEPENDENCYPART_SIBL
