# _root_ Ať už podnět ke změnám přišel zvenčí nebo ne , určitě vzbuzuje naději , že povede ke zchlazení výbušné atmosféry v zemi .
#goldHeads=8,1,6,3,4,1,6,10,8,0,12,10,12,15,13,15,16,17,20,18,20,21,0,
#predictedHeads=6,3,6,3,4,0,8,6,8,12,12,8,12,15,13,15,16,17,20,18,20,21,0,
(6,16),(16,15),0.43464 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.125792 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.576222 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-1.63536 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.791352 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.157422 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.761438 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.331586 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.0174386 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.250969 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-1.34987 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.000755723 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.52588 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.351973 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.0322824 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.246869 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.26407 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.249954 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.267194 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.36287 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.716356 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-1.00293 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.273889 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.346005 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0216014 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.2162 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.258981 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.1601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.751729 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.258824 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.353104 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.316491 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0113422 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.392419 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.09535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.676861 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.0091 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.919605 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.93572 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.14338 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.24426 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.903648 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.01652 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.26844 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-1.42777 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.29387 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.738134 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.640487 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.897917 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.493632 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.97287 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.749181 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.76666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.554508 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.620366 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.502065 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.688252 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.654242 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.604408 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.676944 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.820363 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.74862 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.945951 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.629706 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.839051 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.771616 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.832597 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.69862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.320899 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.670093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.525591 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.708932 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.654136 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.83371 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.728594 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.671661 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.633652 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.616868 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.821134 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.822511 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-1.20201 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.708736 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.317837 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.162447 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.66235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,10),-0.622976 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.242068 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.228251 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.126566 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0946938 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.326712 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0556481 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.00637567 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0167116 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.286787 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.74973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.0678417 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.622073 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.805692 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.100851 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0668885 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.211686 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.7073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.0946938 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.326712 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.092691 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0744325 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0184767 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.288556 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.106037 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.392964 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0983855 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0395405 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.192643 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.279162 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.63184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0599244 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.52219 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.561676 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.564069 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.666008 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.384792 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.645599 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.977944 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.0347 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.898134 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.225311 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.385233 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.156244 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.190049 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.61885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.07262 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.729039 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.654759 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.174567 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.19504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.367747 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.132771 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0436202 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.230349 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.453683 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.623479 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.744873 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.986746 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.76822 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.08418 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.78319 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.196691 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.33262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.129358 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.225161 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.103261 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.274917 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.31176 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.274998 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.523362 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.881366 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.247699 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.725266 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.647056 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.666292 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.178267 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.14708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.290316 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.17941 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0564845 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.308867 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.263831 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.323138 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.467346 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.551975 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.69075 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.612147 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.641809 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.711619 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.699008 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.157665 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.12258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.207353 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.251122 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0268095 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.158939 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.24496 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.221842 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.520971 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.311069 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.535453 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.847141 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.529233 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.277257 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.372196 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0965148 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.153845 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.211875 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.510459 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.287236 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.523289 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.641037 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.78319 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.129358 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.228641 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.415478 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.226491 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.515507 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.274998 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.523362 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.328428 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.795364 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.271507 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.329901 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0527881 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.488963 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.134109 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.277164 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.462 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.734546 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.908803 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.729418 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.476835 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.59874 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.543636 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.241802 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0269386 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.0377338 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.136034 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.104403 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.176467 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.306338 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.541561 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.851546 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.535342 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.27411 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.676542 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.609048 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.3269 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.647896 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.321512 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.461529 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.157297 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.637206 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.512588 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.23957 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.655634 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.447698 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.171764 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.537718 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.492893 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.212287 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.633934 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.158428 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.341181 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.576234 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.237949 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.655678 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.447718 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.305944 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.29967 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.454069 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.363744 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.824356 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.946205 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.603427 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.547623 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.258043 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.703394 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.335428 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.51198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,12),-0.451137 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.893752 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.775078 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.859846 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.70639 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.357204 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.360567 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.61542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,13),-0.499163 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.787453 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.791254 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.651339 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.633735 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.622989 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.341583 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.599066 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.63512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.372547 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.308649 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.530488 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.578532 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.69548 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.834182 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.699502 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.908884 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.95098 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.01399 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.94503 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.02177 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.21053 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.25689 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.42565 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.11649 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.40076 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.89164 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.03338 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.972948 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.36672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0840221 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.292911 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.297569 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.408742 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.56903 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.468557 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.674713 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.754432 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.22845 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.00577 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.742024 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.00657 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.823249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.16175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.20282 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0282871 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.198439 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.26977 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.4794 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.1973 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.825466 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.829302 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.643048 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.586415 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.617142 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.374314 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.612069 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.539149 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.38736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.14795 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.00537557 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0993051 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.180164 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.513015 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.260909 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.58514 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.473406 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.632731 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.467279 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.70979 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.89164 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.36672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.125419 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.208464 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.205088 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.342195 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.56903 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.468557 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.618638 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.829848 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.161501 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.00876249 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.135949 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.158931 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.161431 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.459686 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.580335 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.474687 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.632747 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.46856 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.706057 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.466815 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.505537 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0545224 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0263849 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.0350821 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.93978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,1),-0.147123 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.178657 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.323382 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.0154068 # DEPENDENCYPART_GRANDPAR
