# _root_ Předseda Halík považuje Wintrovo jednání za jistou odplatu Spartě z doby , kdy byl požádán , aby projednal odstupné za sparťanského hráče Františka Kučeru v Chicagu .
#goldHeads=2,3,0,5,3,3,8,6,8,8,10,15,15,15,11,17,15,17,18,19,22,24,24,20,24,25,0,
#predictedHeads=2,3,0,5,3,3,8,6,8,8,10,15,15,15,11,17,15,17,18,18,22,24,24,20,24,25,0,
(18,13),(18,20),0.0765867 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0269871 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.089021 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0800495 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0801456 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0403174 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.0801068 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.166251 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0440756 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0222279 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.180318 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.299585 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.10065 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.18426 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.183841 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.183969 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.237587 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.183969 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.091809 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0679221 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0133026 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0233429 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0169301 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00936034 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.00977968 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.00965093 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0301088 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.00965093 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0500902 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00108206 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0171423 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0274263 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0218252 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00595564 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.00611057 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0016974 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.00611057 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0777664 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0620132 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0294329 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0707449 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0682119 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0680579 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.112211 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0680579 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0533559 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.021088 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.116436 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.117528 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.116793 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0408917 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.116793 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0334956 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0162377 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.00459897 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.00487786 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.14036 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.00487426 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.100338 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.104441 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.10439 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0311262 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.10439 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.107581 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.106846 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0817762 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.106846 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.113372 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0528128 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.113372 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0529713 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.112339 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.0443785 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00654828 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0130816 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.00830425 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.00943931 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0244457 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0280219 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0288476 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0280177 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0246467 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0582273 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0560306 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.162204 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0633234 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.133001 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.134501 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.302627 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0170967 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.00414581 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0127746 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.012738 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0770604 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0720486 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0905716 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0905274 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.718023 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.716944 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.716944 # DEPENDENCYPART_SIBL
(20,22),(20,23),-1.35963 # DEPENDENCYPART_SIBL
(20,22),(20,24),-1.35894 # DEPENDENCYPART_SIBL
(20,23),(20,24),-1.35994 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0300644 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0338282 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.033735 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.00671245 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.110432 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.109749 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.126267 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.110764 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.110468 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.110596 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.154893 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.00637731 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0266519 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0273879 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.102728 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0273104 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0489917 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0210627 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0202086 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.12883 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0205455 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00290092 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00108761 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0416413 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.00116511 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0607108 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.13564 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0607144 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.137139 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0574212 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0131129 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.00610378 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0156178 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0179452 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0998872 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0178677 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.00621068 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.181997 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.00668285 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0553177 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.00676035 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.113174 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.00481227 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0999923 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.00473477 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.00859333 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.134331 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0601286 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.204767 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0130936 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.17298 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.204767 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.154916 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.00607329 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0156884 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0455161 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.096989 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0265951 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.00331003 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0487088 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0310668 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0209564 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.123101 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0212749 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.132521 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.182023 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.192175 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0553406 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.00378107 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.11315 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0453999 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0970941 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0134622 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.00569268 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0895559 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0473022 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.025871 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0130807 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.172936 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.20461 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.144935 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0915836 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0442929 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0984442 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0510993 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.317973 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0156871 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.0455149 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.0130673 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.0390873 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.00331003 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.0453987 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0129511 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.038723 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.00569268 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0113979 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0386364 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.025871 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0393417 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.00259588 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.116672 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.288359 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0511689 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0550455 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.205138 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0969072 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.54247 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.445102 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.324706 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.255024 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0575744 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0522993 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.176753 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.089286 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.378803 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.373744 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.111942 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.168685 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.328853 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.111515 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0181805 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.172911 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.203118 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.217559 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.971851 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.645463 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.394785 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.147894 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.0449881 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.176248 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.0445848 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),-0.163932 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.256334 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.247325 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.550022 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0402792 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.058272 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.547305 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.426034 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.292848 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.282662 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.19365 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.321015 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.416884 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.393579 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.157934 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0169454 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.280369 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.453161 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.305438 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.31295 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.761589 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.0544289 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.152219 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.152052 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.546683 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.422635 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.289218 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.477528 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.557479 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.891882 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.849603 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.6912 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.106112 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0177374 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.120167 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.48023 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.475398 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.714733 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.0527338 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0609084 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.262924 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.127071 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.430895 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.418992 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.123137 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-1.03716 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.316519 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.133556 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.0674835 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.254514 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.226096 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.0720976 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.439293 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.434232 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.715731 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0115679 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0284787 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.436804 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.304091 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.168238 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.401947 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.460158 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.220903 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.957016 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.652478 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.127548 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0827756 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.172823 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.222632 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.0472266 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.0821306 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.266972 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.0842731 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.161535 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.761589 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.39258 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.120167 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.336724 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.00360475 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.792532 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.0697476 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-1.32351 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.105052 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-8.25683e-05 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.385362 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.71492 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.218574 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.75678 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.602085 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.767029 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.584489 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.500436 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.458661 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.4536 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.728048 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.0309361 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.944858 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.664796 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.355332 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.14013 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.055559 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.204625 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.0350326 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.389028 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.0641243 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.248965 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.0662668 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.149341 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),-0.419162 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.36328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.853322 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-1.15693 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.720882 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.722441 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.7146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.204595 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.166631 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.515736 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.52632 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.597314 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.636294 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.769769 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.549162 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.236073 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.556492 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.911105 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.761555 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.28584 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.606784 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-1.07113 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-1.11874 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-1.47104 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.67755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.170361 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.36674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.129352 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.48338 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-1.09327 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.671247 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-1.58138 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-1.1439 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-1.18026 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.811954 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.991363 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.741542 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.41974 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-1.52142 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.601247 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.629803 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.578168 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.2439 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.442976 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.658665 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-1.09434 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.335203 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-1.51772 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-1.17861 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.865984 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-1.09788 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.664733 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.995825 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.746003 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.633238 # DEPENDENCYPART_GRANDPAR
