# _root_ Namísto prezidenta Borise Jelcina , jehož účast na slavnostním uvítání vojáků se původně očekávala , z tribuny k vojákům promluvil ruský premiér Viktor Černomyrdin .
#goldHeads=20,4,4,1,14,7,14,7,10,8,10,14,14,4,14,20,16,20,18,0,22,24,24,20,0,
#predictedHeads=14,4,4,1,14,7,14,7,10,8,10,14,14,15,0,20,16,17,18,15,22,24,24,20,0,
(20,7),(20,17),-0.200165 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0436035 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.200558 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0441202 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.063679 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0436273 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0455156 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.0317353 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0469094 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0469281 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.169144 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0366235 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.119186 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.296496 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.125545 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0469094 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.11102 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.04646 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.135887 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.021188 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.00833002 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.00832163 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.104662 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.190964 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.00814153 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.00423675 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.00138455 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.147897 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0106495 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.186956 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0233961 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.187349 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0403792 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.054026 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0339744 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0358626 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0318292 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.00800339 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.00412656 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.00339911 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.155185 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.00884485 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.19404 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0252007 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.194433 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0407003 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.043162 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0231104 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0249986 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0325472 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0926047 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0137227 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.210667 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0951806 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0341002 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.281759 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0321748 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.312615 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0730264 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0586892 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0586837 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.179094 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.00019758 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.167866 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0537649 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0232557 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.00291123 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0271522 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0439372 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0262604 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.00237896 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.00238461 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.197415 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0867083 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0239628 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.00596582 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.035553 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.00181141 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0196906 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0211022 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0160574 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0160519 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0504634 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0166716 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.026832 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0229388 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0272956 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0287493 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0223494 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.00465386 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.00181178 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0336357 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0376492 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0480198 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0371998 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.067686 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0562458 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0439346 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0439234 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.107093 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0233961 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.190173 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0403788 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0568951 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0368435 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0387317 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0318292 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0921757 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0630754 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0637072 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0513964 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.051388 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0903486 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0416485 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0604745 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0404229 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0423111 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0331571 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.117236 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.112925 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.112924 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.151397 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.121211 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.12122 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.131713 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.117354 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.128826 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.129476 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0799136 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0787113 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0787084 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.111617 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.111628 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.109753 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0677398 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.101549 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0766128 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.011974 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.0120539 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.109222 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.115193 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.00634232 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0124605 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0106395 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.00427334 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0124716 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.103452 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.103377 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.127988 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00452209 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0044459 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.107552 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0636976 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.210273 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.21049 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0114086 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0530918 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0960947 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.128032 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.150309 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.00570412 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.106358 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.00917038 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.00401775 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.205597 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.114022 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.00584509 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.00642077 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0258546 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0075679 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0025961 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0447321 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0114086 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0614047 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0475373 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.127978 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.00642077 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0260095 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.00741302 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.00262526 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.141996 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.161642 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.106305 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0662531 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.00423801 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.00113812 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0786052 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.081963 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0786407 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.528317 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.00521166 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.120034 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.127686 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.506637 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0895883 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.210973 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.624313 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.1826 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.131177 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.00478435 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.161868 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.118416 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.505236 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0975449 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.202854 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.625251 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.269168 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.180996 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.132781 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.00531405 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.160523 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.17977 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.50528 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0977547 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.203589 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.62214 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.392359 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0750751 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.181309 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.132468 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.237563 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.127263 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.117126 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.119263 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.301005 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.215508 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.319524 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.186045 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.362027 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.82829 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0876209 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),1.14207 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.363439 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.01977 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.00849523 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.0119962 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.395078 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.126925 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.178205 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.0152987 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.523738 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.285729 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.169185 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.391774 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.199484 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.112954 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.122629 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.233798 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.095188 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.123951 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.843935 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.266251 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.390117 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),0.0805404 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),0.080789 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.237563 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.127263 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.117126 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.119263 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.233994 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.0805473 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.00412961 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.628189 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.393959 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.287041 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.185748 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0304072 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.529613 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0153721 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.352026 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.143057 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),1.14207 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.182916 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.301928 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.0347018 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.0348505 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.437642 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.36339 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),-0.014992 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.00371726 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-0.00721826 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.394874 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.124399 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.182983 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.0152489 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.280951 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.164407 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.394333 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.200731 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.470189 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.140512 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.371769 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.451475 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.0522913 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.313723 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.272436 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.384076 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),0.0744997 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),0.0747483 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),-0.338445 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.553837 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.05253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.803275 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.551424 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.087152 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.799676 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.29306 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.237373 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.321937 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),0.300808 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.05283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.21784 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.572454 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0995756 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.779959 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.319392 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.227289 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.638606 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),0.337665 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),0.316536 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.05284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.2202 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),1.34171 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.099551 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.779726 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.318676 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.224158 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.711355 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.141727 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),0.337375 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),0.316246 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.27664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.727965 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.880694 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.628733 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.654011 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.125988 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.484093 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.584051 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.0193873 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.0712687 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.264586 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.0923973 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.40726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.0282 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.33405 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.756671 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.862564 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.683141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.286799 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0832919 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0780822 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.197958 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-1.258 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.631432 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.117662 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.235252 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.862568 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.667304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.627847 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0823937 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0787235 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.200216 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-1.25574 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.585276 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.0794884 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.119019 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.236609 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.983132 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.06547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.294689 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.013517 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.108007 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0630565 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-1.18616 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.395527 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0358235 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.306482 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.476598 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.424072 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.863324 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.680877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.616554 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.314481 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.420061 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.132309 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.166964 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-1.27272 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.601621 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.648419 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.0828311 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.123274 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.436397 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.568126 # DEPENDENCYPART_GRANDPAR
