# _root_ Obávám se , že Ivanu Hlinkovi a Stanislavu Neveselému zbyla už právě jen ta slepá víra v boží zázrak , který se nepochybně sám od sebe nedostaví .
#goldHeads=0,1,4,1,6,7,10,9,7,4,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,19,0,
#predictedHeads=0,1,4,1,6,7,4,7,10,7,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,16,0,
(27,3),(27,20),-0.174704 # DEPENDENCYPART_SIBL
(27,3),(27,21),0.453426 # DEPENDENCYPART_SIBL
(27,3),(27,22),-0.025981 # DEPENDENCYPART_SIBL
(27,3),(27,23),0.0624275 # DEPENDENCYPART_SIBL
(27,3),(27,24),-0.050953 # DEPENDENCYPART_SIBL
(27,3),(27,25),0.0218383 # DEPENDENCYPART_SIBL
(27,3),(27,26),0.00102597 # DEPENDENCYPART_SIBL
(27,3),(27,28),-0.0253276 # DEPENDENCYPART_SIBL
(27,5),(27,6),-0.189109 # DEPENDENCYPART_SIBL
(27,5),(27,7),-0.0390471 # DEPENDENCYPART_SIBL
(27,5),(27,8),-0.189109 # DEPENDENCYPART_SIBL
(27,5),(27,10),0.00253638 # DEPENDENCYPART_SIBL
(27,5),(27,11),0.0372072 # DEPENDENCYPART_SIBL
(27,5),(27,12),-0.0452068 # DEPENDENCYPART_SIBL
(27,5),(27,13),0.00190211 # DEPENDENCYPART_SIBL
(27,5),(27,14),-0.157156 # DEPENDENCYPART_SIBL
(27,5),(27,15),-0.174684 # DEPENDENCYPART_SIBL
(27,5),(27,16),-0.192337 # DEPENDENCYPART_SIBL
(27,5),(27,17),0.00730276 # DEPENDENCYPART_SIBL
(27,5),(27,18),-0.175058 # DEPENDENCYPART_SIBL
(27,5),(27,19),-0.192972 # DEPENDENCYPART_SIBL
(27,5),(27,20),-0.147224 # DEPENDENCYPART_SIBL
(27,5),(27,21),-0.33186 # DEPENDENCYPART_SIBL
(27,5),(27,22),0.00778023 # DEPENDENCYPART_SIBL
(27,5),(27,23),0.0472857 # DEPENDENCYPART_SIBL
(27,5),(27,24),-0.19916 # DEPENDENCYPART_SIBL
(27,5),(27,25),-0.0229115 # DEPENDENCYPART_SIBL
(27,5),(27,26),-0.15289 # DEPENDENCYPART_SIBL
(27,5),(27,28),-0.0235205 # DEPENDENCYPART_SIBL
(27,6),(27,7),-0.0390471 # DEPENDENCYPART_SIBL
(27,6),(27,8),-0.189104 # DEPENDENCYPART_SIBL
(27,6),(27,10),0.00253638 # DEPENDENCYPART_SIBL
(27,6),(27,11),0.0372072 # DEPENDENCYPART_SIBL
(27,6),(27,12),-0.0452067 # DEPENDENCYPART_SIBL
(27,6),(27,13),0.00190211 # DEPENDENCYPART_SIBL
(27,6),(27,14),-0.157156 # DEPENDENCYPART_SIBL
(27,6),(27,15),-0.174684 # DEPENDENCYPART_SIBL
(27,6),(27,16),-0.192332 # DEPENDENCYPART_SIBL
(27,6),(27,17),0.00730331 # DEPENDENCYPART_SIBL
(27,6),(27,18),-0.175058 # DEPENDENCYPART_SIBL
(27,6),(27,19),-0.192966 # DEPENDENCYPART_SIBL
(27,6),(27,20),-0.147224 # DEPENDENCYPART_SIBL
(27,6),(27,21),-0.33186 # DEPENDENCYPART_SIBL
(27,6),(27,22),0.00778024 # DEPENDENCYPART_SIBL
(27,6),(27,23),0.0472857 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.19916 # DEPENDENCYPART_SIBL
(27,6),(27,25),-0.0229109 # DEPENDENCYPART_SIBL
(27,6),(27,26),-0.15289 # DEPENDENCYPART_SIBL
(27,6),(27,28),-0.0235203 # DEPENDENCYPART_SIBL
(27,7),(27,8),-0.0880388 # DEPENDENCYPART_SIBL
(27,7),(27,10),-0.0932579 # DEPENDENCYPART_SIBL
(27,7),(27,11),-0.0559654 # DEPENDENCYPART_SIBL
(27,7),(27,12),-0.156563 # DEPENDENCYPART_SIBL
(27,7),(27,13),-0.0985885 # DEPENDENCYPART_SIBL
(27,7),(27,14),-0.0942044 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.159607 # DEPENDENCYPART_SIBL
(27,7),(27,16),-0.085341 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.0655969 # DEPENDENCYPART_SIBL
(27,7),(27,18),-0.159668 # DEPENDENCYPART_SIBL
(27,7),(27,19),-0.0918193 # DEPENDENCYPART_SIBL
(27,7),(27,20),-0.104715 # DEPENDENCYPART_SIBL
(27,7),(27,21),-0.178735 # DEPENDENCYPART_SIBL
(27,7),(27,22),0.00751538 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.0644669 # DEPENDENCYPART_SIBL
(27,7),(27,24),-0.100916 # DEPENDENCYPART_SIBL
(27,7),(27,25),-0.0445098 # DEPENDENCYPART_SIBL
(27,7),(27,26),-0.1016 # DEPENDENCYPART_SIBL
(27,7),(27,28),-0.0654297 # DEPENDENCYPART_SIBL
(27,8),(27,10),0.00253638 # DEPENDENCYPART_SIBL
(27,8),(27,11),0.0372072 # DEPENDENCYPART_SIBL
(27,8),(27,12),-0.0452067 # DEPENDENCYPART_SIBL
(27,8),(27,13),0.00190211 # DEPENDENCYPART_SIBL
(27,8),(27,14),-0.157156 # DEPENDENCYPART_SIBL
(27,8),(27,15),-0.174684 # DEPENDENCYPART_SIBL
(27,8),(27,16),-0.192332 # DEPENDENCYPART_SIBL
(27,8),(27,17),0.00730331 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.175058 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.192966 # DEPENDENCYPART_SIBL
(27,8),(27,20),-0.147224 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.33186 # DEPENDENCYPART_SIBL
(27,8),(27,22),0.00778024 # DEPENDENCYPART_SIBL
(27,8),(27,23),0.0472857 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.19916 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.0229109 # DEPENDENCYPART_SIBL
(27,8),(27,26),-0.15289 # DEPENDENCYPART_SIBL
(27,8),(27,28),-0.0235203 # DEPENDENCYPART_SIBL
(27,10),(27,11),-0.0142662 # DEPENDENCYPART_SIBL
(27,10),(27,12),-0.0756085 # DEPENDENCYPART_SIBL
(27,10),(27,13),-0.0396816 # DEPENDENCYPART_SIBL
(27,10),(27,14),-0.0946308 # DEPENDENCYPART_SIBL
(27,10),(27,15),-0.0686416 # DEPENDENCYPART_SIBL
(27,10),(27,16),-0.012985 # DEPENDENCYPART_SIBL
(27,10),(27,17),0.0348634 # DEPENDENCYPART_SIBL
(27,10),(27,18),-0.0686422 # DEPENDENCYPART_SIBL
(27,10),(27,19),-0.0151663 # DEPENDENCYPART_SIBL
(27,10),(27,20),-0.091809 # DEPENDENCYPART_SIBL
(27,10),(27,21),-0.172241 # DEPENDENCYPART_SIBL
(27,10),(27,22),-0.0395134 # DEPENDENCYPART_SIBL
(27,10),(27,23),0.00479362 # DEPENDENCYPART_SIBL
(27,10),(27,24),-0.11759 # DEPENDENCYPART_SIBL
(27,10),(27,25),0.00280533 # DEPENDENCYPART_SIBL
(27,10),(27,26),-0.0915323 # DEPENDENCYPART_SIBL
(27,10),(27,28),-0.0386911 # DEPENDENCYPART_SIBL
(27,11),(27,12),-0.0602298 # DEPENDENCYPART_SIBL
(27,11),(27,13),-0.0467771 # DEPENDENCYPART_SIBL
(27,11),(27,14),-0.0512327 # DEPENDENCYPART_SIBL
(27,11),(27,15),0.0248932 # DEPENDENCYPART_SIBL
(27,11),(27,16),0.0134051 # DEPENDENCYPART_SIBL
(27,11),(27,17),0.00847787 # DEPENDENCYPART_SIBL
(27,11),(27,18),0.0248443 # DEPENDENCYPART_SIBL
(27,11),(27,19),0.0113599 # DEPENDENCYPART_SIBL
(27,11),(27,20),-0.174776 # DEPENDENCYPART_SIBL
(27,11),(27,21),-0.128256 # DEPENDENCYPART_SIBL
(27,11),(27,22),0.0175203 # DEPENDENCYPART_SIBL
(27,11),(27,23),0.036052 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.0874996 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.0347513 # DEPENDENCYPART_SIBL
(27,11),(27,26),-0.0305279 # DEPENDENCYPART_SIBL
(27,11),(27,28),-0.234183 # DEPENDENCYPART_SIBL
(27,12),(27,13),-0.131523 # DEPENDENCYPART_SIBL
(27,12),(27,14),-0.238022 # DEPENDENCYPART_SIBL
(27,12),(27,15),-0.112829 # DEPENDENCYPART_SIBL
(27,12),(27,16),-0.170072 # DEPENDENCYPART_SIBL
(27,12),(27,17),-0.121653 # DEPENDENCYPART_SIBL
(27,12),(27,18),-0.112878 # DEPENDENCYPART_SIBL
(27,12),(27,19),-0.172117 # DEPENDENCYPART_SIBL
(27,12),(27,20),-0.274737 # DEPENDENCYPART_SIBL
(27,12),(27,21),-0.31349 # DEPENDENCYPART_SIBL
(27,12),(27,22),-0.179139 # DEPENDENCYPART_SIBL
(27,12),(27,23),-0.168276 # DEPENDENCYPART_SIBL
(27,12),(27,24),-0.274286 # DEPENDENCYPART_SIBL
(27,12),(27,25),-0.165443 # DEPENDENCYPART_SIBL
(27,12),(27,26),-0.217314 # DEPENDENCYPART_SIBL
(27,12),(27,28),-0.296166 # DEPENDENCYPART_SIBL
(27,13),(27,14),-0.0182276 # DEPENDENCYPART_SIBL
(27,13),(27,15),-0.00805459 # DEPENDENCYPART_SIBL
(27,13),(27,16),-0.0720906 # DEPENDENCYPART_SIBL
(27,13),(27,17),-0.0229614 # DEPENDENCYPART_SIBL
(27,13),(27,18),-0.00805459 # DEPENDENCYPART_SIBL
(27,13),(27,19),-0.0662221 # DEPENDENCYPART_SIBL
(27,13),(27,20),-0.0838223 # DEPENDENCYPART_SIBL
(27,13),(27,21),-0.0653436 # DEPENDENCYPART_SIBL
(27,13),(27,22),0.022903 # DEPENDENCYPART_SIBL
(27,13),(27,23),-0.0605058 # DEPENDENCYPART_SIBL
(27,13),(27,24),-0.0427268 # DEPENDENCYPART_SIBL
(27,13),(27,25),-0.0226943 # DEPENDENCYPART_SIBL
(27,13),(27,26),-0.0124668 # DEPENDENCYPART_SIBL
(27,13),(27,28),-0.168229 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.06051 # DEPENDENCYPART_SIBL
(27,14),(27,16),-0.0490812 # DEPENDENCYPART_SIBL
(27,14),(27,17),0.00218449 # DEPENDENCYPART_SIBL
(27,14),(27,18),-0.06075 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.0509938 # DEPENDENCYPART_SIBL
(27,14),(27,20),-0.293622 # DEPENDENCYPART_SIBL
(27,14),(27,21),-0.213111 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.103475 # DEPENDENCYPART_SIBL
(27,14),(27,23),0.00834001 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.185542 # DEPENDENCYPART_SIBL
(27,14),(27,25),0.0634581 # DEPENDENCYPART_SIBL
(27,14),(27,26),-0.128616 # DEPENDENCYPART_SIBL
(27,14),(27,28),-0.168814 # DEPENDENCYPART_SIBL
(27,15),(27,16),-0.0576836 # DEPENDENCYPART_SIBL
(27,15),(27,17),0.0429029 # DEPENDENCYPART_SIBL
(27,15),(27,18),-0.015832 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.0593295 # DEPENDENCYPART_SIBL
(27,15),(27,20),-0.0332066 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.162634 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.0134985 # DEPENDENCYPART_SIBL
(27,15),(27,23),0.0401295 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.140627 # DEPENDENCYPART_SIBL
(27,15),(27,25),0.0392991 # DEPENDENCYPART_SIBL
(27,15),(27,26),-0.109383 # DEPENDENCYPART_SIBL
(27,15),(27,28),-0.0993283 # DEPENDENCYPART_SIBL
(27,16),(27,17),0.00721193 # DEPENDENCYPART_SIBL
(27,16),(27,18),-0.175261 # DEPENDENCYPART_SIBL
(27,16),(27,19),-0.193054 # DEPENDENCYPART_SIBL
(27,16),(27,20),-0.147273 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.33204 # DEPENDENCYPART_SIBL
(27,16),(27,22),0.00760106 # DEPENDENCYPART_SIBL
(27,16),(27,23),0.0471973 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.199339 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.0230008 # DEPENDENCYPART_SIBL
(27,16),(27,26),-0.15307 # DEPENDENCYPART_SIBL
(27,16),(27,28),-0.0228049 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.118786 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.0108249 # DEPENDENCYPART_SIBL
(27,17),(27,20),-0.30923 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.241387 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.00508352 # DEPENDENCYPART_SIBL
(27,17),(27,23),0.0334706 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.173794 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.0111896 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.11455 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.104338 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.0593897 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.032545 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.162634 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0134986 # DEPENDENCYPART_SIBL
(27,18),(27,23),0.0401294 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.140627 # DEPENDENCYPART_SIBL
(27,18),(27,25),0.039502 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.109383 # DEPENDENCYPART_SIBL
(27,18),(27,28),-0.104759 # DEPENDENCYPART_SIBL
(27,19),(27,20),-0.146929 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.329 # DEPENDENCYPART_SIBL
(27,19),(27,22),0.0118164 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.0484429 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.196144 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0163164 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.149874 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.0322302 # DEPENDENCYPART_SIBL
(27,20),(27,21),0.453426 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.025981 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.0624275 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.050953 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.0218383 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.00102597 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0253276 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.0155879 # DEPENDENCYPART_SIBL
(27,21),(27,23),0.019237 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.114779 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.11024 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.056137 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.0240877 # DEPENDENCYPART_SIBL
(27,22),(27,23),0.119521 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.175795 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.29027 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.103563 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.169472 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.105113 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0115495 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0481415 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.173355 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0608369 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.094252 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.184024 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.0540828 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0391034 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.175794 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.123556 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.276791 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0151145 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.318185 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.424892 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.11517 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.309036 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.284586 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.194198 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.662776 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.110376 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.153814 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.348776 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.357901 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.831952 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.575763 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),0.420128 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),-0.307743 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.680571 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.00679586 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.21688 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.435492 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.114656 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.494868 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.207502 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.205468 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.923534 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-1.02938 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.210043 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.024157 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.681545 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),-0.252341 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0768313 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.609285 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.484705 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.748915 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.373636 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.63306 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.507108 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.517389 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.784063 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.60617 # DEPENDENCYPART_GRANDPAR
(0,5),(5,27),-0.795636 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.547728 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0954543 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.141501 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.364848 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.621811 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.728527 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.665775 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.439745 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.480601 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.221642 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.487105 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.115034 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.117079 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.716701 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.697852 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.493811 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-1.17505 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.592927 # DEPENDENCYPART_GRANDPAR
(0,7),(7,27),0.205378 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.631929 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.20464 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.297985 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.329519 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.532998 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.639706 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0903671 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.523851 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.396573 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.398639 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.658344 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.105986 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.145689 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.553288 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.344367 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.352918 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.626366 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.827543 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.570705 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),0.424561 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),-0.30276 # DEPENDENCYPART_GRANDPAR
(0,10),(10,27),-0.079654 # DEPENDENCYPART_GRANDPAR
(0,27),(27,1),0.632787 # DEPENDENCYPART_GRANDPAR
(0,27),(27,2),0.207022 # DEPENDENCYPART_GRANDPAR
(0,27),(27,3),-0.295109 # DEPENDENCYPART_GRANDPAR
(0,27),(27,5),-0.529812 # DEPENDENCYPART_GRANDPAR
(0,27),(27,6),-0.63652 # DEPENDENCYPART_GRANDPAR
(0,27),(27,7),-0.0885565 # DEPENDENCYPART_GRANDPAR
(0,27),(27,8),-0.520665 # DEPENDENCYPART_GRANDPAR
(0,27),(27,10),0.142897 # DEPENDENCYPART_GRANDPAR
(0,27),(27,11),-0.406184 # DEPENDENCYPART_GRANDPAR
(0,27),(27,12),-0.822572 # DEPENDENCYPART_GRANDPAR
(0,27),(27,13),-0.201869 # DEPENDENCYPART_GRANDPAR
(0,27),(27,14),-0.209792 # DEPENDENCYPART_GRANDPAR
(0,27),(27,15),-0.672711 # DEPENDENCYPART_GRANDPAR
(0,27),(27,16),-0.547986 # DEPENDENCYPART_GRANDPAR
(0,27),(27,17),-0.564212 # DEPENDENCYPART_GRANDPAR
(0,27),(27,18),-0.733442 # DEPENDENCYPART_GRANDPAR
(0,27),(27,19),-0.988141 # DEPENDENCYPART_GRANDPAR
(0,27),(27,20),-0.594081 # DEPENDENCYPART_GRANDPAR
(0,27),(27,21),-1.96077 # DEPENDENCYPART_GRANDPAR
(0,27),(27,22),-0.231149 # DEPENDENCYPART_GRANDPAR
(0,27),(27,23),0.33401 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),-0.916416 # DEPENDENCYPART_GRANDPAR
(0,27),(27,25),-0.490392 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),-1.22688 # DEPENDENCYPART_GRANDPAR
(0,27),(27,28),-0.147541 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.44928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.028129 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.267232 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.437459 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0308649 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-1.00416 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.4719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),0.724244 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.318135 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.238116 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.239581 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.16133 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.21296 # DEPENDENCYPART_GRANDPAR
(1,4),(4,27),-0.268931 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.215652 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.29008 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.607548 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0885443 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.216874 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.534717 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.386782 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.200278 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.599438 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.3296 # DEPENDENCYPART_GRANDPAR
(1,5),(5,27),-0.308678 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.607574 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.779178 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.53492 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.32446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.0597899 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.35 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.666131 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.461839 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0949699 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.548087 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.369524 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.544617 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0375583 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.0536356 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.136765 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.448333 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.582179 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.0724875 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.298933 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.121701 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.298854 # DEPENDENCYPART_GRANDPAR
(1,7),(7,27),-0.651421 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.223391 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.496247 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.386777 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.200273 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.599433 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.0934822 # DEPENDENCYPART_GRANDPAR
