# _root_ Povstání zkomplikovalo plány nacistů na obranu Karpat , připoutalo nemalé nacistické jednotky na Slovensko , rozrušilo komunikační systém v týlu fronty a vytvořilo nebezpečné ohnisko nepokojů .
#goldHeads=22,22,2,3,3,5,6,22,22,12,12,9,9,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
#predictedHeads=2,8,2,3,3,5,6,22,22,12,12,9,12,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
(22,1),(22,18),-0.0208532 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0127561 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.00425239 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.00831698 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0132865 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0473108 # DEPENDENCYPART_SIBL
(22,1),(22,25),0.0806647 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.0806647 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.0680067 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.138537 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.138537 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.096553 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.138998 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.138537 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.00602381 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.047806 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.195236 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.116178 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.096553 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.138851 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.00602381 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.047806 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.195271 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.152338 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0662252 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.138537 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.142386 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.503916 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.0931048 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.150222 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.150222 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.0232331 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0161881 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.0647031 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.0134892 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.016188 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.124511 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.0473704 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.263804 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.00459548 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0647031 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.00316084 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.124511 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0473704 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.263806 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0327888 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0265662 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.016188 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0202526 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.00157828 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.0375925 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.101867 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.101867 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0662562 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.0622729 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0133942 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.0160931 # DEPENDENCYPART_SIBL
(22,4),(22,8),0.124969 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0476062 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.263782 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.00469041 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0622729 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0030659 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.124969 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0476062 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.263784 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0326939 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0252389 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0160931 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0201576 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0173744 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0656416 # DEPENDENCYPART_SIBL
(22,4),(22,25),0.0487932 # DEPENDENCYPART_SIBL
(22,4),(22,26),0.0487932 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0855908 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0511725 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0506428 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0302363 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0014356 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0682998 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0275314 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.0116667 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0505656 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0302363 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0014356 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0682998 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0641427 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.00735139 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0506428 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0549031 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0830296 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.107229 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0661327 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.0661461 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.108233 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0161134 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.124961 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.0476038 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.26371 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.00467005 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.058822 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.00308626 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.124961 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0476038 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.263712 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0327142 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0183354 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0161134 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.020178 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0129661 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0611608 # DEPENDENCYPART_SIBL
(22,6),(22,25),0.060318 # DEPENDENCYPART_SIBL
(22,6),(22,26),0.060318 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.0812064 # DEPENDENCYPART_SIBL
(22,7),(22,8),0.124969 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.0476062 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.263709 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.00469041 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0622729 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0030659 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.124969 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0476062 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.263711 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0326939 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0252389 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0160931 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0201576 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0173744 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.0656416 # DEPENDENCYPART_SIBL
(22,7),(22,25),0.0487934 # DEPENDENCYPART_SIBL
(22,7),(22,26),0.0487934 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.0855908 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0302626 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.016446 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.0484889 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.00914429 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.0206958 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.020552 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0302626 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0166312 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.00442657 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0104658 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.00416525 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.000423931 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.0293684 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0611945 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.0180496 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0180496 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.0364068 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.19523 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.116171 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0965438 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.138844 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.00605505 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0477998 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.195265 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.152332 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0662161 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.138531 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.142379 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.499266 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0931048 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.150222 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.150222 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.0232331 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0529623 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.00153704 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0316203 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.325192 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0389746 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.0187067 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0166323 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.00414482 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0306307 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0213942 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.209267 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.591949 # DEPENDENCYPART_SIBL
(22,11),(22,25),0.00211824 # DEPENDENCYPART_SIBL
(22,11),(22,26),0.00211824 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.121909 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0858429 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0249843 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0757791 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0261212 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.281829 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0546122 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0515211 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0380114 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.042076 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0118169 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0582787 # DEPENDENCYPART_SIBL
(22,12),(22,25),0.0654436 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.0654436 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.0797443 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0505656 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0302363 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0014356 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0682998 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0641427 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.00735139 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0506428 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0549031 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0830296 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.107229 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0661327 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0661461 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.108233 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.126296 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.045057 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.264961 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0341972 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0336656 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0175964 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.021661 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0340925 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0801095 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.0317038 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.0317038 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.107259 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0302626 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0166312 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.00442657 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0104658 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.00416525 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.000423931 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0293684 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0611945 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0180496 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0180496 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0364068 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.195265 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.152332 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0662161 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.138531 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.142379 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.499266 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0931048 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.150222 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.150222 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0232331 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0166293 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.00414316 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0306277 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0213912 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.209543 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.591949 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.00205962 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.00205962 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.121929 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0317931 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0211616 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0252262 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0238138 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0341718 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0348878 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.0348878 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0584452 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0264754 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0307357 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0284473 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.132369 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0622325 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.062246 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0972958 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0201576 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0173744 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0656416 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0487934 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0487934 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0855908 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0232609 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0706596 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0378412 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0378412 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0894352 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0330888 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0260487 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0260487 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0594028 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.196945 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.196945 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.166008 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0344924 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.243997 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.243997 # DEPENDENCYPART_SIBL
(23,1),(23,2),-0.00493213 # DEPENDENCYPART_SIBL
(23,1),(23,12),-0.198886 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.00492358 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.212336 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.00802727 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.19898 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.199295 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0504463 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.0499732 # DEPENDENCYPART_SIBL
(23,1),(23,26),-0.0499732 # DEPENDENCYPART_SIBL
(23,1),(23,27),-0.0311574 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.0103208 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.232482 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0208817 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.0325954 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0110642 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0111 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.00987324 # DEPENDENCYPART_SIBL
(23,2),(23,25),-0.0174514 # DEPENDENCYPART_SIBL
(23,2),(23,26),-0.0174514 # DEPENDENCYPART_SIBL
(23,2),(23,27),-0.0386911 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.00211567 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.204493 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0117279 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.191136 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.191451 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0346794 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0179498 # DEPENDENCYPART_SIBL
(23,12),(23,26),-0.0179498 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0177789 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0208785 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.032604 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.011061 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0110967 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.00987324 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0174514 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0174514 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0386911 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0131288 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.199421 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.199736 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0476299 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0654521 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0654521 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0410343 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.00541516 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0059341 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0791746 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.00163281 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.00161937 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.108267 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.189428 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.04348 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0448507 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0448507 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0235431 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0434848 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0463892 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0463892 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0223762 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.110211 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.110211 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.151428 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.113629 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.129663 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.129663 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.00859831 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.00859831 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.109747 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.00536057 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.103912 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.202365 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0119954 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.00719613 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0134527 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.00259588 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.00786146 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0114609 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.00142286 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.182641 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.106407 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.00259588 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0155488 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.310965 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.322347 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.450949 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.426169 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.00959757 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0134238 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0574145 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.182576 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.275012 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.217667 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.755134 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),1.12979e-05 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.0876572 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.448593 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.29421 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.279713 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.144965 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.719538 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.0568273 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),-0.404937 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),-0.411835 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.261266 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.505973 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.335817 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.462071 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.502676 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.598411 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0400307 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.841911 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.683302 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.492314 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.101812 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.240079 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.317959 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.753138 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.32239 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.330301 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.246438 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.49575 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.592641 # DEPENDENCYPART_GRANDPAR
