# _root_ Tím , že Schumpeter opouští abstraktní schéma tržní ekonomiky a zkoumá kapitalistický systém , je blíž klasické škole a Marxovi než Marshallovi a Walrasovi .
#goldHeads=15,3,1,10,10,7,5,9,7,3,10,13,11,3,0,15,18,19,16,19,16,23,21,23,0,
#predictedHeads=15,3,1,5,10,7,5,9,7,3,10,13,11,3,0,15,18,19,15,19,16,23,21,23,0,
(19,5),(19,17),-0.191964 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.138539 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.154353 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0282933 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.154353 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.0243619 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.154353 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.0273678 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0266925 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0206912 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.0160208 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0169493 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0372516 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0161647 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0127486 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.323599 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.00338681 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0190341 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0161647 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0246532 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0036116 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.102044 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0036116 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0302205 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.0036116 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.123524 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.266692 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0341827 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0173023 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0473228 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.26371 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0326939 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.124969 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0299469 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0503786 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.263713 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.020656 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0485832 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0249959 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0485832 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0255775 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.0485832 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.0855908 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0145963 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0196505 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.034567 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.00943634 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0113123 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.317444 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.00070214 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0218197 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.00943634 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0232287 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0110253 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0926038 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0110253 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0458215 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0110253 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.132392 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0291633 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0581487 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.25252 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0126599 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.152898 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0407728 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0383468 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.252524 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.000622024 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00219373 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0491034 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.00219373 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.050298 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.00219373 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.111848 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.00384189 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.124967 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.040914 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0582157 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0246641 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0548263 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.125103 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0234703 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.00147933 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.00532381 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.00147933 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.114346 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.00147933 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0915816 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.195293 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.152395 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.00592842 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0446771 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.153562 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.195293 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.140656 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.150222 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0240566 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.150222 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0285578 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.150222 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0232331 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0166372 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.325193 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0049412 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0174779 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0177648 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0285417 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.00211852 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0994913 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.00211852 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0366905 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.00211852 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.121908 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.113445 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.021481 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0527185 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.267706 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0257246 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0348878 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0013215 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0348878 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.009686 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0348878 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0584452 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.00827718 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0322213 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0171749 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00370156 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0180496 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0415131 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0180496 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0147587 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0180496 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0364068 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0776167 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.136379 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.115298 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.132711 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.044644 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.132711 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.00131345 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.132711 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0267922 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.016021 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0153521 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.010067 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0382448 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.010067 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0440789 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.010067 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.198401 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0207588 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00104047 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0995159 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00104047 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0391172 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.00104047 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.128367 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0409636 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0291211 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0409636 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0299311 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0409636 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0908351 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0280054 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0344924 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0925773 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0344924 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.243997 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00323825 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.123767 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00323825 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.150691 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0925773 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0344924 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.243997 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.074403 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0206504 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.243997 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.00403867 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.276082 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.00403867 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.304769 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0600275 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.00790309 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0564629 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0547714 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.196219 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0542193 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.196219 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0576427 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0408704 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0894247 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.040959 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0894247 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.132509 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.083487 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0375906 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.083487 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.12825 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.341096 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.18366 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.271647 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.127121 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.048037 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.271647 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.00744718 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0187904 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.144544 # DEPENDENCYPART_SIBL
(23,1),(23,2),-0.014922 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0449288 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.00978325 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.0881452 # DEPENDENCYPART_SIBL
(23,1),(23,7),-0.00978325 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.0191429 # DEPENDENCYPART_SIBL
(23,1),(23,11),0.0882317 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.0387935 # DEPENDENCYPART_SIBL
(23,1),(23,13),-0.023371 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.014922 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0720333 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.0246436 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.0389145 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0142937 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0262494 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.00978325 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.0546432 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.00978325 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.00516124 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.15949 # DEPENDENCYPART_SIBL
(23,2),(23,3),0.248106 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.00416512 # DEPENDENCYPART_SIBL
(23,2),(23,5),0.0299786 # DEPENDENCYPART_SIBL
(23,2),(23,7),0.00416525 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.0184589 # DEPENDENCYPART_SIBL
(23,2),(23,11),0.0300329 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.016446 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.00442657 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.020552 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.00827718 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.0322213 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.0171749 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.00370156 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.0531232 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.00416525 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0274243 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.00416525 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.0180496 # DEPENDENCYPART_SIBL
(23,2),(23,25),-0.0364068 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.135076 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.18014 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.135076 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.14654 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.180016 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.214715 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.156293 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.184749 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.177541 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.152508 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.214851 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.13883 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.12021 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.135076 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.195437 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.135076 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.108349 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.0939821 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.0478954 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.01669 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0347796 # DEPENDENCYPART_SIBL
(23,4),(23,11),0.048409 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.264902 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.0333003 # DEPENDENCYPART_SIBL
(23,4),(23,14),0.122425 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0310332 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0507199 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.264905 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0212529 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0167559 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.01669 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0724313 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.01669 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0462653 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0818025 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.136477 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.1514 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.0446911 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.191964 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.150278 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.019514 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0413136 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.15023 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.191964 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.138539 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.0332161 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.136477 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.155869 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.136477 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.154353 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.0273678 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.0341827 # DEPENDENCYPART_SIBL
(23,7),(23,11),0.0473228 # DEPENDENCYPART_SIBL
(23,7),(23,12),-0.26371 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.0326939 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.124969 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0299469 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.0503786 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.263713 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.020656 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.0173023 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.0160931 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0718849 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0160931 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.0485832 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.0855908 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.0581487 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.25252 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.0126599 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.152898 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.0407728 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0383468 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.252524 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.000622024 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0291633 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.00394091 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0599441 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.00394091 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.00219373 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.111848 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.195293 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.152395 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.00592842 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0446771 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.153562 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.195293 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.140656 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0365471 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.138594 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.159199 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.138594 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.150222 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0232331 # DEPENDENCYPART_SIBL
(23,12),(23,13),0.0166372 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.325193 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.0049412 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0174779 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.0177648 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.0285417 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0153939 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.0306356 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0617135 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.0306356 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.00211852 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.121908 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.113445 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.021481 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0527185 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.267706 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0257246 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0108336 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0211616 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0777119 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0211616 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0348878 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0584452 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.00827718 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0322213 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0171749 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.00370156 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0531232 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.00416525 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0274243 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.00416525 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0180496 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0364068 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0776167 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.136379 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.115298 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.0391722 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.113114 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.113843 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.113114 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.132711 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0267922 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.016021 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0153521 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0230943 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0124784 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0529553 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0124784 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.010067 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.198401 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0207588 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0229767 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0228526 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0692963 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0228526 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.00104047 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.128367 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.00937969 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0286514 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.079322 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0286514 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0409636 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0908351 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0192936 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.123212 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0192936 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.00147933 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0915816 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0718849 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0160931 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0487934 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0855908 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0549448 # DEPENDENCYPART_SIBL
