# _root_ Doposud jsme byli zvyklí na to , že školy organizovaly nejrůznější soutěže , zájezdy nebo přehlídky a peníze na ně byly vždy nějakým způsobem zajištěny .
#goldHeads=3,3,0,3,4,5,8,6,10,17,15,15,15,15,10,15,8,25,18,19,25,25,24,25,17,0,
#predictedHeads=3,3,0,3,4,5,8,6,10,8,12,10,15,15,10,15,15,17,25,19,25,25,24,25,17,0,
(21,9),(21,23),-0.0412944 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.0226093 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.00993354 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0500508 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0308872 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0473557 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0112393 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0473445 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0491766 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0355607 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0300863 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0607687 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0992493 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.00407158 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.107197 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.130733 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.180889 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0116537 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.180884 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0469288 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.143095 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0105053 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0713463 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0446022 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0073588 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.00572577 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0282588 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0491184 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0283162 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.015013 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0396504 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0202389 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0254145 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0216877 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.0488656 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.0234677 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0166621 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.191374 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0519258 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.153586 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0150357 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.076817 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0406007 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.025179 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0154326 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.026454 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0695097 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0216392 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0265422 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0113943 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.022223 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0246084 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.00266105 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0519258 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.152862 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0150357 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0773558 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0406007 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0343055 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0154294 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0722774 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0235424 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00171172 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0194784 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.124701 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.00176299 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0226608 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0966528 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0332674 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.061481 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0103151 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.01264 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0303894 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.102465 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0659806 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.099333 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0803027 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0243091 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0562308 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0480345 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0141458 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.017981 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0219932 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.052113 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0112793 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0118907 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00139913 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.194756 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0730258 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0879086 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0113934 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0135746 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.125569 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0878291 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0481248 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0883502 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0782755 # DEPENDENCYPART_SIBL
(25,2),(25,3),0.0297032 # DEPENDENCYPART_SIBL
(25,2),(25,5),0.110673 # DEPENDENCYPART_SIBL
(25,2),(25,9),0.0411554 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.146449 # DEPENDENCYPART_SIBL
(25,2),(25,12),0.0267317 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.0482636 # DEPENDENCYPART_SIBL
(25,2),(25,14),0.0295489 # DEPENDENCYPART_SIBL
(25,2),(25,15),0.00236816 # DEPENDENCYPART_SIBL
(25,2),(25,16),0.030087 # DEPENDENCYPART_SIBL
(25,2),(25,17),0.00679286 # DEPENDENCYPART_SIBL
(25,2),(25,18),0.0408875 # DEPENDENCYPART_SIBL
(25,2),(25,19),0.110673 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.115927 # DEPENDENCYPART_SIBL
(25,2),(25,22),0.171452 # DEPENDENCYPART_SIBL
(25,2),(25,23),0.0426489 # DEPENDENCYPART_SIBL
(25,2),(25,24),0.0121359 # DEPENDENCYPART_SIBL
(25,2),(25,26),0.026462 # DEPENDENCYPART_SIBL
(25,3),(25,5),0.097358 # DEPENDENCYPART_SIBL
(25,3),(25,9),0.0717666 # DEPENDENCYPART_SIBL
(25,3),(25,10),-0.192157 # DEPENDENCYPART_SIBL
(25,3),(25,12),0.0573429 # DEPENDENCYPART_SIBL
(25,3),(25,13),-0.0602276 # DEPENDENCYPART_SIBL
(25,3),(25,14),0.06016 # DEPENDENCYPART_SIBL
(25,3),(25,15),0.00427049 # DEPENDENCYPART_SIBL
(25,3),(25,16),0.0606982 # DEPENDENCYPART_SIBL
(25,3),(25,17),0.0113942 # DEPENDENCYPART_SIBL
(25,3),(25,18),0.0715027 # DEPENDENCYPART_SIBL
(25,3),(25,19),0.097358 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.161636 # DEPENDENCYPART_SIBL
(25,3),(25,22),0.096115 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.0426255 # DEPENDENCYPART_SIBL
(25,3),(25,24),0.0428582 # DEPENDENCYPART_SIBL
(25,3),(25,26),0.0237731 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.0462096 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.115219 # DEPENDENCYPART_SIBL
(25,5),(25,12),-0.0431124 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.292557 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.0406192 # DEPENDENCYPART_SIBL
(25,5),(25,15),0.00319709 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.04062 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.0371385 # DEPENDENCYPART_SIBL
(25,5),(25,18),0.000580144 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0569932 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.0329636 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.00835002 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.0776056 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.0394593 # DEPENDENCYPART_SIBL
(25,5),(25,26),-0.0840345 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.00100235 # DEPENDENCYPART_SIBL
(25,9),(25,12),-0.190101 # DEPENDENCYPART_SIBL
(25,9),(25,13),-0.141513 # DEPENDENCYPART_SIBL
(25,9),(25,14),-0.186673 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.0027047 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.186668 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0369498 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.14888 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0023404 # DEPENDENCYPART_SIBL
(25,9),(25,21),0.0865443 # DEPENDENCYPART_SIBL
(25,9),(25,22),0.0147474 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.137718 # DEPENDENCYPART_SIBL
(25,9),(25,24),-0.179989 # DEPENDENCYPART_SIBL
(25,9),(25,26),-0.0181361 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.0150934 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.0955431 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.0122762 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.0388858 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.0117381 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.0292276 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.000933611 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.000661294 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.211228 # DEPENDENCYPART_SIBL
(25,10),(25,22),0.0200855 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.088597 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.029578 # DEPENDENCYPART_SIBL
(25,10),(25,26),-0.0341857 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.118405 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.175591 # DEPENDENCYPART_SIBL
(25,12),(25,15),0.00310879 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.175586 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.0310354 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.137798 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.000245274 # DEPENDENCYPART_SIBL
(25,12),(25,21),0.0942483 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.0253442 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.125779 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.168907 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.0287738 # DEPENDENCYPART_SIBL
(25,13),(25,14),0.0195838 # DEPENDENCYPART_SIBL
(25,13),(25,15),0.0591102 # DEPENDENCYPART_SIBL
(25,13),(25,16),0.0196411 # DEPENDENCYPART_SIBL
(25,13),(25,17),0.0264285 # DEPENDENCYPART_SIBL
(25,13),(25,18),0.0309753 # DEPENDENCYPART_SIBL
(25,13),(25,19),0.028311 # DEPENDENCYPART_SIBL
(25,13),(25,21),0.220506 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.0329576 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.0109142 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.0574311 # DEPENDENCYPART_SIBL
(25,13),(25,26),-0.0253276 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.00190008 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.186077 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.0360329 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.148289 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.00428611 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.09048 # DEPENDENCYPART_SIBL
(25,14),(25,22),0.0203395 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.140883 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.179398 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.025535 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.0361864 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.0678091 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.0313716 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.0384807 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.00311369 # DEPENDENCYPART_SIBL
(25,15),(25,22),0.030541 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0776848 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.0255555 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.0901529 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.0360329 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.147564 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.00428611 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.09048 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.02034 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.140883 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.178673 # DEPENDENCYPART_SIBL
(25,16),(25,26),-0.0222023 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.0841921 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0416955 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0628278 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0743589 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0985906 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.0785183 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.0655968 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.0334104 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.101917 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.0127593 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.127129 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.17026 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.0306619 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0329636 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.00835002 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0776056 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0394593 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0840345 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.176461 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.000590897 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.110996 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.118804 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0442047 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0309767 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.184024 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.00832663 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.160276 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0104009 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.207999 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0123087 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.491998 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.798195 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.145991 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.440623 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0100193 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.231329 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0339864 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0779565 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.103289 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.130562 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0321581 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.218227 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0366721 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.221353 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0190139 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.039795 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.367886 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.330429 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.265772 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.0441286 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.0303595 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0256282 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0773401 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0943257 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.647072 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.421196 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.54001 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.517087 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.375623 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.304388 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.469522 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.4572 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.197308 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.20049 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0451885 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.30888 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.436579 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.356178 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.757801 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.473737 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.224945 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.0113178 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.370735 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.2424 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.364455 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.284895 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.724486 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.212999 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.774876 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.181096 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.787015 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.434524 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.242789 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.181738 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.55431 # DEPENDENCYPART_GRANDPAR
(0,8),(8,25),-0.670784 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.152613 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.250885 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.378212 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.129638 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.346366 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.141261 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.302641 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.411077 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.380901 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.399675 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.304638 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.32337 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.499881 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.000555132 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.745136 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.0763726 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.136166 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.292357 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.363815 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.324866 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),-0.359586 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),-0.49867 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.0127325 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.237837 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.370735 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.37352 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.149525 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.412776 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.508601 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0137252 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.629048 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.678551 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.622953 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.0410455 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.867063 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.0863508 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.138482 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.272726 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.124145 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.351115 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),-0.206385 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.0642782 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.0529956 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.161637 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.253724 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.373328 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.149033 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.447723 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.492537 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.157268 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.643123 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.653669 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.193452 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.811095 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.207831 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-1.05332 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.363152 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.457105 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.130196 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.279478 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.719823 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.213337 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),-0.13363 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.197745 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.335588 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.446442 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.520929 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.297979 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.671325 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.0112337 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.916001 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),0.0256292 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.220963 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.428513 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.314915 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.315371 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.320516 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.512077 # DEPENDENCYPART_GRANDPAR
(0,25),(25,2),0.277195 # DEPENDENCYPART_GRANDPAR
(0,25),(25,3),0.404523 # DEPENDENCYPART_GRANDPAR
(0,25),(25,5),-0.332373 # DEPENDENCYPART_GRANDPAR
(0,25),(25,9),-0.354301 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),-0.0369804 # DEPENDENCYPART_GRANDPAR
(0,25),(25,12),-0.53806 # DEPENDENCYPART_GRANDPAR
(0,25),(25,13),-0.336268 # DEPENDENCYPART_GRANDPAR
(0,25),(25,14),-0.690038 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-0.037916 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),-0.934714 # DEPENDENCYPART_GRANDPAR
(0,25),(25,17),-0.0456197 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-0.238959 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.451216 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-0.174077 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.418211 # DEPENDENCYPART_GRANDPAR
