# _root_ Ne tak kvůli ní samé , jako kvůli ekonomické i politické transformaci , jíž je garantem a která tou dobou ještě nebude zcela u konce .
#goldHeads=2,0,0,3,4,7,0,7,10,12,10,8,17,16,17,15,12,22,20,22,22,17,22,22,24,0,
#predictedHeads=2,0,6,3,3,7,0,7,10,12,10,8,17,17,17,15,12,22,20,22,22,17,25,22,24,0,
(22,5),(22,16),-0.0120894 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.0266633 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.16599 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0901045 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.00922878 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.00318694 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.0317277 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0364922 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.00101955 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.155456 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0622761 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.0736624 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.123551 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0695453 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.14143 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.193756 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.08756 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.097614 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.14143 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0783159 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.17107 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0929274 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.14038 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0658645 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0145304 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.000916673 # DEPENDENCYPART_SIBL
(22,7),(22,25),0.0307721 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0812839 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.0650798 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.0168674 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0627075 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0217485 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.260174 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.085829 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.00888747 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0217484 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0220951 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.202927 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0913302 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.00132789 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0145543 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.113939 # DEPENDENCYPART_SIBL
(22,8),(22,24),0.0339499 # DEPENDENCYPART_SIBL
(22,8),(22,25),0.0597672 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0254202 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.00830202 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.0029944 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0572925 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0178553 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.101462 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.00970236 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0572925 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0448575 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.171262 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.107204 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0488387 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0387417 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0127056 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0591578 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0349759 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.114358 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0596141 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0502112 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.148518 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0944687 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0551355 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0502112 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.131573 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.178667 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0998361 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0496825 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0498747 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0438263 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.026392 # DEPENDENCYPART_SIBL
(22,10),(22,25),0.00971603 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.130062 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0626525 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0184992 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.10089 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.00905032 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0626525 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0458884 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.17069 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.106632 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0541986 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0406397 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0089086 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0553195 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0383973 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.110662 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.149383 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.145625 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0114514 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.1909 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0357499 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.314442 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.146685 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.18486 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0365901 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0584063 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0832202 # DEPENDENCYPART_SIBL
(22,12),(22,25),0.0433947 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.000719531 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0260748 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0865711 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.00272507 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.015291 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.294284 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0208223 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.00498676 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0223665 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0180077 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0238116 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.0336164 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0439383 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0159927 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.030634 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0286286 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.18123 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.105344 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0277734 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0248018 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0461264 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.021588 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.0286662 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.141696 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.026582 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0188408 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.118035 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0441015 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0350359 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0654342 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.103086 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0958507 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.0798805 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.00039125 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0357499 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.314442 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.146685 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.184859 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0365901 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0584063 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.0832202 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.0433947 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.000719531 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.171055 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0881839 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0721527 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0244985 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0461293 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.00649638 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0322445 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0736262 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0243403 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0131468 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0487314 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0633444 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0367086 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0490934 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0790632 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0217392 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.00553898 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0355117 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0376504 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.00361549 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.152654 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0375674 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0521502 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0765637 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0457884 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.000781795 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0218836 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0496968 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0844215 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.198327 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0511964 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0236381 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.103013 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.085165 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0646127 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.147291 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0490664 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0242031 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0177167 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.293773 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.000696096 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0142982 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.00523121 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0121454 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.218287 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0219338 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.000562686 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0573561 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0571723 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0303563 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.11188 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0917532 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0191458 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0286454 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00648818 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0392296 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00881163 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0362202 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0690929 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0770646 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.140455 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.222898 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.389962 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.00378189 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.00248927 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.00771753 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0188491 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.0761303 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0305255 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0313586 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0632014 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0885276 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.00741254 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0149398 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0769767 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0161977 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.190114 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0813941 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.207591 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.169175 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0553829 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.358355 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0238861 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.119293 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.740044 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.617528 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.163292 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.363612 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.438045 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.158447 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.114199 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.132049 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0755333 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.16458 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.296115 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.256411 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0238604 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.135194 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.549217 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.276936 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.201777 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.328711 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.478702 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.279489 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.330318 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0734431 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0635171 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0324669 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0610188 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.719822 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.39211 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.850499 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.220308 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.373491 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.157432 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.00517804 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.189123 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.277581 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.532658 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.43839 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.68033 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.132049 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.461419 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.468345 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.0733283 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.102035 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.0650429 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.657503 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.250856 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.546815 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.323734 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.679856 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.442741 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.82606 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.65616 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.243359 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.0135697 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.282619 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.256411 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.135194 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.131472 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.157137 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.218202 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.629314 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.315255 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.770218 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.330021 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.330318 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.453459 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.0156213 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.397627 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.675975 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.340905 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.156979 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.129023 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.261972 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.138109 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.551549 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.0317342 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.232345 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.215287 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.386099 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.287288 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.523313 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.25328 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.271238 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.488336 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.39058 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0531152 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.79262 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.0434305 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.240185 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.506452 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.466761 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.376036 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.23696 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.179537 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.131965 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.0252981 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.259695 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.639209 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.444453 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.775292 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.303543 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.171007 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.49174 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.251403 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.63978 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-1.224 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.531328 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.25779 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.421558 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.698312 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.336626 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.350707 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.531879 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.463789 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.738384 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.133158 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.333045 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.21784 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.47971 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),0.212661 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.135555 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.563993 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.293718 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.701169 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.238774 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.37448 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.4169 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.110647 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.575069 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),0.00384829 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-1.62174 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.933197 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.117789 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.211182 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.373236 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.246933 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-0.168641 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),0.336542 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.16923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.172214 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.23535 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.509907 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.244426 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.153455 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.217403 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.42815 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.419277 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.421506 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.38013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0250914 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.277109 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.450664 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.489396 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.561862 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.649582 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.67515 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.666765 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.281162 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.38013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,3),-0.277109 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.32382 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.438721 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.591086 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.734095 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.508021 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.766034 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.661931 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.281162 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.74762 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.524495 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.355487 # DEPENDENCYPART_GRANDPAR
