# _root_ Kdo tomu věří i dnes , vidí - stejně jako dřív - svět jako rejdiště ideologů , a útočných záměrů .
#goldHeads=3,3,7,5,3,3,0,9,7,9,10,9,7,15,13,18,18,15,20,18,0,
#predictedHeads=3,3,6,5,3,0,6,9,7,9,10,9,18,9,14,15,18,15,20,18,0,
(7,12),(12,5),-0.291567 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.23611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.715766 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.163705 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.172838 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0477304 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.147009 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0914015 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.308813 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.398041 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.0772132 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.137095 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.76787 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.284507 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.372846 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.378099 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.00403972 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.211279 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.00959576 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.150065 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.239293 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-1.51427 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.126993 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.121867 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.0372243 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.350321 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0266256 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.115854 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.100989 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.0137707 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.00232066 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.227533 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0340499 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.203783 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.306929 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.207791 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.0217253 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.0720536 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-1.47523 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.0954904 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.203783 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.306929 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.042262 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.0217253 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.0720536 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-1.47523 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.0954904 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.388281 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-1.74127 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.174386 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.467333 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-1.19502 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.707056 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.831794 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.26808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.440499 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.144215 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0161242 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.0818951 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.0993855 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0906728 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.0485484 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.286623 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.375851 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.0995769 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-1.4526 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.0738092 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.3418 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.250421 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.49994 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.0421524 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.047076 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),0.0497083 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),0.35507 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-1.37658 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.335899 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0903247 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.118418 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0741095 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.122059 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0884132 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.173355 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.09555 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.156776 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0131053 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.95046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.5478 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.970545 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.872266 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-1.03534 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.15288 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.133336 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.374815 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.148565 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.130291 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0430357 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.85651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.420523 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.742036 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.720121 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.681667 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.31941 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.304308 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.342226 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.157416 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0772169 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0871482 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.158377 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0780142 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0618613 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.00075494 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.9705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.497322 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.867578 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.131221 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0988627 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.194327 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.098351 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0167254 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.206716 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.95046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.547799 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.970388 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.874695 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.775616 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.08671 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.05354 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.0892 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.07274 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.872265 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.03503 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.38493 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.07386 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.18515 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.589954 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.76987 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.621406 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.606879 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.735588 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.605281 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.27411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.276055 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.407779 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.254813 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.535663 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.359207 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.529329 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.512869 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.371971 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.441342 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.541761 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.632223 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.694442 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.40545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0935752 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.273207 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.329903 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.341284 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.502596 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.327001 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.310541 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.387588 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.485059 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.311658 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.614284 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.622508 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.605376 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.729962 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.30769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.00451642 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.156081 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.310773 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.520345 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.461409 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.514011 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.498666 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.47731 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.64437 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.837963 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.618082 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.673272 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.37037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.247366 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.39211 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.534131 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.398423 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.552435 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.386395 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.369935 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.413227 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.478542 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.804499 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.37105 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.715088 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0808206 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.379733 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.117889 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.39088 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.485715 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.469255 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.557993 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.471475 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.377371 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.23061 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.418144 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.327001 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.310541 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.387588 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.485059 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.311658 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.614284 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.596356 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.552773 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.872485 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.577978 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.740584 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.708201 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.37126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.127356 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.258836 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.416192 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.196423 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.153367 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.341989 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.201622 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.185162 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.0385177 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.537502 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.249386 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.594662 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.524868 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0238771 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.485593 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.278072 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.274515 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0821928 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0458916 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.109187 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.608741 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0212519 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.68325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.199097 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.480904 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.663738 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.190733 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.3445 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.718799 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.200307 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0592262 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.750089 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0837852 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.68391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.168381 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.292436 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.564439 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.819931 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.239142 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.611664 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0149196 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0391188 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0513334 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.962488 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.184821 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.323016 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.752725 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0887982 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.320967 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.289505 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.261795 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.720543 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0723141 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0362094 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.129892 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0124304 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.68324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.198939 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.319068 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.521043 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.51043 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.572221 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.501614 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.934762 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.480904 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.663423 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.734078 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.862059 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.443182 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.0757001 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.875428 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.12998 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.249014 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.335801 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.83193 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.78357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.297638 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.392074 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.698075 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.797948 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.67092 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.828465 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.39898 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.363505 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.10363 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.253138 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.40341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.568617 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.170395 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.644807 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.140032 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.658293 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.225145 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.243143 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.0458686 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.297846 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),0.285741 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.359687 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.504523 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.567022 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.388301 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.24201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.167314 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.219342 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0988116 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.210668 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0922664 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.452711 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.0164801 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.207603 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.18154 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.532019 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.14246 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.507562 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.48603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.03149 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0971015 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.282864 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.359894 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.270579 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.703726 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.311168 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.40356 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.530979 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.631024 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.274025 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.233791 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0767801 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.205978 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.246142 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.166356 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.599504 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.256422 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.527905 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0120643 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.20509 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.365865 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.658293 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.225145 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.243143 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0458686 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.297846 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.285741 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0804514 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.103222 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.143025 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.598333 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.240408 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.32201 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.249914 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.526735 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.103222 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.143025 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0966725 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.240408 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.32201 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.249914 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.526735 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.751444 # DEPENDENCYPART_GRANDPAR
