# _root_ V Brémách budou přestupovat na vlak do Ostende , kde se nalodí na parník Bretaň , který je po osmi dnech vyloží v sídle OSN .
#goldHeads=4,1,4,0,4,5,6,7,12,12,12,8,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
#predictedHeads=4,1,4,0,4,5,6,7,12,12,12,6,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
(22,7),(22,20),-0.0667985 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0284433 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.143305 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.00526922 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.0179892 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0661189 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.147224 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0867249 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.00778024 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.00253638 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.00726167 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.189104 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.189104 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.147224 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.33186 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.105336 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0568022 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0533531 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.191359 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.00286482 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0480523 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.0630772 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0235203 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.724964 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.025981 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.116855 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.0362775 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.0268348 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.0268348 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.174704 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.453426 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.0395467 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0716155 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.00562059 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0236997 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.000399576 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.00431775 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0221993 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0253276 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.0851229 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.117802 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.153204 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.136827 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.136827 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.120917 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.104199 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.0500087 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.180035 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0348032 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.1354 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.00243399 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.085946 # DEPENDENCYPART_SIBL
(22,10),(22,25),0.0775484 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.130412 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0131566 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.205313 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0315823 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0315823 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.213189 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.192763 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.100817 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.290881 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0128638 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0300558 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0624015 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0620879 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0722833 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.169472 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.00151811 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.011061 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.011061 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.091809 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.172241 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.101867 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0427945 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.061185 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0133359 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0288109 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0191789 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.029056 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0386911 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0412928 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0412928 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.290882 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.207726 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.00903078 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0544621 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.108317 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0430719 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0575104 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.00655989 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0193117 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0840425 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.189104 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.147224 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.33186 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.105336 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0568022 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0533531 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.191359 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.00286482 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0480523 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0630772 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0235203 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.147224 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.33186 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.105336 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0568022 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0533531 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.191359 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.00286487 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0484105 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0634354 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0235203 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.453426 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0395467 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0716155 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.00562059 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0236997 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.000399576 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.00431775 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0221993 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0253276 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0423337 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.145935 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0452501 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0736776 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.093057 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0185518 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0287806 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0240877 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.136766 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0448595 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00383763 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0323782 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.00452308 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.00620976 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.127267 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0600254 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0335926 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0196344 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0614194 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0487011 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0418531 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0601424 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0237708 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.00142537 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.00717236 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0197311 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00624827 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0437267 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0587516 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.025852 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0315946 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0218323 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0605925 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.133783 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.13039 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.143094 # DEPENDENCYPART_SIBL
(23,24),(23,25),-1.42977 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.154734 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.167542 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0814276 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0670292 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.1107 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0417469 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.134035 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.064502 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.123249 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0609086 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0116541 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0362656 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0724947 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.129856 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.224845 # DEPENDENCYPART_SIBL
(25,17),(25,18),0.0429067 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.0864616 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0948007 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0865461 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.0624997 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.162492 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.0815515 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.162576 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.110889 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0386798 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0126812 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.00355507 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0436784 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.116872 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.00427294 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.171747 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.395821 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0664567 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.321031 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0363258 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.155499 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.177671 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.00636798 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0335199 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0389879 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.159235 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.595675 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.342802 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.17592 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.224648 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.268997 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0708116 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.971151 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.0907486 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0914318 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.108188 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.124052 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.224707 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.652289 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.301036 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.0889978 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.131217 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.139585 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.426212 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.109455 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),0.407974 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),0.169798 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),-0.619403 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.339789 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.572657 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.573999 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.124858 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.324356 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.861777 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0169663 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.132023 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.162344 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.771084 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.109004 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.109038 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.423998 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.335451 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.459532 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.585313 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.594059 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.108849 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.25384 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0174103 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.403383 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.700997 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.276699 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.0701552 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.971154 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0579978 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.0818839 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.304365 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.276446 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.340989 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.247004 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.753998 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0222441 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.0892177 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.13182 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.138982 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.424818 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.414526 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.109675 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.537209 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.133778 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.408007 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),0.170017 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.331217 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),-0.620006 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.771084 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.109004 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0938878 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.295439 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.110789 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.466698 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.19535 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.111054 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.0467171 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.342223 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.255508 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.700997 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.225317 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.276699 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),-0.0701552 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.971154 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.0579978 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.0818839 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.304365 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.276446 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.340989 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.247004 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.753998 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.0222441 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.245873 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.0836347 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.348154 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.0768062 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.448509 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-1.6757 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.436327 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.0110171 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.611488 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.349637 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.170017 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.331217 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-0.620006 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),-0.034871 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.0708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.116405 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.191237 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.159823 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.21483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.78772 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.485176 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.315605 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-1.72716 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.290529 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-1.23399 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.113342 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.571607 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.385071 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.504282 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-2.34372 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.0708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,3),0.13893 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.176594 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.261798 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.172371 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-1.29333 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.174567 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.496007 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.096111 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.317084 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.54776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.699537 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-2.81914 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.09855 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.17258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.203287 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.327118 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-1.12584 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.0890443 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.189003 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.134875 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.0778272 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.0421671 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.646862 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.776187 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.09505 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.17459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.294701 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.353776 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-1.14058 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0741317 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.203741 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0875947 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0613812 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0479809 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.67352 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-1.7866 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.790925 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.229372 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.391345 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.495321 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.795359 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-1.86316 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.05911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,5),-0.689322 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-1.33266 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.406435 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.314329 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0511531 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.10431 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-1.9893 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.100319 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.44594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-1.15569 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.109007 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.33353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.327273 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.600532 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.672789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.852784 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.67707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.257438 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.623629 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.494238 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.989754 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.287496 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.340423 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.503143 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.54674 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-1.25178 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-1.00396 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.655419 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.659408 # DEPENDENCYPART_GRANDPAR
