# _root_ Federální ministerstvo kontroly však svůj postoj nemění - ani v naléhavé otázce , kdo nahradí škody , pokud se stavba pankráckého hotelu neuskuteční .
#goldHeads=2,7,2,0,6,7,4,10,12,6,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
#predictedHeads=2,7,2,0,6,7,4,9,12,7,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
(7,15),(15,20),-0.901568 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-1.51833 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-1.50485 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.96251 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-1.82435 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.182305 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.226315 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.650754 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-1.28624 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-1.26329 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.590299 # DEPENDENCYPART_GRANDPAR
(7,17),(17,8),0.484817 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0481449 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.457797 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.779598 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.356166 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.852403 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-1.56669 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-1.45582 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-1.38902 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.22024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,12),-0.453712 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.543428 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0973683 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.818838 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.553979 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.726667 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-1.31802 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-1.33749 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.734504 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.367081 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.131094 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.173926 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0736319 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0593384 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0181069 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.223926 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.75038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.37622 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.57864 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.855688 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.409035 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.162833 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.304027 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0391422 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.000175152 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.224888 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.234535 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.250554 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.308121 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.213364 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0773946 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.304407 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.61031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.280017 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.474632 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.693647 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.617463 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.355906 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.576534 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.725691 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.170761 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.292972 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.359443 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0581873 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0856996 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.224563 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.182656 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0786457 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.144354 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0458015 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0884883 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.70999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.508493 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.683497 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.877056 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.800683 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.689803 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.412823 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.967738 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.648874 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.908417 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.920966 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.800941 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.864292 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.498778 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.341458 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.778365 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.497775 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.16092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.227659 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0844084 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0320853 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.124598 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.181016 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0836692 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.195367 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.184691 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.20399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.127581 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0397611 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.120769 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.220034 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.276665 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.03965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.283884 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.24312 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.104084 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.163252 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.214581 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.356963 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.122324 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.240236 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.490946 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.247695 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.450969 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.157273 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.499241 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.070382 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.41746 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.434939 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.240466 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.458388 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.398868 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.324431 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.355799 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.206446 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.342106 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.224047 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.032907 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.00494032 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0855153 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.075162 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.03722 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.0124562 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.79033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.39193 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.688728 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.648932 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0405466 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.121773 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.1166 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0366832 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.0278796 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.187053 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.273522 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.40674 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.461731 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.354843 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.010554 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0126287 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.76633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.334545 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.530699 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.683816 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.678843 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.440668 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-0.820112 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0289168 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.108045 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.257651 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.193188 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.346134 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0428714 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.102224 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.107221 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.244864 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.073136 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.257673 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.199767 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.8028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.399892 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.682844 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.46151 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.610649 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.625153 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.615637 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.367502 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.760404 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.209401 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.161435 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.296079 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.161439 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.244128 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.101893 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.84124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.337759 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.79118 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.662494 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.831115 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.513185 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.33115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.130228 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0680932 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.357261 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0724176 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.545497 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.2752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.335719 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0708487 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.366853 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.194569 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.137396 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.123705 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.399329 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.411725 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.447791 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.517336 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.338333 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.985253 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.710724 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.04317 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.677873 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.586607 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.47092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0016124 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.545402 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.23545 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.200391 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.284776 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.250846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.416323 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.556809 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.34368 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.571831 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.591845 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.751875 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.594866 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.628625 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.589138 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.431385 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.31939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.202175 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.23793 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0826604 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.432147 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.877407 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.092735 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.150108 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.308252 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.37355 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.57897 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.473228 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.313309 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.586607 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.276295 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.319194 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.408401 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.416323 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.556809 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.667952 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.657575 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.34368 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.648735 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.122384 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.125737 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.0649549 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.295841 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.368884 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.479421 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.656409 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.5836 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.352183 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.550801 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-0.583212 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-0.743242 # DEPENDENCYPART_GRANDPAR
(9,23),(23,4),-0.591466 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-0.619993 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-1.30991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),0.210248 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),0.0923555 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.428644 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.0905409 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.0996772 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.185497 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.0932236 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-1.09102 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.368786 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.602814 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.471839 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.530645 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-1.69915 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-1.44548 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.65653 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.754433 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-1.426 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.312789 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.21433 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.7067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.0983508 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),0.248869 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.876844 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-1.37114 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.856472 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-1.07385 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.593269 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.643233 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.835832 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.146231 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.373399 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.63847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.213901 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.504369 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.544773 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.57239 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.573712 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.671318 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-1.04701 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.786564 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.367044 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.07602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.9853 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.053359 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.189445 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-1.00056 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0822981 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.35778 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-1.26164 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-1.1814 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-1.02093 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.287265 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-2.51044 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.1419 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-2.50779 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.707395 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.01835 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.0510968 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.42232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.471073 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),1.39829 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.299057 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.987735 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.319091 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.550335 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-1.24831 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.7751 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.985858 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0334317 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.322728 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-1.21489 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-1.13553 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.974178 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.241222 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-2.18046 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-1.80056 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-1.48606 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.407907 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.78377 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-1.335 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.274731 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.507918 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.210588 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.29739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,18),-0.41077 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-1.9018 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-1.72519 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-1.40449 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.377934 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.577757 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.715277 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-1.19365 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.26442 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.624403 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.148213 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.22015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.0636664 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.38414 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.712953 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.32256 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.931187 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.394694 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0814399 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.211326 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.39357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0361816 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.34548 # DEPENDENCYPART_GRANDPAR
