# _root_ srovnání s citovaností našeho dobrého pracoviště , jako je Ústav Heyrovského , by nedopadlo nijak špatně ) .
#goldHeads=14,1,2,6,6,9,9,9,3,9,10,9,14,0,16,14,14,0,
#predictedHeads=14,1,2,6,6,3,8,6,8,9,10,8,14,0,16,14,12,0,
(11,8),(8,10),-1.261 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.9534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.419548 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.80702 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.884783 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.88172 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.28726 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.44932 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-1.22967 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.60036 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.545522 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.489868 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.236971 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.298523 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.187124 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.746145 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.85292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.436463 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.68947 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.899249 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.888287 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.31437 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.47283 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.124834 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.017938 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.87064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.436463 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.00515 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.64446 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.668105 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.661007 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.29614 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-2.89893 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.27983 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-2.22414 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.91616 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.55927 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.64078 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-2.11461 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.71821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-1.11074 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.438695 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.437032 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.327354 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.648058 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-2.57628 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.16218 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.90148 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.5935 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.45164 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.44781 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.53349 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.79201 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.73215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.792612 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0702323 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.372975 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.354895 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.202884 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.485837 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.7581 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.419531 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.562225 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.414188 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.474791 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-2.54244 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.86764 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.55966 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.41098 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.261462 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.49871 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.75811 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.88567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.419468 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.788482 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.47391 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.414228 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.474842 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.860866 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.612895 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.596421 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.755453 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.217804 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.254447 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.332821 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.268615 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.169503 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),0.0604369 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.351895 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.296238 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.513821 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.311988 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.209959 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.190129 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.125027 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.203444 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.331254 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.262515 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.166297 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.090118 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.0619554 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.0583466 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.00527525 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.99917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,1),-0.178838 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.121534 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.28126 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.259041 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.352291 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.163389 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0871718 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0656122 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0609679 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.00265395 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.777748 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.414292 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.437701 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.516942 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.352055 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.487594 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.530618 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.59906 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0747694 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.344011 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.410463 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.96019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-0.734159 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.517009 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.58348 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.461172 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.114735 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.227051 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.217917 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.194174 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.237588 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.276581 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.500948 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0767286 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0105935 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.89178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.809774 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.605207 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.667981 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.415494 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.542931 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.26533 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.418147 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.00444559 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.99917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.638279 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.777748 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.54866 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.615298 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.508101 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.125025 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.263329 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.416146 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0797706 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.00438799 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.99917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.638279 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.777748 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.54866 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.615298 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.508101 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.15043 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.05456 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.25423 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.27169 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.818469 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.23923 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.754064 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.953565 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.01462 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.22457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.330188 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.109065 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0938058 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.184239 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.00248501 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.738896 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.2931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,16),-0.214725 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0650373 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.188896 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.935817 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.03962 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.05708 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.760465 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.908697 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.609832 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.7389 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.800007 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.29316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),-0.0239999 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0285581 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.065177 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.189025 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.18781 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.187334 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.241963 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.180266 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.124247 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.299544 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.105764 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.229524 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.245368 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.371604 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.127512 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.2538 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.0545965 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.184147 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.208888 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.0688923 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.00563539 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.273196 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.106597 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.225502 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.242959 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.257583 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.372367 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.128515 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.108835 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.160144 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.071924 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.00498593 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.427618 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.338776 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.0171637 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.242227 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.258325 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.375111 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.130592 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.110912 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.13652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,1),-0.137962 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.110397 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.638065 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.614657 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.268418 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.562262 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.026941 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.232493 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.218773 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.240666 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.383619 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-2.49336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.54581 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.177648 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.71883 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.346907 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0650065 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.276965 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.181363 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.111089 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.431455 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.457596 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.345585 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.5763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.546198 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.182238 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.719241 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-1.04293 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.202426 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.176041 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.701513 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.14588 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.630189 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.228003 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0498396 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.304378 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.326284 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.610581 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.39377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.508715 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.13686 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.674314 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.987969 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.339601 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0122814 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.103982 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.156604 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.16611 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.13652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.25753 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),0.110466 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.493311 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.00563411 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.340941 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0109417 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0926467 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.00963816 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.160162 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.169658 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.13652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.25753 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),0.110466 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.493311 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.137962 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.110397 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.638065 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.562262 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.414767 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.760066 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.214633 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.237161 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.49336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.54581 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.177648 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.71883 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.02892 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.47811 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.406248 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.313627 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0201132 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.313675 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.39906 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.902775 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.83377 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.809355 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.158252 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.638222 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.478118 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.50187 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.406252 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.32743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.232761 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.00815885 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.301742 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.68518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0901555 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.270051 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.505606 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.420404 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.489906 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.127962 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.443173 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.326865 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.111139 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.6639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.233023 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.657965 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.742556 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.338389 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.801661 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.595917 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.742379 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.623646 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.558087 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.444791 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.286867 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.80051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.369464 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.736189 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.834619 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.960483 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.02021 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.819728 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.873918 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.696959 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.732636 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.776077 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.663337 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.77585 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.620566 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.21312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.180417 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.238639 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.710257 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.42031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0104872 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.487406 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.166475 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.812385 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.303057 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.711755 # DEPENDENCYPART_GRANDPAR
