# _root_ Obecně ve světě platí , že takovéto osoby požívají zvláštní důstojnosti a nedotknutelnosti , uvedl Dobal .
#goldHeads=4,4,2,15,6,4,8,9,6,12,12,9,12,4,0,15,0,
#predictedHeads=4,4,2,0,6,4,8,9,6,11,12,9,12,6,0,15,0,
(12,9),(9,17),-0.903156 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.526245 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.291027 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.149856 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.00787246 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.32306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0619569 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.198448 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.496396 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.563351 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.547662 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.290976 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.352729 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.115631 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.572983 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.740938 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.29654 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.974045 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.0342006 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0703637 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.200727 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.11203 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.97061 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.98707 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.12794 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.35365 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.935665 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.20255 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.10252 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.881735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.622041 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0169079 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.100092 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.504558 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.27385 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.68948 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.30106 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.959351 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.13696 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.21067 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.30233 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.12481 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.29377 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.04719 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.766049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.880123 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0413594 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.170503 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.42924 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.62086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),1.04363 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.249233 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.235194 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.357662 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.156453 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.02012 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-1.49517 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-1.36579 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.988107 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.537911 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.3429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.559367 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.27651 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.09321 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-1.23725 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-2.01672 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.480387 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.37962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-1.28753 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.12994 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-2.50218 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-2.43858 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.4087 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.78941 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-3.14601 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-2.26665 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.48107 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-2.39712 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.41621 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.22746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.78189 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0623228 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.626227 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.77064 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-2.03502 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-2.42911 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-2.33121 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.3937 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.67525 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-2.82741 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-2.19366 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.38942 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-2.0758 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.35223 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.28258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.611229 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.277974 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.493928 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.36665 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.901841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.548103 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.185791 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.431649 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.255077 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.369533 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.430369 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.284163 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.303832 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.251232 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.293685 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.00818466 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.0820237 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.252659 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.0390638 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-2.03391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,1),-0.459859 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.529205 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.202947 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.404544 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.118219 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.585864 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.657064 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0719387 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.372689 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.343583 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.516089 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.0592553 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.332031 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.466678 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.106985 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.97956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.604863 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.401803 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.101864 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.349319 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.365347 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.04153 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.140185 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.318415 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.126443 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.93542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.459095 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.421143 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.519835 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.358731 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.360046 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.279398 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0294297 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0433852 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.165849 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.116655 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.033021 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.267332 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.391352 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.402964 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.123542 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.376986 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.310569 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.259576 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.215095 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.064691 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.205826 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0373548 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0745517 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.03198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.657236 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.952021 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.674531 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.430554 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.517275 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.207536 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.231665 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.121597 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.0989417 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.96541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.493833 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.773974 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.272911 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.279267 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0119456 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0360354 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.65344 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.00181 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.313448 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.530153 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.473068 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.047425 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.374076 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.430141 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.202557 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.275133 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0166397 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0821192 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.223575 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.166678 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.02156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.62274 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.860095 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.604625 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.011945 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.212973 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.16213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.65344 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.00181 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.954263 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.38585 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.886779 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.911363 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.1883 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.869765 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.23179 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.827826 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.876529 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.1768 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.960484 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.04407 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.38149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.00655271 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.192886 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.97562 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.09131 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.37986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.200327 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.170416 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.186762 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.0387556 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.56516 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.317583 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.178026 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),0.0399182 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.127934 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.343222 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.382518 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.2039 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.289795 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.731277 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.054755 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.0929998 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.699225 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.239157 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),0.437385 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-1.46288 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.702439 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.110242 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.992719 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.344932 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.185753 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.515641 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.758666 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.327035 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.304041 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.84296 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.323988 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.332643 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.876573 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.495058 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.197535 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-1.70581 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.960931 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.0316173 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),1.01001 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-2.63368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,1),-0.185848 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.152827 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.0404993 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.123516 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.748858 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-1.27024 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.588803 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.120392 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.530141 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.13255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,1),-0.245912 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.222832 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.399209 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0423474 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.626147 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.914074 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-1.03452 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.296232 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.31263 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.168965 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.222906 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.290444 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.705892 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.0897235 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.414837 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.180047 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.868473 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.205898 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-1.45405 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.668373 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.102216 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.204072 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),1.00406 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.25289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),0.322951 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.823929 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.712677 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.157405 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.396326 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.664765 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.0834687 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.199015 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.50221 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.1634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.427371 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.612395 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.0687012 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-1.11175 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.157391 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.1579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.578426 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.0832619 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.206049 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.549756 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.07345 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.443346 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.163051 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.679244 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0322647 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.226692 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-1.13927 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.504087 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.210396 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.64999 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.73614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.114118 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-1.17906 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-1.1132 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.383217 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.584 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.1579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.578426 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.515641 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.56746 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.252534 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.913202 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.193737 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.198798 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-1.43382 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.641245 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.145327 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.175583 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.49345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.1204 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.01007 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.416824 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.32924 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.0327657 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.09168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.295204 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.711383 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.4378 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.526263 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.869918 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.983427 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-1.07521 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.302104 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.433418 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.577876 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.945609 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.633188 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0465076 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.288291 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.398018 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-1.55418 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.95799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-1.06343 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.96873 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.421635 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.234232 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-1.33829 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.77155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,4),-1.17003 # DEPENDENCYPART_GRANDPAR
