# _root_ Situaci ztěžuje skutečnost , že výrobní družstva invalidů musejí být zisková , aby se udržela .
#goldHeads=2,0,2,5,3,7,9,7,5,9,10,13,9,15,13,0,
#predictedHeads=2,0,2,5,3,7,9,7,5,9,10,13,9,15,13,0,
(12,4),(4,10),-0.361464 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.447668 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.97939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,15),-0.625396 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.539729 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.0501428 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.609313 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.535013 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.831109 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.644701 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.647104 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0566643 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.328026 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.83579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.243727 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.619682 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.252109 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.114631 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.314847 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.517357 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.295072 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.470273 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.308286 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.322878 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0765655 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.134473 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.88986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.492528 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.669261 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.605998 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.313663 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.149052 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.376401 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.569306 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.356664 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.369841 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.384433 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0535639 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.202143 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.89073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.490836 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.658247 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.606769 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.568697 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.790845 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.628847 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.459607 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.82165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.22354 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.508747 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.801692 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.18316 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.19998 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.722212 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.787275 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.965991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),0.14672 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0832928 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.30597 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.893166 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.36858 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.07211 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.37004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.33762 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.35494 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.03869 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.901264 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.24535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.399912 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0848485 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0757717 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.321761 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.495097 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.955191 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.306669 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.515253 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.451098 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.358727 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.464586 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.411306 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.499955 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.34626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,3),-0.813182 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-1.06184 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.499117 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.462112 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.357395 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.458957 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.183157 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.361524 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.417206 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.51321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.144512 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.697626 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.817689 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.503025 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.466344 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.792496 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.456741 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.180941 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.357888 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.34159 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.66068 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.447448 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.942247 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.2477 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.385747 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.454192 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.357291 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.114453 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.428482 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.526567 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.34422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.0441176 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.724189 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.570424 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.552163 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.577596 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.166257 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.286346 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.39207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-0.0855691 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.804195 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-1.03298 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.414619 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.585593 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.252291 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.436954 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.54915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.197917 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.938541 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.951773 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.27324 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.04322 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.04919 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.949586 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.02601 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.930649 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.714305 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.830082 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.593954 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.88326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.370163 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.479559 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.40044 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.827348 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.282214 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.494463 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-1.2418 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.262153 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.302173 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.764395 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.737415 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.895573 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.653406 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-1.12258 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),0.070275 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.291332 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.228242 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.673298 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.52745 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.221271 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.276019 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.293632 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.464982 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.0905284 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.0733347 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.607149 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.257361 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.02658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,1),-0.468814 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-1.51687 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-1.16167 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.331329 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.753889 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.651388 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.714928 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.540456 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-1.10817 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.0305003 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.37558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,4),-0.70122 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.472053 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.675733 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.833064 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.964094 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.551884 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.360319 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.304423 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.469616 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0910583 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.0728048 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.597078 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.198536 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.282621 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.01872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,1),-0.267015 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.964131 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.360699 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.30385 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.448 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.09101 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0728532 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.596352 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.412009 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.942217 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-1.09278 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.42249 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.129797 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.601672 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.75742 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.650914 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-1.16108 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.00651396 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.302938 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.02208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.492563 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.419836 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.525029 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.763188 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.578264 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.348876 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.32602 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.02476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,2),-1.51687 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.69681 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.584066 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-1.24025 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-1.1733 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.959494 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.33504 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.37558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.753538 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.672782 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.598922 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.749287 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.376145 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.763286 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.212468 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.46374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.795342 # DEPENDENCYPART_GRANDPAR
