# _root_ Je také patrné , že vyvratitelné jsou jen teorie , ne ( spolehlivé ) experimenty .
#goldHeads=0,1,1,5,1,7,5,9,10,7,15,13,15,13,10,0,
#predictedHeads=0,1,1,5,1,7,5,9,7,7,15,13,15,13,10,0,
(11,7),(7,14),-0.360815 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.0526713 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.430989 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.654532 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.399038 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.501557 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.424791 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.312804 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.301783 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.166357 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.52532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.425751 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.578124 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.724776 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.540539 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.224877 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.708536 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.501159 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.613168 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.495208 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.414914 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.182708 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.338119 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.414828 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.66719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.476156 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.609846 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.781977 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.818044 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.859653 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.387577 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.877376 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.846863 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.791048 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.432492 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.65709 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.829231 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.660615 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.3194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.241201 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.213581 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.271671 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.429417 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.722448 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.656319 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.572575 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.14842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0746132 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.205371 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.128897 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.359387 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.383342 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.654383 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.808995 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.32074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0669933 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.239277 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.334245 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.435037 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.33564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.243999 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.244964 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.3454 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.280105 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.0333422 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.0717067 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.0875976 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.117357 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.162495 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.043982 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),0.15243 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.000626024 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.72078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.273901 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),-0.594958 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.627832 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.721404 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.503906 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.448389 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.0626922 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.0248956 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.10589 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.303723 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.282624 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.23763 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.481754 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.263754 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.194231 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.0205651 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.104972 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.236375 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.63451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.50345 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.505835 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.448388 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.391343 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.601608 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.301477 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.105878 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0574732 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.496942 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.283696 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.214019 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.521802 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.236771 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.00255648 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.22 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.132162 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.114718 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.0696544 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.71411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.318539 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.60003 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.597387 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.716902 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.479506 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.106909 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.304651 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0680769 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.62468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.50272 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.611652 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.265695 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.0208346 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.541363 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.197119 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.193649 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0170931 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.052744 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.244564 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.75849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.4348 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.636931 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.633311 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.513021 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.317931 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.242123 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.677452 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.288132 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.027626 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.245715 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0445013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0288084 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.233031 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.73545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.322318 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.620664 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.737803 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.732214 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.543637 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.281337 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.167788 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.357864 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.62385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.214053 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.501889 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.610819 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.69351 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.645738 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.706092 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.319661 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.00842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.154586 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0607122 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.307272 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.981 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.515702 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.78842 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.359978 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.03029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.189437 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.00188056 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.433732 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.713329 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.905849 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.541619 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.823806 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.851672 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.351914 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.03615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.606259 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0301776 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.307126 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.359856 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.328205 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.193204 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-1.14763 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-1.9405 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.97022 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.853295 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-1.28924 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-1.62943 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-1.08501 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-1.75247 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.968781 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.852179 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.32527 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.70959 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.603396 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.587914 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.238333 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.37187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.553582 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-1.47222 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-1.90301 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-1.21997 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-2.00274 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-1.1263 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.994289 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-1.57553 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.62596 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.803748 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-1.873 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.725643 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.179422 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.34373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.552046 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.67666 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.98412 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.925241 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-1.34102 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.70304 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.761992 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.213306 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.23802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.455125 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.883166 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-1.7936 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-2.01591 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.918192 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-1.58871 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-1.54102 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.780189 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-1.80464 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.851916 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.729699 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.29463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.528809 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.53212 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.953264 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-2.11599 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.15763 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-2.45533 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.11941 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.923018 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.83902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.937562 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.549797 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.44727 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-2.05681 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.14361 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-2.4101 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.36592 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.0715 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.959706 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.52417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.229281 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.418743 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.12 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.8498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.78557 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.287361 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.224677 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.337809 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.152479 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.370858 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.202499 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.247293 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.252588 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.167911 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.243412 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),-0.0163091 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.170617 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.96979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.86818 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-1.12734 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.60842 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.537584 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.493496 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.21239 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.175081 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.88149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-1.02163 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.374303 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.310563 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.669428 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.405693 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.434767 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.232638 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.337611 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.146315 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.160605 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.151519 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.00211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.855487 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.645986 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.468999 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.484235 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.476088 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.176308 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0176268 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.88066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-1.0208 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.677807 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.454866 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.447178 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.579064 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.504943 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.250127 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.436601 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.557501 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.258045 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.00498431 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.99107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.862525 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-1.12676 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.614554 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.456394 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.544293 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.27498 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.368996 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.88548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.698351 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.0291 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.756969 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.22501 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.684714 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.08108 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.00755 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.655256 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.81413 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.688024 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.43139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.703154 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.675154 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.551304 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.160078 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.819254 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-1.38459 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.493942 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.110985 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.557392 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-1.25239 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.370965 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.165211 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.374786 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.748914 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.774606 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.417934 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.700226 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.13716 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.0947848 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.456652 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.786873 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.603033 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-1.09347 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.523943 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.295612 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.241733 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.267662 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0497633 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.0868372 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.288552 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),1.02578 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.675583 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.5597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,1),-0.936401 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.57969 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-1.01642 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.563552 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.269315 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.164672 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.799159 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.175157 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.813601 # DEPENDENCYPART_GRANDPAR
