# _root_ Ale také na úseku průmyslové a stavební výroby , kde dosud dominovalo Polsko , dochází i v České republice k významnému pokroku .
#goldHeads=0,4,15,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
#predictedHeads=0,4,1,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
(5,2),(2,3),-0.203979 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.00543739 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.136969 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.376978 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.40022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.601341 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.36021 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.141196 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.116808 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.335003 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.4919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.645327 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.3465 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.30354 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.15663 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.918626 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.833 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.37629 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.40376 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.207742 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.254939 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.235102 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.196521 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.48203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.733613 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.394666 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.222999 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.469993 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.682773 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.27479 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.858363 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.03917 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-1.36593 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-0.415586 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.332289 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.191234 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.137709 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.196843 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0715301 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.139296 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.56315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.560206 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.247114 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.241624 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0710653 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.192983 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.62146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.930402 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.573537 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.411796 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.64725 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.689594 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.00709 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.949372 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.221074 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.26687 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0568394 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),3.43682e-05 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.35876 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.745511 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.608134 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.939795 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.8311 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.76772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0412011 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.00168687 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.259058 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0987886 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.165796 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0596433 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.333745 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.773823 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.704093 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.936207 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.06825 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.739208 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.03325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.465347 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.145041 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.262243 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.102596 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.063569 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.141607 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.175988 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.246324 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.632906 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.645997 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.735015 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.614655 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.998456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.218141 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0984727 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0902866 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0485708 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.229053 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.147897 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.224744 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.710276 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.375678 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.273866 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.0772771 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.249568 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.232735 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.900135 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.976258 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.1094 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.00095 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.819984 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.863403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0078716 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.482765 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0237343 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0500483 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.121763 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0557795 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0944656 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.114446 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.542246 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.48585 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.217286 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.0172092 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.0998331 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.164972 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.250295 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0852582 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0491349 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.328032 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.566203 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.701165 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.545276 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.186145 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.157217 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.432739 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.268331 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0829254 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.319488 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.246324 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.632906 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.645997 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.318455 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.237106 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.227763 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.901726 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.97683 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.1097 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.00339 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.820531 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.877796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.463901 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.00828588 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0401798 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.112392 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.122642 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.00622047 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0435045 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.537374 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.499552 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.604162 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.225169 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.00496019 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.600395 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.107717 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.156723 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.30047 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.536405 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.568037 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.117152 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.564719 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.0415401 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.0424335 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.195669 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.11801 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.184565 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.606221 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.0495316 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.0852794 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.14886 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.23094 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.79912 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.81561 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.800336 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.52492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.266658 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.290758 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.319763 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.883902 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.366869 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.72805 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.433345 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.28779 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.332687 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.984302 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.429203 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),1.05518 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.93325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.412354 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.358341 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.881287 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.682269 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-1.18307 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.678275 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-1.05923 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-1.423 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.123051 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.367942 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.284634 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.224886 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.467007 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.575301 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),1.23285 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.828302 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),1.29397 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.88749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.389597 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),0.191484 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.767433 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-1.13447 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.28311 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.310979 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.420522 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.199574 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.15404 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.163918 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.398658 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.426635 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0160161 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),1.54857 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),1.13066 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.07429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.594496 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.0620085 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.422585 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.0429 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.32133 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.864411 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.34477 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.18944 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-2.40655 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.46329 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-2.32956 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.85432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-0.281596 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.778983 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.10677 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.51036 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),0.167709 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.317175 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.236649 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.741885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.350742 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.115812 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.235078 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0343835 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.102702 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.544366 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.265491 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.538933 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.15513 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),0.303609 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.164421 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.919285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.409113 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.000554841 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.126566 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0874824 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.183838 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.429307 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.42462 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.70084 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-1.15365 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.45669 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.546119 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0921904 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.251404 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.802672 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.02581 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.18771 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),0.259748 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.243746 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.328726 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.746886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.845641 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),1.0545 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.114611 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.296603 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.548574 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.370383 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.369184 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.357814 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.329077 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.622004 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.770105 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.45267 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.554644 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.000619663 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.142388 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.338013 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.328099 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.52559 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-1.28565 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.778002 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.251926 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.802696 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.02571 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.18943 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),0.259748 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.24479 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.739838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.868101 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),1.08735 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.146172 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.10942 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.00493086 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.598186 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.357762 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.348068 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-1.2086 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.322459 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.614493 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-1.13381 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.763487 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.417143 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.2711 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.440744 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.407465 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.704058 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.330902 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.53744 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.229326 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.12255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.607329 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.645991 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.989565 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-1.00436 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.905823 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.992966 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-1.00828 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.679264 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.482929 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.595758 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.372002 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.276652 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.73244 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.366814 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.107392 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.511399 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.272304 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.368188 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.523465 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.135566 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.372671 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.107998 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.32529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.758806 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.734198 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-1.0676 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-1.14886 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.69285 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.504418 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.503843 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.537524 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.620191 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.25464 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.365513 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.31284 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.426987 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.5677 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.225441 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.18473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.6258 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.577279 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.703054 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.925882 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.05174 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.06151 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.02399 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.33539 # DEPENDENCYPART_GRANDPAR
