# _root_ Během SNP působily na území Slovenska vojenské mise Spojenců , a to sovětská , britská a americká .
#goldHeads=3,1,0,3,4,5,8,3,8,16,12,16,16,16,16,8,16,0,
#predictedHeads=3,1,0,3,4,5,8,3,8,11,3,11,16,16,16,11,16,0,
(8,16),(16,12),-0.169304 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.596208 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0317495 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.854602 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.491986 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.52891 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0181929 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.737577 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.463642 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.591529 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-1.09495 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.593415 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0666726 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-1.33219 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.106117 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.35995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.718418 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.675747 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-1.75758 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.31795 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.97299 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.921531 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-2.12138 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.566379 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.600347 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-1.08103 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.566284 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.648896 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-1.31585 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.101845 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.36039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.718953 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.683899 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-1.75918 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.31848 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.97459 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.929682 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-2.12298 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.302193 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.200539 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.101334 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.12134 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.413529 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.32314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-1.16677 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.08257 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.575901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.646591 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-1.39758 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.35985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.718411 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.682234 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.16302 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.75756 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.31794 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.97298 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.928017 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-2.12136 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.89012 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.78369 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-2.36814 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.82602 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.20732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,1),-1.19714 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.65028 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-2.0727 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.13017 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.70049 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.7145 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-2.51504 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.75692 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.40554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.264146 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.552273 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.441966 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.370188 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.653258 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.39754 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.795603 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.610423 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0183608 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.915972 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.258644 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-1.13376 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.289342 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.476005 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.0242 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.20183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.472398 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.150958 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.341399 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.37065 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-1.17728 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.545794 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.344008 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.823773 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.136304 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-1.32276 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.554155 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.19714 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.65028 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-2.0727 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.13017 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.70049 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.7145 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-2.51504 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.75692 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.40554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.264146 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.110215 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.529087 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.936058 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.335385 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-1.15417 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.795603 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.610423 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.341691 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-1.03724 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.545205 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.219475 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.233465 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.088673 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.24026 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.162885 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.267706 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.057525 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.0310289 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.21942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.597265 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.528734 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.778774 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.890758 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-1.025 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-1.33503 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.740357 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.109619 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.298153 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0329956 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.112097 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.246746 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.184617 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.01563 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0107855 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.34957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.624205 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.911978 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-1.02091 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-1.17476 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.05194 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.46832 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0399147 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.256902 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.472566 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.413895 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0631088 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0366759 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.459044 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.033557 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.115649 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.184606 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.215762 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0299609 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.34957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.623082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.591923 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.911442 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.02091 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.17423 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.05082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.46778 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.245979 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.184903 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.209433 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0629731 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.34957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.623082 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.591923 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.911442 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.17423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.05082 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.46778 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.162654 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0974329 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.143221 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0279881 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0199662 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.063193 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.179366 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.28721 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0385586 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.126255 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.0650265 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.130309 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0374413 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.112588 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.299022 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.64875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.658341 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.52933 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.568608 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.639002 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-1.13607 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.859128 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.17523 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.00190541 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.399136 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0201625 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.539233 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0479673 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.273687 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.231772 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.115116 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.118302 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0958136 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.170935 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.139229 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.60089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.540221 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.568742 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.997133 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.59114 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-1.14704 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0301859 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.306492 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.267237 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.21186 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.270588 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.065889 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.124553 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.199674 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.113519 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.60842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.540659 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.56865 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.997571 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.598666 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-1.14748 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.00960458 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.194994 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.258579 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0544135 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0665839 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.00856268 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.48275 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.272479 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.220968 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0585256 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.154747 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.206592 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.113189 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.60729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.530815 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.540123 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.56865 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.997034 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.597543 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.14695 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.265941 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0491425 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.132563 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.089634 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.110733 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.60729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.530815 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.540123 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.997034 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.597543 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.14695 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.159817 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.156933 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.414898 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.176418 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.11538 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.903154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.258276 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0999175 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.196332 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.383896 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.294647 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.6203 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.777662 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.560901 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.738135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0180257 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.132273 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.209621 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.309244 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.776778 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.36849 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.831701 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.08077 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.32609 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.12404 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.9925 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.15882 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.08372 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.755571 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.01908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.257278 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0609787 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.342643 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0683456 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.494625 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.46053 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.0180257 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.392525 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.105651 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.362123 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.311291 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.613907 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.02599 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.766268 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.908186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.983672 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.781485 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.880916 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.8163 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.741226 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.563393 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.01727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.135601 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.235506 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0363002 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.223071 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.330998 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.382403 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),-0.0180391 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0637444 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.309246 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.536925 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.511061 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-1.58995 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-1.11352 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.458849 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-1.25299 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-1.24342 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.902899 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-1.13755 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-1.02916 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.832808 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.29951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-1.10965 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.864162 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.45392 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.341082 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.4461 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.24266 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.798531 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.5332 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.75861 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.09474 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.66098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.245859 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.787522 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.456218 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.947718 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-2.38008 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.90944 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.919198 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-2.02424 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-2.03521 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.61014 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.92735 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.82194 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.89003 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.21074 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.62993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.342645 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.695622 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.363978 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.687285 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.448375 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.66098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.335658 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.403871 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.779704 # DEPENDENCYPART_GRANDPAR
