# _root_ Dříve byly ty slabší lacinější , ale když slyšíte , kolik teď stojí připravit špičkový šestnáctkový motor . . .
#goldHeads=2,7,2,3,2,7,0,7,8,13,13,13,9,13,17,17,14,0,0,0,
#predictedHeads=2,7,2,3,2,7,0,13,8,8,13,13,7,13,17,17,14,0,0,0,
(9,2),(2,8),-0.180367 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.28458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.0140437 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.242291 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.53476 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.346829 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.632924 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-1.49333 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.269667 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.635899 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.575711 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.516877 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.28897 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.14566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),0.0725167 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.523822 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.723782 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.06056 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.624731 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.659105 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.551771 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.280168 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.546827 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.725399 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-1.60649 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-1.0609 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.279433 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.659934 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.552606 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.281003 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-2.25219 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.350774 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.719722 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.51997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.552487 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.8064 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-1.11469 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.106715 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.475662 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.42209 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.325708 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.57642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.269699 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.394774 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.954194 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.377002 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.1577 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.1156 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.751435 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.563503 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.729051 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-1.39827 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.462345 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.531495 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.552467 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.60555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.298106 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.390639 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.983325 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.406133 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.762816 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.574884 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.740432 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.19439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-2.50954 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.38051 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.964253 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.33322 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.29607 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.21306 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.01085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.72481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.140909 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0159772 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.591956 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0395103 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.522567 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.379954 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.176745 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.34479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.79133 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.543092 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.314877 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.03143 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-2.23719 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.01104 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.666572 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.03554 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.06456 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.00697 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.842572 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.63154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.912198 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.31156 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0667431 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.39023 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.476637 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.507044 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.427974 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0710555 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.116876 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.0486713 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.01968 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.998284 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.833882 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.63789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.885265 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.265666 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0297395 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0101625 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.465793 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.496199 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.407349 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0596363 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.128295 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.0372521 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.106549 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.724671 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.481297 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.343091 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.222337 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.034405 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.11302 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.693551 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-1.06252 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.598447 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.133616 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.145658 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.176064 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0556662 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.132265 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.033282 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.0840149 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.500794 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.401169 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.175284 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.114554 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.116386 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0175419 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.233799 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.21801 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.106188 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.287256 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0387784 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.00863709 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-2.06908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),-0.771791 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.726204 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.881085 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.213731 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.162966 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.33971 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.321467 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.223712 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.348715 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.153583 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.0170329 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.97012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,13),-0.63359 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.322425 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.123046 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.140398 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.00867138 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.090204 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.133149 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.665044 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.323705 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.310265 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.123046 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.466907 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.00867138 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0902102 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.133143 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.27377 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.345142 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.325594 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.136486 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0720262 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.146582 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0131005 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.151806 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.132257 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.118051 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.104581 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0660406 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.99382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.625962 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.737103 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.73678 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.03268 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.30938 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.620013 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.774895 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.791553 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.237916 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.222187 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.259725 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.494799 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0710622 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.00753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.619709 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.751663 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.751339 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.624783 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.779665 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.796324 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.0463503 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.170756 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0595864 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.156507 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.137272 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.202738 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.267899 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0493435 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.06641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.772308 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.82562 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.825164 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.13642 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.44066 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.878828 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.510573 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.66157 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.50424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,14),-0.188252 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.716466 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.776312 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.924674 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.620064 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.04739 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.02784 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.737569 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.15756 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.979814 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.8442 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.40126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.101271 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0697255 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.00810274 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.226023 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.369956 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.397903 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.171374 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.326256 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.342914 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.772377 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.15757 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.979824 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.844155 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.4169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0694314 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.118374 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0706895 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.253369 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.397302 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.426805 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.201071 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.355953 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.372612 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0503299 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0739156 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.699895 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.715965 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.306406 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.461287 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.739494 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.18003 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-1.16048 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.41424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),-0.150209 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.2769 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.420832 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.221313 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.376194 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.392853 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.168048 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.17788 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.674807 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.422854 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.660661 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.673845 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.658171 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.542843 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.0905306 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.219866 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.176952 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.132679 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.0207619 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.0603534 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.392517 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.556569 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.302028 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.483278 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.474092 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.437638 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.289293 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.179511 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.303672 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.67359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.212766 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.501035 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.647636 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.794106 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.44782 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.628986 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.819986 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.501776 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.685013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.675514 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.746611 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.456019 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.435446 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.577941 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.177786 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.76604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.394348 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.682646 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.844596 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.22291 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.594533 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.782732 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.672816 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.65249 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.694508 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.764257 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.382526 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.18721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.250015 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.23552 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.286422 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.354372 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0953145 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.123087 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.177718 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.740223 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.04029 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.03079 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.887094 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.40662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,15),-0.132177 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.183078 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0857956 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.113568 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.168199 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.516332 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-1.0519 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.717525 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-1.32186 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.894898 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-1.25589 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.395767 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.273549 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.120878 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.042517 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0675939 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.168544 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.904059 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.720584 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.56685 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.653643 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.666458 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-1.02621 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.708249 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.241937 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.0163904 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.351063 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.244888 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.9082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,1),-0.651019 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-1.18185 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-1.01747 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.78849 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.280712 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0213112 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.93114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,1),-0.652635 # DEPENDENCYPART_GRANDPAR
