# _root_ Regulované a centrálně stanovené ceny se zjišťují na příslušných orgánech ( tisk , energie , pojištění aj . ) .
#goldHeads=2,5,4,2,7,7,0,7,10,8,17,17,17,17,17,17,10,17,17,0,
#predictedHeads=2,5,4,2,7,7,0,7,10,8,17,7,17,15,17,17,12,17,17,0,
(8,15),(15,4),-2.24722 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-2.54899 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.703874 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.30267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.536524 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),1.53097 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.106258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.382128 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.52204 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.525828 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.562917 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.201728 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.218339 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.545826 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.0307509 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-1.61087 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.312081 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-1.5375 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-1.1134 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.705969 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.372016 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.589716 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.639177 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-1.62577 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-1.25807 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.878083 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.761732 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.0460047 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-2.68744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.965402 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-1.24969 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-1.39395 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.706855 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-1.18253 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-1.1268 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.156334 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-1.77235 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-1.25666 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.907265 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-1.10656 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.323646 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.423357 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-1.07544 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.000241774 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.789757 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.631638 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.895321 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.207502 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.460127 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-1.44214 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.81589 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.103647 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.807996 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.21896 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.43387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.811836 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.26921 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.007 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.5342 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.15127 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.48948 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.467911 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.10693 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.05987 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.04125 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.75745 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.295966 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.71823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.883963 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.55357 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.11602 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.81856 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.26029 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.423107 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.192224 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.8651 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.413306 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.923582 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-2.41301 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-2.3536 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.76758 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.44079 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.828334 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.36502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.361047 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.328242 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.608691 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.472509 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.569914 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.39986 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.194526 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.427332 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.76027 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.38745 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.867602 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.03647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.152773 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.251153 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.716643 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.66431 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.408303 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.114765 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.233057 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.93271 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.476889 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.959276 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-2.48062 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-2.51 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.85569 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.52126 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.895952 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.3485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.199385 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.185452 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.500406 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.43411 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.479564 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.518744 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.307466 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0941912 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.241785 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.867743 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.03085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.133031 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.082669 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.418964 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.699544 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.390772 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.148738 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.256602 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.93271 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.476889 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-2.48062 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-2.51 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.85569 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.52126 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.895952 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.3485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.199385 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.185452 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.10171 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.460988 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.479564 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.518744 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.307466 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0941912 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.241785 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.132622 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.148607 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0465501 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.418171 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.120714 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.239006 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0550332 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-2.2171 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-1.36858 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.28144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.0786657 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.116734 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.206356 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.389532 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0620891 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.329506 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.147889 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.0567259 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0822086 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.766608 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.700607 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.173672 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.372422 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.34918 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.285787 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.132528 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.468081 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.25646 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.074258 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.160394 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.0434501 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.142363 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.142203 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.56664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.419895 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.348817 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.920797 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.641809 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.284234 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.503061 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.284259 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.269281 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.181283 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.33997 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.556551 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.537335 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.105135 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.00793181 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.123308 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.00457044 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.0201646 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.419873 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.452551 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.105566 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.142995 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0502415 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.225691 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.458143 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.264706 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.67839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.578508 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.15994 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.40833 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.386362 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0779641 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0363146 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.111737 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0827252 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.131673 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0168128 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.62194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.515531 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.416676 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.641708 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.345598 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.710064 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.932202 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.525306 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.725616 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.735709 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.198858 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.102364 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.166286 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.55143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.500142 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.370365 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.626312 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.299287 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.536989 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.279351 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.0190919 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.413256 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.449911 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.103389 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.175833 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.299336 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0834919 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.495974 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.67838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.578323 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.506107 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.704921 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.435029 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.772511 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.05771 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.773883 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.12713 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.894968 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.69835 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.590737 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.75911 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.961498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0219198 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0164654 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0615885 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.00745275 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.124683 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.296871 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.956571 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.04914 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.875251 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.874591 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.09227 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.883352 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.732914 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.478364 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.863609 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.696152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.244545 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.145205 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0750375 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0238511 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.169096 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.251358 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.278356 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.461761 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.590737 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.759251 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.442179 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.280826 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0413363 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.083463 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0163282 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.138472 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.304694 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.956571 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.04914 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.874591 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.09227 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.883352 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.732914 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.478364 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.863609 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.696152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.244545 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.718263 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.111844 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0238511 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.169096 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.251358 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.278356 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.461761 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.441969 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.299303 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.358945 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0172343 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.119999 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.292187 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.330402 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0516429 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.291875 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.198586 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.260993 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.430176 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0105313 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.464055 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-1.48566 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.954975 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-2.24917 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-1.47016 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-1.28685 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.73058 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-1.42985 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-1.49053 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.217256 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.854211 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-1.0426 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.786512 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.841733 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-1.78978 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.361049 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.778421 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-2.06062 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-1.02688 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.592772 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.778838 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-1.59799 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-1.30037 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.171409 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.38542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.611524 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.21059 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.799918 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-1.26286 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.547568 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.834578 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.71907 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.800446 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.979123 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-1.68252 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-1.05841 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.404416 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.66978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.720545 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.49494 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.908938 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.749296 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.688205 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-1.84765 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.355622 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.911871 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-2.11507 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.842811 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-1.44933 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.94277 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-1.29325 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0555854 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.45254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.649733 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.27855 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.838126 # DEPENDENCYPART_GRANDPAR
